port_name,type,original_count,normalized_count,cleaned_count,total_occurrences,notes
Olofsford,origin,1,1,1,1,
Olskoldsvick,origin,2,2,2,2,
Omsach,origin,1,1,1,1,
Onega,origin,96,96,96,96,
Onkedalsorn,origin,1,0,0,1,removed in cleanup
Oplo,origin,7,8,8,8,
Oploe,origin,1,0,0,1,removed in cleanup
Oporto,origin,3,3,3,3,
Orendal,origin,1,0,0,1,removed in cleanup
Oresund,origin,1409,1409,1409,1409,
Orkedalen,origin,4,0,0,4,removed in cleanup
Orkedalsoren,origin,1,6,6,6,
Orkidulsken,origin,1,1,1,1,
Orleans,origin,2,2,2,2,
Ornskavik,origin,1,1,1,1,
Ornskjoldsvik,origin,34,34,34,34,
Ornskjoldvik,origin,2,2,2,2,
Ornskoldsvik,origin,9,11,11,11,
Ornskoldsvit,origin,1,0,0,1,removed in cleanup
Ornskolksvik,origin,1,0,0,1,removed in cleanup
Ornswall,origin,1,1,1,1,
Oromocto,origin,1,1,1,1,
Oronstadt,origin,1,0,0,1,removed in cleanup
Orotastadt,origin,1,1,1,1,
Oscar,origin,1,1,1,1,
Oscarhamn,origin,1,0,0,1,removed in cleanup
Oscarsham,origin,11,0,0,11,removed in cleanup
Oscarshamn,origin,234,249,249,249,
Oskarn,origin,1,1,1,1,
Oskarshamn,origin,3,0,0,3,removed in cleanup
Ostend,origin,17,18,18,18,
Ostende,origin,1,0,0,1,removed in cleanup
Ostrana,origin,1,1,1,1,
Ostrand,origin,4,4,4,4,
Oxarhaven,origin,1,1,1,1,
Oxelosund,origin,14,14,14,14,
Oxford,origin,1,1,1,1,
P,origin,2,2,0,2,removed in cleanup
P'burg,origin,18,18,18,18,
P. E I.,origin,1,1,1,1,
P. E. Island,origin,5,5,5,5,
P.E. Island,origin,1,1,1,1,
PADSTOW,destination,3,3,3,3,
PEART'S BLUE OR TIMBER MARKING INK,destination,1,1,1,1,
PENZANCE,destination,19,0,0,19,removed in cleanup
PERTH,destination,17,0,0,17,removed in cleanup
PETERHEAD,destination,60,0,0,60,removed in cleanup
PITWOOD,destination,350,350,0,350,removed in cleanup
PLYMOUTH,destination,240,0,0,240,removed in cleanup
POOL (WEST),destination,29,29,29,29,
POOLE,destination,236,0,0,236,removed in cleanup
PORT GLASGOW,destination,34,34,34,34,
PORTSMOUTH,destination,69,0,0,69,removed in cleanup
PRINCE,destination,0,0,8,8,inferred
PRINCE REGENT'S CANAL DOCKS,destination,1,1,1,1,
PRINCE REGENT'S WHARF,destination,8,8,0,8,removed in cleanup
PRINCE'S,destination,0,0,1,1,inferred
PRINCE'S WHARF,destination,1,1,0,1,removed in cleanup
Paimpol,origin,8,8,8,8,
Papenberg,origin,1,1,1,1,
Papenburg,origin,3,3,3,3,
Paquebot de Brest,origin,1,1,1,1,
Para,origin,2,2,2,2,
Parabobo,origin,1,1,1,1,
Parahyba,origin,1,1,1,1,
Parell,origin,1,1,1,1,
Paris,origin,1,1,1,1,
Parisienne,origin,1,1,1,1,
"Parraboro', N.S.",origin,1,1,1,1,
Parrsboro,origin,0,21,21,21,inferred
Parrsboro',origin,21,0,0,21,removed in cleanup
"Parrsboro', N.S.",origin,8,8,8,8,
Parrsborough,origin,8,8,8,8,
Parrsborough N.S.,origin,1,1,1,1,
"Parrsborough, N.S.",origin,1,1,1,1,
Parrsbro',origin,1,1,1,1,
Parrshow,origin,1,1,1,1,
Pascagoula,origin,30,31,31,31,
"Pascagoula, N.S.",origin,1,1,1,1,
Paskallavik,origin,3,3,3,3,
Pat,origin,1,1,1,1,
Pataholm,origin,12,12,12,12,
Patoum,origin,1,1,1,1,
Pauillac,origin,7,7,7,7,
Pearl River,origin,1,1,1,1,
Penang,origin,1,1,1,1,
Penascola,origin,1,0,0,1,removed in cleanup
Pensacola,origin,360,361,363,363,
Pentecost,origin,3,3,3,3,
Penzance,origin + destination,2,2,2,2,
Penze,origin,1,1,1,1,
Pernau,origin,13,13,13,13,
Pernaviken,origin,4,0,0,4,removed in cleanup
Pernaw,origin,1,1,1,1,
Pernoviken,origin,3,7,7,7,
Perth,destination,0,17,17,17,inferred
Petea,origin,1,1,1,1,
Peter and Paul,origin,1,1,1,1,
Peterhead,destination,0,60,60,60,inferred
Petersburg,origin,6,6,6,6,
Petersen,origin,1,1,1,1,
Phila,origin,3,3,3,3,
Philadelphi,origin,1,0,0,1,removed in cleanup
Philadelphia,origin,121,122,122,122,
Picton,origin,3,3,3,3,
Pictou,origin,10,10,10,10,
"Pictou, N.S.",origin,8,8,8,8,
Pierreville,origin,1,1,1,1,
Pierreville and Quebec,origin,86,86,86,86,
Pierville,origin,1,1,1,1,
Pikkala,origin,1,1,1,1,
Pillan,origin,1,1,1,1,
Pillau,origin,28,28,28,28,
Pitea,origin,113,113,114,114,
Plymouth,destination,0,240,240,240,inferred
Pont Aven,origin,1,1,1,1,
Pont L'Abbe,origin,2,0,0,2,removed in cleanup
Pont Neuf,origin,1,1,1,1,
Pont l'Abbe,origin,21,23,23,23,
Pontaven,origin,4,4,4,4,
Pontorson,origin,1,1,1,1,
Poole,origin + destination,3,3,3,3,
Porgrun,origin,1,0,0,1,removed in cleanup
Porsgrand,origin,1,0,0,1,removed in cleanup
Porsgrun,origin,1,0,0,1,removed in cleanup
Porsgrund,origin,389,393,393,393,
Port Cortes,origin,1,1,1,1,
Port Glasgow,origin,1,1,1,1,
Port Hill,origin,1,1,1,1,
Port Launay,origin,26,26,26,26,
Port Medway,origin,1,1,1,1,
"Port Medway, N.B.",origin,1,1,1,1,
Port Royal,origin,4,4,4,4,
"Port Royal, S.C.",origin,2,0,0,2,removed in cleanup
"Port Royal, S.E.",origin,1,0,0,1,removed in cleanup
"Port Royal, U.S.A.",origin,0,4,4,4,inferred
Port Saunders,origin,1,1,1,1,
Port au,origin,1,1,1,1,
Port-au-Prince,origin,3,3,3,3,
Portland,origin,28,28,28,28,
Portland Maine,origin,1,1,1,1,
"Portland, Maine",origin,5,5,5,5,
"Portland, O.",origin,4,4,4,4,
"Portland, Oregon",origin,1,1,1,1,
"Portland, U.S.A.",origin,1,1,1,1,
Porto Plata,origin,1,1,1,1,
Portsal,origin,2,2,2,2,
Portsmouth,destination,0,69,69,69,inferred
Poston,origin,1,1,1,1,
Poti,origin,3,3,3,3,
Presto,origin,1,1,1,1,
Prince Edward Island,origin,1,1,1,1,
Prince Edward's Island,origin,1,1,1,1,
Princesses,origin,1,1,1,1,
Puebla,origin,15,15,15,15,
Puerta Cortes,origin,1,1,1,1,
Puerto Cabello,origin,1,1,1,1,
Puerto Cortes,origin,7,0,0,7,removed in cleanup
Puerto Cortez,origin,1,8,8,8,
Puerto Plata,origin,1,1,1,1,
Puget Sound,origin,1,1,1,1,
Pugwash,origin,28,28,28,28,
"Pugwash, N.S.",origin,1,1,1,1,
Pukakirk,origin,1,1,1,1,
Punta Arenas,origin,1,1,1,1,
Pyterlaks,origin,5,5,5,5,
Pyttis,origin,2,2,2,2,
QUEBEC,origin + destination,6,0,0,6,removed in cleanup
QUEBEC DOCKS,destination,1,1,1,1,
QUEENBORO',destination,1,1,1,1,
QUEENBOROUGH,destination,15,0,0,15,removed in cleanup
QUEENBOROUGH PIER,destination,3,3,3,3,
Quebec,origin + destination,1374,1380,1463,1463,
Quebec and Montreal,origin,12,12,12,12,
Queenborough,destination,0,15,15,15,inferred
Quega,origin,1,1,1,1,
Quella,origin,1,1,1,1,
Quimper,origin,44,44,44,44,
R. Bernard,origin,4,4,4,4,
R. M,destination,3,3,3,3,
RAMSEY,destination,11,0,0,11,removed in cleanup
RAMSEY (ISLE OF MAN),destination,2,2,2,2,
RAMSGATE,destination,20,0,0,20,removed in cleanup
READING,destination,8,8,10,10,
REGENT'S,destination,0,0,2,2,inferred
REGENT'S CANAL,destination,1,1,1,1,
REGENT'S CANAL DOCK,destination,30,30,30,30,
REGENT'S CANAL DOCKS,destination,99,99,99,99,
REGENT'S WHARF,destination,2,2,0,2,removed in cleanup
RIga,origin,0,1970,1984,1984,inferred
ROCHESTER,destination,100,0,0,100,removed in cleanup
ROTHERHITHE,destination,4,4,4,4,
ROYAL ALBERT DOCK,destination,8,8,8,8,
ROYAL ALBERT DOCKS,destination,46,46,46,46,
ROYAL VICTORIA DOCKS,destination,8,8,8,8,
RTLEPOOL (WEST),destination,1,0,0,1,removed in cleanup
RUNCORN,destination,1,1,1,1,
RYE,destination,4,4,4,4,
Rafsa,origin,1,1,1,1,
Rafso,origin,54,54,54,54,
Rambak,origin,1,1,1,1,
Ramsey,destination,0,11,11,11,inferred
Ramsgate,destination,0,20,20,20,inferred
Ramvik,origin,2,2,2,2,
Ran goon,origin,1,0,0,1,removed in cleanup
Rander,origin,2,2,2,2,
Randers,origin,3,3,3,3,
Ranea,origin,10,10,10,10,
Rangoon,origin,83,84,86,86,
Rangsund,origin,0,1,1,1,inferred
Ranmo,origin,1,1,1,1,
Rano,origin,1,0,0,1,removed in cleanup
Rauma,origin,0,1,1,1,inferred
Raumea,origin,1,0,0,1,removed in cleanup
Red Creek,origin,1,1,1,1,
Redon,origin,188,188,190,190,
Reonneby,origin,1,1,1,1,
Reval,origin,3,3,3,3,
Revel,origin,1,1,1,1,
Richibucto,origin,84,84,86,86,
"Richibucto, N.B.",origin,4,4,4,4,
Richmond,origin,6,6,6,6,
"Richmond, Va.",origin,1,1,1,1,
Riga,origin,1970,0,0,1970,removed in cleanup
Riisoer,origin,7,0,0,7,removed in cleanup
Rika,origin,1,1,1,1,
Rilgedahl,origin,1,1,1,1,
Rimouski,origin,6,7,7,7,
Rio Hacha,origin,1,1,1,1,
Riser,origin,0,3,3,3,inferred
Risier,origin,1,0,0,1,removed in cleanup
Risoe,origin,1,0,0,1,removed in cleanup
Risoeer,origin,1,0,0,1,removed in cleanup
Risoer,origin,163,183,183,183,
Risor,origin,11,0,0,11,removed in cleanup
Risver,origin,2,0,0,2,removed in cleanup
Riv. Plate,origin,1,1,1,1,
Rivadeo,origin,11,11,11,11,
River,origin,1,1,1,1,
River Ouelle,origin,0,4,4,4,inferred
River Quelle,origin,4,0,0,4,removed in cleanup
River Saguenay,origin,1,1,1,1,
River St. Lawrence,origin,2,2,2,2,
Robertshor,origin,1,1,1,1,
Roche Bernard,origin,41,42,42,42,
Rochefort,origin,25,25,25,25,
Rochester,destination,0,100,100,100,inferred
Rockabema,origin,1,1,1,1,
Rodestrand,origin,1,1,1,1,
Ronne,origin,1,1,1,1,
Ronneby,origin,1,1,1,1,
Rosa,origin,1,1,1,1,
Roscoff,origin,1,1,1,1,
Rosetta,origin,1,1,1,1,
Rosso,origin,1,1,1,1,
Rotterdam,origin,559,559,560,560,
Rouen,origin,6,6,6,6,
Rounshy,origin,1,1,1,1,
Royetta,origin,1,0,0,1,removed in cleanup
Roytta,origin,2,3,3,3,
Ruchee,origin,1,1,1,1,
Ruetouche,origin,1,1,1,1,
Rugenwalde,origin,13,14,14,14,
Rugewalde,origin,1,0,0,1,removed in cleanup
Rusoer,origin,1,1,1,1,
Russoar,origin,1,1,1,1,
Ruthula,origin,1,1,1,1,
SCARBOROUGH,destination,19,0,0,19,removed in cleanup
SCOTLAND,destination,3,3,3,3,
SHEERNESS,destination,2,2,2,2,
SHEERNESS DOCKYARD,destination,1,1,1,1,
SHOREHAM,destination,67,0,0,67,removed in cleanup
SILVERTOWN,destination,5,5,7,7,
SILVERTOWN WHARF,destination,2,2,0,2,removed in cleanup
SKIBBEREEN,destination,5,5,5,5,
SLIGO,destination,14,14,14,14,
SOUTH ALLOA,destination,43,43,48,48,
SOUTH QUEENSFERRY,destination,6,6,6,6,
SOUTHAMPTON,destination,315,0,0,315,removed in cleanup
ST.,destination,0,0,1,1,inferred
ST. DAVID'S,destination,1,1,1,1,
ST. KATHARINE'S DOCK,destination,4,4,4,4,
ST. KATHARINE'S DOCKS,destination,4,4,4,4,
ST. KATHARINE'S WHARF,destination,1,1,0,1,removed in cleanup
STOCKTON,destination,59,0,0,59,removed in cleanup
STONE,destination,0,0,2,2,inferred
STONE STAIRS,destination,2,2,0,2,removed in cleanup
STORNOWAY,destination,11,0,0,11,removed in cleanup
STRANRAER,destination,4,4,4,4,
SUNDERLAND,destination,2605,0,0,2605,removed in cleanup
SURREY COMMERCIAL DOCKS,destination,2001,2001,2020,2020,
SURREY DOCKS,destination,8,8,8,8,
SWANSEA,destination,629,0,0,629,removed in cleanup
SWANWICH,destination,14,14,14,14,
Sach Kallan,origin,1,1,1,1,
Sackville,origin,8,8,8,8,
"Sackville, N.B.",origin,3,3,3,3,
Sada,origin,9,0,0,9,removed in cleanup
Saffi,origin,1,1,1,1,
Saguenay,origin,51,52,52,52,
Saints,origin,1,1,1,1,
Salis,origin,1,0,0,1,removed in cleanup
Salmis,origin,0,1,1,1,inferred
"Salo, Abo",origin,1,1,1,1,
Salsaker,origin,9,9,9,9,
Salsburg,origin,1,1,1,1,
Salstrom,origin,1,1,1,1,
Saltkallan,origin,2,2,2,2,
Saltock,origin,1,1,1,1,
Saltvick,origin,1,1,1,1,
Saltvik,origin,5,5,5,5,
Salvator,origin,1,1,1,1,
Salvesen & Co,origin,1,1,1,1,
Samarang,origin,1,1,1,1,
San Cyprian,origin,2,2,2,2,
San Domingo,origin,2,2,2,2,
San Francisco,origin,25,25,25,25,
San Pedro,origin,1,1,1,1,
San lefjord,origin,1,0,0,1,removed in cleanup
Sanda,origin,3,12,12,12,
Sandarne,origin,90,90,90,90,
Sandefiord,origin,14,0,0,14,removed in cleanup
Sandefjord,origin,60,88,88,88,
Sandeflord,origin,1,0,0,1,removed in cleanup
Sandeford,origin,3,0,0,3,removed in cleanup
Sandefurd,origin,1,1,1,1,
Sandfiord,origin,1,1,1,1,
Sandfjord,origin,2,0,0,2,removed in cleanup
Sandiefiord,origin,5,0,0,5,removed in cleanup
Sandiefurd,origin,1,1,1,1,
Sandifjord,origin,2,0,0,2,removed in cleanup
Sandioford,origin,1,1,1,1,
Sando,origin,3,3,3,3,
Sandssund,origin,1,1,1,1,
Sandswell,origin,2,2,2,2,
Sandvik,origin,13,15,15,15,
Sandviken,origin,7,7,7,7,
Sanne-sund,origin,2,0,0,2,removed in cleanup
Sannes,origin,1,1,1,1,
Sannesund,origin,32,35,35,35,
Santa Ana,origin,18,18,18,18,
Santa Anna,origin,7,7,7,7,
Santa Cruz,origin,2,2,2,2,
Santa Cruz de Cuba,origin,1,1,1,1,
Santa Cruz del Sur,origin,1,1,1,1,
Santander,origin,1,1,1,1,
Santirago de Cuba,origin,1,1,1,1,
Santos,origin,1,1,1,1,
Sarpsborg,origin,10,12,12,12,
Sarpseborg,origin,1,0,0,1,removed in cleanup
Sarsborg,origin,1,0,0,1,removed in cleanup
Sastmola,origin,1,1,1,1,
Satilla,origin,1,1,1,1,
Satilla River,origin,1,1,1,1,
Sault,origin,9,9,9,9,
Sault an Cochon,origin,0,1,1,1,inferred
Sault au Cochon,origin,1,1,1,1,
Saulta Cochon,origin,1,0,0,1,removed in cleanup
Sauris,origin,1,1,1,1,
Savannah,origin,39,39,41,41,
"Savannah, Georgia",origin,1,1,1,1,
Savenas,origin,2,2,2,2,
Savona,origin,1,1,1,1,
Scarborough,destination,0,19,19,19,inferred
Scarsport,origin,1,1,1,1,
Schabk,origin,1,1,1,1,
Schiedam,origin,6,6,6,6,
Schippswick,origin,1,1,1,1,
Scholocklea,origin,1,1,1,1,
Serpa,origin,1,1,1,1,
Sevastopol,origin,8,8,8,8,
Sguenay,origin,1,0,0,1,removed in cleanup
Shediac,origin,69,70,74,74,
"Shediac, N.B.",origin,3,3,3,3,
Sheet Harbor,origin,1,0,0,1,removed in cleanup
Sheet Harbour,origin,13,14,14,14,
"Sheet Harbour, Canada",origin,1,1,1,1,
"Sheet Harbour, N. B.",origin,1,1,1,1,
"Sheet Harbour, N.B.",origin,2,2,2,2,
"Sheet Harbour, N.S.",origin,3,3,3,3,
Sheliac,origin,1,0,0,1,removed in cleanup
"Sheliac, N.B.",origin,1,1,1,1,
"Shemogue, N.B.,",origin,1,1,1,1,
Sherbrooke,origin,4,4,4,4,
"Sherbrooke, N.S.",origin,1,1,1,1,
Ship Harbor,origin,1,1,1,1,
Ship Harbour,origin,3,3,3,3,
Ship Harbour N,origin,1,1,1,1,
"Ship Harbour, N.S.",origin,4,4,4,4,
Ship Island,origin,2,2,2,2,
Shoreham,destination,0,67,67,67,inferred
"Shulee, N.S.",origin,1,1,1,1,
Shulu,origin,1,1,1,1,
Sietwende,origin,1,1,1,1,
Sikea,origin,6,6,6,6,
Simo,origin,15,16,16,16,
Simon,origin,1,0,0,1,removed in cleanup
Singapore,origin,5,5,5,5,
Sjune,origin,1,1,1,1,
Skelleftea,origin,162,162,162,162,
Skepfovik,origin,1,1,1,1,
Skeppevik,origin,1,0,0,1,removed in cleanup
Skeppsvik,origin,9,11,11,11,
Skeppvik,origin,0,1,1,1,inferred
Skepsvik,origin,2,0,0,2,removed in cleanup
Skien,origin,179,179,179,179,
Skippevik,origin,1,1,1,1,
Skonvick,origin,1,0,0,1,removed in cleanup
Skonvik,origin,93,96,96,96,
Skonwick,origin,1,1,1,1,
Skouvik,origin,1,0,0,1,removed in cleanup
Skovik,origin,1,0,0,1,removed in cleanup
Skutakar,origin,2,0,0,2,removed in cleanup
Skutekar,origin,2,0,0,2,removed in cleanup
Skutska,origin,1,0,0,1,removed in cleanup
Skutskar,origin,126,131,131,131,
Skutvik,origin,1,1,1,1,
Slite,origin,19,19,19,19,
Slitehamn,origin,2,2,2,2,
Smyrna,origin,1,1,1,1,
Sod rhamn,origin,1,0,0,1,removed in cleanup
Soderham,origin,1,0,0,1,removed in cleanup
Soderhamn,origin,642,644,647,647,
Sodertelje,origin,2,2,2,2,
Soladstrom,origin,1,1,1,1,
Solsatsen,origin,1,1,1,1,
Solstadstrom,origin,2,2,2,2,
Solstastrom,origin,1,1,1,1,
Solstradstrom,origin,1,1,1,1,
Solvetsburg,origin,1,1,1,1,
Soon,origin,1,1,1,1,
Soraka,origin,1,1,1,1,
Soraker,origin,1,1,1,1,
Soraki,origin,1,1,1,1,
Sornas,origin,1,1,1,1,
Soroka,origin,49,49,49,49,
Sourabaya,origin,1,1,1,1,
Southampton,origin + destination,6,6,6,6,
Spain,origin,1,1,1,1,
Spencer Island,origin,1,1,1,1,
"Spencer's Island, N.S.",origin,2,2,2,2,
Sprangsviken,origin,4,6,6,6,
Sprangviken,origin,2,0,0,2,removed in cleanup
St,origin,169,169,0,169,removed in cleanup
St John,origin,1,0,0,1,removed in cleanup
St.,origin,1,1,1,1,
St. Ana,origin,1,4,4,4,
St. Anna,origin,3,0,0,3,removed in cleanup
St. Brieux,origin,54,54,54,54,
St. Clair,origin,1,1,1,1,
St. Cyprian,origin,1,1,1,1,
St. Etienne,origin,1,1,1,1,
St. George's,origin,1,1,1,1,
"St. George, N.B.",origin,1,1,1,1,
St. Ignace,origin,4,4,4,4,
St. Jago,origin,1,1,1,1,
St. Jago de Cuba,origin,1,1,1,1,
St. John,origin,125,128,128,128,
St. John N.B.,origin,1,0,0,1,removed in cleanup
St. John's,origin,8,8,8,8,
"St. John's, N. B.",origin,0,2,2,2,inferred
"St. John's, N.B.",origin,1,0,0,1,removed in cleanup
"St. John's, N.F.",origin,2,0,0,2,removed in cleanup
"St. John's, Newfoundland",origin,1,1,1,1,
"St. John, N. B.",origin,1,1,1,1,
"St. John, N.B",origin,1,0,0,1,removed in cleanup
"St. John, N.B.",origin,235,238,238,238,
"St. John, N.P.",origin,1,0,0,1,removed in cleanup
St. Johns,origin,1,0,0,1,removed in cleanup
St. Lucia,origin,2,2,2,2,
St. Malo,origin,19,19,19,19,
St. Mary,origin,1,0,0,1,removed in cleanup
St. Mary's,origin,5,6,6,6,
"St. Mary's, Georgia",origin,2,2,2,2,
"St. Marzonell's Bay, N.S.",origin,1,1,1,1,
St. Nazaire,origin,18,18,18,18,
St. P'burg,origin,8,8,8,8,
St. P'burg.,origin,2,2,2,2,
St. Paul's Bay,origin,1,1,1,1,
St. Petersburg,origin,175,175,175,175,
St. Petersburg Town,origin,2,2,2,2,
St. Servan,origin,2,2,2,2,
St. Thomas,origin,5,5,5,5,
Stavanger,origin,1,1,1,1,
Stavarf,origin,4,4,4,4,
Stedumas,origin,1,1,1,1,
Steel Harbour,origin,1,1,1,1,
Stege,origin,1,1,1,1,
Stenkjoer,origin,1,2,2,2,
Stenkjor,origin,1,0,0,1,removed in cleanup
Stenviker,origin,1,1,1,1,
Stettin,origin,510,510,512,512,
Stettin and Gothenburg,origin,1,1,1,1,
Stocka,origin,18,19,19,19,
Stockasa,origin,1,0,0,1,removed in cleanup
Stockasag,origin,18,18,18,18,
Stockavik,origin,2,0,0,2,removed in cleanup
Stockaviken,origin,3,7,7,7,
Stockazog,origin,3,3,3,3,
Stockholm,origin,187,187,187,187,
Stockholm and Rafso,origin,1,1,1,1,
Stockholm and Soderhamn,origin,1,1,1,1,
Stocks,origin,1,1,1,1,
Stocksasag,origin,1,1,1,1,
Stockssag,origin,1,1,1,1,
Stocksviken,origin,1,0,0,1,removed in cleanup
Stockton,destination,0,59,59,59,inferred
Stockvick,origin,1,1,1,1,
Stockvig,origin,1,1,1,1,
Stockvik,origin,1,1,1,1,
Stockvike,origin,1,0,0,1,removed in cleanup
Stoess,origin,1,1,1,1,
Stoka,origin,0,1,1,1,inferred
Stolpemunde,origin,4,4,4,4,
Storka,origin,1,0,0,1,removed in cleanup
Stornoway,destination,0,11,11,11,inferred
Stralsund,origin,1,1,1,1,
Strathbogie,origin,1,1,1,1,
Stromfars,origin,0,5,5,5,inferred
Stromfors,origin,5,0,0,5,removed in cleanup
Strommas,origin,1,0,0,1,removed in cleanup
Stromnaes,origin,0,1,1,1,inferred
Stromnas,origin,7,8,8,8,
Stromness,origin,1,0,0,1,removed in cleanup
Stromstad,origin,8,8,8,8,
Stromstadt,origin,1,1,1,1,
Strugsund,origin,1,0,0,1,removed in cleanup
Stugsund,origin,4,5,5,5,
Stutsboda,origin,1,1,1,1,
Stutshoda,origin,1,1,1,1,
Sulina,origin,1,1,1,1,
Summerside,origin,5,5,5,5,
"Summerside, P.E.I.",origin,1,1,1,1,
Sund,origin,9,9,9,9,
Sundabolay,origin,1,1,1,1,
Sundawall,origin,1,0,0,1,removed in cleanup
Sunderland,origin + destination,3,3,3,3,
Sunds Bolog,origin,1,1,1,1,
Sundsvall,origin,10,0,0,10,removed in cleanup
Sundsvoern,origin,1,1,1,1,
Sundswal,origin,1,0,0,1,removed in cleanup
Sundswall,origin,908,920,924,924,
Sundvik,origin,2,0,0,2,removed in cleanup
Sunnas,origin,1,1,1,1,
Sutcliffe,origin,1,1,1,1,
Svano,origin,4,4,4,4,
Svartvick,origin,1,0,0,1,removed in cleanup
Svartvik,origin,16,19,19,19,
Svartwik,origin,2,0,0,2,removed in cleanup
Svelvig,origin,3,3,3,3,
Svenesund,origin,1,1,1,1,
Swansea,destination,0,629,660,660,inferred
Swante,origin,1,1,1,1,
Swartvick,origin,2,0,0,2,removed in cleanup
Swartvik,origin,41,43,43,43,
Swartwick,origin,34,34,34,34,
Swartwik,origin,26,27,27,27,
Swarwik,origin,1,0,0,1,removed in cleanup
Sweden,origin,3,3,3,3,
Swinemunde,origin,3,3,3,3,
Swinesund,origin,1,1,1,1,
Sydney,origin,7,7,7,7,
T. W. Allen,origin,1,1,1,1,
TEIGNMOUTH,destination,22,0,0,22,removed in cleanup
THE MISSISSIPPI VALLEY,destination,9,9,9,9,
THE SAGINAW VALLEY,destination,1,1,1,1,
THE TIMBER TRADES JOURNAL,destination,210,210,0,210,removed in cleanup
THE TYNE,destination,270,270,275,275,
THOMAS ROEBUCK & COMPANY (LIMITED),destination,2,2,2,2,
TILBURY,destination,2,2,2,2,
TILBURY DOCK,destination,1,1,1,1,
TILBURY DOCKS,destination,17,17,17,17,
TRADE ITEMS,destination,3,3,0,3,removed in cleanup
TRALEE,destination,10,10,10,10,
TROON,destination,24,0,0,24,removed in cleanup
TRURO,destination,40,0,0,40,removed in cleanup
TUNNEL PIER,destination,1,1,1,1,
TYNE,destination,1423,0,0,1423,removed in cleanup
Tabasco,origin,5,5,5,5,
Table Bay,origin,1,1,1,1,
Taganrog,origin,4,4,4,4,
Tain,origin,2,2,2,2,
Tangror,origin,1,0,0,1,removed in cleanup
"Tapia, Spain",origin,1,1,1,1,
Tapilco,origin,1,1,1,1,
Tatamagouche,origin,2,0,0,2,removed in cleanup
"Tatamagouche, N.B.",origin,1,1,1,1,
Tatnmagouche,origin,0,2,2,2,inferred
Tedestrand,origin,1,0,0,1,removed in cleanup
Teignmouth,destination,0,22,22,22,inferred
"The finest floors are said to be seen in Russia. For those of the highest grade, tropical woods are exclusively employed. Fir and pine are never used, as in consequence of their sticky character they attract and retain dust and dirt, and thereby soon become blackened. Pitch pine too is liable to shrink, even after being well seasoned. The mosaic wood floors in Russia are of extraordinary beauty. One, in the Summer Palace, is of small squares of ebony inlaid with mother",origin,1,1,0,1,removed in cleanup
Theophile,origin,1,1,1,1,
Thomas,origin,1,1,1,1,
Three Islands,origin,1,1,1,1,
Three Rivers,origin,58,58,58,58,
Three Sisters,origin,1,1,1,1,
Three Towns,origin,1,1,1,1,
Throndjem,origin,1,0,0,1,removed in cleanup
Tiansand,origin,1,1,1,1,
"Tidnish, N.S.",origin,1,1,1,1,
Tignish,origin,1,1,1,1,
"Tignish, P.E.I.",origin,1,1,1,1,
Tillinge,origin,1,1,1,1,
Tillingnabben,origin,7,7,7,7,
Timmernabbem,origin,1,0,0,1,removed in cleanup
Timmernabben,origin,15,16,17,17,
Tlacotalpam,origin,1,4,4,4,
Tlacotalpan,origin,3,0,0,3,removed in cleanup
Tlatocalpan,origin,2,2,3,3,
Tonala,origin,14,14,14,14,
Tonsberg,origin,46,46,46,46,
Toreforg,origin,1,0,0,1,removed in cleanup
Torefors,origin,20,23,23,23,
Tornea,origin,68,68,68,68,
Torneadal,origin,1,1,1,1,
Torneouen,origin,1,1,1,1,
Tornes,origin,1,1,1,1,
Torre del Greco,origin,1,1,1,1,
Torrefors,origin,2,0,0,2,removed in cleanup
Tracadie,origin,1,1,1,1,
Trangesund,origin,1,0,0,1,removed in cleanup
Trangssund,origin,1,0,0,1,removed in cleanup
Trangsund,origin,5,7,7,7,
Treaniskow,origin,1,1,1,1,
Tredestrand,origin,1,0,0,1,removed in cleanup
Treffenberg,origin,1,1,1,1,
Treguier,origin,3,3,3,3,
Trehiguer,origin,1,1,1,1,
Trehiguier,origin,9,9,9,9,
Tremblade,origin,1,1,1,1,
Trenberth,origin,1,1,1,1,
Treport,origin,5,5,5,5,
Treshchow,origin,1,1,1,1,
Tresukstea,origin,1,1,1,1,
Trieste,origin,92,92,92,92,
Trieste and Fiume,origin,1,1,1,1,
Trimsaran,origin,1,1,1,1,
Trinidad,origin,1,2,2,2,
Trinidade,origin,1,0,0,1,removed in cleanup
Trondhjem,origin,0,2,2,2,inferred
Trondjem,origin,1,0,0,1,removed in cleanup
Trontero,origin,1,1,1,1,
Troon,origin + destination,1,1,1,1,
Trouville,origin,4,4,4,4,
Truro,destination,0,40,40,40,inferred
Truxillo,origin,8,8,8,8,
Tunadal,origin,10,10,10,10,
Tunnadal,origin,1,1,1,1,
Tupilco,origin,5,5,5,5,
Turkey,origin,1,1,1,1,
Tusket,origin,2,2,2,2,
Tvedestrand,origin,64,70,70,70,
Twedestrand,origin,4,0,0,4,removed in cleanup
Tyne,destination,0,1423,1437,1437,inferred
Uamarina,origin,1,1,1,1,
Uddevalla,origin,86,87,87,87,
Uddewalla,origin,29,31,31,31,
Uddowalla,origin,1,0,0,1,removed in cleanup
Udevalla,origin,1,0,0,1,removed in cleanup
Udewalla,origin,1,0,0,1,removed in cleanup
