year,destination_port,ship_count,latitude,longitude
1893,Truro,6,50.2631950000001,-5.05104099999994
1893,CTURERS OF,6,,
1893,PORTS,6,,
1893,Granton,5,,
1893,Arbroath,5,56.5628888704369,-2.59099889825813
1893,Waterford,5,,
1893,CARRIERS' DOCK,5,,
1893,Scarborough,5,54.283113,-0.399751999999978
1893,Lowestoft,5,52.481138,1.75344900000016
1893,Chester,5,53.1933920000001,-2.8930749999999
1893,METHIL,5,,
1893,Folkestone,5,51.081397,1.16945599999991
1893,DOCKS,5,,
1893,Grimsby (Town Docks),5,53.5674710000001,-0.0807839999998805
1893,S EXECUTED FOR COUNTRY BUYERS,5,,
1893,NOVEMBER,5,,
1893,ON DOCK,5,,
1893,TENDER OPEN,5,,
1893,Aberdeen,4,57.1453346208669,-2.10306332275388
1893,Galway,4,53.269014434,-9.04777257699993
1893,CANADA DOCK,4,,
1893,Portsmouth,4,50.8197675000001,-1.0879769
1893,FRANCE,4,,
1893,AVONMOUTH DOCK,4,51.501958264588,-2.70636874389645
1893,Faversham,4,51.3174325831495,0.888274418029924
1893,PORT,4,,
1893,HUSKISSON DOCK,3,,
1893,BROCKLEBANK DOCK,3,,
1893,Ramsgate,3,51.3355450000001,1.41989499999994
1893,PRESTON,3,53.763201,-2.70308999999992
1893,Newhaven,3,50.79307,0.0455740000000446
1893,Penzance,3,50.118798,-5.53759199999996
1893,Shoreham,3,,
1893,ST. KATHARINE DOCK,3,,
1893,JUNE,3,,
1893,LEFOS,3,,
1893,SKIBBEREEN,3,,
1893,WIGTOWN,3,54.8676447222298,-4.44449749206541
1893,NEWBY,3,,
1893,GRIMSBY DOCK,3,,
1893,Bristol (Town Docks),3,51.4545130000001,-2.58790999999997
1893,GOW,3,,
1893,HARRINGTON DOCK,2,,
1893,Dundalk,2,,
1893,VICTORIA & ALBERT DOCKS,2,,
1893,EAST INDIA DOCKS,2,,
1893,Whitehaven,2,54.5496990000001,-3.58923300000004
1893,Beaumaris,2,53.2658650000001,-4.09199000000001
1893,London (Victoria Dock),2,51.5073509000001,-0.127758299999982
1893,Kirkcaldy,2,56.109236880424,-3.16149504760739
1893,VICTORIA AND ALBERT DOCK,2,,
1893,Weymouth,2,50.6144279,-2.45762099999996
1893,Peterhead,2,57.5065199884148,-1.79653335449211
1893,Perth,2,56.3958320136505,-3.43183501586907
1893,DUNN & CO,2,,
1893,BUILDING NOTES,2,,
1893,DOCK FIRES IN LIVERPOOL,2,,
1893,DULDING,2,,
1893,ORMSBY DOCK,2,,
1893,(FROM LLOYD'S.),2,,
1893,PREVENTS SLIPPING,2,,
1893,OVER LIQUID,2,,
1893,EXPO,2,,
1893,SURREY DOCK,2,,
1893,BRIDPORT,2,50.7335769,-2.7583009999999
1893,TON DOCK,2,,
1893,... E.C,2,,
1893,ENGL,2,,
1893,OCTOBER,2,,
1893,Ardrossan,1,55.6481390173549,-4.80960840777251
1893,Aberystwith,1,,
1893,Littlehampton,1,50.811057,-0.538660899999968
1893,Douglas,1,54.1474883509337,-4.47930775924688
1893,Lancaster,1,54.046575,-2.8007399
1893,Carnavon,1,53.1432579104494,-4.27657175134273
1893,BIRKENHEAD DOCK,1,,
1893,ST. KATHARINE'S DOCKS,1,,
1893,Queenborough,1,51.416139674537,0.742809298858174
1893,"TAYLOR BROS., ADELAIDE WORKS, SHEFFIELD",1,,
1893,London (Victoria Docks),1,51.5073509000001,-0.127758299999982
1893,OTHER DOCKS,1,,
1893,Teignmouth,1,50.5470330000001,-3.49668799999984
1893,LANGTON DOCK,1,,
1893,APPLEDORE,1,,
1893,Harwich,1,51.9347310000001,1.26029700000004
1893,Ipswich,1,52.056736,1.14822000000004
1893,DARTMOUTH,1,50.352517,-3.57880699999998
1893,Falmouth,1,50.152571,-5.06627000000003
1893,Ayr,1,55.4703747229195,-4.63760140747054
1893,ARKLOW,1,,
1893,COUN,1,,
1893,GOOLE DOCK,1,,
1893,Boston (Boston Dock),1,52.9789400000001,-0.0265769999999748
1893,GUERNSEY,1,,
1893,KIDDSON DOCK,1,,
1893,Liverpool (Kiddson Dock),1,,
1893,KINGTON DOCK,1,,
1893,Liverpool (Kington Dock),1,53.4083714,-2.99157259999998
1893,IRON FENCING,1,,
1893,DOCK,1,,
1893,FILES,1,,
1893,DUNI,1,,
1893,OCT,1,,
1895,Grimsby,1433,53.5674710000001,-0.0807839999998805
1895,London,1221,51.5073509000001,-0.127758299999982
1895,Liverpool,940,53.4083714,-2.99157259999998
1895,Tyne,746,55.0179189721861,-1.42556335449211
1895,Newport,727,51.584151,-2.99766399999993
1895,Bristol,683,51.4545130000001,-2.58790999999997
1895,Poole,490,50.7150500000001,-1.98724800000002
1895,Dundee,482,56.4612028818325,-2.96765932817017
1895,Borrowstounness,269,56.0191848626102,-3.60281840209956
1895,Greenock,248,55.9505077629267,-4.75971798437838
1895,Grimsby (Queen's Dock),213,53.5674710000001,-0.0807839999998805
1895,Lynn,173,52.7516798,0.402296300000103
1895,Inverness,167,57.4827277738256,-4.22737025390621
1895,Boston,158,52.9789400000001,-0.0265769999999748
1895,Stockton,142,,
1895,Fleetwood,136,53.9154477593217,-3.01331410565124
1895,Liverpool (Coburg Dock),124,53.4083714,-2.99157259999998
1895,London (Tilbury Docks),106,51.5073509000001,-0.127758299999982
1895,Goole,103,53.7029410000001,-0.876380999999981
1895,Hull (Queen's Dock),89,53.7456708999999,-0.336741299999971
1895,Dublin,85,53.346388727,-6.21662037199997
1895,Wick,84,58.4430600485415,-3.09285166137693
1895,Fowey,78,50.3349900000001,-4.63652499999995
1895,SDD,69,,
1895,Berwick,65,55.7702420000001,-2.00539499999996
1895,RUNCORN DOCK,61,,
1895,London (Surrey Commercial Docks),59,51.5073509000001,-0.127758299999982
1895,Cork,59,51.9014959520001,-8.44685895399994
1895,Limerick,59,,
1895,Irvine,51,55.618333779517,-4.65659498413083
1895,Liverpool (Alexandra Dock),49,53.4083714,-2.99157259999998
1895,Londonderry,49,55.0114105220001,-7.30041944099997
1895,Montrose,47,56.7213304436428,-2.46576667724605
1895,Cardiff,36,51.4815810000001,-3.17908999999992
1895,DOORS,36,,
1895,Newry,35,54.1483756060001,-6.32235385399997
1895,Lerwick,35,,
1895,Liverpool (Wellington Dock),35,53.4083714,-2.99157259999998
1895,Exeter,34,50.7184120000001,-3.53389899999991
1895,Hartlepool (West),33,54.6917449999999,-1.21292600000004
1895,Dover,32,51.1278758,1.31340270000004
1895,BXBXB,31,,
1895,Grimsby (Prince's Dock),30,53.5674710000001,-0.0807839999998805
1895,LIMITED,30,,
1895,Milford,29,,
1895,Troon,27,55.5444127055824,-4.67361271972649
1895,London (Queen's Dock),27,51.5073509000001,-0.127758299999982
1895,NEWS,26,,
1895,STIRLING,26,56.1173485571869,-3.93919047158875
1895,Liverpool (Queen's Dock),25,53.4083714,-2.99157259999998
1895,London (Other Docks and Wharves),22,51.5073509000001,-0.127758299999982
1895,Hull (Victoria Dock),22,53.7456708999999,-0.336741299999971
1895,Truro,22,50.2631950000001,-5.05104099999994
1895,ALBERT DOCK,21,,
1895,Runcorn,21,53.3420780000001,-2.72967299999999
1895,LOUP,20,,
1895,BUTE DOCK,20,,
1895,Leith,18,55.9765554947196,-3.16607291534422
1895,Cowes,17,50.7627850000001,-1.30053299999997
1895,FILES,17,,
1895,OTTI STREET,17,,
1895,Glasgow,16,55.8582389117887,-4.24254728271348
1895,TO BUILDERS,16,,
1895,WIGTOWN,15,54.8676447222298,-4.44449749206541
1895,BIRKBECK BUILDING SOCIETY,15,,
1895,Liverpool (Prince's Dock),14,53.4083714,-2.99157259999998
1895,AVONMOUTH DOCK,13,51.501958264588,-2.70636874389645
1895,Southampton,13,50.9097004,-1.40435090000005
1895,Liverpool (Brunswick Dock),13,53.4083714,-2.99157259999998
1895,Middlesbrough,12,54.5742270000001,-1.23495600000001
1895,Alloa,12,56.1163031824617,-3.79518671321335
1895,ING,12,,
1895,Swansea,11,51.62144,-3.94364599999994
1895,Belfast,11,54.613523371,-5.90696169099994
1895,Grangemouth,11,56.0086943296901,-3.71710520629876
1895,Sligo,11,54.277488562,-8.48034919799994
1895,REVIEW,11,,
1895,Sunderland,10,54.9068690000001,-1.38380099999989
1895,BORROWSTOWNESS,10,,
1895,Liverpool (Runcorn Dock),10,53.4083714,-2.99157259999998
1895,RAILWAY DOCK,9,,
1895,GARSTON DOCK,9,,
1895,London (Millwall Docks),9,51.5073509000001,-0.127758299999982
1895,Blyth,9,55.1354889326177,-1.52226629597336
1895,Yarmouth,9,52.1084745429551,1.33582938769132
1895,EXPORTED FROM,9,,
1895,VICTORIA AND ALBERT DOCKS,8,,
1895,Llanelly,8,51.680886,-4.16024800000002
1895,Faversham,8,51.3174325831495,0.888274418029924
1895,Bridgwater,8,51.1326558933295,-3.00590651324461
1895,EDEN,8,,
1895,London (Runcorn Dock),8,51.5073509000001,-0.127758299999982
1895,Barrow,7,,
1895,Aberdeen,7,57.1453346208669,-2.10306332275388
1895,Gloucester,7,51.8642449,-2.23815599999989
1895,London (Regent's Canal Docks),7,51.5073509000001,-0.127758299999982
1895,Hull (Union Dock),7,53.7456708999999,-0.336741299999971
1895,Goole (Queen's Dock),7,53.7029410000001,-0.876380999999981
1895,WIDNES,7,,
1895,London (West India Docks),6,51.5073509000001,-0.127758299999982
1895,Wisbech,6,52.666317,0.158797000000163
1895,METHIL,6,,
1895,HARTLEPOOL,6,54.6917449999999,-1.21292600000004
1895,DRYING KILNS,6,,
1895,KINGSTON,6,,
1895,PORTS,6,,
1895,LANGTON DOCK,5,,
1895,CANADA DOCK,5,,
1895,Shoreham,5,,
1895,Ipswich,5,52.056736,1.14822000000004
1895,VICTORIA AND ALBERT DOCK,5,,
1895,MILLWALL DOCK,5,,
1895,SKIRTING,5,,
1895,Liverpool (Customs Dock),5,53.4083714,-2.99157259999998
1895,Liverpool (Nelson Dock),5,53.4083714,-2.99157259999998
1895,HUSKISSON DOCK,4,,
1895,Portsmouth,4,50.8197675000001,-1.0879769
1895,TOXTETH DOCK,4,,
1895,Newhaven,4,50.79307,0.0455740000000446
1895,Ayr,4,55.4703747229195,-4.63760140747054
1895,Peterhead,4,57.5065199884148,-1.79653335449211
1895,Scarborough,4,54.283113,-0.399751999999978
1895,SALFORD DOCK,4,,
1895,HARRINGTON DOCK,4,,
1895,HORNBY DOCK,4,,
1895,Colchester,4,51.895927,0.891874000000087
1895,LINDEN WOOD,4,,
1895,Liverpool (Convoy Dock),4,53.4083714,-2.99157259999998
1895,SKIBBEREEN,4,,
1895,Liverpool (Tillotson's Dock),4,53.4083714,-2.99157259999998
1895,Wexford,3,52.3386830540001,-6.45647567999993
1895,Plymouth,3,50.3754565,-4.14265649999993
1895,BIRKENHEAD DOCK,3,,
1895,OTHER DOCKS,3,,
1895,Hull,3,53.7456708999999,-0.336741299999971
1895,Grimsby (Runcorn Dock),3,53.5674710000001,-0.0807839999998805
1895,Liverpool (Union Dock),3,53.4083714,-2.99157259999998
1895,MEMBERS,3,,
1895,P. B. WILKIE & CO,3,,
1895,BRIDPORT,3,50.7335769,-2.7583009999999
1895,COUNTER TOP,3,,
1895,MERCE,3,,
1895,Liverpool (Longton Dock),3,53.4083714,-2.99157259999998
1895,LONGTON DOCK,3,,
1895,HUSKISSON DOCKS,2,,
1895,Bristol (West),2,51.4545130000001,-2.58790999999997
1895,CARRIERS' DOCK,2,,
1895,Folkestone,2,51.081397,1.16945599999991
1895,Chester,2,53.1933920000001,-2.8930749999999
1895,Banff,2,,
1895,Lowestoft,2,52.481138,1.75344900000016
1895,London (Victoria Docks),2,51.5073509000001,-0.127758299999982
1895,"ADELAIDE WORKS, SHEFFIELD",2,,
1895,Falmouth,2,50.152571,-5.06627000000003
1895,WEST INDIA DOCK,2,,
1895,Weymouth,2,50.6144279,-2.45762099999996
1895,Whitehaven,2,54.5496990000001,-3.58923300000004
1895,Penzance,2,50.118798,-5.53759199999996
1895,Rochester,2,51.3880000000001,0.506721000000084
1895,SURREY DOCK,2,,
1895,CONVOY DOCK,2,,
1895,SCO,2,,
1895,WICKLOW,2,,
1895,BO'NE,2,,
1895,TOWN'S DOCK,2,,
1895,GLINGE,2,,
1895,TILLOTSON'S DOCK,2,,
1895,CANADA DOCKS,1,,
1895,WINNIPEG DOCK,1,,
1895,Ardrossan,1,55.6481390173549,-4.80960840777251
1895,Beaumaris,1,53.2658650000001,-4.09199000000001
1895,SIR WM. WRIGHT'S DOCK,1,,
1895,ST. ANDREW'S DOCK,1,,
1895,APPLEDORE,1,,
1895,Stornoway,1,58.2093906476432,-6.38865166137691
1895,WATERLOO DOCK,1,,
1895,Arbroath,1,56.5628888704369,-2.59099889825813
1895,BROCKLEBANK DOCK,1,,
1895,Granton,1,,
1895,STRANRAER,1,54.9057043138819,-5.01757162963861
1895,Carnavon,1,53.1432579104494,-4.27657175134273
1895,Kirkcaldy,1,56.109236880424,-3.16149504760739
1895,Littlehampton,1,50.811057,-0.538660899999968
1895,PRESTON,1,53.763201,-2.70308999999992
1895,Ramsgate,1,51.3355450000001,1.41989499999994
1895,Galway,1,53.269014434,-9.04777257699993
1895,Aberystwith,1,,
1895,Maryport,1,54.714441,-3.49494000000004
1895,London (Union Dock),1,51.5073509000001,-0.127758299999982
1895,UNSECURED,1,,
1895,BLOCK FLOORING,1,,
1895,KING'S CROSS,1,,
1895,CUSTOMS DOCK,1,,
1895,SCOT,1,,
1895,TS OPEN,1,,
1895,EDMISTON &,1,,
1895,SUCCESSFUL,1,,
1895,CULLER,1,,
1895,TILES,1,,
1895,"WEB SAWS,",1,,
1896,London,43,51.5073509000001,-0.127758299999982
1896,Bristol,42,51.4545130000001,-2.58790999999997
1896,Tyne,28,55.0179189721861,-1.42556335449211
1896,Newport,28,51.584151,-2.99766399999993
1896,Liverpool,28,53.4083714,-2.99157259999998
1896,Grimsby,27,53.5674710000001,-0.0807839999998805
1896,Borrowstounness,18,56.0191848626102,-3.60281840209956
1896,London (Tilbury Docks),13,51.5073509000001,-0.127758299999982
1896,Irvine,7,55.618333779517,-4.65659498413083
1896,Grimsby (Queen's Dock),7,53.5674710000001,-0.0807839999998805
1896,Wick,6,58.4430600485415,-3.09285166137693
1896,Dundee,6,56.4612028818325,-2.96765932817017
1896,& TILES,5,,
1896,Liverpool (Coburg Dock),5,53.4083714,-2.99157259999998
1896,Greenock,5,55.9505077629267,-4.75971798437838
1896,Lerwick,4,,
1896,Hull (Queen's Dock),3,53.7456708999999,-0.336741299999971
1896,P. B. WILKIE & CO,3,,
1896,Boston,2,52.9789400000001,-0.0265769999999748
1896,Cork,2,51.9014959520001,-8.44685895399994
1896,Goole,1,53.7029410000001,-0.876380999999981
1896,Limerick,1,,
1897,Grimsby,1391,53.5674710000001,-0.0807839999998805
1897,London,1314,51.5073509000001,-0.127758299999982
1897,Liverpool,1191,53.4083714,-2.99157259999998
1897,Bristol,896,51.4545130000001,-2.58790999999997
1897,Dundee,643,56.4612028818325,-2.96765932817017
1897,Tyne,560,55.0179189721861,-1.42556335449211
1897,Newport,491,51.584151,-2.99766399999993
1897,Greenock,469,55.9505077629267,-4.75971798437838
1897,Poole,410,50.7150500000001,-1.98724800000002
1897,Borrowstounness,340,56.0191848626102,-3.60281840209956
1897,Boston,312,52.9789400000001,-0.0265769999999748
1897,Inverness,278,57.4827277738256,-4.22737025390621
1897,Grimsby (Queen's Dock),167,53.5674710000001,-0.0807839999998805
1897,Hull (Queen's Dock),165,53.7456708999999,-0.336741299999971
1897,Lynn,164,52.7516798,0.402296300000103
1897,Liverpool (Coburg Dock),162,53.4083714,-2.99157259999998
1897,Goole,140,53.7029410000001,-0.876380999999981
1897,Fleetwood,124,53.9154477593217,-3.01331410565124
1897,Irvine,115,55.618333779517,-4.65659498413083
1897,Liverpool (Nelson Dock),106,53.4083714,-2.99157259999998
1897,Fowey,88,50.3349900000001,-4.63652499999995
1897,Goole (Queen's Dock),83,53.7029410000001,-0.876380999999981
1897,Dublin,74,53.346388727,-6.21662037199997
1897,London (Tilbury Docks),72,51.5073509000001,-0.127758299999982
1897,Cowes,65,50.7627850000001,-1.30053299999997
1897,London (Other Docks and Wharves),58,51.5073509000001,-0.127758299999982
1897,Cork,53,51.9014959520001,-8.44685895399994
1897,Liverpool (Queen's Dock),53,53.4083714,-2.99157259999998
1897,Montrose,51,56.7213304436428,-2.46576667724605
1897,Liverpool (Alexandra Dock),45,53.4083714,-2.99157259999998
1897,Berwick,45,55.7702420000001,-2.00539499999996
1897,Hartlepool (West),43,54.6917449999999,-1.21292600000004
1897,CLYDE TRUST,39,,
1897,CLEM WOOD,38,,
1897,Hull (Victoria Dock),37,53.7456708999999,-0.336741299999971
1897,Exeter,35,50.7184120000001,-3.53389899999991
1897,M. & J. BROWN,35,,
1897,Sunderland,33,54.9068690000001,-1.38380099999989
1897,Stockton,33,,
1897,Cardiff,33,51.4815810000001,-3.17908999999992
1897,Wick,32,58.4430600485415,-3.09285166137693
1897,London (Surrey Commercial Docks),31,51.5073509000001,-0.127758299999982
1897,Liverpool (Dock),31,53.4083714,-2.99157259999998
1897,Dover,29,51.1278758,1.31340270000004
1897,OLE,29,,
1897,S. PER DOZEN,25,,
1897,Limerick,24,,
1897,CANADA DOCK,23,,
1897,BRIDGE,22,,
1897,QUEENBORO',21,51.416139674537,0.742809298858174
1897,Belfast,20,54.613523371,-5.90696169099994
1897,Southampton,20,50.9097004,-1.40435090000005
1897,Swansea,20,51.62144,-3.94364599999994
1897,ROYAL ALBERT DOCK,20,,
1897,Milford,20,,
1897,Londonderry,19,55.0114105220001,-7.30041944099997
1897,QUEENBORO,19,51.416139674537,0.742809298858174
1897,Gloucester,18,51.8642449,-2.23815599999989
1897,ALBERT DOCK,18,,
1897,Liverpool (Wellington Dock),18,53.4083714,-2.99157259999998
1897,London (London Docks),18,51.5073509000001,-0.127758299999982
1897,MILLWALL DOCK,17,,
1897,W.O,17,,
1897,IF YOU,17,,
1897,TYNE DOCK,17,,
1897,FILES,16,,
1897,HORNBY DOCK,15,,
1897,Yarmouth,15,52.1084745429551,1.33582938769132
1897,Sligo,15,54.277488562,-8.48034919799994
1897,RPOOL,15,,
1897,Kirkcaldy,14,56.109236880424,-3.16149504760739
1897,Wisbech,13,52.666317,0.158797000000163
1897,Barrow,13,,
1897,LANGTON DOCK,13,,
1897,Truro,13,50.2631950000001,-5.05104099999994
1897,T. L. B. RED RUBBERS,13,,
1897,Grimsby (Tilbury Docks),13,53.5674710000001,-0.0807839999998805
1897,GARSTON DOCK,12,,
1897,OF EVERY DESCRIPTION,12,,
1897,SIMPLE IN CONSTRUCTION,12,,
1897,BIRKENHEAD DOCK,11,,
1897,Rochester,11,51.3880000000001,0.506721000000084
1897,Ipswich,11,52.056736,1.14822000000004
1897,Lowestoft,11,52.481138,1.75344900000016
1897,EFLE,11,,
1897,CLOSED,11,,
1897,Bridgwater,10,51.1326558933295,-3.00590651324461
1897,Lerwick,10,,
1897,Newport (Mon),10,51.584151,-2.99766399999993
1897,Liverpool (Brunswick Dock),10,53.4083714,-2.99157259999998
1897,Newry,9,54.1483756060001,-6.32235385399997
1897,WIDNES,9,,
1897,Liverpool (Prince's Dock),8,53.4083714,-2.99157259999998
1897,WIGTOWN,8,54.8676447222298,-4.44449749206541
1897,FOR,8,,
1897,Aberystwith,7,,
1897,Folkestone,7,51.081397,1.16945599999991
1897,Plymouth,7,50.3754565,-4.14265649999993
1897,Troon,7,55.5444127055824,-4.67361271972649
1897,IRON FENCING,7,,
1897,Whitehaven,6,54.5496990000001,-3.58923300000004
1897,Portsmouth,6,50.8197675000001,-1.0879769
1897,Glasgow,6,55.8582389117887,-4.24254728271348
1897,AVONMOUTH DOCK,6,51.501958264588,-2.70636874389645
1897,BEDFORD,6,,
1897,TOXTETH DOCK,6,,
1897,DOORS,6,,
1897,London (Runcorn Dock),6,51.5073509000001,-0.127758299999982
1897,SPEED,6,,
1897,"J. H. ROWNTREE & CO.,",5,,
1897,Faversham,5,51.3174325831495,0.888274418029924
1897,Alloa,5,56.1163031824617,-3.79518671321335
1897,RAILWAY DOCK,5,,
1897,Falmouth,5,50.152571,-5.06627000000003
1897,Chester,5,53.1933920000001,-2.8930749999999
1897,Llanelly,5,51.680886,-4.16024800000002
1897,London (Victoria Dock),5,51.5073509000001,-0.127758299999982
1897,London (Coburg Dock),5,51.5073509000001,-0.127758299999982
1897,R.B,5,,
1897,GEORGE MERRYLEES & CO,5,,
1897,T (Mon),5,,
1897,London (Queen's Dock),5,51.5073509000001,-0.127758299999982
1897,London (Millwall Docks),4,51.5073509000001,-0.127758299999982
1897,Ramsgate,4,51.3355450000001,1.41989499999994
1897,Shoreham,4,,
1897,Newhaven,4,50.79307,0.0455740000000446
1897,Middlesbrough,4,54.5742270000001,-1.23495600000001
1897,CARRIERS' DOCK,4,,
1897,GLINGE,4,,
1897,Wexford,4,52.3386830540001,-6.45647567999993
1897,Liverpool (Tilbury Docks),4,53.4083714,-2.99157259999998
1897,E.C,4,,
1897,Whitby,3,54.4863350000001,-0.613346999999919
1897,ROYAL ALBE,3,,
1897,VICTORIA,3,,
1897,Blyth,3,55.1354889326177,-1.52226629597336
1897,Barnstaple,3,51.0784564808267,-4.06095583599865
1897,Granton,3,,
1897,SIR WILLIAM WRIGHT'S DOCK,3,,
1897,Littlehampton,3,50.811057,-0.538660899999968
1897,Lancaster,3,54.046575,-2.8007399
1897,Scarborough,3,54.283113,-0.399751999999978
1897,OTHER DOCKS,3,,
1897,SKIBBEREEN,3,,
1897,Waterford,3,,
1897,EXPORT ORDERS,3,,
1897,R & SURVEYOR,3,,
1897,COUNTER TOPS,3,,
1897,W. C. K,3,,
1897,CONFRG DOCK,3,,
1897,ORING,3,,
1897,Grimsby (London Docks),3,53.5674710000001,-0.0807839999998805
1897,Carnavon,2,53.1432579104494,-4.27657175134273
1897,OTHER DOCKS A,2,,
1897,PRESTON,2,53.763201,-2.70308999999992
1897,Colchester,2,51.895927,0.891874000000087
1897,Beaumaris,2,53.2658650000001,-4.09199000000001
1897,Hull,2,53.7456708999999,-0.336741299999971
1897,AUSTRIAN WAINSCOT OAK,2,,
1897,ST. ANDREW'S DOCK,2,,
1897,JAMES HARRISON,2,,
1897,Leith,2,55.9765554947196,-3.16607291534422
1897,Galway,2,53.269014434,-9.04777257699993
1897,Douglas,2,54.1474883509337,-4.47930775924688
1897,WEST INDIA DOCK,2,,
1897,EXPORTERS OF,2,,
1897,NOTICE OF DIVIDEND,2,,
1897,TION,2,,
1897,RUNCORN DOCK,2,,
1897,DOCK BILLS,2,,
1897,ION,2,,
1897,EVERY DESCRIPTION OF BUILDING WOOD,2,,
1897,Hull (Union Dock),2,53.7456708999999,-0.336741299999971
1897,Liverpool (Union Dock),2,53.4083714,-2.99157259999998
1897,DOCK,2,,
1897,BRIDLINGTON,2,,
1897,RECEIVING ORDERS,2,,
1897,EXPO,2,,
1897,"LONDON, E.C",1,,
1897,AND,1,,
1897,Tralee,1,,
1897,WEST INDIA,1,,
1897,"VEREBSTUFF, LONDON",1,,
1897,DOCKS,1,,
1897,METHIL,1,,
1897,Peterhead,1,57.5065199884148,-1.79653335449211
1897,Harwich,1,51.9347310000001,1.26029700000004
1897,Grangemouth,1,56.0086943296901,-3.71710520629876
1897,Fraserburgh,1,,
1897,AVONMOUTH,1,,
1897,SIR WM. WRIGHT'S DOCK,1,,
1897,BLYTHAVEN,1,,
1897,BLACKHEATH,1,,
1897,SEAHAM,1,,
1897,LOWE[?],1,,
1897,ROYAL ALBE[?],1,,
1897,VICTORIA [?],1,,
1897,DROGHEDA,1,,
1897,HORNSBY DOCK,1,,
1897,Castletown,1,,
1897,WAPPING DOCK,1,,
1897,DOCKS AND WHARVES,1,,
1897,HARRINGTON DOCK,1,,
1897,ELIZABETH DOCK,1,,
1897,SANDON DOCK,1,,
1897,NG IRONS,1,,
1897,ROBERT KERR & SONS,1,,
1897,London (Wellington Dock),1,51.5073509000001,-0.127758299999982
1897,Liverpool (Brooklyn Dock),1,53.4083714,-2.99157259999998
1897,NDON S.E,1,,
1897,UNSECURED,1,,
1897,W.CK,1,,
1897,JOINERS' WORK TO ORDER,1,,
1897,Y DOCK,1,,
1897,LIMITED,1,,
1897,DE LYON,1,,
1897,DON,1,,
1897,G FEET,1,,
1897,London (Nelson Dock),1,51.5073509000001,-0.127758299999982
1898,Bristol,79,51.4545130000001,-2.58790999999997
1898,Grimsby,79,53.5674710000001,-0.0807839999998805
1898,London,74,51.5073509000001,-0.127758299999982
1898,Liverpool,57,53.4083714,-2.99157259999998
1898,Dublin,41,53.346388727,-6.21662037199997
1898,Tyne,41,55.0179189721861,-1.42556335449211
1898,Dundee,38,56.4612028818325,-2.96765932817017
1898,Liverpool (Nelson Dock),33,53.4083714,-2.99157259999998
1898,Newport,30,51.584151,-2.99766399999993
1898,Liverpool (Tilbury Docks),30,53.4083714,-2.99157259999998
1898,London (London Docks),26,51.5073509000001,-0.127758299999982
1898,Borrowstounness,25,56.0191848626102,-3.60281840209956
1898,Greenock,25,55.9505077629267,-4.75971798437838
1898,London (Tilbury Docks),23,51.5073509000001,-0.127758299999982
1898,Inverness,22,57.4827277738256,-4.22737025390621
1898,Goole,10,53.7029410000001,-0.876380999999981
1898,Liverpool (Coburg Dock),10,53.4083714,-2.99157259999998
1898,EXPORTER,8,,
1898,Montrose,6,56.7213304436428,-2.46576667724605
1898,Boston,5,52.9789400000001,-0.0265769999999748
1898,Liverpool (Wellington Dock),4,53.4083714,-2.99157259999998
1898,NG IRONS,4,,
1898,Troon,4,55.5444127055824,-4.67361271972649
1898,Grimsby (Queen's Docks),3,53.5674710000001,-0.0807839999998805
1898,Berwick,3,55.7702420000001,-2.00539499999996
1898,QUEBEC DOCK,2,,
1898,SONS,2,,
1898,CROSSBY DOCK,2,,
1898,Wick,1,58.4430600485415,-3.09285166137693
1898,Limerick,1,,
1898,WYF WMF,1,,
1898,FOR,1,,
1898,Cork,1,51.9014959520001,-8.44685895399994
1898,Dublin (Nelson Dock),1,53.346388727,-6.21662037199997
1898,SIMPLE IN CONSTRUCTION,1,,
1898,Newry,1,54.1483756060001,-6.32235385399997
1898,QUEEN'S DOCKS,1,,
1899,Liverpool,1285,53.4083714,-2.99157259999998
1899,London,1220,51.5073509000001,-0.127758299999982
1899,Grimsby,1151,53.5674710000001,-0.0807839999998805
1899,Tyne,866,55.0179189721861,-1.42556335449211
1899,Dundee,807,56.4612028818325,-2.96765932817017
1899,Bristol,792,51.4545130000001,-2.58790999999997
1899,London (Tilbury Docks),526,51.5073509000001,-0.127758299999982
1899,Lynn,438,52.7516798,0.402296300000103
1899,London (London Docks),399,51.5073509000001,-0.127758299999982
1899,Borrowstounness,349,56.0191848626102,-3.60281840209956
1899,Poole,346,50.7150500000001,-1.98724800000002
1899,Inverness,325,57.4827277738256,-4.22737025390621
1899,Greenock,309,55.9505077629267,-4.75971798437838
1899,Newport (Mon),291,51.584151,-2.99766399999993
1899,Newport,275,51.584151,-2.99766399999993
1899,Grimsby (Queen's Dock),187,53.5674710000001,-0.0807839999998805
1899,Liverpool (Nelson Dock),135,53.4083714,-2.99157259999998
1899,Boston,115,52.9789400000001,-0.0265769999999748
1899,Hull (Queen's Dock),97,53.7456708999999,-0.336741299999971
1899,Dublin,84,53.346388727,-6.21662037199997
1899,Fleetwood,80,53.9154477593217,-3.01331410565124
1899,Stockton,74,,
1899,Fowey,71,50.3349900000001,-4.63652499999995
1899,Goole,69,53.7029410000001,-0.876380999999981
1899,Liverpool (Prince's Dock),61,53.4083714,-2.99157259999998
1899,Montrose,57,56.7213304436428,-2.46576667724605
1899,Grimsby (Prince's Dock),55,53.5674710000001,-0.0807839999998805
1899,TION,55,,
1899,CONTENTS,54,,
