year,destination_port,ship_count,latitude,longitude
1887,Berwick,21,55.7702420000001,-2.00539499999996
1887,Lerwick,20,,
1887,Deptford,15,,
1887,Cliffe,15,,
1887,CLIFFE,11,,
1887,London (Silvertown),10,51.5073509000001,-0.127758299999982
1887,BURTON,8,,
1887,PURFLEET,8,,
1887,Goole (Tilbury Docks),7,53.7029410000001,-0.876380999999981
1887,SILVERTON,6,,
1887,WIGTOWN,5,54.8676447222298,-4.44449749206541
1887,Liverpool (Tilbury Docks),5,53.4083714,-2.99157259999998
1887,RECEIVING ORDERS,5,,
1887,UNSECURED,4,,
1887,ROLLS,4,,
1887,QUEENBORO',4,51.416139674537,0.742809298858174
1887,BOW CREEK,2,,
1887,QUEBEC DOCKS,2,,
1887,WRITE TO,1,,
1887,SCILLY,1,49.9277261,-6.32749660000002
1887,SKIBBEREEN,1,,
1887,SECURED,1,,
1887,Middlesbrough,1,54.5742270000001,-1.23495600000001
1887,CREDITOR FOR RENT,1,,
1888,Liverpool,45,53.4083714,-2.99157259999998
1888,Stockton,40,,
1888,Bristol,24,51.4545130000001,-2.58790999999997
1888,London (Tilbury Docks),19,51.5073509000001,-0.127758299999982
1888,Tyne,17,55.0179189721861,-1.42556335449211
1888,Borrowstounness,15,56.0191848626102,-3.60281840209956
1888,London,11,51.5073509000001,-0.127758299999982
1888,Dundee,9,56.4612028818325,-2.96765932817017
1888,Newport,7,51.584151,-2.99766399999993
1888,Swansea,6,51.62144,-3.94364599999994
1888,London (Millwall Docks),5,51.5073509000001,-0.127758299999982
1888,Sunderland,5,54.9068690000001,-1.38380099999989
1888,Cardiff,5,51.4815810000001,-3.17908999999992
1888,Rochester,3,51.3880000000001,0.506721000000084
1888,Newry,3,54.1483756060001,-6.32235385399997
1888,Boston,3,52.9789400000001,-0.0265769999999748
1888,Gloucester,2,51.8642449,-2.23815599999989
1888,Hull,2,53.7456708999999,-0.336741299999971
1888,Inverness,2,57.4827277738256,-4.22737025390621
1888,Whitehaven,1,54.5496990000001,-3.58923300000004
1888,London (Surrey Commercial Docks),1,51.5073509000001,-0.127758299999982
1888,Glasgow,1,55.8582389117887,-4.24254728271348
1888,Grangemouth,1,56.0086943296901,-3.71710520629876
1888,Hartlepool (West),1,54.6917449999999,-1.21292600000004
1888,Belfast,1,54.613523371,-5.90696169099994
1888,Alloa,1,56.1163031824617,-3.79518671321335
1888,Grimsby,1,53.5674710000001,-0.0807839999998805
1888,Lancaster,1,54.046575,-2.8007399
1888,Ipswich,1,52.056736,1.14822000000004
1888,JOINERY OF EVERY DESCRIPTION,1,,
1888,Limerick,1,,
1889,Grimsby,1765,53.5674710000001,-0.0807839999998805
1889,Liverpool,1448,53.4083714,-2.99157259999998
1889,London,1245,51.5073509000001,-0.127758299999982
1889,Dundee,1027,56.4612028818325,-2.96765932817017
1889,Tyne,1012,55.0179189721861,-1.42556335449211
1889,Newport,957,51.584151,-2.99766399999993
1889,Bristol,846,51.4545130000001,-2.58790999999997
1889,Borrowstounness,614,56.0191848626102,-3.60281840209956
1889,Poole,492,50.7150500000001,-1.98724800000002
1889,Greenock,314,55.9505077629267,-4.75971798437838
1889,London (Tilbury Docks),247,51.5073509000001,-0.127758299999982
1889,Stockton,247,,
1889,Fleetwood,246,53.9154477593217,-3.01331410565124
1889,Inverness,190,57.4827277738256,-4.22737025390621
1889,Lynn,187,52.7516798,0.402296300000103
1889,Montrose,148,56.7213304436428,-2.46576667724605
1889,Wick,137,58.4430600485415,-3.09285166137693
1889,Boston,135,52.9789400000001,-0.0265769999999748
1889,Fowey,122,50.3349900000001,-4.63652499999995
1889,Dublin,120,53.346388727,-6.21662037199997
1889,Goole,88,53.7029410000001,-0.876380999999981
1889,Sligo,81,54.277488562,-8.48034919799994
1889,London (Deptford Buoys),67,51.5073509000001,-0.127758299999982
1889,Leith,66,55.9765554947196,-3.16607291534422
1889,Cork,60,51.9014959520001,-8.44685895399994
1889,Newry,58,54.1483756060001,-6.32235385399997
1889,Deptford,56,,
1889,Sunderland,53,54.9068690000001,-1.38380099999989
1889,Troon,51,55.5444127055824,-4.67361271972649
1889,Cardiff,50,51.4815810000001,-3.17908999999992
1889,Limerick,50,,
1889,Hartlepool (West),46,54.6917449999999,-1.21292600000004
1889,Belfast,45,54.613523371,-5.90696169099994
1889,Londonderry,45,55.0114105220001,-7.30041944099997
1889,Cliffe,44,,
1889,Swansea,42,51.62144,-3.94364599999994
1889,Hull,41,53.7456708999999,-0.336741299999971
1889,Glasgow,38,55.8582389117887,-4.24254728271348
1889,Grangemouth,38,56.0086943296901,-3.71710520629876
1889,Berwick,38,55.7702420000001,-2.00539499999996
1889,Alloa,37,56.1163031824617,-3.79518671321335
1889,London (Surrey Commercial Docks),35,51.5073509000001,-0.127758299999982
1889,Dover,35,51.1278758,1.31340270000004
1889,PURFLEET,32,,
1889,London (Silvertown),31,51.5073509000001,-0.127758299999982
1889,Truro,30,50.2631950000001,-5.05104099999994
1889,Exeter,30,50.7184120000001,-3.53389899999991
1889,London (Millwall Docks),28,51.5073509000001,-0.127758299999982
1889,Kirkcaldy,28,56.109236880424,-3.16149504760739
1889,Yarmouth,28,52.1084745429551,1.33582938769132
1889,FOR,28,,
1889,PENICUIK,28,,
1889,Granton,24,,
1889,Wexford,24,52.3386830540001,-6.45647567999993
1889,Gloucester,23,51.8642449,-2.23815599999989
1889,London (London Docks),23,51.5073509000001,-0.127758299999982
1889,Southampton,19,50.9097004,-1.40435090000005
1889,Middlesbrough,17,54.5742270000001,-1.23495600000001
1889,Portsmouth,17,50.8197675000001,-1.0879769
1889,Rochester,16,51.3880000000001,0.506721000000084
1889,London (Victoria Docks),16,51.5073509000001,-0.127758299999982
1889,London (Regent's Canal Docks),16,51.5073509000001,-0.127758299999982
1889,Cowes,16,50.7627850000001,-1.30053299999997
1889,Liverpool (Tilbury Docks),16,53.4083714,-2.99157259999998
1889,Plymouth,15,50.3754565,-4.14265649999993
1889,Northfleet,15,,
1889,Peterhead,14,57.5065199884148,-1.79653335449211
1889,Wisbech,13,52.666317,0.158797000000163
1889,Aberdeen,13,57.1453346208669,-2.10306332275388
1889,TILBURYDOWN,11,,
1889,Lowestoft,10,52.481138,1.75344900000016
1889,Colchester,9,51.895927,0.891874000000087
1889,London (Other Docks and Wharves),9,51.5073509000001,-0.127758299999982
1889,GRAVESEND,9,51.4429173588847,0.381957799072553
1889,Milford,9,,
1889,W. I. D. BUOYS,9,,
1889,Bridgwater,8,51.1326558933295,-3.00590651324461
1889,EXPORT ORDERS,8,,
1889,London (Royal Albert Docks),7,51.5073509000001,-0.127758299999982
1889,Ardrossan,7,55.6481390173549,-4.80960840777251
1889,Chester,7,53.1933920000001,-2.8930749999999
1889,Dundalk,7,,
1889,BEER,7,,
1889,Ayr,6,55.4703747229195,-4.63760140747054
1889,Blyth,6,55.1354889326177,-1.52226629597336
1889,Llanelly,6,51.680886,-4.16024800000002
1889,Whitehaven,6,54.5496990000001,-3.58923300000004
1889,Carnavon,6,53.1432579104494,-4.27657175134273
1889,Harwich,6,51.9347310000001,1.26029700000004
1889,Workington,6,54.643569,-3.54275200000001
1889,Banff,5,,
1889,WIGTOWN,5,54.8676447222298,-4.44449749206541
1889,Shoreham,5,,
1889,Barrow,5,,
1889,UNSECURED,5,,
1889,NESS,5,,
1889,MEETINGS,5,,
1889,Waterford,4,,
1889,HAVRE,4,,
1889,Greenhithe,4,,
1889,Lerwick,4,,
1889,Lancaster,4,54.046575,-2.8007399
1889,Newhaven,4,50.79307,0.0455740000000446
1889,Whitby,4,54.4863350000001,-0.613346999999919
1889,MILL HOLE,4,,
1889,RTS,4,,
1889,Faversham,3,51.3174325831495,0.888274418029924
1889,Ramsey,3,,
1889,Douglas,3,54.1474883509337,-4.47930775924688
1889,Port Glasgow,3,,
1889,Runcorn,3,53.3420780000001,-2.72967299999999
1889,Scarborough,3,54.283113,-0.399751999999978
1889,Weymouth,3,50.6144279,-2.45762099999996
1889,B. & F. S. WHARF,3,,
1889,Littlehampton,3,50.811057,-0.538660899999968
1889,Queenborough,3,51.416139674537,0.742809298858174
1889,Perth,3,56.3958320136505,-3.43183501586907
1889,EVERY SIZE,3,,
1889,EVERY DESCRIPTION,3,,
1889,MEETING,3,,
1889,GRAYS,2,,
1889,Castletown,2,,
1889,ST. KATHARINE'S DOCKS,2,,
1889,London (Burt's Wharf),2,51.5073509000001,-0.127758299999982
1889,PRINCE REGENT'S WHARF,2,,
1889,Folkestone,2,51.081397,1.16945599999991
1889,Ipswich,2,52.056736,1.14822000000004
1889,Penzance,2,50.118798,-5.53759199999996
1889,Teignmouth,2,50.5470330000001,-3.49668799999984
1889,PADSTOW,2,50.5420619999999,-4.93901699999998
1889,Beaumaris,2,53.2658650000001,-4.09199000000001
1889,Falmouth,2,50.152571,-5.06627000000003
1889,OTHER DOCKS,2,,
1889,London (Hanover Hole),2,51.5073509000001,-0.127758299999982
1889,Ramsgate,2,51.3355450000001,1.41989499999994
1889,Stornoway,2,58.2093906476432,-6.38865166137691
1889,Arbroath,2,56.5628888704369,-2.59099889825813
1889,Maryport,2,54.714441,-3.49494000000004
1889,Barnstaple,2,51.0784564808267,-4.06095583599865
1889,STRANRAER,2,54.9057043138819,-5.01757162963861
1889,SEPTEMBER,2,,
1889,DUNLOP & CO,2,,
1889,TRY IT,2,,
1889,DEEDS OF ARRANGEMENT,1,,
1889,ST. OLIVE'S WHARF,1,,
1889,B. & F. WHARF,1,,
1889,SHEERNESS,1,51.4387900442348,0.764917492065478
1889,Castletown (Isle Of Man),1,,
1889,"GRANTON SAW-MILLS, GRANTON HARBOUR",1,,
1889,GRAND CANAL DOCKS,1,,
1889,ST. KATHERINE'S WHARF,1,,
1889,LIMEHOUSE REACH,1,,
1889,ST. KATHERINE'S DOCKS,1,,
1889,ST. GEORGE'S WHARF,1,,
1889,TEMPLE PIER WHARF,1,,
1889,REGENT'S WHARF,1,,
1889,Irvine,1,55.618333779517,-4.65659498413083
1889,B. AND F. S. WHARF,1,,
1889,WOOLWICH BUOYS,1,,
1889,BARNARD'S WHARF,1,,
1889,London (West India Docks),1,51.5073509000001,-0.127758299999982
1889,ST. KATHARINE'S DOCK,1,,
1889,HERMITAGE TR,1,,
1889,CHINNOCK WHARF,1,,
1889,SILVESTOWN,1,,
1889,WEST INDIA DOCKS BUOYS,1,,
1889,GRAVESEND BUOYS,1,,
1889,LONG REACH,1,,
1889,ROTHERHITHE,1,,
1889,JUSTICE,1,,
1889,TRCON,1,,
1889,GILLESPIE,1,,
1889,TRUST DEEDS,1,,
1889,FOR BUILDING WORK,1,,
1889,PEN,1,,
1889,Liverpool (London Docks),1,53.4083714,-2.99157259999998
1889,SKIBBEREEN,1,,
1889,STIRLING,1,56.1173485571869,-3.93919047158875
1889,BROWNLEE,1,,
1889,JOS. WILKINSON,1,,
1890,Boston,82,52.9789400000001,-0.0265769999999748
1890,Newport,68,51.584151,-2.99766399999993
1890,Grimsby,49,53.5674710000001,-0.0807839999998805
1890,Liverpool,38,53.4083714,-2.99157259999998
1890,Greenock,37,55.9505077629267,-4.75971798437838
1890,Tyne,30,55.0179189721861,-1.42556335449211
1890,London (Tilbury Docks),30,51.5073509000001,-0.127758299999982
1890,London,29,51.5073509000001,-0.127758299999982
1890,Borrowstounness,21,56.0191848626102,-3.60281840209956
1890,UNSECURED,18,,
1890,Londonderry,14,55.0114105220001,-7.30041944099997
1890,Dundee,9,56.4612028818325,-2.96765932817017
1890,MEETING,8,,
1890,Fleetwood,7,53.9154477593217,-3.01331410565124
1890,Cardiff,6,51.4815810000001,-3.17908999999992
1890,Alloa,5,56.1163031824617,-3.79518671321335
1890,Berwick,5,55.7702420000001,-2.00539499999996
1890,Bristol,4,51.4545130000001,-2.58790999999997
1890,Cork,4,51.9014959520001,-8.44685895399994
1890,COOPERS' PROTECTIVE SOCIETY,4,,
1890,Goole,3,53.7029410000001,-0.876380999999981
1890,Lynn,3,52.7516798,0.402296300000103
1890,Glasgow,2,55.8582389117887,-4.24254728271348
1890,Chester,2,53.1933920000001,-2.8930749999999
1890,Montrose,2,56.7213304436428,-2.46576667724605
1890,Carnavon,2,53.1432579104494,-4.27657175134273
1890,Exeter,2,50.7184120000001,-3.53389899999991
1890,Dover,2,51.1278758,1.31340270000004
1890,Limerick,2,,
1890,Dublin,2,53.346388727,-6.21662037199997
1890,Leith,1,55.9765554947196,-3.16607291534422
1890,Grangemouth,1,56.0086943296901,-3.71710520629876
1890,Peterhead,1,57.5065199884148,-1.79653335449211
1890,KIRKWALL,1,,
1890,Hartlepool (West),1,54.6917449999999,-1.21292600000004
1890,Milford,1,,
1891,Liverpool,1684,53.4083714,-2.99157259999998
1891,Grimsby,1428,53.5674710000001,-0.0807839999998805
1891,London,1179,51.5073509000001,-0.127758299999982
1891,Bristol,826,51.4545130000001,-2.58790999999997
1891,Tyne,712,55.0179189721861,-1.42556335449211
1891,Dundee,695,56.4612028818325,-2.96765932817017
1891,London (Tilbury Docks),640,51.5073509000001,-0.127758299999982
1891,Newport,576,51.584151,-2.99766399999993
1891,Borrowstounness,548,56.0191848626102,-3.60281840209956
1891,Poole,455,50.7150500000001,-1.98724800000002
1891,Goole,414,53.7029410000001,-0.876380999999981
1891,Greenock,339,55.9505077629267,-4.75971798437838
1891,Lynn,176,52.7516798,0.402296300000103
1891,Boston,176,52.9789400000001,-0.0265769999999748
1891,Fleetwood,155,53.9154477593217,-3.01331410565124
1891,Montrose,144,56.7213304436428,-2.46576667724605
1891,Inverness,127,57.4827277738256,-4.22737025390621
1891,Stockton,95,,
1891,Runcorn,86,53.3420780000001,-2.72967299999999
1891,Dublin,85,53.346388727,-6.21662037199997
1891,Cork,65,51.9014959520001,-8.44685895399994
1891,Fowey,64,50.3349900000001,-4.63652499999995
1891,Wick,59,58.4430600485415,-3.09285166137693
1891,London (Surrey Commercial Docks),54,51.5073509000001,-0.127758299999982
1891,HAVRE,41,,
1891,Middlesbrough,41,54.5742270000001,-1.23495600000001
1891,Berwick,37,55.7702420000001,-2.00539499999996
1891,Cardiff,35,51.4815810000001,-3.17908999999992
1891,OCK,35,,
1891,Exeter,34,50.7184120000001,-3.53389899999991
1891,London (Other Docks and Wharves),31,51.5073509000001,-0.127758299999982
1891,STIRLING,30,56.1173485571869,-3.93919047158875
1891,Dover,29,51.1278758,1.31340270000004
1891,Limerick,27,,
1891,Hartlepool (West),27,54.6917449999999,-1.21292600000004
1891,Alloa,27,56.1163031824617,-3.79518671321335
1891,TICES,27,,
1891,BROWN & KRUSE,26,,
1891,Hull,25,53.7456708999999,-0.336741299999971
1891,Newry,24,54.1483756060001,-6.32235385399997
1891,Liverpool (Tilbury Docks),24,53.4083714,-2.99157259999998
1891,Aberdeen,22,57.1453346208669,-2.10306332275388
1891,Milford,22,,
1891,MILLWALL DOCK,21,,
1891,Sunderland,21,54.9068690000001,-1.38380099999989
1891,VICTORIA AND ALBERT DOCK,20,,
1891,TILBURY,20,,
1891,Leith,19,55.9765554947196,-3.16607291534422
1891,Belfast,19,54.613523371,-5.90696169099994
1891,Londonderry,19,55.0114105220001,-7.30041944099997
1891,Troon,19,55.5444127055824,-4.67361271972649
1891,Boston (Boston Dock),19,52.9789400000001,-0.0265769999999748
1891,VICTORIA AND ALBERT DOCKS,18,,
1891,Truro,18,50.2631950000001,-5.05104099999994
1891,Wexford,16,52.3386830540001,-6.45647567999993
1891,JULY,16,,
1891,Newhaven,15,50.79307,0.0455740000000446
1891,Gloucester,15,51.8642449,-2.23815599999989
1891,LUDWIG WULFERT'S BELLY WOOD,15,,
1891,Granton,14,,
1891,Cowes,14,50.7627850000001,-1.30053299999997
1891,Wisbech,13,52.666317,0.158797000000163
1891,WEST INDIA DOCK,13,,
1891,Kirkcaldy,13,56.109236880424,-3.16149504760739
1891,Swansea,13,51.62144,-3.94364599999994
1891,UNSECURED,13,,
1891,Grangemouth,12,56.0086943296901,-3.71710520629876
1891,Llanelly,11,51.680886,-4.16024800000002
1891,SEE SPECIMENS,11,,
1891,FIR,11,,
1891,Southampton,10,50.9097004,-1.40435090000005
1891,Sligo,10,54.277488562,-8.48034919799994
1891,MUI,10,,
1891,London (Millwall Docks),9,51.5073509000001,-0.127758299999982
1891,LNUTWOOD,9,,
1891,Yarmouth,8,52.1084745429551,1.33582938769132
1891,Plymouth,8,50.3754565,-4.14265649999993
1891,Ayr,8,55.4703747229195,-4.63760140747054
1891,JUNE,7,,
1891,London (West India Docks),6,51.5073509000001,-0.127758299999982
1891,Bristol (Tilbury Docks),6,51.4545130000001,-2.58790999999997
1891,Grimsby (Surrey Commercial Docks),6,53.5674710000001,-0.0807839999998805
1891,LIV,6,,
1891,Grimsby (Tilbury Docks),6,53.5674710000001,-0.0807839999998805
1891,Portsmouth,5,50.8197675000001,-1.0879769
1891,Perth,5,56.3958320136505,-3.43183501586907
1891,Dundalk,5,,
1891,Lowestoft,5,52.481138,1.75344900000016
1891,AVONMOUTH DOCK,5,51.501958264588,-2.70636874389645
1891,Lerwick,5,,
1891,Peterhead,5,57.5065199884148,-1.79653335449211
1891,ST. KATHARINE'S DOCK,5,,
1891,Glasgow,5,55.8582389117887,-4.24254728271348
1891,Barrow,5,,
1891,Blyth,5,55.1354889326177,-1.52226629597336
1891,Ardrossan,5,55.6481390173549,-4.80960840777251
1891,MOULDS,5,,
1891,& COFFIN STUFF,5,,
1891,Waterford,4,,
1891,Chester,4,53.1933920000001,-2.8930749999999
1891,Ramsgate,4,51.3355450000001,1.41989499999994
1891,Faversham,4,51.3174325831495,0.888274418029924
1891,Bridgwater,4,51.1326558933295,-3.00590651324461
1891,Littlehampton,4,50.811057,-0.538660899999968
1891,WIGTOWN,4,54.8676447222298,-4.44449749206541
1891,SOUTH-WEST INDIA DOCK,4,,
1891,SECURED,4,,
1891,DUMFRIES,4,,
1891,Rochester,3,51.3880000000001,0.506721000000084
1891,Whitehaven,3,54.5496990000001,-3.58923300000004
1891,Galway,3,53.269014434,-9.04777257699993
1891,Lancaster,3,54.046575,-2.8007399
1891,Fraserburgh,3,,
1891,Aberystwith,3,,
1891,Weymouth,3,50.6144279,-2.45762099999996
1891,Carnavon,3,53.1432579104494,-4.27657175134273
1891,BURGH,3,,
1891,Douglas,3,54.1474883509337,-4.47930775924688
1891,Penzance,2,50.118798,-5.53759199999996
1891,London (Victoria Dock),2,51.5073509000001,-0.127758299999982
1891,"WOOD, AND TIMBER MERCHANT",2,,
1891,Colchester,2,51.895927,0.891874000000087
1891,Scarborough,2,54.283113,-0.399751999999978
1891,Beaumaris,2,53.2658650000001,-4.09199000000001
1891,Folkestone,2,51.081397,1.16945599999991
1891,Banff,2,,
1891,Teignmouth,2,50.5470330000001,-3.49668799999984
1891,Shoreham,2,,
1891,WESTPORT,2,,
1891,ENGINEERS,2,,
1891,UNDER,2,,
1891,SPEED,2,,
1891,BUILDING,2,,
1891,WICKLOW,2,,
1891,ROYAL ALBERT DOCK,1,,
1891,Stornoway,1,58.2093906476432,-6.38865166137691
1891,Liverpool (Alexandra Dock),1,53.4083714,-2.99157259999998
1891,DARTMOUTH,1,50.352517,-3.57880699999998
1891,Peel (Isle Of Man),1,,
1891,Falmouth,1,50.152571,-5.06627000000003
1891,Ramsey (Isle Of Man),1,,
1891,Arbroath,1,56.5628888704369,-2.59099889825813
1891,ABERDOVEY,1,52.5441056124551,-4.04408999999999
1891,Harwich,1,51.9347310000001,1.26029700000004
1891,EAST INDIA DOCKS,1,,
1891,Castletown,1,,
1891,Barnstaple,1,51.0784564808267,-4.06095583599865
1891,Tralee,1,,
1891,DUN,1,,
1891,SKIBBEREEN,1,,
1892,Liverpool,99,53.4083714,-2.99157259999998
1892,Grimsby,87,53.5674710000001,-0.0807839999998805
1892,London (Tilbury Docks),67,51.5073509000001,-0.127758299999982
1892,Bristol,62,51.4545130000001,-2.58790999999997
1892,London,45,51.5073509000001,-0.127758299999982
1892,Tyne,44,55.0179189721861,-1.42556335449211
1892,Dundee,44,56.4612028818325,-2.96765932817017
1892,Newport,32,51.584151,-2.99766399999993
1892,Greenock,14,55.9505077629267,-4.75971798437838
1892,Peterhead,9,57.5065199884148,-1.79653335449211
1892,Fleetwood,9,53.9154477593217,-3.01331410565124
1892,Alloa,7,56.1163031824617,-3.79518671321335
1892,Goole,6,53.7029410000001,-0.876380999999981
1892,Boston,5,52.9789400000001,-0.0265769999999748
1892,Glasgow,4,55.8582389117887,-4.24254728271348
1892,Cardiff,4,51.4815810000001,-3.17908999999992
1892,STIRLING,4,56.1173485571869,-3.93919047158875
1892,POWER,4,,
1892,Borrowstounness,3,56.0191848626102,-3.60281840209956
1892,London (Other Docks and Wharves),3,51.5073509000001,-0.127758299999982
1892,Hartlepool (West),3,54.6917449999999,-1.21292600000004
1892,Sunderland,3,54.9068690000001,-1.38380099999989
1892,WEST INDIA DOCK,3,,
1892,Swansea,2,51.62144,-3.94364599999994
1892,Londonderry,2,55.0114105220001,-7.30041944099997
1892,Berwick,2,55.7702420000001,-2.00539499999996
1892,Limerick,2,,
1892,Granton,1,,
1892,Leith,1,55.9765554947196,-3.16607291534422
1892,Arbroath,1,56.5628888704369,-2.59099889825813
1892,Ayr,1,55.4703747229195,-4.63760140747054
1892,Aberdeen,1,57.1453346208669,-2.10306332275388
1892,Grangemouth,1,56.0086943296901,-3.71710520629876
1892,Fraserburgh,1,,
1892,HAVRE,1,,
1892,Belfast,1,54.613523371,-5.90696169099994
1892,Llanelly,1,51.680886,-4.16024800000002
1892,Shoreham,1,,
1892,Hull,1,53.7456708999999,-0.336741299999971
1892,Barnstaple,1,51.0784564808267,-4.06095583599865
1892,Lowestoft,1,52.481138,1.75344900000016
1892,Middlesbrough,1,54.5742270000001,-1.23495600000001
1892,Plymouth,1,50.3754565,-4.14265649999993
1892,Ramsgate,1,51.3355450000001,1.41989499999994
1892,Southampton,1,50.9097004,-1.40435090000005
1892,Yarmouth,1,52.1084745429551,1.33582938769132
1892,Douglas,1,54.1474883509337,-4.47930775924688
1892,London (Surrey Commercial Docks),1,51.5073509000001,-0.127758299999982
1892,EAST INDIA DOCKS,1,,
1892,MILLWALL DOCK,1,,
1892,VICTORIA AND ALBERT DOCKS,1,,
1892,Gloucester,1,51.8642449,-2.23815599999989
1892,Newry,1,54.1483756060001,-6.32235385399997
1892,Dover,1,51.1278758,1.31340270000004
1893,Grimsby,1144,53.5674710000001,-0.0807839999998805
1893,Liverpool,1127,53.4083714,-2.99157259999998
1893,Tyne,881,55.0179189721861,-1.42556335449211
1893,Bristol,741,51.4545130000001,-2.58790999999997
1893,London,716,51.5073509000001,-0.127758299999982
1893,Poole,510,50.7150500000001,-1.98724800000002
1893,London (Tilbury Docks),496,51.5073509000001,-0.127758299999982
1893,Dundee,485,56.4612028818325,-2.96765932817017
1893,Newport,435,51.584151,-2.99766399999993
1893,Greenock,358,55.9505077629267,-4.75971798437838
1893,Borrowstounness,191,56.0191848626102,-3.60281840209956
1893,Inverness,177,57.4827277738256,-4.22737025390621
1893,Berwick,155,55.7702420000001,-2.00539499999996
1893,Fleetwood,137,53.9154477593217,-3.01331410565124
1893,Stockton,135,,
1893,Lynn,134,52.7516798,0.402296300000103
1893,Fowey,100,50.3349900000001,-4.63652499999995
1893,Boston,99,52.9789400000001,-0.0265769999999748
1893,Dublin,88,53.346388727,-6.21662037199997
1893,Montrose,87,56.7213304436428,-2.46576667724605
1893,Goole,79,53.7029410000001,-0.876380999999981
1893,Wick,67,58.4430600485415,-3.09285166137693
1893,Liverpool (Brunswick Dock),67,53.4083714,-2.99157259999998
1893,Hull (Union Dock),61,53.7456708999999,-0.336741299999971
1893,Cardiff,54,51.4815810000001,-3.17908999999992
1893,London (Surrey Commercial Docks),54,51.5073509000001,-0.127758299999982
1893,Newry,49,54.1483756060001,-6.32235385399997
1893,Milford,48,,
1893,Exeter,47,50.7184120000001,-3.53389899999991
1893,Troon,47,55.5444127055824,-4.67361271972649
1893,Cork,43,51.9014959520001,-8.44685895399994
1893,Grimsby (Queen's Dock),42,53.5674710000001,-0.0807839999998805
1893,Hull (Queen's Dock),40,53.7456708999999,-0.336741299999971
1893,Irvine,39,55.618333779517,-4.65659498413083
1893,Liverpool (Tower Dock),39,53.4083714,-2.99157259999998
1893,TELLURIC CEMENT,39,,
1893,Liverpool (Alexandra Dock),37,53.4083714,-2.99157259999998
1893,Swansea,35,51.62144,-3.94364599999994
1893,LIMITED,35,,
1893,COLLINSON & LOCK,33,,
1893,Hartlepool (West),30,54.6917449999999,-1.21292600000004
1893,MENT,30,,
1893,Liverpool (Tilbury Docks),30,53.4083714,-2.99157259999998
1893,Southampton,28,50.9097004,-1.40435090000005
1893,TOWN DOCK,27,,
1893,Dover,26,51.1278758,1.31340270000004
1893,Sunderland,26,54.9068690000001,-1.38380099999989
1893,Limerick,25,,
1893,Lerwick,25,,
1893,London (Union Dock),25,51.5073509000001,-0.127758299999982
1893,REVIEW,24,,
1893,BELLYWOOD,22,,
1893,M & J BROWN,21,,
1893,REGENT'S DOCK,20,,
1893,LEMENT,20,,
1893,Belfast,19,54.613523371,-5.90696169099994
1893,Wexford,19,52.3386830540001,-6.45647567999993
1893,INTER TOPS,19,,
1893,DON,19,,
1893,Liverpool (Docks),17,53.4083714,-2.99157259999998
1893,SECURED,16,,
1893,KEN,16,,
1893,Gloucester,15,51.8642449,-2.23815599999989
1893,London (Millwall Docks),15,51.5073509000001,-0.127758299999982
1893,Londonderry,14,55.0114105220001,-7.30041944099997
1893,SUPPLEMENT,14,,
1893,Glasgow,13,55.8582389117887,-4.24254728271348
1893,Alloa,13,56.1163031824617,-3.79518671321335
1893,VICTORIA AND ALBERT DOCKS,13,,
1893,London (Other Docks and Wharves),13,51.5073509000001,-0.127758299999982
1893,WOOD,13,,
1893,QUEENSTOWN,13,,
1893,Grangemouth,12,56.0086943296901,-3.71710520629876
1893,HAVRE,12,,
1893,Yarmouth,12,52.1084745429551,1.33582938769132
1893,Hull (Victoria Dock),12,53.7456708999999,-0.336741299999971
1893,STIRLING,12,56.1173485571869,-3.93919047158875
1893,London (Dock Fires In Liverpool),12,51.5073509000001,-0.127758299999982
1893,Liverpool (Union Dock),12,53.4083714,-2.99157259999998
1893,London (West India Docks),11,51.5073509000001,-0.127758299999982
1893,London (Queen's Dock),11,51.5073509000001,-0.127758299999982
1893,LBEBT DOCKS,11,,
1893,SEPT,11,,
1893,UNIFORM,11,,
1893,WILLOW,11,,
1893,EXP,11,,
1893,PLUMBERS' CONGRESS,11,,
1893,Middlesbrough,10,54.5742270000001,-1.23495600000001
1893,Sligo,10,54.277488562,-8.48034919799994
1893,COUNTER TOP,10,,
1893,Barrow,9,,
1893,Blyth,9,55.1354889326177,-1.52226629597336
1893,Hull,9,53.7456708999999,-0.336741299999971
1893,Plymouth,9,50.3754565,-4.14265649999993
1893,Leith,9,55.9765554947196,-3.16607291534422
1893,MONTREAL,8,,
1893,Llanelly,8,51.680886,-4.16024800000002
1893,TOWN DOCKS,8,,
1893,E.C,8,,
1893,POOL,8,,
1893,Rochester,7,51.3880000000001,0.506721000000084
1893,Wisbech,7,52.666317,0.158797000000163
1893,Cowes,7,50.7627850000001,-1.30053299999997
1893,Grimsby (Town Dock),7,53.5674710000001,-0.0807839999998805
1893,Grimsby (Tilbury Docks),7,53.5674710000001,-0.0807839999998805
1893,TREES,7,,
1893,SKB,7,,
1893,Goole (Queen's Dock),7,53.7029410000001,-0.876380999999981
1893,GARSTON DOCK,6,,
1893,HORNBY DOCK,6,,
1893,Colchester,6,51.895927,0.891874000000087
1893,Liverpool (Coburg Dock),6,53.4083714,-2.99157259999998
1893,Bridgwater,6,51.1326558933295,-3.00590651324461
1893,Liverpool (Prince's Dock),6,53.4083714,-2.99157259999998
