year,port_name,latitude,longitude,ship_count
1874,LIVERPOOL,53.4083714,-2.99157259999998,929
1874,LONDON,51.5073509000001,-0.127758299999982,817
1874,BRISTOL,51.4545130000001,-2.58790999999997,609
1874,DUNDEE,56.4612028818325,-2.96765932817017,205
1874,GREENOCK,55.9505077629267,-4.75971798437838,137
1874,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,123
1874,MONTROSE,56.7213304436428,-2.46576667724605,2
1875,BRISTOL,51.4545130000001,-2.58790999999997,647
1875,LONDON,51.5073509000001,-0.127758299999982,550
1875,GREENOCK,55.9505077629267,-4.75971798437838,492
1875,LIVERPOOL,53.4083714,-2.99157259999998,346
1875,DUNDEE,56.4612028818325,-2.96765932817017,155
1875,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,153
1875,WICK,58.4430600485415,-3.09285166137693,106
1875,GRIMSBY,53.5674710000001,-0.0807839999998805,8
1876,GRIMSBY,53.5674710000001,-0.0807839999998805,4
1876,GREENOCK,55.9505077629267,-4.75971798437838,3
1877,DUNDEE,56.4612028818325,-2.96765932817017,2759
1877,LIVERPOOL,53.4083714,-2.99157259999998,463
1877,BRISTOL,51.4545130000001,-2.58790999999997,298
1877,GREENOCK,55.9505077629267,-4.75971798437838,278
1877,WICK,58.4430600485415,-3.09285166137693,257
1877,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,243
1877,INVERNESS,57.4827277738256,-4.22737025390621,99
1877,POOLE,50.7150500000001,-1.98724800000002,85
1877,Tyne Ports,55.0179189721861,-1.42556335449211,68
1877,GRIMSBY,53.5674710000001,-0.0807839999998805,65
1877,Leith,55.9765554947196,-3.16607291534422,46
1877,Lerwick,60.155,-1.145,34
1877,MONTROSE,56.7213304436428,-2.46576667724605,25
1877,NEWRY,54.1483756060001,-6.32235385399997,17
1877,LONDON,51.5073509000001,-0.127758299999982,9
1878,BRISTOL,51.4545130000001,-2.58790999999997,25
1879,LONDON,51.5073509000001,-0.127758299999982,1579
1879,Lynn (King's Lynn),52.7516798,0.402296300000103,1150
1879,LIVERPOOL,53.4083714,-2.99157259999998,1027
1879,BRISTOL,51.4545130000001,-2.58790999999997,572
1879,GRIMSBY,53.5674710000001,-0.0807839999998805,448
1879,POOLE,50.7150500000001,-1.98724800000002,303
1879,GREENOCK,55.9505077629267,-4.75971798437838,215
1879,DUNDEE,56.4612028818325,-2.96765932817017,211
1879,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,142
1879,GOOLE,53.7029410000001,-0.876380999999981,119
1879,Tyne Ports,55.0179189721861,-1.42556335449211,39
1879,NEWCASTLE-ON-TYNE,54.978252,-1.61777999999998,29
1879,Burry Port,51.6827160162001,-4.24937562131073,25
1879,NEWPORT,51.584151,-2.99766399999993,25
1879,HULL,53.7456708999999,-0.336741299999971,19
1879,SOUTHAMPTON,50.9097004,-1.40435090000005,11
1879,SUNDERLAND,54.9068690000001,-1.38380099999989,11
1879,SWANSEA,51.62144,-3.94364599999994,7
1879,CARDIFF,51.4815810000001,-3.17908999999992,5
1879,BARROW-IN-FURNESS,54.1089670000001,-3.21889399999998,4
1879,Avonmouth Dock,51.501958264588,-2.70636874389645,1
1879,BURRY PORT,51.6827160162001,-4.24937562131073,1
1879,MALDON,51.7318050000001,0.671448000000169,1
1879,WHITBY,54.4863350000001,-0.613346999999919,1
1880,LONDON,51.5073509000001,-0.127758299999982,52
1880,NEWPORT,51.584151,-2.99766399999993,52
1880,LIVERPOOL,53.4083714,-2.99157259999998,39
1880,BRISTOL,51.4545130000001,-2.58790999999997,38
1880,Tyne Ports,55.0179189721861,-1.42556335449211,21
1880,LEITH,55.9765554947196,-3.16607291534422,18
1880,GRIMSBY,53.5674710000001,-0.0807839999998805,17
1880,DUNDEE,56.4612028818325,-2.96765932817017,14
1880,GREENOCK,55.9505077629267,-4.75971798437838,14
1880,MONTROSE,56.7213304436428,-2.46576667724605,14
1880,ALLOA,56.1163031824617,-3.79518671321335,12
1880,BELFAST,54.613523371,-5.90696169099994,9
1880,London,51.5073509000001,-0.127758299999982,8
1880,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,7
1880,DUBLIN,53.346388727,-6.21662037199997,6
1880,GLASGOW,55.8582389117887,-4.24254728271348,6
1880,SWANSEA,51.62144,-3.94364599999994,6
1880,GRANGEMOUTH,56.0086943296901,-3.71710520629876,5
1880,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,5
1880,ABERDEEN,57.1453346208669,-2.10306332275388,4
1880,AYR,55.4703747229195,-4.63760140747054,4
1880,Lerwick,60.155,-1.145,4
1880,Lynn (King's Lynn),52.7516798,0.402296300000103,4
1880,PETERHEAD,57.5065199884148,-1.79653335449211,4
1880,PLYMOUTH,50.3754565,-4.14265649999993,4
1880,SOUTHAMPTON,50.9097004,-1.40435090000005,4
1880,YARMOUTH,50.7066653578368,-1.50013614288336,4
1880,CORK,51.9014959520001,-8.44685895399994,3
1880,NEWHAVEN,50.79307,0.0455740000000446,3
1880,SUNDERLAND,54.9068690000001,-1.38380099999989,3
1880,TROON,55.5444127055824,-4.67361271972649,3
1880,WISBECH,52.666317,0.158797000000163,3
1880,GOOLE,53.7029410000001,-0.876380999999981,2
1880,Granton Harbour,55.9840543311144,-3.22823169311514,2
1880,HULL,53.7456708999999,-0.336741299999971,2
1880,Hartlepool,54.6917449999999,-1.21292600000004,2
1880,KIRKCALDY,56.109236880424,-3.16149504760739,2
1880,LONDONDERRY,55.0114105220001,-7.30041944099997,2
1880,LimerickL,52.660797938,-8.63965508699994,2
1880,MARYPORT,54.714441,-3.49494000000004,2
1880,NEWRY,54.1483756060001,-6.32235385399997,2
1880,PERTH,56.3958320136505,-3.43183501586907,2
1880,ROCHESTER,51.3880000000001,0.506721000000084,2
1880,ARDROSSAN,55.6481390173549,-4.80960840777251,1
1880,BEAUMARIS,53.2658650000001,-4.09199000000001,1
1880,CARDIFF,51.4815810000001,-3.17908999999992,1
1880,CHESTER,53.1933920000001,-2.8930749999999,1
1880,EXETER,50.7184120000001,-3.53389899999991,1
1880,FOWEY,50.3349900000001,-4.63652499999995,1
1880,GALWAY,53.269014434,-9.04777257699993,1
1880,GLOUCESTER,51.8642449,-2.23815599999989,1
1880,INVERNESS,57.4827277738256,-4.22737025390621,1
1880,Llanelli,51.680886,-4.16024800000002,1
1880,PENZANCE,50.118798,-5.53759199999996,1
1880,POOLE,50.7150500000001,-1.98724800000002,1
1880,PORTSMOUTH,50.8197675000001,-1.0879769,1
1880,STRANRAER,54.9057043138819,-5.01757162963861,1
