original_port,ship_count,category_hint,action,map_to_port,notes
"Sheet Harbour, Canada",1,ambiguous_low_freq,,,
Monksund,1,ambiguous_low_freq,,,
Stockholm and Soderhamn,1,ambiguous_low_freq,,,
Ahla,1,ambiguous_low_freq,,,
Fre.irikshald,1,ambiguous_low_freq,,,
Nybamn,1,ambiguous_low_freq,,,
Lervik,1,ambiguous_low_freq,,,
"Sheet Harbour, N. B.",1,ambiguous_low_freq,,,
"Economy, N.B.",1,ambiguous_low_freq,,,
Karenhdel,1,ambiguous_low_freq,,,
"Portland, Oregon",1,ambiguous_low_freq,,,
Princesses,1,ambiguous_low_freq,,,
Nora,1,ambiguous_low_freq,,,
"Port Medway, N.B.",1,ambiguous_low_freq,,,
"Wilson appeared in this case, on Saturday last, in the Queen's Bench Division, before Mr. Justice Cave and Mr. Baron Pollock, on behalf of the defendants, on appeal against an order made by Mr. Justice Field, at Chambers, refusing to allow them to amend the writ in the action by adding the name of one Donald as a co",1,ambiguous_low_freq,,,
Nafso,1,ambiguous_low_freq,,,
Benodet,1,ambiguous_low_freq,,,
Revel,1,ambiguous_low_freq,,,
Sastmola,1,ambiguous_low_freq,,,
"Baltimore, U.S.A.",1,ambiguous_low_freq,,,
Guernsey,1,ambiguous_low_freq,,,
"Newport News, Va",1,ambiguous_low_freq,,,
Fredriksvorn,1,ambiguous_low_freq,,,
"West Bay, U.S.",1,ambiguous_low_freq,,,
Hushgoik,1,ambiguous_low_freq,,,
Arthur,1,ambiguous_low_freq,,,
Orotastadt,1,ambiguous_low_freq,,,
Geila,1,ambiguous_low_freq,,,
Inverleith Windau,1,ambiguous_low_freq,,,
Paquebot de Brest,1,ambiguous_low_freq,,,
New O.leans,1,ambiguous_low_freq,,,
River,1,ambiguous_low_freq,,,
Oromocto,1,ambiguous_low_freq,,,
"Economy, U.S.",1,ambiguous_low_freq,,,
Avonmouth,1,ambiguous_low_freq,,,
Port au,1,ambiguous_low_freq,,,
Franck,1,ambiguous_low_freq,,,
"Bay Verte, Montreal",1,ambiguous_low_freq,,,
Rano,1,ambiguous_low_freq,,,
Horseno,1,ambiguous_low_freq,,,
Hillsborough N.B.,1,ambiguous_low_freq,,,
Neder Kalix and Sweden,1,ambiguous_low_freq,,,
Salvator,1,ambiguous_low_freq,,,
Cochon,1,ambiguous_low_freq,,,
St. Paul's Bay,1,ambiguous_low_freq,,,
Borrga,1,ambiguous_low_freq,,,
"St. John, N.B",1,ambiguous_low_freq,,,
Swarwik,1,ambiguous_low_freq,,,
"Moser River, N.S.",1,ambiguous_low_freq,,,
Torneouen,1,ambiguous_low_freq,,,
Mosane,1,ambiguous_low_freq,,,
Naskee,1,ambiguous_low_freq,,,
Corcarneau,1,ambiguous_low_freq,,,
"Economy Point, Nova Scotia",1,ambiguous_low_freq,,,
Miller,1,ambiguous_low_freq,,,
Mera,1,ambiguous_low_freq,,,
Lefjefjord,1,ambiguous_low_freq,,,
Hernosan,1,ambiguous_low_freq,,,
Hernosand and Stockholm,1,ambiguous_low_freq,,,
Skouvik,1,ambiguous_low_freq,,,
Jule,1,ambiguous_low_freq,,,
Batekarnas,1,ambiguous_low_freq,,,
Salis,1,ambiguous_low_freq,,,
Holsingfors,1,ambiguous_low_freq,,,
Thomas,1,ambiguous_low_freq,,,
Almvik,1,ambiguous_low_freq,,,
Carlberg,1,ambiguous_low_freq,,,
Arenos,1,ambiguous_low_freq,,,
Hjorthammar,1,ambiguous_low_freq,,,
Ronne,1,ambiguous_low_freq,,,
Rilgedahl,1,ambiguous_low_freq,,,
Aaland,1,ambiguous_low_freq,,,
Fiume and Trieste,1,ambiguous_low_freq,,,
Solvetsburg,1,ambiguous_low_freq,,,
Gefle and Sandarne,1,ambiguous_low_freq,,,
Valvig,1,ambiguous_low_freq,,,
Westering,1,ambiguous_low_freq,,,
Sutcliffe,1,ambiguous_low_freq,,,
"Newport News, Va.",1,ambiguous_low_freq,,,
Wiken,1,ambiguous_low_freq,,,
Ahlo,1,ambiguous_low_freq,,,
Solstradstrom,1,ambiguous_low_freq,,,
Treshchow,1,ambiguous_low_freq,,,
Ljughorn,1,ambiguous_low_freq,,,
Petersen,1,ambiguous_low_freq,,,
Atu,1,ambiguous_low_freq,,,
Asbecka,1,ambiguous_low_freq,,,
Bredvik,1,ambiguous_low_freq,,,
Sundawall,1,ambiguous_low_freq,,,
Strommas,1,ambiguous_low_freq,,,
Murphy,1,ambiguous_low_freq,,,
Halax,1,ambiguous_low_freq,,,
Fide,1,ambiguous_low_freq,,,
Pat,1,ambiguous_low_freq,,,
Merlaix,1,ambiguous_low_freq,,,
Bay Chaleur,1,ambiguous_low_freq,,,
"MILL COMPANY, Johnstone Saw",1,ambiguous_low_freq,,,
Spencer Island,1,ambiguous_low_freq,,,
Pikkala,1,ambiguous_low_freq,,,
Mone,1,ambiguous_low_freq,,,
Guttstrom,1,ambiguous_low_freq,,,
Rosa,1,ambiguous_low_freq,,,
C. Helsingfors,1,ambiguous_low_freq,,,
Wergeland,1,ambiguous_low_freq,,,
Fordeux,1,ambiguous_low_freq,,,
Barkivig,1,ambiguous_low_freq,,,
Nastor,1,ambiguous_low_freq,,,
Harnae,1,ambiguous_low_freq,,,
Pont L Abbe,1,ambiguous_low_freq,,,
Lieutenant von Witzleben,1,ambiguous_low_freq,,,
Harnas and Gefle,1,ambiguous_low_freq,,,
Finklipsan,1,ambiguous_low_freq,,,
Vordingborg,1,ambiguous_low_freq,,,
Kaanessari,1,ambiguous_low_freq,,,
Onega and Soroka,1,ambiguous_low_freq,,,
"New Mills, N.B.",1,ambiguous_low_freq,,,
Rorvik,1,ambiguous_low_freq,,,
Bay Verts,1,ambiguous_low_freq,,,
Whycocomah,1,ambiguous_low_freq,,,
"mill work and saving fuel. Its prompt, certain, self",1,ambiguous_low_freq,,,
Rorso,1,ambiguous_low_freq,,,
Hanskalaete,1,ambiguous_low_freq,,,
Otto,1,ambiguous_low_freq,,,
Swansea,1,ambiguous_low_freq,,,
Richibuoto,1,ambiguous_low_freq,,,
West B.,1,ambiguous_low_freq,,,
"Nynamn, Soderhamn",1,ambiguous_low_freq,,,
"Nvhamn, Soderhamn",1,ambiguous_low_freq,,,
"Hillsboro', N.S.",1,ambiguous_low_freq,,,
Koy,1,ambiguous_low_freq,,,
"Economy Point, N.S.",1,ambiguous_low_freq,,,
Hirschberg,1,ambiguous_low_freq,,,
Belle,1,ambiguous_low_freq,,,
Svendborg,1,ambiguous_low_freq,,,
Port Larralde,1,ambiguous_low_freq,,,
Naskaske,1,ambiguous_low_freq,,,
Suudswall,1,ambiguous_low_freq,,,
Poragrund,1,ambiguous_low_freq,,,
Villegrain,1,ambiguous_low_freq,,,
Langangfjord,1,ambiguous_low_freq,,,
Last week several accidents occurred at Mr. Statham's saw,1,ambiguous_low_freq,,,
"five years since it was proved possible to make practical use of wrapping papers from wood, and since then the manufacture of wood",1,ambiguous_low_freq,,,
"Charleston, S.O.",1,ambiguous_low_freq,,,
Oaen,1,ambiguous_low_freq,,,
Beraimis,1,ambiguous_low_freq,,,
"Chatham, N B.",1,ambiguous_low_freq,,,
Harmas,1,ambiguous_low_freq,,,
Morennes,1,ambiguous_low_freq,,,
"Trieste, Fiume",1,ambiguous_low_freq,,,
Halifax and Boston,1,ambiguous_low_freq,,,
Slingso,1,ambiguous_low_freq,,,
St. Annes des Montes,1,ambiguous_low_freq,,,
Rod,1,ambiguous_low_freq,,,
Dahl,1,ambiguous_low_freq,,,
"Brunswick, U.S.",1,ambiguous_low_freq,,,
Ida,1,ambiguous_low_freq,,,
Warborg,1,ambiguous_low_freq,,,
Bonga,1,ambiguous_low_freq,,,
Pontecost,1,ambiguous_low_freq,,,
Pernosand,1,ambiguous_low_freq,,,
Kolboden,1,ambiguous_low_freq,,,
Gaarp,1,ambiguous_low_freq,,,
Ratan,1,ambiguous_low_freq,,,
Marstal,1,ambiguous_low_freq,,,
Haslsta,1,ambiguous_low_freq,,,
past seven o'clock on Saturday evening in the saw,1,ambiguous_low_freq,,,
Stocka and Skelleftea,1,ambiguous_low_freq,,,
Larva,1,ambiguous_low_freq,,,
Nyhaun,1,ambiguous_low_freq,,,
Skuthamn,1,ambiguous_low_freq,,,
Sandoo,1,ambiguous_low_freq,,,
"Port Royal, U.S.",1,ambiguous_low_freq,,,
Parva,1,ambiguous_low_freq,,,
Angorn,1,ambiguous_low_freq,,,
sleepers,1,ambiguous_low_freq,,,
Lauenburg,1,ambiguous_low_freq,,,
Saltkallen,1,ambiguous_low_freq,,,
Breme,1,ambiguous_low_freq,,,
Dansig,1,ambiguous_low_freq,,,
St. Orleans,1,ambiguous_low_freq,,,
Fiano,1,ambiguous_low_freq,,,
Urvoiken,1,ambiguous_low_freq,,,
Kjlorn,1,ambiguous_low_freq,,,
Kjorn,1,ambiguous_low_freq,,,
Kaunessari,1,ambiguous_low_freq,,,
Norrtelge,1,ambiguous_low_freq,,,
Nova Scotia,1,ambiguous_low_freq,,,
Vallagareia,1,ambiguous_low_freq,,,
Covesec,1,ambiguous_low_freq,,,
Rochehon,1,ambiguous_low_freq,,,
Faenerhaur,1,ambiguous_low_freq,,,
Rowntrees,1,ambiguous_low_freq,,,
Pensaco'a,1,ambiguous_low_freq,,,
Riser,1,ambiguous_low_freq,,,
Frey,1,ambiguous_low_freq,,,
Fredrikehald,1,ambiguous_low_freq,,,
Hambeschow,1,ambiguous_low_freq,,,
Ste. Marie,1,ambiguous_low_freq,,,
Jones,1,ambiguous_low_freq,,,
Ringarde,1,ambiguous_low_freq,,,
St.Trojan,1,ambiguous_low_freq,,,
Oscarshamp,1,ambiguous_low_freq,,,
St. Estophe,1,ambiguous_low_freq,,,
Corunra,1,ambiguous_low_freq,,,
Pesta,1,ambiguous_low_freq,,,
"Gold River, N.S.",1,ambiguous_low_freq,,,
Ponsacola,1,ambiguous_low_freq,,,
Sundal,1,ambiguous_low_freq,,,
Bjornvik,1,ambiguous_low_freq,,,
Aastad,1,ambiguous_low_freq,,,
Fritzøe,1,ambiguous_low_freq,,,
Workoback,1,ambiguous_low_freq,,,
Radon,1,ambiguous_low_freq,,,
qty. staves,1,ambiguous_low_freq,,,
Landswall,1,ambiguous_low_freq,,,
Wifstawarf and Skonvik,1,ambiguous_low_freq,,,
Osoarshamn,1,ambiguous_low_freq,,,
Paimboeuf,1,ambiguous_low_freq,,,
Nersuoes,1,ambiguous_low_freq,,,
from Hernosand,1,ambiguous_low_freq,,,
Largs,1,ambiguous_low_freq,,,
Bjornsund,1,ambiguous_low_freq,,,
Salaro,1,ambiguous_low_freq,,,
Bjorhnas,1,ambiguous_low_freq,,,
St. Peter,1,ambiguous_low_freq,,,
Kannisaari,1,ambiguous_low_freq,,,
St. Trogan,1,ambiguous_low_freq,,,
Sidekaviken,1,ambiguous_low_freq,,,
Anker,1,ambiguous_low_freq,,,
Lorenz,1,ambiguous_low_freq,,,
Carl,1,ambiguous_low_freq,,,
Dragerce,1,ambiguous_low_freq,,,
La Rochefort,1,ambiguous_low_freq,,,
Fredriksund,1,ambiguous_low_freq,,,
Langessund,1,ambiguous_low_freq,,,
Wanerk,1,ambiguous_low_freq,,,
Forresborough,1,ambiguous_low_freq,,,
"St. John, Halifax",1,ambiguous_low_freq,,,
Bjorkna,1,ambiguous_low_freq,,,
Christie,1,ambiguous_low_freq,,,
Hulf,1,ambiguous_low_freq,,,
Boya,1,ambiguous_low_freq,,,
Narvik,1,ambiguous_low_freq,,,
Vadro,1,ambiguous_low_freq,,,
Christiaria,1,ambiguous_low_freq,,,
Tyedestrand,1,ambiguous_low_freq,,,
Ivetofta,1,ambiguous_low_freq,,,
Soderkoping,1,ambiguous_low_freq,,,
Lavia,1,ambiguous_low_freq,,,
Helgenas,1,ambiguous_low_freq,,,
"Parrsboro', N.B.",1,ambiguous_low_freq,,,
Dyno,1,ambiguous_low_freq,,,
Hernosen,1,ambiguous_low_freq,,,
Vallo,1,ambiguous_low_freq,,,
Udbyhoi,1,ambiguous_low_freq,,,
Blaze,1,ambiguous_low_freq,,,
"St, John, N.B.",1,ambiguous_low_freq,,,
Cap Lopez,1,ambiguous_low_freq,,,
Hassvik,1,ambiguous_low_freq,,,
Gothenburg and Warberg,1,ambiguous_low_freq,,,
Kisoer,1,ambiguous_low_freq,,,
Paspebiac,1,ambiguous_low_freq,,,
St. Eugenie,1,ambiguous_low_freq,,,
Hillsboro',1,ambiguous_low_freq,,,
Sourabayo,1,ambiguous_low_freq,,,
Montevideo,1,ambiguous_low_freq,,,
Victoria,1,ambiguous_low_freq,,,
St. Ann's Bay,1,ambiguous_low_freq,,,
Svelarg,1,ambiguous_low_freq,,,
ford,1,ambiguous_low_freq,,,
Palermo,1,ambiguous_low_freq,,,
Pasages,1,ambiguous_low_freq,,,
Bullriver,1,ambiguous_low_freq,,,
Lalaja,1,ambiguous_low_freq,,,
Sandetjord,1,ambiguous_low_freq,,,
Kobe,1,ambiguous_low_freq,,,
Aroachon,1,ambiguous_low_freq,,,
Parlamar,1,ambiguous_low_freq,,,
Hennebon,1,ambiguous_low_freq,,,
Hommebrik,1,ambiguous_low_freq,,,
Chri,1,ambiguous_low_freq,,,
W. C. O. Africa,1,ambiguous_low_freq,,,
Lagos,1,ambiguous_low_freq,,,
Esquimalt,1,ambiguous_low_freq,,,
Belise,1,ambiguous_low_freq,,,
Oran,1,ambiguous_low_freq,,,
"Portland, Ma.",1,ambiguous_low_freq,,,
Tell,1,ambiguous_low_freq,,,
Byxke,1,ambiguous_low_freq,,,
Sundewall,1,ambiguous_low_freq,,,
Uleabo'g,1,ambiguous_low_freq,,,
Malja,1,ambiguous_low_freq,,,
Maija,1,ambiguous_low_freq,,,
Hennebent,1,ambiguous_low_freq,,,
iRga,1,ambiguous_low_freq,,,
Westerik,1,ambiguous_low_freq,,,
Soperhamn,1,ambiguous_low_freq,,,
Tredes'rand,1,ambiguous_low_freq,,,
Nyw York,1,ambiguous_low_freq,,,
Wiscer,1,ambiguous_low_freq,,,
-Wifstawarf,1,ambiguous_low_freq,,,
Abbola,1,ambiguous_low_freq,,,
Gibraltar,1,ambiguous_low_freq,,,
De Brodre,1,ambiguous_low_freq,,,
Norwegian,1,ambiguous_low_freq,,,
Cape Chat,1,ambiguous_low_freq,,,
Monastir,1,ambiguous_low_freq,,,
W.O. Africa,1,ambiguous_low_freq,,,
Halsc,1,ambiguous_low_freq,,,
Maros,1,ambiguous_low_freq,,,
Dragsvik,1,ambiguous_low_freq,,,
Soderhamn nd Iggesund,1,ambiguous_low_freq,,,
Askersund,1,ambiguous_low_freq,,,
Torsfors,1,ambiguous_low_freq,,,
"S. John, N.B.",1,ambiguous_low_freq,,,
Hannah,1,ambiguous_low_freq,,,
Beaver Point,1,ambiguous_low_freq,,,
St. Petersburg and Cronstadt,1,ambiguous_low_freq,,,
Sorel,1,ambiguous_low_freq,,,
La Vera Cruz,1,ambiguous_low_freq,,,
River Plate,1,ambiguous_low_freq,,,
Arohamn,1,ambiguous_low_freq,,,
Pigeholm,1,ambiguous_low_freq,,,
Esacger,1,ambiguous_low_freq,,,
Parr.boro,1,ambiguous_low_freq,,,
Lunde,1,ambiguous_low_freq,,,
Ornekj,1,ambiguous_low_freq,,,
Burso,1,ambiguous_low_freq,,,
Finkklippan,1,ambiguous_low_freq,,,
Grundsvik,1,ambiguous_low_freq,,,
"Harvey, N.B",1,ambiguous_low_freq,,,
Havnefjord,1,ambiguous_low_freq,,,
Parsbro',1,ambiguous_low_freq,,,
"Doboy, U.S.A.",1,ambiguous_low_freq,,,
Galle,1,ambiguous_low_freq,,,
Kongsmo,1,ambiguous_low_freq,,,
Peterlaks,1,ambiguous_low_freq,,,
Torafors,1,ambiguous_low_freq,,,
"MILL, PORT",1,ambiguous_low_freq,,,
Ramso,1,ambiguous_low_freq,,,
Bo deaux,1,ambiguous_low_freq,,,
Oscarsbamn,1,ambiguous_low_freq,,,
et Madeline,1,ambiguous_low_freq,,,
Moss and Holmestrand,1,ambiguous_low_freq,,,
Charles,1,ambiguous_low_freq,,,
Triesto,1,ambiguous_low_freq,,,
tein,1,ambiguous_low_freq,,,
Cobourete,1,ambiguous_low_freq,,,
"Geraldton, W.A.",1,ambiguous_low_freq,,,
Colmar,1,ambiguous_low_freq,,,
L. H. Carl,1,ambiguous_low_freq,,,
hamn,1,ambiguous_low_freq,,,
Oarril,1,ambiguous_low_freq,,,
Puebla de Caraminal,1,ambiguous_low_freq,,,
Anderini,1,ambiguous_low_freq,,,
Fayal,1,ambiguous_low_freq,,,
Svelvik,1,ambiguous_low_freq,,,
Calder,1,ambiguous_low_freq,,,
Dyreberg,1,ambiguous_low_freq,,,
Meta,1,ambiguous_low_freq,,,
Zic,1,ambiguous_low_freq,,,
Crorstadt,1,ambiguous_low_freq,,,
Werkebeck,1,ambiguous_low_freq,,,
Drama,1,ambiguous_low_freq,,,
Belbur,1,ambiguous_low_freq,,,
Frankfort,1,ambiguous_low_freq,,,
St Brieux,1,ambiguous_low_freq,,,
Fran,1,ambiguous_low_freq,,,
"Brunswick, Geo.",1,ambiguous_low_freq,,,
Sodernamn,1,ambiguous_low_freq,,,
Pernambuco,1,ambiguous_low_freq,,,
"Grindestone Island, N.B.",1,ambiguous_low_freq,,,
"Darien, Ga.",1,ambiguous_low_freq,,,
Syske,1,ambiguous_low_freq,,,
Konigsborg,1,ambiguous_low_freq,,,
Kragerce,1,ambiguous_low_freq,,,
Sleipner,1,ambiguous_low_freq,,,
Norfolk News,1,ambiguous_low_freq,,,
Suimper,1,ambiguous_low_freq,,,
Douarnenes,1,ambiguous_low_freq,,,
Royan,1,ambiguous_low_freq,,,
W. C. of Africa,1,ambiguous_low_freq,,,
W. O. of Africa,1,ambiguous_low_freq,,,
Bennett,1,ambiguous_low_freq,,,
Muolsund,1,ambiguous_low_freq,,,
Sapelo Sound,1,ambiguous_low_freq,,,
Newcast'e,1,ambiguous_low_freq,,,
Bergsviken,1,ambiguous_low_freq,,,
Szarson,1,ambiguous_low_freq,,,
Macane,1,ambiguous_low_freq,,,
Svartson,1,ambiguous_low_freq,,,
Cat Island,1,ambiguous_low_freq,,,
Lieutenant von Wetzleten,1,ambiguous_low_freq,,,
Port Audierne,1,ambiguous_low_freq,,,
"St. Simon's, Florida",1,ambiguous_low_freq,,,
Tlacatalpam,1,ambiguous_low_freq,,,
Delftshaven,1,ambiguous_low_freq,,,
Parnham,1,ambiguous_low_freq,,,
Snaeroen,1,ambiguous_low_freq,,,
Barohona,1,ambiguous_low_freq,,,
Biga,1,ambiguous_low_freq,,,
Hillsbro',1,ambiguous_low_freq,,,
town Demerara,1,ambiguous_low_freq,,,
Wood,1,ambiguous_low_freq,,,
Toroes,1,ambiguous_low_freq,,,
Wansvik,1,ambiguous_low_freq,,,
Algiers,1,ambiguous_low_freq,,,
Ca'cutta,1,ambiguous_low_freq,,,
from San Domingo,1,ambiguous_low_freq,,,
Sudroen,1,ambiguous_low_freq,,,
Cheshire,1,ambiguous_low_freq,,,
Jorfed,1,ambiguous_low_freq,,,
Sapuo,1,ambiguous_low_freq,,,
Sundt,1,ambiguous_low_freq,,,
Brabestad and Rafso,1,ambiguous_low_freq,,,
B.ahestadt,1,ambiguous_low_freq,,,
Port Blair,1,ambiguous_low_freq,,,
Anray,1,ambiguous_low_freq,,,
Freijo,1,ambiguous_low_freq,,,
Carnac,1,ambiguous_low_freq,,,
Sapso,1,ambiguous_low_freq,,,
Savernaes,1,ambiguous_low_freq,,,
Framfors,1,ambiguous_low_freq,,,
Marieborg,1,ambiguous_low_freq,,,
Grange,1,ambiguous_low_freq,,,
"We have received from the office, and saw",1,ambiguous_low_freq,,,
Soderkopling,1,ambiguous_low_freq,,,
"West Point, Va.",1,ambiguous_low_freq,,,
"Port Royal, U.S.A.",1,ambiguous_low_freq,,,
Brewers Lagoon,1,ambiguous_low_freq,,,
Botwoodville,1,ambiguous_low_freq,,,
Betsimis,1,ambiguous_low_freq,,,
Elfrego,1,ambiguous_low_freq,,,
Norrvik,1,ambiguous_low_freq,,,
Bernard,1,ambiguous_low_freq,,,
Cap Lopaz,1,ambiguous_low_freq,,,
S. W. Africa,1,ambiguous_low_freq,,,
"Rockingham, W A",1,ambiguous_low_freq,,,
Randers and Fredrikshavn,1,ambiguous_low_freq,,,
Mentz,1,ambiguous_low_freq,,,
"Stugsund, Soderhamn",1,ambiguous_low_freq,,,
Saint Domingo,1,ambiguous_low_freq,,,
Santanter,1,ambiguous_low_freq,,,
Edense,1,ambiguous_low_freq,,,
Gaston,1,ambiguous_low_freq,,,
Cape Haitien,1,ambiguous_low_freq,,,
Fuime,1,ambiguous_low_freq,,,
"Liscomb, N.S.",1,ambiguous_low_freq,,,
Bristol,1,ambiguous_low_freq,,,
Noderkalix,1,ambiguous_low_freq,,,
Sundsvik,1,ambiguous_low_freq,,,
Whitby,1,ambiguous_low_freq,,,
Uraskoldsvik,1,ambiguous_low_freq,,,
Gotheby,1,ambiguous_low_freq,,,
Fredriksta't,1,ambiguous_low_freq,,,
Haliered,1,ambiguous_low_freq,,,
Ny Kopparberg,1,ambiguous_low_freq,,,
Karten,1,ambiguous_low_freq,,,
"Christiania, Laurvig, and Arendal",1,ambiguous_low_freq,,,
Karholm,1,ambiguous_low_freq,,,
Djupviken,1,ambiguous_low_freq,,,
Rendsburg,1,ambiguous_low_freq,,,
"The cargo of pit props ex Martha, from Christiania, reported last week to the Gritton Coal Co., were for Mr. T. Atkinson, of Newcastle",1,ambiguous_low_freq,,,
Wilhelmshaven,1,ambiguous_low_freq,,,
"Parrsborough, N S.",1,ambiguous_low_freq,,,
Kong,1,ambiguous_low_freq,,,
"Halifax, U S",1,ambiguous_low_freq,,,
Boleo,1,ambiguous_low_freq,,,
Las Palmas,1,ambiguous_low_freq,,,
Eliser,1,ambiguous_low_freq,,,
Sundsore,1,ambiguous_low_freq,,,
Arcnangel,1,ambiguous_low_freq,,,
"Alne, Ornskjoldsvik",1,ambiguous_low_freq,,,
Snaroen and Christiania,1,ambiguous_low_freq,,,
"dressing are seen in cases equally or more striking than the evils of denuding the roots of the smallest, portion of soil. It is too often forgotten in top",1,ambiguous_low_freq,,,
Hall,1,ambiguous_low_freq,,,
Olofstors and Gefle,1,ambiguous_low_freq,,,
Cronstadt and Wyborg,1,ambiguous_low_freq,,,
Ostersjon,1,ambiguous_low_freq,,,
Norrsund,1,ambiguous_low_freq,,,
Ambro',1,ambiguous_low_freq,,,
Hawkins,1,ambiguous_low_freq,,,
"St. John, N B",1,ambiguous_low_freq,,,
"St John, N B",1,ambiguous_low_freq,,,
Muhlgraven,1,ambiguous_low_freq,,,
Murray Bay,1,ambiguous_low_freq,,,
twyth,1,ambiguous_low_freq,,,
Chatham N B,1,ambiguous_low_freq,,,
Rask,1,ambiguous_low_freq,,,
Pjelax Kasko,1,ambiguous_low_freq,,,
Frederiksoern,1,ambiguous_low_freq,,,
Sornas Helsingfors,1,ambiguous_low_freq,,,
Tvede,1,ambiguous_low_freq,,,
Montreal via London,1,ambiguous_low_freq,,,
"St John, NB",1,ambiguous_low_freq,,,
Mauritzberg,1,ambiguous_low_freq,,,
"West Bay, N S",1,ambiguous_low_freq,,,
Kaunussari,1,ambiguous_low_freq,,,
Port Laurvig,1,ambiguous_low_freq,,,
Arsachons,1,ambiguous_low_freq,,,
"Fritzoe, Laurvig",1,ambiguous_low_freq,,,
Odense and Fredrikshamn,1,ambiguous_low_freq,,,
Labarette,1,ambiguous_low_freq,,,
Aimee,1,ambiguous_low_freq,,,
Langford,1,ambiguous_low_freq,,,
Odense and Norrkoping,1,ambiguous_low_freq,,,
Onen,1,ambiguous_low_freq,,,
Hadoen,1,ambiguous_low_freq,,,
Bergsund,1,ambiguous_low_freq,,,
Smartvik,1,ambiguous_low_freq,,,
Churchbridge,1,ambiguous_low_freq,,,
Skjoldvik,1,ambiguous_low_freq,,,
St. Alfred,1,ambiguous_low_freq,,,
St. Charles,1,ambiguous_low_freq,,,
Stohka,1,ambiguous_low_freq,,,
Liscomb Harbour,1,ambiguous_low_freq,,,
Bjorko,1,ambiguous_low_freq,,,
Fano,1,ambiguous_low_freq,,,
Rugenwald,1,ambiguous_low_freq,,,
Strand,1,ambiguous_low_freq,,,
Hudikowall,1,ambiguous_low_freq,,,
Porto Rico,1,ambiguous_low_freq,,,
d in their devastating wars. The ay be seen almost all round the sea,1,ambiguous_low_freq,,,
Norrtelje,1,ambiguous_low_freq,,,
Hudikswal',1,ambiguous_low_freq,,,
Verte,1,ambiguous_low_freq,,,
County,1,ambiguous_low_freq,,,
Kemel,1,ambiguous_low_freq,,,
"St. Thomas, Quebec",1,ambiguous_low_freq,,,
CAPE BRETON,1,ambiguous_low_freq,,,
Parrsboroug,1,ambiguous_low_freq,,,
TRUXILLO,1,ambiguous_low_freq,,,
Montreal and Three Rivers,1,ambiguous_low_freq,,,
CRONSTADT,1,ambiguous_low_freq,,,
"west and westerly gales so prevalent in our latitudes, and of the almost universal westerly winds in the North Atlantic, which are, in fact, nothing more than a part of the general system of the reaction of the trades, and of the process which the equilibrium of the earth's motion is maintained under their action. An ordinary observation of trees growing singly, and exposed on a plain or table",1,ambiguous_low_freq,,,
"Chama, W.C. Africa",1,ambiguous_low_freq,,,
Myonus,1,ambiguous_low_freq,,,
Wilalakte,1,ambiguous_low_freq,,,
Cape,1,ambiguous_low_freq,,,
Kingero,1,ambiguous_low_freq,,,
Kasko,1,ambiguous_low_freq,,,
Christinehamn,1,ambiguous_low_freq,,,
Fredrikstrand,1,ambiguous_low_freq,,,
Barrysors,1,ambiguous_low_freq,,,
Malmstadt,1,ambiguous_low_freq,,,
Bergen and Stavanger,1,ambiguous_low_freq,,,
"Axim, W. C. Africa",1,ambiguous_low_freq,,,
Makslahti,1,ambiguous_low_freq,,,
Carisvik,1,ambiguous_low_freq,,,
"Herring Cove, N.S.",1,ambiguous_low_freq,,,
Herring Cove,1,ambiguous_low_freq,,,
Roueie Bernard,1,ambiguous_low_freq,,,
l'Eguille,1,ambiguous_low_freq,,,
Rugeldine,1,ambiguous_low_freq,,,
Lake Wetter,1,ambiguous_low_freq,,,
Janssen,1,ambiguous_low_freq,,,
Rordeaux,1,ambiguous_low_freq,,,
Kallera,1,ambiguous_low_freq,,,
"Alma, N.B",1,ambiguous_low_freq,,,
Marie Windau,1,ambiguous_low_freq,,,
Roche Bernand,1,ambiguous_low_freq,,,
Vanevik,1,ambiguous_low_freq,,,
"Apalachicola, Fla.",1,ambiguous_low_freq,,,
South West Africa,1,ambiguous_low_freq,,,
Port Lannay,1,ambiguous_low_freq,,,
"Barahona, St. Domingo",1,ambiguous_low_freq,,,
Chicontine,1,ambiguous_low_freq,,,
Skutskar and Harnas,1,ambiguous_low_freq,,,
Halmstrand,1,ambiguous_low_freq,,,
"Westbay, N.B.",1,ambiguous_low_freq,,,
Jesfed,1,ambiguous_low_freq,,,
"Cape Tormentine, N.B.",1,ambiguous_low_freq,,,
Bersimis River,1,ambiguous_low_freq,,,
"Santa Ana, Mexico",1,ambiguous_low_freq,,,
Hilbrungsberg,1,ambiguous_low_freq,,,
Drago,1,ambiguous_low_freq,,,
"Portland, Or.",1,ambiguous_low_freq,,,
"Stromfors, Finland",1,ambiguous_low_freq,,,
Nykarbley,1,ambiguous_low_freq,,,
"Charlestown, S.C.",1,ambiguous_low_freq,,,
Sverre,1,ambiguous_low_freq,,,
PUGET SOUND,1,ambiguous_low_freq,,,
Karistad,1,ambiguous_low_freq,,,
Verona,1,ambiguous_low_freq,,,
Kramfors and Nordmaling,1,ambiguous_low_freq,,,
St. Anne des Monts,1,ambiguous_low_freq,,,
Gothik,1,ambiguous_low_freq,,,
Jernen,1,ambiguous_low_freq,,,
Camel,1,ambiguous_low_freq,,,
