port_type,original_port,ship_count,best_match_canonical,similarity_score,normalization_tier,year_range,action,map_to_port,notes,web_search_query
origin,Flushing,15,,,unmapped,1874-1899,MAP,Vlissingen,English name for Dutch port Vlissingen
origin,Wisby,15,,,unmapped,1874-1899,MAP,Visby,Variant spelling - Swedish Gotland
origin,DRAM,15,,,unmapped,1874-1899,MAP,Drammen,Abbreviated - Norwegian port
origin,Old Calabar,14,,,unmapped,1874-1899,ACCEPT,,Nigerian port
origin,Wasa,14,,,unmapped,1874-1899,MAP,Vaasa,Swedish name for Finnish port Vaasa
origin,Cienfuegos,14,,,unmapped,1874-1899,ACCEPT,,Cuban port
origin,Sandefiord,14,,,unmapped,1874-1899,MAP,Sandefjord,Variant spelling - Norwegian port
origin,Sault,14,,,unmapped,1874-1899,ACCEPT,,Canadian port (Sault Ste. Marie)
origin,Donelan,14,,,unmapped,1874-1899,ACCEPT,,Irish port
origin,W.C. Africa,14,,,unmapped,1874-1899,MAP,W. C. Africa,Variant - West Coast Africa
origin,Aalborg,14,,,unmapped,1874-1899,ACCEPT,,Danish port
origin,Bergen,14,,,unmapped,1874-1899,ACCEPT,,Norwegian port
origin,Bure,14,,,unmapped,1874-1899,ACCEPT,,Swedish port
origin,Galveston,13,,,unmapped,1874-1899,ACCEPT,,Texas USA port
origin,Saltvik,13,,,unmapped,1874-1899,ACCEPT,,Finnish Åland port
origin,Landerneau,13,,,unmapped,1874-1899,ACCEPT,,French Brittany port
origin,Werkeback,13,,,unmapped,1874-1899,ACCEPT,,Swedish port
origin,Dantzie,13,,,unmapped,1874-1899,MAP,Gdańsk,Historical English name for Polish port Gdańsk (Danzig)
origin,St. Estephe,13,,,unmapped,1874-1899,ACCEPT,,French port (Saint-Estèphe)
origin,Norway,12,,,unmapped,1874-1899,ACCEPT,,Country - generic origin
origin,Tunadal,12,,,unmapped,1874-1899,ACCEPT,,Swedish timber port
origin,"Bay Verte, N.B.",12,,,unmapped,1874-1899,ACCEPT,,New Brunswick Canada
origin,Truxillo,11,,,unmapped,1874-1899,MAP,Trujillo,Variant spelling - Honduras port
origin,Petersburg,11,,,unmapped,1874-1899,MAP,St. Petersburg,Abbreviated - Russian port
origin,Sandviken,11,,,unmapped,1874-1899,ACCEPT,,Swedish port
origin,Svelvig,11,,,unmapped,1874-1899,ACCEPT,,Norwegian port
origin,Maracaibo,11,,,unmapped,1874-1899,ACCEPT,,Venezuelan port
origin,Trouville,11,,,unmapped,1874-1899,ACCEPT,,French port (Trouville-sur-Mer)
origin,Raumo,11,,,unmapped,1874-1899,MAP,Rauma,Variant spelling - Finnish port
origin,Buenos Ayres,11,,,unmapped,1874-1899,MAP,Buenos Aires,Variant spelling - Argentine port
origin,Richmond,10,,,unmapped,1874-1899,ACCEPT,,Quebec Canada
origin,Brake,10,,,unmapped,1874-1899,ACCEPT,,German port (Brake (Unterweser))
origin,Sackville,10,,,unmapped,1874-1899,ACCEPT,,New Brunswick Canada
origin,Youghal,10,,,unmapped,1874-1899,ACCEPT,,Irish port
origin,F'shald,10,,,unmapped,1874-1899,MAP,Halden,Abbreviated Fredrikshald - Norwegian port
origin,Aarhuus,10,,,unmapped,1874-1899,MAP,Aarhus,Variant spelling - Danish port
origin,"Shediac, N.B.",9,,,unmapped,1874-1899,MAP,Shediac,Strip province suffix - New Brunswick
origin,"Musquash, N.B.",8,,,unmapped,1874-1899,MAP,Musquash,Strip province suffix - New Brunswick (already canonical)
origin,"Richibucto, N.B.",8,,,unmapped,1874-1899,MAP,Richibucto,Strip province suffix - New Brunswick
origin,"Campbellton, N.B.",8,,,unmapped,1874-1899,MAP,Campbellton,Strip province suffix - New Brunswick (already canonical)
origin,"Weymouth, N.S.",7,,,unmapped,1874-1899,MAP,Weymouth,Strip province suffix - Nova Scotia
origin,"Buctouche, N.B.",7,,,unmapped,1874-1899,MAP,Buctouche,Strip province suffix - New Brunswick
origin,"Yarmouth, N.S.",7,,,unmapped,1874-1899,MAP,Yarmouth,Strip province suffix - Nova Scotia
origin,"Sheet Harbour, N.S.",6,,,unmapped,1874-1899,MAP,Sheet Harbour,Strip province suffix - Nova Scotia (already canonical)
origin,"Ship Harbour, N.S.",6,,,unmapped,1874-1899,MAP,Ship Harbour,Strip province suffix - Nova Scotia
origin,"Campbeltown, N.B.",6,,,unmapped,1874-1899,MAP,Campbellton,Strip province suffix and spelling variant - New Brunswick
origin,"Economy, N.S.",6,,,unmapped,1874-1899,MAP,Economy,Strip province suffix - Nova Scotia
origin,"Liscombe, N.S.",5,,,unmapped,1874-1899,MAP,Liscombe,Strip province suffix - Nova Scotia
origin,"Charlotte Town, P.E.I.",5,,,unmapped,1874-1899,MAP,Charlottetown,Strip province suffix - Prince Edward Island
origin,"Hillsboro', N.B.",5,,,unmapped,1874-1899,MAP,Hillsborough,Strip province suffix and apostrophe - New Brunswick
origin,"Sackville, N.B.",4,,,unmapped,1874-1899,MAP,Sackville,Strip province suffix - New Brunswick (already canonical)
origin,"Bridgwater, N.S.",4,,,unmapped,1874-1899,MAP,Bridgewater,Strip province suffix - Nova Scotia
origin,"Guysboro', N.S.",4,,,unmapped,1874-1899,MAP,Guysborough,Strip province suffix and apostrophe - Nova Scotia
origin,"Sherbrooke, N.S.",4,,,unmapped,1874-1899,MAP,Sherbrooke,Strip province suffix - Nova Scotia
origin,"Harvey, N.B.",4,,,unmapped,1874-1899,MAP,Harvey,Strip province suffix - New Brunswick
origin,"Point Wolfe, N.B.",4,,,unmapped,1874-1899,MAP,Point Wolfe,Strip province suffix - New Brunswick
origin,ARCHANGEL,9,,,unmapped,1874-1899,MAP,Archangel,Capitalization fix - Russian port
origin,SWARTWIK,6,,,unmapped,1874-1899,MAP,Svartvik,Capitalization and spelling fix - Swedish port
origin,LIBAU,5,,,unmapped,1874-1899,MAP,Liepaja,Capitalization fix - Latvian port (German name Libau)
origin,FRONTERA,4,,,unmapped,1874-1899,MAP,Frontera,Capitalization fix - Mexican port
origin,PUERTO PLATA,4,,,unmapped,1874-1899,MAP,Puerto Plata,Capitalization fix - Dominican Republic
origin,PUNTA ARENAS,3,,,unmapped,1874-1899,MAP,Punta Arenas,Capitalization fix - Chilean port
origin,MANZANILLO,3,,,unmapped,1874-1899,MAP,Manzanillo,Capitalization fix - Mexican/Cuban port
origin,MEMEL,2,,,unmapped,1874-1899,MAP,Klaipeda,Capitalization fix - Lithuanian port (German name Memel)
origin,FRITZOE,1,,,unmapped,1874-1899,MAP,Fritzøe,Capitalization fix - Norwegian port
origin,MADAGASCAR,1,,,unmapped,1874-1899,ACCEPT,,Island country - accept as origin
origin,FIUME,1,,,unmapped,1874-1899,MAP,Rijeka,Capitalization fix - Croatian port (Italian name Fiume)
origin,TLACOTALPAM,1,,,unmapped,1874-1899,MAP,Tlacotalpan,Capitalization fix - Mexican port
origin,WORKING MACHINERY.,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error (advertisement text)
origin,GRATEFUL AND COMFORTING.,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error (advertisement text)
origin,OUT OF PACKING,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error
origin,MILL PORT,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error (partial text)
origin,PRESTO,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error
origin,OABARETTE,1,,,unmapped,1874-1899,ERROR,,Not a port - OCR error
origin,Parrsborough,10,,,unmapped,1874-1899,MAP,Parrsboro,Spelling variant - Nova Scotia
origin,Essviken,9,,,unmapped,1874-1899,MAP,Essvik,Spelling variant - Swedish port
origin,Stockazog,3,,,unmapped,1874-1899,MAP,Stocka,Spelling variant - Swedish port (already canonical)
origin,Nyham,3,,,unmapped,1874-1899,MAP,Nyhamn,Spelling variant - Swedish port
origin,Stockavik,3,,,unmapped,1874-1899,MAP,Stocka,Spelling variant - Swedish port (already canonical)
origin,Halsoen,3,,,unmapped,1874-1899,MAP,Halso,Spelling variant - Swedish port
origin,Ursvik,3,,,unmapped,1874-1899,MAP,Ursviken,Spelling variant - Swedish port
origin,Risoe,2,,,unmapped,1874-1899,MAP,Risoer,Spelling variant - Norwegian port
origin,Wybor,2,,,unmapped,1874-1899,MAP,Vyborg,Spelling variant - Russian/Finnish port
origin,Stockvik,2,,,unmapped,1874-1899,MAP,Stockviken,Spelling variant - Swedish port
origin,Sannes,2,,,unmapped,1874-1899,MAP,Sannesund,Spelling variant - Norwegian port
origin,Simon,2,,,unmapped,1874-1899,MAP,Simo,Spelling variant - Finnish port
origin,Sundvik,2,,,unmapped,1874-1899,MAP,Sundsvall,Likely variant - Swedish port
origin,Holms,2,,,unmapped,1874-1899,MAP,Holmstad,Spelling variant - Swedish port
origin,Montreal and Quebec,9,,,unmapped,1874-1899,ACCEPT,,Combined Canadian ports
origin,Wilmington,10,,,unmapped,1874-1899,ACCEPT,,North Carolina USA port
origin,Tabasco,9,,,unmapped,1874-1899,ACCEPT,,Mexican state/region
origin,Pontaven,9,,,unmapped,1874-1899,MAP,Pont-Aven,Spelling variant - French Brittany port
origin,"Pont L'Abbe",9,,,unmapped,1874-1899,MAP,Pont-l'Abbé,Spelling variant - French Brittany port (already mapped)
origin,Caraminal,9,,,unmapped,1874-1899,ACCEPT,,Spanish Galicia port
origin,Sada,9,,,unmapped,1874-1899,ACCEPT,,Spanish Galicia port
origin,Ahus,9,,,unmapped,1874-1899,MAP,Åhus,Spelling variant - Swedish port
origin,Harburg,8,,,unmapped,1874-1899,ACCEPT,,German port (now part of Hamburg)
origin,Helsingborg,8,,,unmapped,1874-1899,ACCEPT,,Swedish port (Helsingborg/Hälsingborg)
origin,Bridgwater,8,,,unmapped,1874-1899,ACCEPT,,Somerset England port
origin,Douarnenez,8,,,unmapped,1874-1899,ACCEPT,,French Brittany port
origin,St. P'burg,8,,,unmapped,1874-1899,MAP,St. Petersburg,Abbreviated - Russian port (already mapped)
origin,Wifsta Warf,8,,,unmapped,1874-1899,ACCEPT,,Swedish timber port
origin,Paskallavik,8,,,unmapped,1874-1899,ACCEPT,,Swedish port
origin,Bindalen,8,,,unmapped,1874-1899,ACCEPT,,Norwegian port
origin,Caraquet,8,,,unmapped,1874-1899,ACCEPT,,New Brunswick Canada
origin,Ornskjoldvik,8,,,unmapped,1874-1899,MAP,Örnsköldsvik,Spelling variant - Swedish port
origin,Bay de Verte,8,,,unmapped,1874-1899,MAP,Bay Verte,Spelling variant - New Brunswick (already canonical)
origin,Camarinas,8,,,unmapped,1874-1899,ACCEPT,,Spanish Galicia port (Camariñas)
origin,Lisbon,8,,,unmapped,1874-1899,ACCEPT,,Portuguese capital port
origin,Ramvik,8,,,unmapped,1874-1899,ACCEPT,,Swedish port
origin,Halifax and Philadelphia,8,,,unmapped,1874-1899,ACCEPT,,Combined North American ports
