commodity,origin_port,count
deal ends,Picton,1
deal ends,Pictou,1
deal ends,Pont Neuf,1
deal ends,Port Neuf,1
deal ends,Pugwash,1
deal ends,Rafso,1
deal ends,Rangoon,1
deal ends,Richibucto,1
deal ends,Pabos,1
deals,Alne,1
deals,"Annapolis, N.S.",1
deals,Askersund,1
deals,Axmar,1
deals,Baddeck,1
deals,"Baddeck, N.S.",1
deals,Bangsund,1
deals,Batekarnas,1
deal ends,Zanzibar,1
deals,Batvik,1
deals,"Beaufort, S.C.",1
deals,"Beaver Point, N.S.",1
deals,Bergen,1
deals,Bersiamitz,1
deals,Betsiamites,1
deals,Bjorknas,1
deals,Bollsta Bruk,1
deals,Bolsiamitz,1
deals,Batskarsnas,1
deal ends,"timber, Bland & Co., U.S.",1
deal ends-borries,Klaipeda,1
deal ends-churchill,Danzig,1
deal ends-g e arnold,Quebec City,1
deal ends-j b r langford,Riga,1
deal ends-price,Montreal,1
deal ends-price,Quebec City,1
deal ends-r h dahl,Montreal,1
deals,Alfredshemn,1
deal ends-with,St. John,1
deal lathwood,Cronstadt,1
deal lings,Wyborg,1
deal planks,Skelleftea,1
deal planks-morgan,Odessa,1
deal staves,Baltimore,1
dealers in works art,"makers, upholsterers, and workers in wood generally. COLLINSON & LOCK, LIMITED.",1
deals,Abyn,1
deals,Ahlators,1
deal ends-r r dobell,Montreal,1
deals,Royetta,1
deals,Roytta,1
deals,Ruetouche,1
deals,"Sackville, N.B.",1
deals,Sagua,1
deals,Sagunay,1
deals,"Salo, Abo",1
deals,Saltkallan,1
deals,Higge,1
deals,San Francisco,1
deals,Sandarne and Ljusne,1
deals,Sandarne and Soderhamn,1
deals,Sandvik,1
deals,Sandviken,1
deals,Sapelo,1
deals,Sapilo,1
deals,Sardarne,1
deals,Saltvik,1
deals,Pernoviken,1
deals,Picton,1
deals,Portland,1
deals,"Portland, Maine",1
deals,Quebec and Montreal,1
deals,Qvartvik,1
deals,Raffso,1
deals,Raiso,1
deals,Rosso,1
deals,Rangsound,1
deals,Raumea,1
deals,Raumo,1
deals,Reni,1
deals,Rilgedahl,1
deals,River Quelle,1
deals,Rockabema,1
deals,Rockingham,1
deals,Rosetta,1
deals,Ramno,1
deals,St. George's,1
deals,St. John. N.B.,1
deals,St. Lawrence,1
deals,St. Mary's,1
deals,St. Petersburg Town,1
deals,St. Simon's Island,1
deals,St. Simons,1
deals,Stockasag,1
deals,Sarp-dau,1
deals,Stockholm and Soderhamn,1
deals,"Stockholm, &c.",1
deals,Stocksviken,1
deals,Stromnas,1
deals,Stronvik,1
deals,Sunderland,1
deals,Sundswall and Hernosand,1
deals,Suudswall,1
deals,Suvaroff,1
deals,Stockaviken,1
deals,Saunesund,1
deals,Savanilla,1
deals,Savenas,1
deals,Schiedam,1
deals,Schlumer,1
deals,Sguenay,1
deals,"Sheet Harbour, N.B.",1
deals,"Sherbrooke, N.S.",1
deals,Sondswall,1
deals,Shy,1
deals,Sikea,1
deals,Skeppevik,1
deals,Skippevik,1
deals,Skutekar,1
deals,Skutvik,1
deals,Slite,1
deals,Smartvik,1
deals,Sodorhamn,1
deals,Ship Harbour,1
deals,Kowda,1
deals,Krasko,1
deals,Lake Wettern,1
deals,Larva,1
deals,Larvik,1
deals,Liscomb,1
deals,Ljuene,1
deals,Ljurne,1
deals,Passages,1
deals,Lugnvik,1
deals,Lund,1
deals,Macane,1
deals,Maija,1
deals,Malja,1
deals,Malmo,1
deals,Masane,1
deals,Mesana,1
deals,Lu'ea,1
deals,Hobart Town,1
deals,Hofund,1
deals,Hopewell Cape,1
deals,"Hopewell Cape, N.B.",1
deals,Huld,1
deals,Jacobstadt,1
deals,Jannasch,1
deals,Jensson,1
deals,Kovdo,1
deals,"John, N.B.,",1
deals,Kallero,1
deals,Karlsborg,1
deals,Kingsport,1
deals,Kingston,1
deals,Konigsburg,1
deals,Koping,1
deals,Korda,1
deals,Kottskar,1
deals,John,1
deals,"Ny, Karleby",1
deals,"Nyhamn, -",1
deals,Nykarbley,1
deals,Nykoping,1
deals,Nynamn,1
deals,O xe osund,1
deals,Oak Bay,1
deals,Obbala,1
deals,Mestis,1
deals,Oessen,1
deals,Orkedalsoren,1
deals,Orleans,1
deals,Ornskjoldvik,1
deals,Ornskolksvik,1
deals,Orotastadt,1
deals,Ostersjon,1
deals,Oxelosund & Soderhamn,1
deals,Paasacola,1
deals,Odessa,1
deals,Metane,1
deals,"Miramichi, N.B.",1
deals,Mo,1
deals,Mo & Domsjo,1
deals,Mon'real,1
deals,Montrose,1
deals,Muolsund,1
deals,Musquash,1
deals,Novikoping,1
deals,"Newcastle, N.B.",1
deals,Norfolk,1
deals,Norrköping,1
deals,Norrsund,1
deals,Norrsundet,1
deals,Norssundet,1
deals,"North Port, N.S.",1
deals,North Sydney,1
deals,Nouvelle,1
deals,Naso,1
cs pigwood,Halifax,1
cs pinewood,Rotterdam,1
cs pinewood boards,Baltimore,1
cs pinewood boards,Stettin,1
cs pinewood boards-quitmann,Stettin,1
cs sample box,Fredrikstad,1
cs sawn boards,Porsholm,1
cs sawn timber,New York,1
deal ends,Masane,1
cs skewers,New York,1
cs skillets,Quebec City,1
cs skirtings,Gefle,1
cs spars,Uddevalla,1
cs splints,Malmo,1
cs splints,Portland,1
cs splints,"Portland, M.",1
cs splints-alsing,Gothenburg,1
cs sewing machine wood,New York,1
cs mouldings,Colognes,1
cs mouldings,Danzig,1
cs mouldings,Liepāja,1
cs mouldings,Rotterdam,1
cs mouldings,Ultra,1
cs mouldings-becher,Danzig,1
cs mouldings-bradley,New York,1
cs mouldings-herman,Danzig,1
cs piano boards,Halifax,1
cs mouldings-j h dodgett,New York,1
cs mouldings-l h dodge,New York,1
cs mouldings-rosenberg lowe,Danzig,1
cs oak lumber,Boston,1
cs oak lumber,Philadelphia,1
cs oak racks,Gothenburg,1
cs oak squares,New York,1
cs palings-tagart,Christiania,1
cs peg wood,St. John,1
cs mouldings-hunt,Gothenburg,1
cs spokes-t w hopson oars,New York,1
cs spokes-tailby,New York,1
cs spools,Montreal,1
cs staves,Boston,1
cs staves,Christiania,1
cs sticks,Gothenburg,1
cs stockholm,Gothenburg,1
cs teak,Amsterdam,1
cs splints-browning,"Portland, M.",1
cs timber h w wade,Sydney,1
cs trellis,Gothenburg,1
cs trellis,Stockholm,1
cs turned wood-foy,Gothenburg,1
cs turned wood-uloth,Gothenburg,1
cs veneer,New York,1
cs veneer,Sydney,1
cs veneers,New York,1
cs walnut,Amsterdam,1
cs teak,Calcutta,1
cs splints-bryant,Boston,1
cs splints-collard,Portland,1
cs splints-collard,Quebec City,1
cs splints-g boer,Montreal,1
cs splints-g boer,Quebec City,1
cs splints-g boor,Halifax,1
cs splints-newton match cs skillets,Quebec City,1
cs splints-paterson,Quebec City,1
cs spokes-t nicks,New York,1
cs spokes,Christiania,1
cs spokes,Klaipeda,1
cs spokes,Montreal,1
cs spokes,Quebec City,1
cs spokes-g,New York,1
cs spokes-h w callan cs spokes,New York,1
cs spokes-j gardner,New York,1
cs spokes-n smythe,New York,1
cs spokes-o,New York,1
cs splints-w car,Quebec City,1
cs broom handles-bott,Gothenburg,1
cs brush blocks,Christiania,1
cs brush handles-lithman,Gothenburg,1
cs butt ends,Amsterdam,1
cs cabinets,New York,1
cs cedar,Rotterdam,1
cs cooperage,New York,1
cs deal boards,Hamburg,1
cs moulding,Hamburg,1
cs deals,Cronstadt,1
cs desks,Boston,1
cs doors,Boston,1
cs doors,Gothenburg,1
cs doors-o eklund,Abo,1
cs gum kauri,Sydney,1
cs handles,Skutskar,1
cs headings,Christiania,1
cs deals,Brussels,1
cs boards-hornby,Boston,1
cs boards-johnsen,Christiania,1
cs boards-o keen,Christiania,1
cs boards-o konig,Christiania,1
cs boards-quitmann,Stettin,1
cs boards-samuelson,Montreal,1
cs boards-spicer,Christiania,1
cs boards-wilson,Riga,1
cs broom handles,St. John,1
cs bobbins-s brook,Boston,1
cs bobbins-s brooks,Boston,1
cs box,Gothenburg,1
cs box boards,Christiania,1
cs box boards-foy,Gothenburg,1
cs box boards-pantin cs boards,Gothenburg,1
cs box-wood,Gothenburg,1
cs boxboards-w,Gothenburg,1
cs broom,Skutskar,1
cs bobbins,Hobart Town,1
cs lumber-pohl,New York,1
cs lumber-r bohm,Boston,1
cs lumber-r hunter cs,York,1
cs lumber-t d blyth cs lumber,Montreal,1
cs lumber-w angus,Baltimore,1
cs mahogany,Hamburg,1
cs match,Melbourne,1
cs match planks,Sundswall,1
cs hoops,New York,1
cs match splints,New York,1
cs match splints,St. John,1
cs match splints-bryant,Quebec City,1
cs matches,Drammen,1
cs matches,Stockholm,1
cs matches,Uddewalla,1
cs matchwood-dunn,Riga,1
cs middles,Christiania,1
cs mould,Stettin,1
cs match splints,Boston,1
cs hubs,York,1
cs hubs-pfeil,New York,1
cs joiners work,Rotterdam,1
cs joinery,Sundswall,1
cs joinery-alsing,Gothenburg,1
cs joinery-knudsen,Gothenburg,1
cs joinery-phillipps,Gothenburg,1
cs keyboards,St. John,1
cs lumber-pitt,New York,1
cs laths,Stockholm,1
cs lignum-vitæ-grant,Jamaica,1
cs lignum-vitæ-s harris,Nassau,1
cs logs,Philadelphia,1
cs lomas,Quebec City,1
cs lumber,Baltimore,1
cs lumber,York,1
cs lumber-churchill,New York,1
cs lumber-i j baldwin,New York,1
cs laths,Gothenburg,1
deal,Norrkoping,1
deal,Pentecost,1
deal,Pernambuco,1
deal,St. John,1
deal,Stenkjor,1
deal,Trangsund,1
deal,Warf,1
deal battens,Mesane,1
cs whitewood logs,New York,1
deal boards,Gothenburg,1
deal cuttings,Quebec City,1
deal cuttings,Three Rivers,1
deal cuttings,Zanzibar,1
deal ends,Annapolis,1
deal ends,Antwerp,1
deal ends,Baddeck,1
deal ends,"Bathurst, N.B.",1
deal beam fittings,Pascagoula,1
dahll,Miramichi,1
dahll,Onega,1
dahll,Saguenay,1
dahll,Soderhamn,1
dalhousie,Gladys,1
danzig,Riga,1
david jones,Youghal,1
dawbarn,St. John,1
deal,Montreal,1
dea's,Kovda,1
dea's,Soderhamn,1
dea[?] thornham,Archangel,1
deal,Archangel,1
deal,Bordeaux,1
deal,Borga,1
deal,Fredrikstad,1
deal,Gothenburg,1
deal,Miramichi,1
dea's,Domsjo,1
deal ends,Grand Bay,1
deal ends,Grand Pablos,1
deal ends,Grand Palios,1
deal ends,"Guysborough, N.S.",1
deal ends,Hamburg,1
deal ends,Hernosand,1
deal ends,Hobart Town,1
deal ends,Hommelvik,1
deal ends,Batiscan,1
deal ends,Iggesund,1
deal ends,Kem,1
deal ends,Kingsport,1
deal ends,Kingston,1
deal ends,Konigsberg,1
deal ends,Lappvik,1
deal ends,Laurvig,1
deal ends,Liepāja,1
deal ends,Liscomb,1
deal ends,Husum,1
deal ends,Bay de Verte,1
deal ends,Belize,1
deal ends,Bersiamitz,1
deal ends,Bio,1
deal ends,Bjorneborg,1
deal ends,Boston,1
deal ends,Botwoodville,1
deal ends,"Bridgwater, N.S.",1
deal ends,Fredrikstad,1
deal ends,Campbeltown,1
deal ends,Chicoutimi,1
deal ends,"Cornwallis, N.S.",1
deal ends,Dalhousie,1
deal ends,Escoumains,1
deal ends,Escoumani,1
deal ends,Finklippan,1
deal ends,Franceville,1
deal ends,Fred-rikstad,1
deal ends,Calmo,1
cs wood matches,Stockholm,1
cs wood maxime,Gothenburg,1
cs wood mouldings-l giloss,New York,1
cs wood mouldings-robinson,New York,1
cs wood pulp,Bremen,1
cs wood pulp,Gothenburg,1
cs wood pulp,Tupilco,1
cs wood-maxime,Gothenburg,1
dahll,Christiania,1
cs woodboards,Christiania,1
cs woodware,Bremen,1
cs woodware,St. Petersburg,1
cs woodwork,New York,1
csks staves,Archangel,1
cub,Kotka,1
cub boards,Abo,1
cub edgings,Kotka,1
cub firewood,Cronstadt,1
cs wood-uloth,Gothenburg,1
cs wood,Amsterdam,1
cs wood,Batoum,1
cs wood,Boston,1
cs wood,Bremen,1
cs wood,Hamburg,1
cs wood,Liverpool,1
cs wood,Stettin,1
cs wood,Treport,1
cs wood matches,Drammen,1
cs wood blocks-o konig,Christiania,1
cs wood boards,Stettin,1
cs wood boards a j brown brough,Christiania,1
cs wood boards-brown,Christiania,1
cs wood boards-g brown,Christiania,1
cs wood boards-g f neame,Baltimore,1
cs wood boards-o konig,Gothenburg,1
cs wood boxes-o konig,Christiania,1
cs wood goods,Bremen,1
cs wood blocks,Gothenburg,1
cut-wood,Reval,1
cwt,Gothenburg,1
cwt furniture hardwood,Dieppe,1
cwt trellis,Uddewalla,1
cwt veneer,Dieppe,1
cwt veneers,Jenkoping,1
cwts,Dieppe,1
cwts,New York,1
cub heartwood,Riga,1
cypress,Kingston,1
cypress deals,Mobile,1
cypress planks,Cronstadt,1
cypress planks,Miramichi,1
cypress planks,Saguenay,1
d b,Trangsund,1
d h d'souza 27½ t logwood,Jamaica,1
d halo 30½ firewood,Stockholm,1
dagane spars,Timas de Zaza,1
cwts hardwood,Dieppe,1
cub heartwood ceiling,Riga,1
cubic feet split,Riga,1
cubic firewood,Fredrikstad,1
cubic firewood,Neder Kalix,1
cubic firewood,Riga,1
cubic firewood,Sandvik,1
curl mahogany,Belize,1
curl mahogany,Laurvig,1
cut wood-markt,Reval,1
curls cedar,Belize,1
curls mahogany,Hamburg,1
curls mahogany,Laguna de Terminos,1
curls walnut,Poti,1
currier doors,New York,1
curry,Bjorneborg,1
curtis,Gothenburg,1
curtis,Jamaica,1
cut stock,York,1
curls,Hamburg,1
battens,Norway,1
battens,Nouvelle,1
battens,Novikoping,1
battens,Ny Karleby,1
battens,"Ny, Karleby",1
battens,Nykarbley,1
battens,Nykoping,1
battens,Nyland,1
bois de santal,St. Domingo,1
battens,O xe osund,1
battens,Obbala,1
battens,Ornskjoldvik,1
battens,Ornskolksvik,1
battens,Orotastadt,1
battens,Oscar,1
battens,Ostersjon,1
battens,Pernoviken,1
battens,Nynamn,1
battens,Krageros,1
battens,Kungsorden,1
battens,Langesund,1
battens,Lappvik,1
battens,Larva,1
battens,Larvik,1
battens,Leghorn,1
battens,Ljuene,1
battens,Norssundet,1
battens,Lund,1
battens,Maija,1
battens,Malmo,1
battens,Marieberg,1
battens,Mauritzberg,1
battens,Mesane,1
battens,Mo & Domsjo,1
battens,Muolsund,1
battens,"Newcastle, N.B.",1
battens,Lugnvik,1
battens,Schippswick,1
battens,Schlumer,1
battens,"Sheet Harbour, N.B.",1
battens,Ship Harbour,1
battens,Shy,1
battens,Sikea,1
battens,Skeppevik,1
battens,Skonsvik,1
battens,Pillau,1
battens,Skutekar,1
battens,Skönvik,1
battens,Smartvik,1
battens,Sondswall,1
battens,St. John. N.B.,1
battens,St. Petersburg Town,1
battens,Stenkjoer,1
battens,Stettin,1
battens,Stifford,1
battens,Skutakar,1
battens,Pitea and Munksund,1
battens,Quebec and Montreal,1
battens,Raffso,1
battens,Rangoon,1
battens,Rangsound,1
battens,Raumo,1
battens,Reval,1
battens,Rosetta,1
battens,Savenas,1
battens,Ruthula,1
battens,Saltvik,1
battens,Sanda,1
battens,Sandarne and Ljusne,1
battens,Sandarne and Soderhamn,1
battens,Sando,1
battens,Sandviken,1
battens,Sarpsborg,1
battens,Savanilla,1
battens,Rosso,1
battens,Cronstadt-,1
battens,Dahlsbruk,1
battens,Dal,1
battens,Djupvik,1
battens,"Dram, -",1
battens,F'stadt,1
battens,Fagervik,1
battens,Falkenburg,1
battens,Krageroc,1
battens,Fernandina,1
battens,Finland,1
battens,Frederickstadt,1
battens,Frederikstadt,1
battens,"Fredrikstad, -",1
battens,Fredriksværn,1
battens,Fritzoe,1
battens,Furnogrund,1
battens,Farosund,1
battens,Bangsund,1
battens,Batekarnas,1
battens,Batiscan,1
battens,Batskarsnas,1
battens,Batvik,1
battens,Belize,1
battens,Bergen,1
battens,Bergkvara,1
battens,Christinestadt,1
battens,Bollsta Bruk,1
battens,Boston,1
battens,Botwoodville,1
battens,Bredvik,1
battens,"Bridgwater, N.S.",1
battens,Byake,1
battens,C,1
battens,Calix,1
battens,Calsaker,1
battens,Bjorknas,1
battens,Hopewell Cape,1
battens,Huld,1
battens,Husbyvik,1
battens,Jacobstadt,1
battens,Jamaica,1
battens,Jannasch,1
battens,Jensson,1
battens,Kallero,1
battens,Furugrund,1
battens,Karhula,1
battens,Karlsborg,1
battens,Knilboda,1
battens,Koping,1
battens,Kopmanholmen,1
battens,Kopmansholmen,1
battens,Korda,1
battens,Kovda,1
battens,Kovdo,1
battens,Kangsund,1
battens,Gallstrom,1
battens,Gefle & Soderhamn,1
battens,Gefle & Stockholm,1
battens,"Gefle, &c.",1
battens,Gegrund,1
battens,Germany,1
battens,"Gothenburg, -",1
battens,Grindstone Island,1
battens,Holmestrand,1
battens,Hakkala,1
battens,Hallsta,1
battens,Halsoen,1
battens,Halsta,1
battens,Hamnholmen,1
battens,Herncsand,1
battens,Hernefors,1
battens,Hernosend,1
battens,Hofund,1
battens,Gulstrom,1
battens-r ward,Gothenburg,1
battens-s brown oars,Uddevalla,1
battens-salvesen,Helsingfors,1
battens-salvesen,Reval,1
battens-scheydt,Cronstadt,1
battens-scrutton,Gothenburg,1
battens-sheraton,Gothenburg,1
battens-sieveking,"Salo, Abo",1
battens,Stocka,1
battens-simson,Gefle,1
battens-simson,Holmsund,1
battens-simson,Hudikswall,1
battens-simson,Lulea,1
battens-simson,Pitea,1
battens-simson,Uddevalla,1
battens-son,Drammen,1
battens-steve-elmore,Helsingfors,1
battens-simson,Christiania,1
battens-hermann's successors,Skien,1
battens-j b r lang-ford,Riga,1
battens-j burton,Nyhamn,1
battens-j t salvesen,Riga,1
battens-knudsen,Gothenburg,1
battens-m olsson,Gothenburg,1
battens-messers,Mo,1
battens-messrs,Riga,1
battens-r h dahl,Hommelvik,1
battens-neame,Roytta,1
battens-north pole,Fredrikstad,1
battens-nutman,Grimstad,1
battens-nutman,Oscarshamn,1
battens-osbeck,Gothenburg,1
battens-payne,Fredrikstad,1
battens-prier wotton,Gothenburg,1
battens-r bildt,Gothenburg,1
battens-r h dahl,Cronstadt,1
battens-morgan,Cronstadt,1
battens-w r hancock,Soderhamn,1
battens-w ridley,Gothenburg,1
battens-w simpson,Gothenburg,1
battens-webster,Gothenburg,1
battens-wilkinson,Fredrikstad,1
battens-will,Gothenburg,1
battens-with,Fredrikstad,1
batter scantlings,Bjorknas,1
battens-t,Fikilippa,1
batters,Orleans,1
batters,York,1
baynes,Fredrikstad,1
baynes,Quebec City,1
baynes from skien,Fredrikstad,1
bb boards,Amsterdam,1
bbl,Co.,1
bbl,XIV.,1
bbl do,Co.,1
batters,Gothenburg,1
battens-t,Gefle,1
battens-t,Oxelosund,1
battens-t astrup-russia yard,Trondheim (Drontheim),1
battens-t langford,Riga,1
battens-tagart,Abo,1
battens-tagart,Drammen,1
battens-tagart,Gothenburg,1
battens-the master,Riga,1
battens-w r crow,Sando,1
battens-thomson,Ljusne,1
battens-thomson,Oxelosund & Soderhamn,1
battens-thomson,St. Petersburg,1
battens-thos wilson,Riga,1
battens-w howard,Gothenburg,1
battens-w m howard,Gothenburg,1
battens-w oxenham,Gothenburg,1
battens-w r crew,Helsingfors,1
battens-w r crow,Gothenburg,1
battens-thomas,Soderhamn,1
battens,Venice,1
battens,Wederlaks,1
battens,Wee Zee,1
battens,West Bay,1
battens,Westerwick,1
battens,White,1
battens,Wot,1
battens,Xiansand,1
battens-h glover,Hernosand,1
battens,Zoubia Skutsgar,1
battens [?] archangel,Cologne,1
battens batten ends,Riga,1
battens d jenner,Scotia,1
battens from abo,Rafso,1
battens from fagervik,Wifstawarf,1
battens from nyhamn-31,Sikea,1
battens from rafso,Brandshamn,1
battens,Xinestad,1
battens,Stocka and Skelleftea,1
battens,Stockaviken,1
battens,Stockholm and Soderhamn,1
battens,Stromfors,1
battens,Sunderland,1
battens,Sundsvalla,1
battens,Sundsvik,1
battens,Sundswall and Hernosand,1
battens,Uto,1
battens,Svartwik,1
battens,Swartwick,1
battens,Sweden,1
battens,Syske,1
battens,Torsfors,1
battens,Trangssund,1
battens,Uddewalla,1
battens,Ullanger,1
battens,Ursviken,1
battens,Suudswall,1
battens-duus,Kragero,1
battens-e churchill,Christiansand,1
battens-e h barton,Riga,1
battens-e p treushard,Stockholm,1
battens-e tyer,Gothenburg,1
battens-foy,Christiania,1
battens-foy,Cronstadt,1
battens-foy,Skönvik,1
battens from sandarne,"Gefle, &c.",1
battens-g f neame,Abo,1
battens-g f neame,Drammen,1
battens-g f neame,"Stockholm, &c.",1
battens-g f neame,Uleaborg,1
battens-g gordon,Ljusne,1
battens-g loder,Pitea,1
battens-g loder,Riga,1
battens-giles,Finnklippan,1
battens-h clarkson,Gothenburg,1
battens-g arnold,Gothenburg,1
battens from trieste,Fiume,1
battens mouldings,Gefle,1
battens redwood,Harnas,1
battens-[?],Hernosand,1
battens-[?],Porsgrund,1
battens-astrup,Skutakar,1
battens-berner,Arendal,1
battens-bird,Gothenburg,1
battens-dolton,Riga,1
battens-burt,Klaipeda,1
battens-burt,Ljusne,1
battens-cheswright,Soderhamn,1
battens-churchill,Domsjo,1
battens-churchill,Nyhamn,1
battens-dahl,Fredrikstad,1
battens-dalton,Gothenburg,1
battens-davies,Archangel,1
battens-dolton,Christiania,1
battens-brown,Gefle,1
a m,Miramichi,1
a m,Saguenay,1
a m,Soderhamn,1
a public meeting has been called by requisition,"forward, and the services of the carpenters and joiners will be fully utilised.  NOON PIER QUESTION.",1
a qnty bgd sleepers,Christiansand,1
a qnty bgd sleepers,Laurvig,1
a qnty crutches,Klaipeda,1
a qnty crutches,Porto Plata,1
battens,Baltimore,1
a quantity ebony,"Nassau, &c.",1
a quantity mining timber,Soderhamn,1
a quantity pit props,Tvedestrand,1
a quantity round mining timber,Tvedestrand,1
a quantity wood,Marseilles,1
abbott,New York,1
abo,Windsor,1
about,Tacoma,1
a qty cedar bolts,Fernandina,1
[?] ebony,Kingston,1
[?] ends,Chicontimi,1
[?] ends meredith bro[?] dunard-hobart town[?],Pentegoet,1
[?] from new orleans,Kingston,1
[?] joinery,Gothenburg,1
[?] per lina,Cologne,1
[?] pine lumber,Newport News,1
[?] props-c a baker,Konigsberg,1
a little over £400 he had previously failed in,"proprietor, carrying on business at Gloucester.",1
[?] squares,Helsingfors,1
[?] to[?],Nielsen,1
[?] wood,Cronstadt,1
[?]-gardner,Boston,1
[?]-j [?],Falkenberg,1
[?]-mitchell,Portland,1
[?]-worth,Boston,1
a a morlet t logwood,"Stockholm, W. Atkinson. October",1
a crowded saleroom was to be seen at crown hotel,WORCESTERSHIRE.,1
[?] shooks,Klaipeda,1
alder,Narva,1
alder blocks,Konigsberg,1
alder logs-c a baker,Konigsberg,1
alder props,Gothenburg,1
alder props,Karlskrona,1
alder props,Liepāja,1
alder-wood,St. Nazaire,1
alderwood,Karlskrona,1
acorn yard,Cooke,1
als,Chatham,1
als,Montreal,1
alsing,Gothenburg,1
also to bad debts,Hanwell.,1
an lumber-leary,Newport News,1
anchangel,Clio,1
anchangel,Scotia,1
anderson,Archangel,1
anderson,Jamaica,1
alderwood,Xiania,1
acorn yard,Mason,1
acorn yard,Riga,1
acorn yard,Son,1
acorn yard,Stockholm,1
after having been examined by mr grey,Bros.,1
after marriage,Hill.,1
afterwards re-shipped,Cronstadt,1
ahl,Antwerp,1
aldebert,Soderhamn,1
albano,Gothenburg,1
albany,New York,1
albion dock,Sim,1
albion yard,Bros.,1
albion yard,Hassell,1
albion yard,Lovisa,1
albion yard,Slee,1
albion yard,Son,1
albion yard to,Pierce,1
aire,Riga,1
1/2-sleepers,Boston,1
1/2-sleepers,Cronstadt,1
1/2-sleepers,Fredrikstad,1
1/2-sleepers,Umea,1
1/2-sleepers,Ventspils,1
1/4 m staves,Danzig,1
1/4 t mahogany-belize estate 1/4 t mahogany,Nassau,1
14-2,Arendal,1
[?] doors-brown,Newport News,1
16s 10d to partly secured creditors,Wisbech.,1
16th do,Co.,1
17s 6d are unsecured,Rye.,1
18½ boards,Skien,1
2nd pine deals-cox,Montreal,1
2nd pine-messers,Montreal,1
32d do,Co.,1
3x7-c h glover,Riga,1
15th inst,"The adjourned public examination of this debtor took place on Friday last at the Bristol Bankruptcy Court before Mr. Registrar Harley, but nothing further of importance transpired, and the examination was eventually ordered to be closed.  A. F. FRAMPTON, LIMITED Poole and Bournemouth.",1
