record_id,source_file,line_number,ship_name,origin_port,destination_port,ship_level_merchant,publication_date,commodity,merchant,raw_cargo_segment,raw_ship_line
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,batten ends,Knight ; 5,"9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order","Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,battens,May and Hasse,887 Battens-May & Hasse,"Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,boards,Knight ; 5,"9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order","Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,deal ends,Knight ; 5,"9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order","Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,deals,Knight ; 5,"9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order","Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42657,18830915p.200_p002.txt,11,Nith,Cronstadt,LONDON,Knight ; 5,15 September 1883,lathwood,Knight,"2,761 pcs. lathwood-Knight","Nith (s) - Cronstadt - 2,761 pcs. lathwood-Knight ; 5,887 Battens-May & Hasse ; 9,058 deals, 2,136 deal ends, 949 batten ends, 12,014 boards-Order"
42658,18830915p.200_p002.txt,12,Mosser,New York,LONDON,Hermann,15 September 1883,oak lumber,Hermann,"1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann","Mosser (s)-New York-1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann"
42658,18830915p.200_p002.txt,12,Mosser,New York,LONDON,Hermann,15 September 1883,t boxwood,Hermann,"1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann","Mosser (s)-New York-1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann"
42658,18830915p.200_p002.txt,12,Mosser,New York,LONDON,Hermann,15 September 1883,walnut lumber,Hermann,"1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann","Mosser (s)-New York-1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann"
42658,18830915p.200_p002.txt,12,Mosser,New York,LONDON,Hermann,15 September 1883,whitewood,Hermann,"1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann","Mosser (s)-New York-1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann"
42658,18830915p.200_p002.txt,12,Mosser,New York,LONDON,Hermann,15 September 1883,wood,Hermann,"1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann","Mosser (s)-New York-1,031 bdls. walnut lumber, 73 bdls. oak lumber, 323 bdls whitewood, 5 t. boxwood, 2,243 pkgs. wood-Hermann"
42659,18830915p.200_p002.txt,13,Derwent,Cronstadt,LONDON,Order,15 September 1883,lathwood,Order,697 pcs. lathwood-Order,Derwent (s)-Cronstadt-697 pcs. lathwood-Order
42660,18830915p.200_p002.txt,14,Juana Nancy,Abo,LONDON,Order,15 September 1883,battens,Order,"26,409 deals and battens-Order","Juana Nancy (s) - Abo - 26,409 deals and battens-Order"
42660,18830915p.200_p002.txt,14,Juana Nancy,Abo,LONDON,Order,15 September 1883,deals,Order,"26,409 deals and battens-Order","Juana Nancy (s) - Abo - 26,409 deals and battens-Order"
42661,18830915p.200_p002.txt,15,Jupiter,St. Ana,LONDON,Skelton & Schofield,15 September 1883,ends,Skelton and Schofield,"411 lcgs mahogany, 40 log ends-Skelton & Schofield","Jupiter-St. Ana-411 lcgs mahogany, 40 log ends-Skelton & Schofield"
42661,18830915p.200_p002.txt,15,Jupiter,St. Ana,LONDON,Skelton & Schofield,15 September 1883,lcgs mahogany,Skelton and Schofield,"411 lcgs mahogany, 40 log ends-Skelton & Schofield","Jupiter-St. Ana-411 lcgs mahogany, 40 log ends-Skelton & Schofield"
42662,18830915p.200_p002.txt,16,Rosebank,Dantzig,LONDON,Order,15 September 1883,sleeper blocks,Order,"390 sleepers, 538 sleeper blocks-Order","7 Rosebank-Dantzig-390 sleepers, 538 sleeper blocks-Order"
42662,18830915p.200_p002.txt,16,Rosebank,Dantzig,LONDON,Order,15 September 1883,sleepers,Order,"390 sleepers, 538 sleeper blocks-Order","7 Rosebank-Dantzig-390 sleepers, 538 sleeper blocks-Order"
42663,18830915p.200_p002.txt,17,Jernbarden,Drammen,LONDON,Gram,15 September 1883,flooring,Gram,"18,378 flooring-Gram","Jernbarden (s)-Drammen-18,378 flooring-Gram ; 140 stds. flooring-With, Webster & Co."
42663,18830915p.200_p002.txt,17,Jernbarden,Drammen,LONDON,Gram,15 September 1883,flooring,"With, Webster and Co","140 stds. flooring-With, Webster & Co.","Jernbarden (s)-Drammen-18,378 flooring-Gram ; 140 stds. flooring-With, Webster & Co."
42664,18830915p.200_p002.txt,18,Saint Austell,Memel,LONDON,Order,15 September 1883,staves,Order,328 staves-Order,Saint Austell-Memel-328 staves-Order
42665,18830915p.200_p002.txt,19,Great Yarmouth,Memel,LONDON,sleepers-Burt & Co.,15 September 1883,half-sleepers,Burt and Co,"7,362 sleeper blocks, 700 half-sleepers-Burt & Co.","Great Yarmouth (s)-Memel-7,362 sleeper blocks, 700 half-sleepers-Burt & Co."
42665,18830915p.200_p002.txt,19,Great Yarmouth,Memel,LONDON,sleepers-Burt & Co.,15 September 1883,sleeper blocks,Burt and Co,"7,362 sleeper blocks, 700 half-sleepers-Burt & Co.","Great Yarmouth (s)-Memel-7,362 sleeper blocks, 700 half-sleepers-Burt & Co."
42666,18830915p.200_p002.txt,20,Hardwick,Windau,LONDON,sleepers-Gabriel & Son,15 September 1883,half-sleepers,Gabriel,"11,201 sleepers, 1,024 half-sleepers-Gabriel & Son","Hardwick (s)-Windau-11,201 sleepers, 1,024 half-sleepers-Gabriel & Son"
42666,18830915p.200_p002.txt,20,Hardwick,Windau,LONDON,sleepers-Gabriel & Son,15 September 1883,sleepers,Gabriel,"11,201 sleepers, 1,024 half-sleepers-Gabriel & Son","Hardwick (s)-Windau-11,201 sleepers, 1,024 half-sleepers-Gabriel & Son"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,battens,"Knudsen, Arter, and Co","44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co.","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,battens,"Simson & Mason ; 420 bdls. mouldings, 1","353 doz. battens, 2,040 bdls. laths -Order","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,boards,"With, Webster and Co","8,604 boards-With, Webster & Co.","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,boards,"Knudsen, Arter, and Co","44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co.","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,doors,Crowe,"51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,doors,Prier Wotton and Co,"1,030 doors-Prier Wotton & Co.","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,laths,Simson and Mason,"2,000 bdls. laths-Simson & Mason","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,laths,Gridley,025 bdls. laths-Gridley,"8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,laths,"Simson & Mason ; 420 bdls. mouldings, 1","353 doz. battens, 2,040 bdls. laths -Order","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,mouldings,"Simson & Mason ; 420 bdls. mouldings, 1","420 bdls. mouldings, 1","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,mouldings,Eklund,270 bdls. mouldings-Eklund,"8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42667,18830915p.200_p002.txt,21,Bjorn,Gothenburg,LONDON,"Simson & Mason ; 420 bdls. mouldings, 1",15 September 1883,mouldings,Crowe,"51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son","8 Bjorn (s)-Gothenburg-2,000 bdls. laths-Simson & Mason ; 420 bdls. mouldings, 1,025 bdls. laths-Gridley ; 270 bdls. mouldings-Eklund ; 51 bdls. mouldings, 250 bdls., 250 doors-Crowe & Son ; 8,604 boards-With, Webster & Co. ; 44 doz. boards, 152 doz. battens-Knudsen, Arter, & Co. ; 1,030 doors-Prier Wotton & Co. ; 353 doz. battens, 2,040 bdls. laths -Order"
42668,18830915p.200_p002.txt,22,La Plata,St. Petersburg,LONDON,Order,15 September 1883,lathwood,Order,"2,484 rickers, 1,500 pcs. lathwood-Order","La Plata (s)-St. Petersburg-2,484 rickers, 1,500 pcs. lathwood-Order"
42668,18830915p.200_p002.txt,22,La Plata,St. Petersburg,LONDON,Order,15 September 1883,rickers,Order,"2,484 rickers, 1,500 pcs. lathwood-Order","La Plata (s)-St. Petersburg-2,484 rickers, 1,500 pcs. lathwood-Order"
42669,18830915p.200_p002.txt,23,St. Petersburg,St. Petersburg,LONDON,Order,15 September 1883,lathwood,Order,"3,461 pcs. lathwood-Order","St. Petersburg (s)-St. Petersburg-3,461 pcs. lathwood-Order"
42670,18830915p.200_p002.txt,24,Dores,Uleaborg,LONDON,Neame,15 September 1883,firewood,Neame,157 fms. firewood-Neame,Dores-Uleaborg-157 fms. firewood-Neame
42671,18830915p.200_p002.txt,25,Nithsdale,Jamaica,LONDON,vitæ-Order,15 September 1883,t lignum-vitæ,vitæ-Order,10 t. lignum-vitæ-Order,Nithsdale (s)-Jamaica-10 t. lignum-vitæ-Order
42672,18830915p.200_p002.txt,26,Mayfield,Cronstadt,LONDON,Order,15 September 1883,board ends,Order,"1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order","Mayfield (s)-Cronstadt-1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order"
42672,18830915p.200_p002.txt,26,Mayfield,Cronstadt,LONDON,Order,15 September 1883,boards,Order,"1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order","Mayfield (s)-Cronstadt-1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order"
42672,18830915p.200_p002.txt,26,Mayfield,Cronstadt,LONDON,Order,15 September 1883,lathwood,Order,"1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order","Mayfield (s)-Cronstadt-1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order"
42672,18830915p.200_p002.txt,26,Mayfield,Cronstadt,LONDON,Order,15 September 1883,rickers,Order,"1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order","Mayfield (s)-Cronstadt-1,633 boards, 126 board ends, 2,747 pcs. lathwood, 1,893 rickers-Order"
42673,18830915p.200_p002.txt,27,Lydia,Kotka,LONDON,Order,15 September 1883,fir staves,Order,"418,000 fir staves-Order","Lydia-Kotka-418,000 fir staves-Order"
42674,18830915p.200_p002.txt,28,Orion,Bollsta Bruk,LONDON,Order,15 September 1883,firewood,Order,199 fms. firewood-Order,10 Orion-Bollsta Bruk-199 fms. firewood-Order
42675,18830915p.200_p002.txt,29,Falcon,Havre,LONDON,Order,15 September 1883,mahogany,Order,"140 pcs. mahogany, 16 pcs. wood-Order","Falcon (s)-Havre-140 pcs. mahogany, 16 pcs. wood-Order"
42675,18830915p.200_p002.txt,29,Falcon,Havre,LONDON,Order,15 September 1883,wood,Order,"140 pcs. mahogany, 16 pcs. wood-Order","Falcon (s)-Havre-140 pcs. mahogany, 16 pcs. wood-Order"
42676,18830915p.200_p002.txt,30,Viatka,St. Petersburg,LONDON,Boyce,15 September 1883,lathwood,Boyce,"6,296 pcs. lathwood, 67 pkgs. rickers-Boyce","Viatka (s)-St. Petersburg-6,296 pcs. lathwood, 67 pkgs. rickers-Boyce"
42676,18830915p.200_p002.txt,30,Viatka,St. Petersburg,LONDON,Boyce,15 September 1883,rickers,Boyce,"6,296 pcs. lathwood, 67 pkgs. rickers-Boyce","Viatka (s)-St. Petersburg-6,296 pcs. lathwood, 67 pkgs. rickers-Boyce"
42677,18830915p.200_p002.txt,31,Niord,Quebec,LONDON,"May & Hassell ; 1,678 deal ends, 12",15 September 1883,deal ends,"May & Hassell ; 1,678 deal ends, 12","1,678 deal ends, 12","Niord-Quebec-4,224 pine deals-May & Hassell ; 1,678 deal ends, 12,172 deals-Order"
42677,18830915p.200_p002.txt,31,Niord,Quebec,LONDON,"May & Hassell ; 1,678 deal ends, 12",15 September 1883,deals,"May & Hassell ; 1,678 deal ends, 12",172 deals-Order,"Niord-Quebec-4,224 pine deals-May & Hassell ; 1,678 deal ends, 12,172 deals-Order"
42677,18830915p.200_p002.txt,31,Niord,Quebec,LONDON,"May & Hassell ; 1,678 deal ends, 12",15 September 1883,pine deals,May and Hassell,"4,224 pine deals-May & Hassell","Niord-Quebec-4,224 pine deals-May & Hassell ; 1,678 deal ends, 12,172 deals-Order"
42678,18830915p.200_p002.txt,32,Argyle,Konigsberg,LONDON,Order,15 September 1883,sleepers,Order,"2,165 sleepers-Order","Argyle (s)-Konigsberg-2,165 sleepers-Order"
42679,18830915p.200_p002.txt,33,Tula,Libau,LONDON,Order,15 September 1883,ash planks,Order,70 ash planks-Order,Tula (s)-Libau-70 ash planks-Order
42680,18830915p.200_p002.txt,34,Strauss,Bremen,LONDON,Quilmann,15 September 1883,t beech planks,Quilmann,30 t. beech planks-Quilmann,Strauss (s)-Bremen-30 t. beech planks-Quilmann
42681,18830915p.200_p002.txt,35,Cameo,Christiania,LONDON,"With, Webster ; 11,970 bdls. boards, 10",15 September 1883,boards,"With, Webster","1,830 boards-With, Webster","Cameo (s)-Christiania-1,830 boards-With, Webster ; 11,970 bdls. boards, 10,000 bdls. staves-Berner & Neilson ; 36 telegraph poles-Duus Brown & Co."
42681,18830915p.200_p002.txt,35,Cameo,Christiania,LONDON,"With, Webster ; 11,970 bdls. boards, 10",15 September 1883,boards,"With, Webster ; 11,970 bdls. boards, 10","11,970 bdls. boards, 10","Cameo (s)-Christiania-1,830 boards-With, Webster ; 11,970 bdls. boards, 10,000 bdls. staves-Berner & Neilson ; 36 telegraph poles-Duus Brown & Co."
42681,18830915p.200_p002.txt,35,Cameo,Christiania,LONDON,"With, Webster ; 11,970 bdls. boards, 10",15 September 1883,staves,Berner and Neilson,000 bdls. staves-Berner & Neilson,"Cameo (s)-Christiania-1,830 boards-With, Webster ; 11,970 bdls. boards, 10,000 bdls. staves-Berner & Neilson ; 36 telegraph poles-Duus Brown & Co."
42681,18830915p.200_p002.txt,35,Cameo,Christiania,LONDON,"With, Webster ; 11,970 bdls. boards, 10",15 September 1883,telegraph poles,Duus Brown and Co,36 telegraph poles-Duus Brown & Co.,"Cameo (s)-Christiania-1,830 boards-With, Webster ; 11,970 bdls. boards, 10,000 bdls. staves-Berner & Neilson ; 36 telegraph poles-Duus Brown & Co."
42682,18830915p.200_p002.txt,36,Imperator,Archangel,LONDON,Order,15 September 1883,deals,Order,"7,679 deals-Order","Imperator-Archangel-7,679 deals-Order"
42683,18830915p.200_p002.txt,37,Naima,Uleaborg,LONDON,Jewett,15 September 1883,firewood,Jewett,199 fms. firewood-Jewett,Naima-Uleaborg-199 fms. firewood-Jewett
42684,18830915p.200_p002.txt,38,Elk,Hudikswall,LONDON,Simson & Mason,15 September 1883,battens,Simson and Mason,"26,746 deals and battens-Simson & Mason","Elk-Hudikswall-26,746 deals and battens-Simson & Mason"
42684,18830915p.200_p002.txt,38,Elk,Hudikswall,LONDON,Simson & Mason,15 September 1883,deals,Simson and Mason,"26,746 deals and battens-Simson & Mason","Elk-Hudikswall-26,746 deals and battens-Simson & Mason"
42685,18830915p.200_p002.txt,39,Allegro,Stockholm,LONDON,Order,15 September 1883,battens,Order,"1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order","Allegro (s)-Stockholm-1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order"
42685,18830915p.200_p002.txt,39,Allegro,Stockholm,LONDON,Order,15 September 1883,deals,Order,"1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order","Allegro (s)-Stockholm-1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order"
42685,18830915p.200_p002.txt,39,Allegro,Stockholm,LONDON,Order,15 September 1883,firewood,Order,"1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order","Allegro (s)-Stockholm-1,082 doz. deals, 77 doz. battens, 10 fms. firewood-Order"
42686,18830915p.200_p002.txt,40,Broomhaugh,New York,LONDON,Order,15 September 1883,doors,Order,818 pkgs. doors-Order,Broomhaugh (s)-New York-818 pkgs. doors-Order
42687,18830915p.200_p002.txt,41,Balder,Porsgrund,LONDON,Rayner & Moller,15 September 1883,firewood,Rayner & Moller,15 fms. firewood-Order,"Balder - Porsgrund-2,081 telegraph poles-Rayner & Moller ; 15 fms. firewood-Order"
42687,18830915p.200_p002.txt,41,Balder,Porsgrund,LONDON,Rayner & Moller,15 September 1883,telegraph poles,Rayner and Moller,"2,081 telegraph poles-Rayner & Moller","Balder - Porsgrund-2,081 telegraph poles-Rayner & Moller ; 15 fms. firewood-Order"
42688,18830915p.200_p002.txt,42,Minerva,Archangel,LONDON,Order,15 September 1883,deals,Order,"9,915 deals and ends-Order","Minerva-Archangel-9,915 deals and ends-Order"
42688,18830915p.200_p002.txt,42,Minerva,Archangel,LONDON,Order,15 September 1883,ends,Order,"9,915 deals and ends-Order","Minerva-Archangel-9,915 deals and ends-Order"
42689,18830915p.200_p002.txt,43,Gefion,Skonvik,LONDON,Order,15 September 1883,firewood,Order,198 fms. firewood-Order,Gefion-Skonvik-198 fms. firewood-Order
42690,18830915p.200_p002.txt,44,Bodvar,Neder Kalix,LONDON,Order,15 September 1883,firewood,Order,199 fms. firewood-Order,Bodvar - Neder Kalix-199 fms. firewood-Order
42691,18830915p.200_p002.txt,45,Carl XV.,Gothenburg,LONDON,"May & Son ; 499 bdls. mouldings, 1",15 September 1883,boards,May,390 doz. boards-May & Son,"Carl XV. (s)-Gothenburg-390 doz. boards-May & Son ; 499 bdls. mouldings, 1,140 doors - Kitchen ; 490 bdls. mouldings-Knudsen, Arter, & Co. ; 12 fms. firewood-Order"
42691,18830915p.200_p002.txt,45,Carl XV.,Gothenburg,LONDON,"May & Son ; 499 bdls. mouldings, 1",15 September 1883,doors,Kitchen,140 doors - Kitchen,"Carl XV. (s)-Gothenburg-390 doz. boards-May & Son ; 499 bdls. mouldings, 1,140 doors - Kitchen ; 490 bdls. mouldings-Knudsen, Arter, & Co. ; 12 fms. firewood-Order"
42691,18830915p.200_p002.txt,45,Carl XV.,Gothenburg,LONDON,"May & Son ; 499 bdls. mouldings, 1",15 September 1883,firewood,"May & Son ; 499 bdls. mouldings, 1",12 fms. firewood-Order,"Carl XV. (s)-Gothenburg-390 doz. boards-May & Son ; 499 bdls. mouldings, 1,140 doors - Kitchen ; 490 bdls. mouldings-Knudsen, Arter, & Co. ; 12 fms. firewood-Order"
42691,18830915p.200_p002.txt,45,Carl XV.,Gothenburg,LONDON,"May & Son ; 499 bdls. mouldings, 1",15 September 1883,mouldings,"May & Son ; 499 bdls. mouldings, 1","499 bdls. mouldings, 1","Carl XV. (s)-Gothenburg-390 doz. boards-May & Son ; 499 bdls. mouldings, 1,140 doors - Kitchen ; 490 bdls. mouldings-Knudsen, Arter, & Co. ; 12 fms. firewood-Order"
42691,18830915p.200_p002.txt,45,Carl XV.,Gothenburg,LONDON,"May & Son ; 499 bdls. mouldings, 1",15 September 1883,mouldings,"Knudsen, Arter, and Co","490 bdls. mouldings-Knudsen, Arter, & Co.","Carl XV. (s)-Gothenburg-390 doz. boards-May & Son ; 499 bdls. mouldings, 1,140 doors - Kitchen ; 490 bdls. mouldings-Knudsen, Arter, & Co. ; 12 fms. firewood-Order"
42692,18830915p.200_p002.txt,46,Chesapeake,Cronstadt,LONDON,Or.der,15 September 1883,deals,Or.der,"21,398 deals, 7,676 pcs. lathwood-Or.der","Chesapeake (s)-Cronstadt-21,398 deals, 7,676 pcs. lathwood-Or.der"
42692,18830915p.200_p002.txt,46,Chesapeake,Cronstadt,LONDON,Or.der,15 September 1883,lathwood,Or.der,"21,398 deals, 7,676 pcs. lathwood-Or.der","Chesapeake (s)-Cronstadt-21,398 deals, 7,676 pcs. lathwood-Or.der"
42693,18830915p.200_p002.txt,47,Blagdon,Montreal,LONDON,Churchill & Sim,15 September 1883,deal ends,Churchill and Sim,"48,561 deals, 1,629 deal ends-Churchill & Sim","Blagdon (s)-Montreal-48,561 deals, 1,629 deal ends-Churchill & Sim"
42693,18830915p.200_p002.txt,47,Blagdon,Montreal,LONDON,Churchill & Sim,15 September 1883,deals,Churchill and Sim,"48,561 deals, 1,629 deal ends-Churchill & Sim","Blagdon (s)-Montreal-48,561 deals, 1,629 deal ends-Churchill & Sim"
