record_id,arrival_year,source_file,line_number,ship_name,origin_port,destination_port,row_count,clause_indicators,raw_line
79511,1899,18990520p.812_p002.txt,40,Atlanta,"Bournes & Dolton, from Norrkoping",LONDON,0,5,"Atlanta(s)—Bournes & Dolton, from Norrkoping—Dolton, Bournes & Dolton—3,495 doors; 1,443 bdls. mouldings, 8,613 deals and battens."
78858,1899,18990311p.317_p001.txt,297,Carl XV.,Gothenburg,LONDON (LONDON DOCK),0,5,"7 Carl XV.—Gothenburg—9,721 pkgs. box- boards—W. and C. Pantin ; 2,844 (80 bdls.)"
81570,1899,18990826p.227_p004.txt,92,Osborne,Philadelphia,LONDON (TILBURY DOCK),0,4,"21 Osborne (s) - Philadelphia - 4,462 pcs. squares-C. Leary & Co. ; 927 pcs. oak."
95822,1875,"7. p. 106-110 - July 24 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",149,Gustaf,Gothenburg,LONDON,0,3,"July 14. Gustaf @ Gothenburg,—a quantity of timber, P. Osbeck; a quantity of flooring boards, Hardy Brothers."
95823,1875,"7. p. 106-110 - July 24 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",150,Carl xv.,Gothenburg,LONDON,0,3,"Carl xv. @ Gothenburg,—a quantity of battens, Hardy Brothers; a quantity of pit props, sleepers, headings and boards, P. Osbeck."
95751,1875,"7. p. 106-110 - July 24 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",62,Bohemian,Constantinople,LONDON,0,2,"Bohemian (s) @ Constantinople,—lignum vitæ, Duranty & Co."
95753,1875,"7. p. 106-110 - July 24 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt",64,Loanda,W. C. Africa,LONDON,0,2,"Loanda (s) @ W. C. Africa,—ebony, Cowper, Scott, & Co."
23204,1881,18810618p.388_p002.txt,52,Jeanette,Drammen,LONDON,0,2,"Jeanette-Drammen - 161-3-2 floorings, &c.-Thornham, Reynoldson"
24301,1881,18810723p.64_p001.txt,173,De Altet Sodskende,Kotka,LONDON,0,2,De Altet Sodskende-Kotka-Order Lorne (s) - Konigsberg-Order
54939,1891,18910103p.15_p002.txt,38,Persian Monarch,New York,LONDON,0,2,"Persian Monarch (s)-New York-[?]  Imported Teak Planks, in all thicknesses and widths, are sold by Hoar & Brown, Earl's Wharf, West India Docks, E. Telegrams—""Hornbeam, London,"" Telephone 5105."
65715,1893,18930624p.794_p002.txt,206,Higgs,", Barton",LONDON (TILBURY DOCKS),0,2,"Higgs —, Barton-on-Humber ... ... ... 79 9 3"
16221,1879,18790830p.156_p001.txt,133,Gylfe,Sault,LONDON,0,1,"Gylfe-Sault-au-Cochon-dls., &c.-Price & Co."
15587,1879,18790816p.139_p001.txt,82,G. E. Arnold laths,Order Sorata,LONDON,0,1,"G. E. Arnold laths-Order Sorata-Halifax, N.S.-deals, &c.-Order"
26343,1881,18810903p.160_p002.txt,90,Milan,Cronstadt,LONDON,0,1,"Milan (s)-Cronstadt-256-0-17 deals, battens, &c.-Horsley, Smith, & Co."
26346,1881,18810903p.160_p002.txt,93,O. Von Salstorff,Archangel,LONDON,0,1,"29 O. Von Salstorff-Archangel-185-1-13 deals, &c.-Order"
26351,1881,18810903p.160_p002.txt,99,Iphigenia,Archangel,LONDON,0,1,"Iphigenia-Archangel-87-0-7 deals, &c.-Order"
26357,1881,18810903p.160_p002.txt,105,Capella,Archangel,LONDON,0,1,"Capella-Archangel-83-1-21 deals, battens, &c.-Barkworth & Spaldin"
26358,1881,18810903p.160_p002.txt,106,Rose Middleton,Soderhamn,LONDON,0,1,"Rose Middleton (s)-Soderhamn-324-1-3 battens, boards, &c.-Order"
24294,1881,18810723p.64_p001.txt,161,Armon,Danzig,LONDON,0,1,"Armon-Danzig-Order Gerda-Kotka-215 fms. firewood-618 pcs. sawn timber, 282 spars, 200 boards-Master"
33865,1883,18830609p.398_p001.txt,182,Amazon,Gefle,LONDON,0,1,"Amazon-Gefle-96-2-27 deals, battens, &c.-Jameson & Co."
58943,1891,18910801p.116_p001.txt,174,Bella,Sault,LONDON,0,1,"25 Bella-Sault-au-Cochon-23,530 deals and deal ends Order"
68980,1893,18931014p.411_p002.txt,7,Arthur,Archangel,LONDON,0,1,12 Arthur (s)-Archangel-Order Monmouthshire (s)-Archangel-Order
82037,1899,18990909p.289_p003.txt,60,Viatka,St. Petersburg,LONDON,1,16,"Viatka (s)—St. Petersburg—1,599 pcs. lathwood. 2 Thule (s)—St. Petersburg—5,029 pkgs. boxboards—W. W. & C. Pantin ; 124 pkgs turned wood—Claydon ; 1,174 pkgs. joinery—J. Sandell & Co. ; 280 bdls. mouldings—H. Johnson ; 3,244 doors, 1,000 doors, 7,068 bdls. mouldings — A. Losack ; deals from Stockholm—500 pkgs. joinery."
83792,1899,18991104p.542_p003.txt,105,Ernesto,New Orleans,LONDON (TILBURY DOCKS),1,10,"Ernesto (s)—New Orleans—3,541 oak staves. Biela (s)—New York—243 bales planed poplar, 802 pcs. rough poplar—J. Grayson; 2 cars oak lumber—Edward Alcott; 1,211 doors—Felber, Jucker & Co."
89222,1885,22. p. 312-315 - Imports - October 31 1885 - Timber Trades Journal 1885_p002.txt,124,Bjorn,Gothenburg,LONDON,1,8,"Bjorn (s)-Gothenburg-450 deals-B. Peter-sen ; 1,770 bdls. blocks-Vigers Bros. ; 307 bdls. mouldings-Knudsen & Co. ; 330 bdls. trelliss, 7 bdls. trelliss, 505 doors-J. Sandell & Co. ; 70 bdls. boards-Green & Co. ; 14 bgs. bobbins-Maxime & Co. ; 8 cs. bobbins-F. W. Uloth & Co. ; 80 prs. oars-Order"
68565,1893,18930930p.356_p001.txt,123,Veritas,Norrkoping,LONDON,1,8,"22 Veritas (s) – Norrkoping – 12,664 battens—Order ; Crimus—Quebec—33,825 deals, 2,616 ends—Order"
25966,1881,18810827p.143_p003.txt,15,Stralsund,Three Rivers,LONDON,1,7,"Stralsund—Three Rivers—21,539 deals—Bryant & Hutton Chaytor (s)—Danzig—5,884 sleepers—T. Gabriel & Son"
85618,1885,19. p. 339-341 - Imports - May 9 1885 -Timber Trades Journal 1885_p001.txt,146,Meta,Memel,LONDON,1,7,"Meta—Memel—1,124 pcs. timber—A. Gordon—Upper Quebec Sheds; 56,442 bdls. laths—Stave Yard"
12437,1885,18. p. 244-247 - Imports - October 3 1885 - Timber Trades Journal 1885_p002.txt,121,Ottilie,Danzig,LONDON,1,7,"Ottilie—Danzig—1,112 oak posts—J. P. Jorde-sen & Co.; 845 pcs. timber—Burt, Boulton, & Haywood—Greenland docks"
71364,1895,18950727p.122_p002.txt,55,Sirius,Archangel,LONDON,1,7,"Sirius (s)—Archangel—80 lds. sawn fir—Brown, Atkinson (s)—Archangel—1,773 lds. deals, battens, and boards—Harrison & Singleton"
20772,1881,18810226p.140.txt,53,Kestrel,Bordeaux,LONDON,1,6,"Kestrel (s)—Bordeaux—261 pcs. wood—1,387 battens, Georg-Moss—30,878 battens, 67 pcs. wood—Stewart Simson & Mason"
20465,1881,18810129p.74.txt,60,Godrevy,Kingston,LONDON,1,6,"24 Godrevy (s)—Kingston—9½ t. lignum-vitae—Order. From Black River—57 bdls. sticks, 289 pcs. brazilettowood, 128 pcs. bitterwood—Phillips & Garner"
20959,1881,18810312p.175.txt,94,Princess,Trieste,LONDON,1,6,"Princess (s)—Trieste—76,600 oak staves—Garrard. From Fiume—2,648 planks—Order"
44434,1889,18890223p.231.txt,190,Courier,Fredrikstad,LONDON,1,6,"Feb. 14 Courier (s)—Fredrikstad—5 fms. firewood—With, Webster, & Co.; 370 slating battens, 20,767 boards, 10,554 boards and scantlings, 22,748 bdls. boxwood, 1,455 bdls. plasterers’ lathe—Order"
71017,1895,18950713p.61_p003.txt,6,Stettin,J. Scott & Son Memel,LONDON,1,6,Stettin—J. Scott & Son Memel—General (s)—Hamburg—1 ex [?]—Order
81515,1899,18990826p.227_p003.txt,136,Benbow,Rotterdam,LONDON (LONDON DOCKS),1,6,"21 Benbow (s)—Rotterdam—39 pkgs. woodware. 23 Hovding—Kotka—323 fms. firewood—Tagart, Beaton & Co."
85112,1899,18991223p.775_p002.txt,151,Sitona,Fredrikstad,LONDON,1,6,"Sitona (s)—Fredrikstad—65 stds. floorings. Wilhelmine—Soderhamn—166 fms. firewood—Duus, Brown & Co."
84842,1899,18991216p.745_p002.txt,97,Henriette Schlusser,Harnosand,LONDON,1,6,"Dec. 9 Henriette Schlusser (s)—Harnosand—[?] battens. 11 Almas—Soderhamn—243 fms. fir—Dunn, Brown & Co."
78731,1899,18990225p.254_p001.txt,147,Odd,Gothenburg,LONDON (LONDON DOCK),1,6,Odd—Gothenburg—20 lds. hewn fir Manchester Ship Canal Co. Erato—Gothenburg—37 lds. hewn fir Manchester Ship Canal Co.; 86 lds. sawn fir G. Simpson & Co.
78856,1899,18990311p.317_p001.txt,289,Bona,Konigsberg,LONDON (LONDON DOCK),1,6,"6 Bona (s)—Konigsberg—2,678 sleeper blocks— Thorsten (s)—Gothenburg—405 bdls. mouldings"
84322,1899,18991125p.649_p002.txt,114,Prudent,Haparanda,LONDON,1,6,"Prudent—Haparanda—249 fms. firewood. Anna—Soderhamn—248 fms. firewood—Duus, Brown & Co."
84330,1899,18991125p.649_p002.txt,124,Neptun,Lofvik,LONDON,1,6,22 Neptun—Lofvik—250 fms. firewood—Forest Holm (s)—Exploits—715 pkgs. wood.
83741,1899,18991104p.542_p002.txt,116,Alba,Brussels,LONDON DOCKS,1,6,"Oct. 26 Alba (s)—Brussels—253 pkgs. wood. 28 Jaffa (s)—St. Petersburg—3,151 pcs. lathwood—Dolton Bournes."
86129,,19000113p.55_p001.txt,180,Traag,Skien,LONDON,1,6,"Traag (s)—Skien—1,978 pcs. lathwood—Erichsen & Co., Ltd. ; 12,077 deals, &c.—G. Clark & Co."
19924,1880,18800103_p002.txt,42,Australia,New York,LONDON,1,5,Australia (s)—New York—442 pcs.—28 logs walnut—Order
85601,1885,19. p. 339-341 - Imports - May 9 1885 -Timber Trades Journal 1885_p001.txt,128,Nora,Fredrikstad,LONDON,1,5,"Nora—Fredrikstad—67,951 planed boards—F. Briesemann & Co.—Russia Sheds 21/2"
85602,1885,19. p. 339-341 - Imports - May 9 1885 -Timber Trades Journal 1885_p001.txt,129,Oden,Ljusne,LONDON,1,5,Oden (s)—Ljusne—368 stds. deals—G. E. Arnold—Quebec Yard 132
85617,1885,19. p. 339-341 - Imports - May 9 1885 -Timber Trades Journal 1885_p001.txt,145,Bygdo,Gefle,LONDON,1,5,"Bygdo (s)—Gefle—29,881 boards—Burt & Co. Bros.—Norway Yard"
92031,1885,28. p. 444-445 - Imports - December 19 1885 - Timber Trades Journal 1885_p001.txt,120,Agathe,Memel,LONDON,1,5,"Agathe (s)—Memel—76,570 staves—Tagart, Boyson, & Slee—Stave yard, 24"
92053,1885,28. p. 444-445 - Imports - December 19 1885 - Timber Trades Journal 1885_p001.txt,144,Agathe,Memel,LONDON,1,5,"Agathe (s)—Memel—76,570 staves—Tagart, Boyson, & Slee—Stave yard, 24"
8615,1885,15. p. 188-190 - Imports - September 12 1885 - Timber Trades Journal 1885_p002.txt,37,Crane,Cronstadt,LONDON,1,5,"Crane - Cronstadt - 19,597 deals - Morgan, Gellibrand, & Co.-Station yard ; 7,827 battens, 8,470 pcs. lathwood-Foy, Morgan, & Co., Commercial yard"
12368,1885,18. p. 244-247 - Imports - October 3 1885 - Timber Trades Journal 1885_p001.txt,192,Venio,Uleaborg,LONDON,1,5,30 Venio—Uleaborg—180 fms. firewood—Jewett & Co.—Russia yard 47
305,1887,1. p. 15-16 - Imports - January 1 1887 - Timber Trades Journal 1887_p001.txt,98,Annette,Danzig,LONDON,1,5,"Annette—Danzig—20,374 staves—Briesemann & Co.—Stave yard"
95180,1887,6. p. 170-171 - Imports - February 5 1887 -Timber Trades Journal 1887_p001.txt,113,Onward,Quebec,LONDON,1,5,"Feb. 2 Onward—Quebec—80 pcs. birch—R. R. Dobell & Co.—Baltic shed, Quebec"
96049,1887,7. p. 193 - Imports - February 12 1887 - Timber Trades Journal 1887.txt,107,Julius Cæsar,Laurvig,LONDON,1,5,"Feb. 8 Julius Cæsar (s)—Laurvig—130,150 boards—Simson & Mason—Russia Sheds, H. to I"
96050,1887,7. p. 193 - Imports - February 12 1887 - Timber Trades Journal 1887.txt,108,Traag,Christiania,LONDON,1,5,"Traag (s)—Christiania—22,870 boards—Foy, Morgan, & Co.—Upper Quebec Sheds"
63009,1891,18911226p.614_p002.txt,107,Talis,Abo,LONDON,1,5,"Talis (s)—Abo—8,088 scantlings, Order Botnia (s)—Fredrikstad—44,689 boards, 2,299"
63018,1891,18911226p.614_p002.txt,140,Mississippi,Baltimore,LONDON,1,5,"21 Mississippi (s)—Baltimore—3,568 bdls. staves—Churchill & Sim ; 437 bdls., pcs.,"
55935,1891,18910411p.473_p001.txt,122,Milo,Drammen,LONDON,1,5,"Milo (s) - Drammen - 19,971 floorings-F. Briesemann ; 18,279 boards G. F. Neame & Co. ; 4,000 bdls. staves Order"
55979,1891,18910411p.473_p002.txt,86,Dee,Colon,LONDON (TILBURY DOCKS),1,5,4 Dee (s)—Colon—1 bille bois de rose Cambodge (s)—Marseille—401 billes ebene
61153,1891,18911010p.342_p003.txt,47,Blonde,Danzig,LONDON,1,5,3 Blonde (s)—Danzig—Havre—69 logs mahogany—Order
70733,1893,18931230p.708_p002.txt,114,Ville du Havre,Marseilles,LONDON (TILBURY DOCKS),1,5,"Ville du Havre (s)—Marseilles—230 buches olivier British Queen (s)—Liverpool—1,098 pcs. ebene"
70734,1893,18931230p.708_p002.txt,116,Max,Corinto,LONDON (TILBURY DOCKS),1,5,22 Max—Corinto—407 pcs. cedre et acajou Anita—Minatitlan—478 billes cedre
63986,1893,18930225p.323_p002.txt,9,Glamorganshire,Hiogo,LIVERPOOL (LONDON DOCK),1,5,"Feb. 15 Glamorganshire (s)—Hiogo—14 planches bois de camphre 16 Havre (s)—Tampico—25,503 morceaux bois jaune"
63987,1893,18930225p.323_p002.txt,11,British Queen,Liverpool,LIVERPOOL (LONDON DOCK),1,5,18 British Queen (s)—Liverpool—970 morceaux gaiac 20 La Bretagne (s)—New York—171 billes érable
64159,1893,18930318p.399_p002.txt,80,Venezuela,St. Nazaire,LONDON (TILBURY DOCKS),1,5,Mar. 9 Venezuela (s)—St. Nazaire—28 morceaux acajou 10 Ville de Nantes (s)—Hambourg—8 pcs. bois de sassafras
64160,1893,18930318p.399_p002.txt,82,Emir,Bombay,LONDON (TILBURY DOCKS),1,5,"11 Emir (s)—Bombay—31 billes bois 13 Guadalquivir (s)—Marseille—23 billes noyer, 2,411 buches ebène"
70396,1893,18931202p.605_p003.txt,15,Merrimac,New Orleans,LONDON (TILBURY DOCK),1,5,Nov. 29 Merrimac (s)—New Orleans—102 pcs. walnut—196 pcs. oak—Order
72125,1895,18950817p.219_p004.txt,16,Jessica,Hambro,LONDON (TILBURY DOCK),1,5,Aug. 8 Jessica (s)—Hambro—117 logs mahogany Martin (s)—Hambro—240 pcs. hardwood
71371,1895,18950727p.122_p002.txt,66,Agnes,Danzig,LONDON,1,5,"22 Agnes (s)—Danzig—2,749 redwood crossings Chapman—Fredrikshald—82,751 boards, 6 fms. firewood"
71373,1895,18950727p.122_p002.txt,69,Adolphine,Abo,LONDON,1,5,Adolphine—Abo—19 stds. staves Blonde (s)—Danzig—946 pcs. redwood timber
71636,1895,18950803p.158_p002.txt,101,Aberdour,Riga,LONDON,1,5,"Aberdour (s) - Riga - 4,700 pcs. lathwood - Dolton, Bournes, & Dolton; 13,477 battens"
74531,1895,18951116p.641_p002.txt,34,Huron,Montreal,LONDON,1,5,"Nov. 11 Huron (s)—Montreal—1,301 boards—Price & Pierce; 17,369 deals and ends"
74705,1895,18951123p.676_p001.txt,198,Thorsten,Gothenburg,LONDON,1,5,"18 Thorsten (s) - Gothenburg - 5 bdls. laths - Salvesen & Co ; 1,470 bdls. mouldings,"
74526,1895,18951116p.641_p002.txt,25,Queen of the Edith,Port Neuf,LONDON,1,5,"Queen of the Edith—Port Neuf—24,670 spruce deals—Merridith Bros.; 2,388 deal ends, 10,000 boards"
74528,1895,18951116p.641_p002.txt,29,Ansgar,Riga,LONDON,1,5,"Nov. 9 Ansgar (s)—Riga—12 fms. firewood 11 Bolderaa (s)—St. Petersburg—5,025 pcs. lathwood"
74530,1895,18951116p.641_p002.txt,32,Carl XV.,Gothenburg,LONDON,1,5,"12 Carl XV. (s)—Gothenburg—9,222 pcs. firewood—Duus, Brown, & Co.; 3,000 bdls. boards, 3,967 bdls. box boards, 2,000 bdls. laths, 1,942 pcs. redwood"
75520,1896,18960125p.115.txt,37,State of Nebraska,New York,LONDON,1,5,"Jan. 14 State of Nebraska—New York—10,131 oak staves—J. Kennedy & Co.; 410 wooden poles, 1,000 pos. 30 bdls. wooden poles."
81573,1899,18990826p.227_p005.txt,11,Chicago,Montreal,LONDON,1,5,"Aug. 16 Chicago (s)—Montreal—61,058 pcs. jarrah. 22 Clan Alpine (s)—Colombo—50 logs ebony, 23 keys, 12,752 pcs. teak."
81575,1899,18990826p.227_p005.txt,19,Chicago,Montreal,LONDON (TILBURY DOCKS),1,5,"Aug. 16 Chicago (s)—Montreal—15,151 pcs. jarrah. 22 Japan (s)—Colombo—790 pcs. satinwood."
81514,1899,18990826p.227_p003.txt,134,Prins Hendrik,Flushing,LONDON (LONDON DOCKS),1,5,Aug. 17 Prins Hendrik (s)—Flushing—187 cs. woodware. 18 Batavier III. (s)—Rotterdam—277 bdls. dog wood.
81509,1899,18990826p.227_p003.txt,120,Kinsale,Quebec,LONDON (LONDON DOCKS),1,5,"Kinsale (s)—Quebec—2,540 spruce deals—Dolton, Bournes & Dolton; 1,009 stds. deals, bds., &c."
82006,1899,18990909p.289_p002.txt,126,Amazon,Withy,LONDON,1,5,"Amazon—Withy—12,577 deals. Holmlea (s)—Archangel—756 stds. deals and boards."
82061,1899,18990909p.289_p003.txt,108,Carmel,Kotka,LONDON (SURREY DOCKS),1,5,"Aug. 31 Carmel—Kotka—303 fms. firewood. Sept. 1 Nerma (s)—Norrkoping—50,000 stds. deals, battens and boards."
82066,1899,18990909p.289_p003.txt,114,Koningen Wilhelmina,Flushing,LONDON (SURREY DOCKS),1,5,"Koningen Wilhelmina (s)—Flushing—116 pkgs. wood. 5 Freda (s)—Danzig—1,622 pcs. timber."
85109,1899,18991223p.775_p002.txt,145,Tanna,Holmstad,LONDON,1,5,"Tanna—Holmstad—133,080 boards. Edvard—Koja—229 fms. firewood."
85111,1899,18991223p.775_p002.txt,149,Carmel,Johannédal,LONDON,1,5,"Carmel—Johannédal—37,793 boards. 16 Elen (s)—Halmstad—18,619 boards."
85150,1899,18991223p.775_p003.txt,49,Elen,Halmstad,LONDON,1,5,"Elen (s)—Halmstad—65 stds floorings. Sitona (s)—Fredrikstad—168 fms firewood, Duus, Brown & Co."
85151,1899,18991223p.775_p003.txt,51,Wilhelmine,Soderhamn,LONDON,1,5,"Wilhelmine—Soderhamn—198 fms firewood, Beaton & Co. Anna Alwina—Riga—15,546 pcs. lathwood, 5,187 rickers."
85107,1899,18991223p.775_p002.txt,139,Schwalbe,Bremen,LONDON,1,5,"Dec. 18 Schwalbe (s)—Bremen—20 pkgs. woodware. Sperber (s)—Bremen—113 pkgs. woodware, 19 cs. woodware."
85232,1899,18991223p.775_p004.txt,65,Batavier II.,Rotterdam,LONDON (TILBURY DOCKS),1,5,"Dec. 18 Batavier II. (s)—Rotterdam—179 bdls. dogwood. Egret (s)—Havre—1,296 teak blocks, 30,000 teak keys."
85335,1899,18991230p.800_p004.txt,30,London City,Halifax,LONDON,1,5,Dec. 21 London City (s)—Halifax—735 brls shooks—Canadian Lumber Co ; 124 cs. pegwood.
84841,1899,18991216p.745_p002.txt,95,Greenbrier,Newport News,LONDON,1,5,"13 Greenbrier (s)—Newport News—6[?] bdls.—Brown, Shipley & Co. ; 483 bdls. pcs. pine lumber."
84927,1899,18991216p.745_p004.txt,106,Halifax City,Halifax,LONDON,1,5,"Dec. 7 Halifax City (s)—Halifax—887 bdls. hardwood—Brit. and Can. Manufacturing Co.; 5,837 bdls. hardwood."
78722,1899,18990225p.254_p001.txt,114,Ella,Fredrikstad,LONDON,1,5,"Ella (s)—Fredrikstad—9,106 pcs. floorings—Tagart, Beaton & Co.; 5,180 pcs. sawnwood, 41,233 pcs. floorings."
78728,1899,18990225p.254_p001.txt,139,Prins Hendrik,Flushing,LONDON (LONDON DOCK),1,5,Feb. 16 Prins Hendrik (s)—Flushing—14 pkgs. wood. 18 Granton (s)—Hambro—4 cs. woodware.
78727,1899,18990225p.254_p001.txt,135,Egret,Chapente,LONDON DOCK,1,5,Feb. 17 Egret (s)—Chapente—607 pcs. wood. Tay (s)—Antwerp—231 pkgs. wood.
78726,1899,18990225p.254_p001.txt,128,Schwan,Bremen,LONDON (TILBURY DOCKS),1,5,Feb. 18 Schwan (s)—Bremen—3 cs. boards. 20 Viola (s)—Hambro—2 cs. mouldings.
78810,1899,18990304p.285_p002.txt,64,Lapwing,Hamburg,LONDON (TILBURY DOCKS),1,5,"Feb. 23 Lapwing (s)—Hamburg—192 logs mahogany. 25 Holland (s)—Rotterdam—1,843 bdls."
78809,1899,18990304p.285_p002.txt,56,Antwerp City,Newport News,LONDON (TILBURY DOCKS),1,5,Feb. 24 Antwerp City (s)—Newport News—64 bdls. handles. 25 Masconomo (s)—New York—29 pkgs. hardwood.
78807,1899,18990304p.285_p002.txt,48,Knud,Libau,LONDON,1,5,"Feb. 25 Knud (s)—Libau—38,909 staves. 27 Erin's Isle (s)—Albany, W.A.—1,000 loads karri timber Millar's Karri & Jarrah Forests."
79110,1899,18990429p.717_p002.txt,5,Fanny,Fredrikstad,LONDON (LONDON DOCKS),1,5,"Fanny (s)—Fredrikstad—50 fms. firewood—Hodson & Co. ; 18,931 pcs. floorings."
79206,1899,18990429p.717_p003.txt,131,Dardanus,Hong Kong,LONDON (LONDON DOCKS),1,5,"20 Dardanus (s)—Hong Kong—3,342 pcs. timber. 22 Marquette (s)—New York—4,026 pcs. oak planks, 256 bdls. lumber."
79208,1899,18990429p.717_p003.txt,148,Moltke,Memel,LONDON (LONDON DOCKS),1,5,"Moltke (s)—Memel—8,150 redwood sleepers. 21 Amstelstroom (s)—Amsterdam—36,304 pcs. jarrah."
79317,1899,18990506p.753_p002.txt,35,Anna,Christiansund,LONDON (TILBURY DOCKS),1,5,"Anna—Christiansund—159 fathoms firewood. Rheinland (s)—Gamleby—15,648 deals."
79512,1899,18990520p.812_p002.txt,48,Hamlet,Riga,LONDON,1,5,"13 Hamlet (s)—Riga—19 fms. splitwood—A. M. Langford; 5,916 battens, 309 pcs. redwood."
79518,1899,18990520p.812_p002.txt,82,Moto,Riga,LONDON (TILBURY DOCKS),1,5,"17 Moto (s)—Riga—18,567 pcs. timber. Ethel—Hobart—200 pcs. timber."
79813,1899,18990610p.903_p002.txt,48,Aris,Gefle,LONDON,1,5,"Aris (s) - Gefle - 17,221 prepared boards - Messers, Ltd. ; 148,525 deals, boards, and"
80126,1899,18990624p.965_p003.txt,235,Kiew,Libau,LONDON (LONDON DOCKS),1,5,"Kiew (s)—Libau—3,500 oak staves. o Blanco (s)—Kingston—500 spars, 231"
80130,1899,18990624p.965_p003.txt,269,wa,Calcutta,LONDON (LONDON DOCKS),1,5,"wa (s)—Calcutta—1,626 pcs. teak. rcadia (s)—Sydney—3,184 pcs. timber."
78860,1899,18990311p.317_p001.txt,328,Engeland,Flushing,LONDON (TILBURY DOCKS),1,5,Engeland (s)—Flushing—71 pkgs. wood. 2 Energie (s)—Cologne—42 pkgs. woodware.
78861,1899,18990311p.317_p001.txt,330,Albatross,Bordeaux,LONDON (TILBURY DOCKS),1,5,"Albatross (s)—Bordeaux—38 pkgs. wood. 3 Blythwood (s)—Brussel—1,400 pkgs. wood."
78862,1899,18990311p.317_p001.txt,332,Prins Hendrik,Flushing,LONDON (TILBURY DOCKS),1,5,Prins Hendrik (s)—Flushing—201 pkgs. wood. Koiningen Wilhelmina (s)—Flushing—702 pkgs.
84121,1899,18991118p.611_p002.txt,51,Euxinia,Montreal,LONDON (LONDON DOCKS),1,5,"Nov. 10 Euxinia (s) — Montreal — 2,035 maple squares—Sieveking, Podmore & Co. ; 41,753 deals, 1,536 ends."
84122,1899,18991118p.611_p002.txt,66,Petrel,Rotterdam,LONDON (LONDON DOCKS),1,5,"Nov. 11 Petrel (s)—Rotterdam—190 pkgs. wood. Nautilus (s)—Antwerp—2,865 sleepers."
84123,1899,18991118p.611_p002.txt,68,Benbow,Rotterdam,LONDON (LONDON DOCKS),1,5,14 Benbow (s)—Rotterdam—30 pkgs. boards. Gannet (s)—Hambro—190 bdls. woodware.
84328,1899,18991125p.649_p002.txt,121,Nigretia,Mesane,LONDON,1,5,21 Nigretia (s)—Mesane—420 fms. firewood. Homea—Wifstawarf—286 fms. firewood.
84005,1899,18991111p.574_p002.txt,123,Perim,Copenhagen,LONDON,1,5,"7 Perim (s)—Copenhagen—200 pkgs. wood—Venesta, Ltd.; 199 pkgs. wood."
84006,1899,18991111p.574_p002.txt,124,Atalanta,Stockholm,LONDON,1,5,"8 Atalanta (s)—Stockholm—21 pkgs. wood-goods—Lundquist; 899 bdls. laths, 9,566 bdls. laths, 745 deals."
84087,1899,18991111p.574_p003.txt,143,Cygnet,Hambro,LONDON,1,5,6 Cygnet (s)—Hambro—24 logs mahogany. 8 Nagy Lagos (s)—Fiume—286 pcs.
84721,1899,18991209p.716_p001.txt,324,Bellanock,New York,LONDON (TILBURY DOCKS),1,5,2 Bellanock (s)—New York—4 cars oak lumber—Edward Alcott; 1 car oak lumber.
84722,1899,18991209p.716_p001.txt,326,Lapland,Gothenburg,LONDON (TILBURY DOCKS),1,5,"Lapland (s)—Gothenburg—17,472 pit props— Horsley & Co.; 2,120 poles, 3,112 bdls."
84107,1899,18991118p.611_p002.txt,29,Varna,St. Petersburg,LONDON DOCKS,1,5,"Nov. 9 Varna (s)—St. Petersburg—4,025 lasts. 11 Swallow (s)—Ostend—3,685 battens."
84108,1899,18991118p.611_p002.txt,31,Thule,Gothenburg,LONDON (LONDON DOCKS),1,5,"12 Thule (s) — Gothenburg — 89 pkgs. wood—Maxime & Co. ; 2,002 doors."
83461,1899,18991028p.510_p002.txt,166,Koningen Regentes,Flushing,LONDON,1,5,Oct. 18 Koningen Regentes (s)—Flushing—49 pkgs. wood. 19 Jessica (s)—Flushing—29 pkgs. wood.
83462,1899,18991028p.510_p002.txt,168,Vanda,Brussels,LONDON,1,5,"20 Vanda (s)—Brussels—47 pkgs. wood. 21 Condor (s)—Rotterdam—30 bdls. boards, 5 cs. cedar."
83466,1899,18991028p.510_p003.txt,3,Leona,Boulogne,LONDON,1,5,Leona (s)—Boulogne—100 planks wood. 25 Anglia (s)—Rotterdam—214 pcs wood.
83467,1899,18991028p.510_p003.txt,5,Alchymist,Windau,LONDON,1,5,"Alchymist (s)—Windau—371 lds. sleepers. Bonheur (s) — Fredrikstad—1,870 lds., 91,224 pcs. flooring, 74,170 staves, 112 cases, 16,650 mouldings."
83469,1899,18991028p.510_p003.txt,8,City of London,Brussels,LONDON,1,5,City of London (s)—Brussels—79 pkgs. wood. Vincent—Wolf—803 lds. firewood.
83457,1899,18991028p.510_p002.txt,154,Sea Serpent,Ghent,LONDON,1,5,"Oct. 20 Sea Serpent (s)—Ghent—40 bdls. brown handles. 21 Cato (s)—Riga—4,142 pcs. lathwood, 17 fm. firewood."
83475,1899,18991028p.510_p003.txt,17,Handel,New York,LONDON,1,5,"25 Handel—New York—5 cars lumber—Ed. Alcott ; 2,448 doors."
