issue_date,year,month,day,status,ocr_files,ocr_pages,failed_count,failed_errors,ships_parsed,unprocessed_pdfs
1897-10-02,1897,10,02,UNPROCESSED,0,0,0,,0,2
1897-10-09,1897,10,09,UNPROCESSED,0,0,0,,0,2
1897-10-16,1897,10,16,UNPROCESSED,0,0,0,,0,2
1897-10-23,1897,10,23,UNPROCESSED,0,0,0,,0,2
1897-10-30,1897,10,30,UNPROCESSED,0,0,0,,0,2
1897-11-04,1897,11,04,UNPROCESSED,0,0,0,,0,1
1897-11-06,1897,11,06,UNPROCESSED,0,0,0,,0,1
1897-11-13,1897,11,13,UNPROCESSED,0,0,0,,0,2
1897-11-20,1897,11,20,UNPROCESSED,0,0,0,,0,2
1897-11-27,1897,11,27,UNPROCESSED,0,0,0,,0,2
1897-12-04,1897,12,04,UNPROCESSED,0,0,0,,0,2
1897-12-11,1897,12,11,UNPROCESSED,0,0,0,,0,2
1897-12-18,1897,12,18,UNPROCESSED,0,0,0,,0,2
1897-12-25,1897,12,25,UNPROCESSED,0,0,0,,0,2
1898-01-01,1898,01,01,OCR_COMPLETE,3,3,0,,80,0
1898-01-08,1898,01,08,OCR_COMPLETE,4,4,0,,47,0
1898-01-15,1898,01,15,OCR_COMPLETE,4,4,0,,32,0
1898-01-22,1898,01,22,OCR_COMPLETE,5,5,0,,56,0
1898-01-29,1898,01,29,OCR_COMPLETE,4,4,0,,56,0
1899-01-07,1899,01,07,OCR_COMPLETE,4,4,0,,46,0
1899-01-14,1899,01,14,OCR_COMPLETE,4,4,0,,90,0
1899-01-21,1899,01,21,OCR_COMPLETE,3,3,0,,104,0
1899-01-28,1899,01,28,OCR_COMPLETE,3,3,0,,61,0
1899-02-04,1899,02,04,OCR_COMPLETE,3,3,0,,92,0
1899-02-11,1899,02,11,OCR_COMPLETE,3,3,0,,69,0
1899-02-18,1899,02,18,OCR_COMPLETE,3,3,0,,55,0
1899-02-25,1899,02,25,OCR_COMPLETE,3,3,0,,15,0
1899-03-04,1899,03,04,OCR_COMPLETE,4,4,0,,60,0
1899-03-11,1899,03,11,OCR_COMPLETE,4,4,0,,0,0
1899-04-01,1899,04,01,OCR_COMPLETE,3,3,0,,0,0
1899-04-08,1899,04,08,OCR_COMPLETE,1,1,0,,0,0
1899-04-15,1899,04,15,OCR_COMPLETE,4,4,0,,19,0
1899-04-22,1899,04,22,OCR_COMPLETE,3,3,0,,73,0
1899-04-29,1899,04,29,OCR_COMPLETE,4,4,0,,19,0
1899-05-06,1899,05,06,OCR_COMPLETE,4,4,0,,0,0
1899-05-13,1899,05,13,OCR_COMPLETE,5,5,0,,58,0
1899-05-20,1899,05,20,OCR_COMPLETE,4,4,0,,28,0
1899-06-03,1899,06,03,OCR_COMPLETE,5,5,0,,69,0
1899-06-10,1899,06,10,OCR_COMPLETE,4,4,0,,41,0
1899-06-17,1899,06,17,OCR_COMPLETE,5,5,0,,48,0
1899-06-24,1899,06,24,OCR_COMPLETE,4,4,0,,52,0
1899-07-01,1899,07,01,OCR_COMPLETE,6,6,0,,114,0
1899-07-08,1899,07,08,OCR_COMPLETE,5,5,0,,57,0
1899-07-15,1899,07,15,OCR_COMPLETE,6,6,0,,73,0
1899-07-22,1899,07,22,OCR_COMPLETE,5,5,0,,69,0
1899-07-29,1899,07,29,OCR_COMPLETE,6,6,0,,75,0
1899-08-05,1899,08,05,OCR_COMPLETE,5,5,0,,54,0
1899-08-12,1899,08,12,OCR_COMPLETE,8,8,0,,42,0
1899-08-19,1899,08,19,OCR_COMPLETE,7,7,0,,85,0
1899-08-26,1899,08,26,OCR_COMPLETE,7,7,0,,62,0
1899-09-02,1899,09,02,OCR_COMPLETE,7,7,0,,222,0
1899-09-09,1899,09,09,OCR_COMPLETE,7,7,0,,0,0
1899-09-16,1899,09,16,OCR_COMPLETE,6,6,0,,86,0
1899-09-23,1899,09,23,OCR_COMPLETE,7,7,0,,115,0
1899-09-30,1899,09,30,OCR_COMPLETE,5,5,0,,104,0
1899-10-07,1899,10,07,OCR_COMPLETE,5,5,0,,112,0
1899-10-14,1899,10,14,OCR_COMPLETE,6,6,0,,0,0
1899-10-21,1899,10,21,OCR_COMPLETE,6,6,0,,177,0
1899-10-28,1899,10,28,OCR_COMPLETE,5,5,0,,40,0
1899-11-04,1899,11,04,OCR_COMPLETE,6,6,0,,23,0
1899-11-11,1899,11,11,OCR_COMPLETE,5,5,0,,21,0
1899-11-18,1899,11,18,OCR_COMPLETE,3,3,0,,33,0
1899-11-25,1899,11,25,OCR_COMPLETE,6,6,0,,37,0
1899-12-02,1899,12,02,OCR_COMPLETE,7,7,0,,109,0
1899-12-09,1899,12,09,OCR_COMPLETE,5,5,0,,17,0
1899-12-16,1899,12,16,OCR_COMPLETE,6,6,0,,0,0
1899-12-23,1899,12,23,OCR_COMPLETE,4,4,0,,0,0
1899-12-30,1899,12,30,OCR_COMPLETE,5,5,0,,53,0
1900-01-06,1900,01,06,OCR_COMPLETE,4,4,0,,21,0
1900-01-13,1900,01,13,OCR_COMPLETE,4,4,0,,0,0
1900-01-20,1900,01,20,OCR_COMPLETE,4,4,0,,0,0
1900-01-27,1900,01,27,OCR_COMPLETE,4,4,0,,0,0
