origin_port,destination_port,commodity,year,num_ships,num_cargo_items
'Hambro',London,wood,1887,1,1
'Hambro',London (Deptford Buoys),logs,1887,1,1
'Orient,Bristol,pitwood,1895,1,1
-,Liverpool,avenue,1899,1,1
-Riga,Dundee,battens,1889,1,1
-Riga,Dundee,hewn fir,1889,1,1
-Riga,Grimsby,battens,1897,1,1
-Wifstawarf,Bristol,hewn fir,1891,1,1
-Wifstawarf,Bristol,sawn fir,1891,1,1
A Coru̱a,BROWN & KRUSE,pitwood,1891,1,1
A Coru̱a,Boston,hewn fir,1887,2,2
A Coru̱a,Boston,pitwood,1881,1,1
A Coru̱a,Boston,pitwood,1890,1,1
A Coru̱a,Boston,pitwood,1897,1,1
A Coru̱a,Bristol,fir hewn,1881,1,1
A Coru̱a,Bristol,hewn fir,1883,2,2
A Coru̱a,Bristol,hewn fir,1884,1,1
A Coru̱a,Bristol,hewn fir,1885,8,8
A Coru̱a,Bristol,hewn fir,1887,10,10
A Coru̱a,Bristol,hewn fir,1888,1,1
A Coru̱a,Bristol,hewn pitwood,1887,1,1
A Coru̱a,Bristol,pit,1887,1,1
A Coru̱a,Bristol,pitwood,1881,5,5
A Coru̱a,Bristol,pitwood,1883,12,12
A Coru̱a,Bristol,pitwood,1885,8,8
A Coru̱a,Bristol,pitwood,1886,1,1
A Coru̱a,Bristol,pitwood,1887,5,5
A Coru̱a,Bristol,pitwood,1889,7,7
A Coru̱a,Bristol,pitwood,1891,4,4
A Coru̱a,Bristol,sawn fir,1883,1,1
A Coru̱a,Newport,pit,1881,1,1
A Coru̱a,Newport,pitwood,1883,2,2
A Coru̱a,Newport,pitwood,1885,1,1
A Coru̱a,TENDERS OPEN,pitwood,1883,1,1
Aahus,Inverness,firewood,1899,1,1
Aaland,Tyne,pit,1887,1,1
Aalborg,Grimsby,deals,1889,1,1
Aalborg,Liverpool,props,1891,1,1
Aalborg,Liverpool,telegraph poles,1891,1,1
Aalborg,Newport,boards,1889,1,1
Aalborg,Sligo,brushwood,1889,1,1
Aalborg,Tyne,bales,1891,1,1
Aalborg,Tyne,broom wood,1883,1,1
Aalborg,Tyne,brushwood,1889,1,1
Aalborg,Tyne,hoops,1885,1,1
Aalborg,Tyne,packages,1893,1,1
Aalborg,Tyne,staves,1891,1,1
Aalborg,Tyne,wood,1893,3,3
Aalborg,Tyne,woodware,1884,1,1
Aalesund,Cork,deals,1881,1,1
Aalesund,Cork,firwood,1881,1,1
Aalesund,Fleetwood,birch,1881,1,1
Aalesund,Tyne,pit,1887,1,1
Aamaes,Borrowstounness,props,1885,1,1
Aarhus,Borrowstounness,case,1883,1,1
Aarhus,Dundee,casks,1887,1,1
Aarhus,Dundee,staves,1887,1,1
Aarhus,Greenock,casks,1875,1,1
Aarhus,London,firewood,1887,1,1
Aarhus,Tyne,bales,1893,1,1
Aarhus,Tyne,boards,1893,1,1
Aarhus,Tyne,casks,1893,1,1
Aarhus,Tyne,sawn,1891,1,1
Aarhus,Tyne,staves,1887,2,2
Aasgaardstrand,Borrowstounness,pit,1889,1,1
Aasgaardstrand,Borrowstounness,pitwood,1897,1,1
Aasgaardstrand,Bristol,pit,1875,1,1
Aasgaardstrand,Bristol,props,1875,1,1
Aasgaardstrand,Dublin,pit,1885,1,1
Aasgaardstrand,Greenock,props,1877,1,1
Aasgaardstrand,Lynn,battens,1881,1,1
Aasgaardstrand,Lynn,pit,1881,1,1
Aasgaardstrand,Lynn,sleepers,1881,1,1
Aasgaardstrand,MENT,hewn fir,1893,1,1
Aasgaardstrand,MENT,pitwood,1893,1,1
Aasgaardstrand,PETITION PRESENTED FOR CESSIO,pit,1891,1,1
Aasgaardstrand,Sligo,pit,1881,1,1
Aasgaardstrand,Tyne,pit,1883,2,2
Aasgaardstrand,Tyne,props,1891,1,1
Aastad,Tyne,crowntrees,1889,1,1
Abbola,Grimsby,firewood,1891,1,1
Aberdeen,Bristol,half,1877,1,1
Aberdeen,Bristol,sleepers,1877,1,1
Ablafors,Grimsby,deals,1881,1,1
Ablafors,London,firewood,1881,1,1
Abo,Borrowstounness,deals,1881,1,1
Abo,Boston,battens,1887,1,1
Abo,Boston,battens,1895,1,1
Abo,Boston,deals,1889,1,1
Abo,Boston,deals,1895,1,1
Abo,Bristol,battens,1883,1,1
Abo,Bristol,battens,1889,3,3
Abo,Bristol,battens,1893,1,1
Abo,Bristol,battens,1895,1,1
Abo,Bristol,battens,1897,1,1
Abo,Bristol,deals,1891,1,1
Abo,Bristol,deals and battens,1895,1,1
Abo,Bristol,fir deals and boards,1893,1,1
Abo,Bristol,firewood,1891,2,2
Abo,Bristol,props,1897,1,1
Abo,Bristol,staves,1895,1,1
Abo,Bristol,staves,1897,1,1
Abo,Deptford,deals,1885,1,1
Abo,Deptford,staves,1889,1,1
Abo,Deptford,wood,1889,1,1
Abo,Dover,firewood,1887,1,1
Abo,Dover,sawn fir,1887,1,1
Abo,Dundee,battens,1891,1,1
Abo,Dundee,battens,1899,1,1
Abo,Dundee,battens and ends,1899,1,1
Abo,Dundee,deals,1887,1,1
Abo,Dundee,deals,1889,3,3
Abo,Dundee,deals,1891,2,2
Abo,Dundee,fir,1889,2,2
Abo,Dundee,fir,1893,1,1
Abo,Dundee,fir battens,1893,1,1
Abo,Dundee,lathwall,1877,1,1
Abo,Dundee,of boards,1877,1,1
Abo,Dundee,pkgs,1877,1,1
Abo,Dundee,sawn fir,1887,2,2
Abo,Dundee,staves,1883,1,1
Abo,Dundee,timber,1877,1,1
Abo,Exeter,deals,1889,1,1
Abo,Fowey,staves,1885,1,1
Abo,Goole,sawn fir,1885,1,1
Abo,Greenock,battens,1891,1,1
Abo,Greenock,battens,1895,1,1
Abo,Greenock,deals,1881,1,1
Abo,Greenock,deals,1885,1,1
Abo,Greenock,deals,1893,2,2
Abo,Greenock,sawn fir,1887,1,1
Abo,Grimsby,battens,1881,1,1
Abo,Grimsby,battens,1885,3,3
Abo,Grimsby,battens,1887,1,1
Abo,Grimsby,battens,1891,1,1
Abo,Grimsby,boards,1879,1,1
Abo,Grimsby,boxes,1895,1,1
Abo,Grimsby,deals,1881,2,2
Abo,Grimsby,deals,1883,1,1
Abo,Grimsby,deals,1885,1,1
Abo,Grimsby,deals,1886,1,1
Abo,Grimsby,deals,1887,1,1
Abo,Grimsby,deals,1890,1,1
Abo,Grimsby,deals,1891,2,2
Abo,Grimsby,deals,1895,1,1
Abo,Grimsby,deals,1899,1,1
Abo,Grimsby,deals & battens,1899,1,1
Abo,Grimsby,fir,1891,2,2
Abo,Grimsby,fir deals,1893,1,1
Abo,Grimsby,fir props,1893,1,1
Abo,Grimsby,firewood,1895,1,1
Abo,Grimsby,pkgs,1895,1,1
Abo,Grimsby,props,1885,1,1
Abo,Grimsby,props,1895,1,1
Abo,Grimsby,sawn fir,1885,1,1
Abo,Hull (Queen's Dock),laths,1895,1,1
Abo,Inverness,battens,1887,1,1
Abo,Inverness,deals,1881,1,1
Abo,Inverness,deals,1889,1,1
Abo,Inverness,deals and battens,1893,1,1
Abo,Inverness,deals and battens,1899,1,1
Abo,Inverness,fir deals and battens,1893,1,1
Abo,Irvine,fir deals and battens,1893,1,1
Abo,Liverpool,battens,1881,1,1
Abo,Liverpool,battens,1885,1,1
Abo,Liverpool,deals,1883,3,3
Abo,Liverpool,deals,1885,1,1
Abo,Liverpool,deals,1889,3,3
Abo,Liverpool,deals and boards,1889,1,1
Abo,Liverpool,ends,1883,1,1
Abo,Liverpool,fir props,1893,1,1
Abo,Liverpool,firewood,1881,1,1
Abo,Liverpool,firewood,1889,2,2
Abo,Liverpool,laths,1895,1,1
Abo,Liverpool,palings,1889,1,1
Abo,London,battens,1883,2,2
Abo,London,battens,1885,3,3
Abo,London,battens,1889,1,1
Abo,London,battens,1893,2,2
Abo,London,battens and scantlings,1891,1,1
Abo,London,boards,1875,1,1
Abo,London,deal ends,1883,1,1
Abo,London,deals,1875,1,1
Abo,London,deals,1879,4,4
Abo,London,deals,1881,3,3
Abo,London,deals,1883,9,10
Abo,London,deals,1885,5,8
Abo,London,deals,1889,2,2
Abo,London,deals,1893,2,3
Abo,London,deals,1897,1,1
Abo,London,deals and battens,1891,1,1
Abo,London,doors,1881,1,1
Abo,London,fir boards and scantlings,1891,1,1
Abo,London,firewood,1881,2,2
Abo,London,firewood,1883,2,2
Abo,London,firewood,1885,1,1
Abo,London,firewood,1887,3,3
Abo,London,firewood,1889,1,1
Abo,London,fms,1885,1,1
Abo,London,laths,1875,1,1
Abo,London,laths,1893,1,1
Abo,London,oak,1883,1,1
Abo,London,planks,1883,1,1
Abo,London,planks,1889,1,1
Abo,London,planks,1893,1,1
Abo,London,scantlings,1883,1,1
Abo,London,scantlings,1887,1,1
Abo,London,scantlings,1892,1,1
Abo,London,scantlings,1897,1,1
Abo,London,spars,1875,1,1
Abo,London,splitwood,1885,1,1
Abo,London,staves,1883,1,1
Abo,London,staves,1895,3,3
Abo,London,stds,1899,1,1
Abo,London,timber,1887,1,1
Abo,London (Deptford Buoys),staves,1889,1,1
Abo,London (Tilbury Docks),battens,1899,1,1
Abo,London (Tilbury Docks),staves,1891,1,1
Abo,Lynn,deals,1883,1,1
Abo,Lynn,deals,1885,1,1
Abo,Lynn,deals,1887,1,1
Abo,Lynn,firewood,1885,1,1
Abo,Lynn,sawn fir,1885,1,1
Abo,Montrose,battens,1881,1,1
Abo,Montrose,battens,1883,1,1
Abo,Montrose,battens,1885,1,1
Abo,Montrose,birch,1885,1,1
Abo,Montrose,fir,1885,1,1
Abo,Montrose,firewood,1883,1,1
Abo,Montrose,firewood,1885,1,1
Abo,Newport,battens,1891,1,1
Abo,Newport,battens,1893,1,1
Abo,Newport,deals,1895,1,1
Abo,Newport,fir sawn,1881,1,1
Abo,Newport,firewood,1885,1,1
Abo,Newport,firewood,1889,1,1
Abo,Newport,firewood,1896,1,1
Abo,Newport,sawn fir,1885,6,6
Abo,Newport,sawn fir,1887,1,1
Abo,Newport,sawn fir,1893,1,1
Abo,Newport,scantlings,1891,1,1
Abo,Newport,staves,1883,1,1
Abo,Newport,staves,1895,1,1
Abo,PETITIONS PRESENTED FOR CESSIO,fir,1893,1,1
Abo,PETITIONS PRESENTED FOR CESSIO,pit props,1893,2,2
Abo,Poole,battens,1883,1,1
Abo,Poole,battens,1895,2,2
Abo,Poole,fir,1881,1,1
Abo,Poole,fir battens,1889,1,1
Abo,Poole,pit props,1893,1,1
Abo,Poole,sawn fir,1889,1,1
Abo,Poole,sawn fir,1893,1,1
Abo,Poole,staves,1889,2,2
Abo,Poole,staves,1893,1,1
Abo,Poole,staves,1895,1,1
Abo,RUNCORN DOCK,battens and boards,1895,1,1
Abo,Stockton,deals,1881,1,1
Abo,Tyne,battens,1895,1,1
Abo,Tyne,deals,1881,1,1
Abo,Tyne,deals,1883,3,3
Abo,Tyne,deals,1885,1,1
Abo,Tyne,deals,1893,1,1
Abo,Tyne,firewood,1881,1,1
Abo,Tyne,firewood,1885,1,1
Abo,Tyne,firewood,1893,1,1
Abo,Tyne,pit,1893,1,1
Abo,Tyne,props,1893,1,1
Abo,Tyne,sawn,1885,1,1
Abo,Tyne,sawn fir,1887,1,1
Abo,Tyne,splits,1893,1,1
Abo,Tyne,staves,1883,4,4
Abo,Tyne,staves,1885,1,1
Abo,Tyne,staves,1889,1,1
Abo,Tyne,staves,1892,1,1
Abo,Tyne,staves,1895,1,1
Abo,Wexford,whitewood,1883,1,1
Abord,London (Deptford Buoys),firewood,1889,1,1
Abord,London (Deptford Buoys),timber,1889,1,1
Abus,Borrowstounness,hewn fir,1889,1,1
Abus,Grimsby,alder,1889,1,1
Abus,Grimsby,beech,1889,1,1
Abus,Poole,pit,1889,1,1
Abus,Tyne,props,1889,1,1
Aby,Bristol,pitprops,1899,1,1
Abyn,Bristol,planks,1875,1,1
Abyn,Dundee,deals,1885,1,1
Abyn,Goole,deals,1883,1,1
Abyn,Goole,deals,1885,1,1
Abyn,Grimsby,battens,1883,1,1
Abyn,Grimsby,deals,1879,1,1
Abyn,Grimsby,fir,1883,1,1
Abyn,Grimsby,fir hewn,1881,1,1
Abyn,Grimsby,fir sawn,1881,1,1
Abyn,Grimsby,hewn fir,1883,1,1
Abyn,Grimsby,sawn fir,1883,1,1
Abyn,Grimsby,sawn fir,1893,1,1
Abyn,Grimsby,spars,1881,1,1
Abyn,Grimsby,spars,1883,1,1
Abyn,Grimsby,timber,1883,1,1
Abyn,Liverpool,boards,1879,1,1
Abyn,Lynn,firewood,1881,1,1
Abyn,Poole,firewood,1899,1,1
Abyn,TOWN DOCK,fir deals,1893,1,1
Abyn,Tyne,deals,1885,1,1
Abyu,Lynn,battens,1881,1,1
Abyu,Lynn,firewood,1881,1,1
Africa,Liverpool,billets,1883,1,1
Africa,Liverpool,ebony,1883,1,1
Africa,Liverpool,timber,1891,1,1
Africa,London (Tilbury Docks),leon,1891,1,1
Ahla,London,pit,1887,1,1
Ahlafors,Dundee,deals,1877,1,1
Ahlafors,Dundee,deals,1885,1,1
Ahlafors,Goole,battens,1887,1,1
Ahlafors,Goole,firewood,1887,1,1
Ahlafors,Grimsby,battens,1879,2,2
Ahlafors,Grimsby,boards,1879,1,1
Ahlafors,Grimsby,deals,1879,2,2
Ahlafors,Grimsby,deals,1885,1,1
Ahlafors,Grimsby,sawn fir,1887,1,1
Ahlafors,Liverpool,deals,1879,2,2
Ahlafors,London,deals,1874,2,2
Ahlafors,London,deals,1879,4,4
Ahlafors,London,deals,1881,2,2
Ahlafors,London,firewood,1879,1,1
Ahlafors,Lynn,timber,1879,1,1
Ahlafors,Newry,battens,1885,1,1
Ahlafors,Tyne,deals,1885,2,2
Ahlafors,Tyne,fir sawn,1881,1,1
Ahlators,London,deals,1879,1,1
Ahlo,Grimsby,props,1887,1,1
Akyab,Liverpool,planks,1881,1,1
Akyab,Liverpool,planks,1883,1,1
Akyab,London,planks,1874,1,1
Akyab,London,ventilators,1874,1,1
Aland,Dundee,deals,1883,1,1
Aland,Grimsby,pit,1889,1,1
Aland,Grimsby,props,1887,1,1
Aland,Grimsby,sawn fir,1885,1,1
Aland,Lynn,sawn fir,1883,1,1
Albany,London,hard,1893,1,1
Albany,London,karri,1899,1,1
Alderney,Newport,hewn fir,1885,1,1
Alderney,Newport,hewn teak,1885,1,1
Alexandria,Bristol,pit,1891,1,1
Alexandria,Grimsby,antique wood,1889,1,1
Alexandria,Liverpool,staves,1891,1,1
Alexandria,Liverpool,wood,1885,1,1
Alexandria,Lynn,battens,1887,1,1
Alexandria,Lynn,firewood,1887,1,1
Alexandria,Lynn,scantlings,1887,1,1
Aleyn,Dundee,deals,1877,1,1
Alfredsham,Borrowstounness,battens,1879,1,1
Alfredsham,Dundee,battens,1883,1,1
Alfredsham,Grimsby,battens,1881,1,1
Alfredsham,Grimsby,firewood,1881,1,1
Alfredshamn,London,firewood,1879,1,1
Alfredshamn,London,firewood,1887,1,1
Alfredshem,Dundee,battens,1889,1,1
Alfredshem,Grimsby,deals,1895,1,1
Alfredshem,Grimsby,fir ends,1889,1,1
Alfredshem,London,deals,1891,1,1
Alfredshem,Lynn,deals,1891,1,1
Alfredshem,Lynn,firewood,1891,1,1
Alfredshem,PENICUIK,battens,1889,1,1
Alfredshem,Poole,deals,1889,1,1
Algiers,London (Tilbury Docks),wood,1892,1,1
Algoa Bay,Newport,boxwood,1899,1,1
"Algoa Bay, N.B.",Liverpool,deals,1895,1,3
Allen,Grimsby,props,1883,1,1
Alloa,Dundee,props,1889,1,1
Alloa,Greenock,firewood,1899,1,1
Alloa,Greenock,props and,1899,1,1
"Alma, N.B",Newport,sawn fir,1895,1,1
"Alma, N.B.",Fleetwood,deals,1885,1,1
"Alma, N.B.",Newport,deals,1895,1,1
Almeria,Greenock,firewood,1887,1,1
Almeria,Milford,battens,1889,1,1
Almeria,Milford,firewood,1889,1,1
Almvik,Stockton,deals,1887,1,1
Almvik,Stockton,firewood,1887,1,1
Alne,Borrowstounness,battens,1889,1,1
Alne,Boston,deals,1891,1,1
Alne,Boston,fir,1891,1,1
Alne,Boston,firewood,1891,1,1
Alne,Boston,sawn fir,1891,1,1
Alne,Grimsby,battens,1895,1,1
Alne,Grimsby,boards and ends,1893,1,1
Alne,Grimsby,fir deals,1893,1,1
Alne,Liverpool,deals,1885,1,1
"Alne, Ornskjoldsvik",Fowey,sawn fir,1893,1,1
Altona,Dundee,pit,1877,1,1
Altona,Poole,beech,1889,1,1
Altona,Poole,beech,1897,1,1
Altona,Poole,fir,1889,1,1
Altona,Poole,oak chocks,1897,1,1
Alufors,Bristol,battens,1875,1,1
Alufors,Bristol,fir timber,1875,1,1
Alvarado,London,logs,1883,1,1
Alvarado,London (Tilbury Docks),mahogany and cedar,1891,1,1
Alvik,Dundee,battens,1881,1,1
Alvik,Dundee,fir hewn,1881,1,1
Alvik,Grimsby,sawn fir,1883,1,1
Ambro',London,crotches,1893,1,1
Amo,Tyne,deals,1881,1,1
Amsterdam,Dundee,firewood,1887,1,1
Amsterdam,Dundee,staves,1889,1,1
Amsterdam,Fleetwood,pitch pine,1893,1,1
Amsterdam,Goole,hoops,1891,1,1
Amsterdam,Goole,sawn fir,1893,1,1
Amsterdam,Goole,staves,1885,1,1
Amsterdam,Greenock,mill boards,1887,1,1
Amsterdam,Grimsby,ebony,1881,1,1
Amsterdam,Grimsby,firewood,1887,1,1
Amsterdam,Grimsby,firewood,1889,1,1
Amsterdam,Grimsby,hoops,1885,1,1
Amsterdam,Grimsby,logs,1883,1,1
Amsterdam,Grimsby,logs,1885,1,1
Amsterdam,Grimsby,logs,1889,3,3
Amsterdam,Grimsby,staves,1881,3,3
Amsterdam,Grimsby,staves,1885,1,1
Amsterdam,Grimsby,staves,1891,1,1
Amsterdam,Grimsby,wood,1885,2,2
Amsterdam,Grimsby,wood,1889,5,5
Amsterdam,Hull (Union Dock),timber,1893,1,1
Amsterdam,Liverpool,battens,1875,1,1
Amsterdam,Liverpool,bottoms and hoops,1891,1,1
Amsterdam,Liverpool,boxwood,1883,1,1
Amsterdam,Liverpool,boxwood,1891,1,1
Amsterdam,Liverpool,doors,1883,1,1
Amsterdam,Liverpool,hoops,1885,1,1
Amsterdam,Liverpool,hoops,1891,1,1
Amsterdam,Liverpool,laths,1883,1,1
Amsterdam,Liverpool,logs,1889,1,1
Amsterdam,Liverpool,logs,1891,2,4
Amsterdam,Liverpool,pit,1875,1,1
Amsterdam,Liverpool,planks,1883,1,1
Amsterdam,Liverpool,shingles,1883,1,1
Amsterdam,Liverpool,shooks,1891,1,1
Amsterdam,Liverpool,staves,1875,1,1
Amsterdam,Liverpool,staves,1883,2,2
Amsterdam,Liverpool,staves,1885,2,2
Amsterdam,Liverpool,staves,1891,1,1
Amsterdam,Liverpool,teak,1883,1,1
Amsterdam,Liverpool,wood,1883,1,1
Amsterdam,Liverpool,wood,1889,1,1
Amsterdam,Liverpool,wood,1892,1,1
Amsterdam,London,battens,1875,1,3
Amsterdam,London,blocks,1883,1,1
Amsterdam,London,boards,1875,1,3
Amsterdam,London,butt ends,1875,1,1
Amsterdam,London,deals,1875,1,1
Amsterdam,London,deals,1883,1,1
Amsterdam,London,deals,1893,1,1
Amsterdam,London,doors,1883,1,1
Amsterdam,London,ebony,1881,1,1
Amsterdam,London,ebony,1883,1,1
Amsterdam,London,fir timber,1875,1,1
Amsterdam,London,firewood,1875,1,1
Amsterdam,London,hardwood,1883,1,1
Amsterdam,London,laths,1883,1,1
Amsterdam,London,logs,1883,2,2
Amsterdam,London,logs,1884,1,1
Amsterdam,London,logs,1885,1,1
Amsterdam,London,logs,1897,1,1
Amsterdam,London,oak,1875,1,1
Amsterdam,London,planks,1883,1,1
Amsterdam,London,sandal,1892,1,1
Amsterdam,London,shingles,1883,1,1
Amsterdam,London,sleepers,1885,1,1
Amsterdam,London,snakewood,1875,1,1
Amsterdam,London,staves,1875,1,1
Amsterdam,London,staves,1882,1,1
Amsterdam,London,teak,1883,1,1
Amsterdam,London,teak timber,1875,1,1
Amsterdam,London,timber,1883,1,1
Amsterdam,London,wainscot,1875,1,1
Amsterdam,London,walnut,1875,1,1
Amsterdam,London,wood,1875,1,1
Amsterdam,London,wood,1889,1,1
Amsterdam,London (Tilbury Docks),hoops,1887,1,1
Amsterdam,London (Tilbury Docks),logs,1891,2,2
Amsterdam,London (Tilbury Docks),mahogany and cedar,1891,1,1
Amsterdam,London (Tilbury Docks),turners,1891,1,1
Amsterdam,Newport,boards,1885,1,1
Amsterdam,Newport,sawn wood,1889,1,1
Amsterdam,Tyne,blocks,1881,1,1
Amsterdam,Tyne,pine boards,1893,1,1
Amsterdam,Tyne,staves,1885,1,1
Ancona,Liverpool,planks,1881,1,1
Anderini,Bristol,pitwood,1891,1,1
Anga,London,battens,1887,2,2
Anga,London,deals,1887,1,1
Anga,London,laths,1887,1,1
Anga,London,planks,1887,1,1
Annapolis,Borrowstounness,spruce deals,1877,1,1
Annapolis,Borrowstounness,spruce ends,1877,1,1
Annapolis,Borrowstounness,spruce planks,1877,1,1
Annapolis,Cliffe,wood,1889,1,1
Annapolis,Grimsby,staves,1876,1,1
Annapolis,London,deals,1881,1,1
Annapolis,London,palings,1881,1,1
Annapolis,Tyne,deals,1881,1,1
Annapolis,Tyne,palings,1881,1,1
Annapolis,Tyne,staves,1881,1,1
"Annapolis, N. S.",Fleetwood,hewn fir,1883,1,1
"Annapolis, N.S.",Liverpool,deals,1881,1,1
"Annapolis, N.S.",Liverpool,palings,1881,1,1
Antigua,Poole,furniture wood,1883,1,1
Antigua,Runcorn,logs,1881,1,1
Antwerp,Bristol,bales,1877,1,1
Antwerp,Bristol,sawn wood,1881,1,1
Antwerp,Greenock,firewood,1897,1,1
Antwerp,Grimsby,elm,1892,1,1
Antwerp,Grimsby,firewood,1887,2,2
Antwerp,Grimsby,hoops,1897,1,1
Antwerp,Grimsby,sleepers,1881,1,1
Antwerp,Grimsby,split wood,1891,1,1
Antwerp,Grimsby,wood,1887,1,1
Antwerp,Grimsby,wood,1892,1,1
Antwerp,Liverpool,bags,1883,1,1
Antwerp,Liverpool,carved wood,1891,1,1
Antwerp,Liverpool,heads and hoops,1887,1,1
Antwerp,Liverpool,planks,1883,1,1
Antwerp,Liverpool,shooks,1891,1,1
Antwerp,Liverpool,shooks and hoops,1891,1,1
Antwerp,Liverpool,sleepers,1891,3,3
Antwerp,Liverpool,sleepers,1892,1,1
Antwerp,Liverpool,sleepers,1893,1,1
Antwerp,Liverpool,staves,1887,3,3
Antwerp,Liverpool,timber,1883,1,1
Antwerp,Liverpool,wood,1887,1,1
Antwerp,London,boards,1883,3,3
Antwerp,London,burrs,1891,1,1
Antwerp,London,deals,1879,4,4
Antwerp,London,hoops,1887,1,1
Antwerp,London,logs,1887,1,1
Antwerp,London,pine,1883,1,1
Antwerp,London,pine boards,1883,1,1
Antwerp,London,pitch,1883,1,1
Antwerp,London,pitwood,1884,1,1
Antwerp,London,sleepers,1893,1,1
Antwerp,London,staves,1887,1,1
Antwerp,London,wood,1881,1,1
Antwerp,London,wood,1887,1,1
Antwerp,London,wood,1891,1,1
Antwerp,London (Tilbury Docks),lathwood,1887,1,1
Antwerp,London (Tilbury Docks),logs,1887,1,1
Antwerp,London (Tilbury Docks),logs,1891,1,1
Antwerp,London (Tilbury Docks),sleepers,1893,1,1
Antwerp,London (Tilbury Docks),teak,1893,1,1
Antwerp,London (Tilbury Docks),wood,1887,1,1
Antwerp,London (Tilbury Docks),wood,1891,1,1
Antwerp,Newport,rods,1881,1,1
Antwerp,Stockton,basket rods,1881,1,1
Antwerp,Tyne,bags,1883,2,2
Antwerp,Tyne,bark,1887,1,1
Antwerp,Tyne,basket rods,1881,4,4
Antwerp,Tyne,battens,1883,1,1
Antwerp,Tyne,broomsticks,1889,1,1
Antwerp,Tyne,case,1893,1,1
Antwerp,Tyne,cases,1893,2,3
Antwerp,Tyne,deals,1884,1,1
Antwerp,Tyne,firewood,1883,1,1
Antwerp,Tyne,gilt mould,1883,1,1
Antwerp,Tyne,mouldings,1883,2,2
Antwerp,Tyne,mouldings,1891,1,1
Antwerp,Tyne,planks,1893,1,1
Antwerp,Tyne,willows,1887,1,1
Antwerp,Tyne,willows,1893,4,4
Antwerp,Tyne,wood patterns,1883,1,1
Antwerp,Tyne,wood patterns,1893,1,1
Antwerp,Tyne,wood pulp,1892,1,1
Antwerp,Tyne,wooden,1892,1,1
Apalachicola,Boston,hewn,1885,1,1
Apalachicola,Boston,sawn fir,1885,1,1
Apalachicola,Bristol,deals,1897,1,1
Apalachicola,Bristol,hewn fir,1897,1,1
Apalachicola,Bristol,hewn pitch pine,1897,1,1
Apalachicola,Bristol,pitch pine deals and boards,1897,1,1
Apalachicola,Bristol,sawn fir,1897,1,1
Apalachicola,Bristol,sawn pitch pine,1897,1,1
Apalachicola,Cork,sawn fir,1893,1,1
Apalachicola,Dover,deals,1885,1,1
Apalachicola,Dover,hewn fir,1885,1,1
Apalachicola,Dublin,deals,1885,1,1
Apalachicola,Dublin,hewn deals,1885,1,1
Apalachicola,Dublin,timber,1885,1,1
Apalachicola,Dundee,deals,1885,1,1
Apalachicola,Dundee,hewn pitch pine,1885,2,2
Apalachicola,Dundee,pitch,1885,1,2
Apalachicola,Dundee,sawn pitch pine,1885,1,1
Apalachicola,Dundee,sawn pitch pine,1899,1,1
Apalachicola,Fleetwood,deals,1885,1,1
Apalachicola,Fleetwood,hewn fir,1885,1,1
Apalachicola,Goole,deals,1883,1,1
Apalachicola,Goole,deals,1885,1,1
Apalachicola,Goole,hewn fir,1883,1,1
Apalachicola,Goole,hewn fir,1885,1,1
Apalachicola,Goole,sawn fir,1883,1,1
Apalachicola,Goole,sawn fir,1885,1,1
Apalachicola,Greenock,deals,1883,4,4
Apalachicola,Greenock,deals,1885,1,1
Apalachicola,Greenock,deals,1895,1,1
Apalachicola,Greenock,hewn pitch pine,1883,1,1
Apalachicola,Greenock,hewn pitch pine timber,1883,1,1
Apalachicola,Greenock,hewn timber,1883,2,2
Apalachicola,Greenock,hewn timber,1885,1,1
Apalachicola,Greenock,pitch,1883,1,1
Apalachicola,Greenock,pitch pine,1883,1,1
Apalachicola,Greenock,pitch pine logs,1895,1,1
Apalachicola,Greenock,pitch pine timber,1887,1,1
Apalachicola,Greenock,planks,1885,1,1
Apalachicola,Greenock,sawn pitch pine,1883,1,1
Apalachicola,Greenock,sawn pitch pine,1885,1,1
Apalachicola,Greenock,sawn pitch pine timber,1883,1,1
Apalachicola,Greenock,sawn timber,1883,1,1
Apalachicola,Greenock,sawn timber,1887,1,1
Apalachicola,Grimsby,deals,1883,2,2
Apalachicola,Grimsby,deals,1885,3,3
Apalachicola,Grimsby,deals,1891,2,2
Apalachicola,Grimsby,deals,1895,1,1
Apalachicola,Grimsby,fir,1893,1,1
Apalachicola,Grimsby,hewn fir,1883,3,3
Apalachicola,Grimsby,hewn fir,1885,2,2
Apalachicola,Grimsby,hewn fir,1891,1,1
Apalachicola,Grimsby,hewn fir,1893,1,1
Apalachicola,Grimsby,hewn fir,1895,1,1
Apalachicola,Grimsby,sawn cypress wood,1885,1,1
Apalachicola,Grimsby,sawn fir,1883,3,3
Apalachicola,Grimsby,sawn fir,1885,1,1
Apalachicola,Grimsby,sawn fir,1891,1,1
Apalachicola,Grimsby,sawn fir,1895,1,1
Apalachicola,Grimsby,staves,1891,1,1
Apalachicola,Grimsby,timber,1883,1,1
Apalachicola,Grimsby,timber,1891,1,1
Apalachicola,Inverness,hewn pitch pine,1898,1,1
Apalachicola,Inverness,sawn pitch pine,1898,1,1
Apalachicola,Liverpool,boards,1887,1,1
