port_name,port_type,year,num_ships,num_cargo_items,top_commodity_1,top_commodity_2,top_commodity_3
Nantes,origin,1875,1,1,staves,,
Nantes,origin,1877,3,3,,,
Nantes,origin,1879,11,3,,,
Nantes,origin,1881,23,23,pit,pitwood,fir hewn
Nantes,origin,1882,1,1,pit,,
Nantes,origin,1883,28,30,pitwood,hewn fir,pit
Nantes,origin,1884,3,3,pitwood,hewn fir,
Nantes,origin,1885,16,16,hoops,pitwood,wood hoops
Nantes,origin,1887,8,8,hoops,pitwood,pit
Nantes,origin,1888,2,2,pitwood,,
Nantes,origin,1889,21,24,pitwood,hoops,staves
Nantes,origin,1891,19,26,hoops,staves,pitwood
Nantes,origin,1892,5,6,pitwood,hewn fir,wood hoops
Nantes,origin,1893,6,8,hoops,pitwood,packets
Nantes,origin,1895,3,3,pitwood,hoops,
Nantes,origin,1897,3,3,wood hoops,hoops,pitwood
Nantes,origin,1899,1,1,hoops,,
Nantes and Bordeaux,origin,1889,3,3,staves,,
Narrkoping,origin,1874,1,1,sleepers,,
Narva,origin,1874,3,3,deals and battens,sleepers,battens
Narva,origin,1875,3,3,battens,deals,
Narva,origin,1877,4,4,battens,deals,
Narva,origin,1879,11,10,battens,deals,
Narva,origin,1881,13,13,battens,deals,firewood
Narva,origin,1883,30,30,battens,deals,hewn
Narva,origin,1885,25,29,deals,battens,sawn fir
Narva,origin,1887,29,32,battens,deals,firewood
Narva,origin,1889,29,32,deals,battens,fir
Narva,origin,1891,18,17,deals,fir,timber
Narva,origin,1893,19,22,deals,battens,fir
Narva,origin,1895,9,8,props,battens,deals
Narva,origin,1897,2,2,deals,,
Narva,origin,1899,6,6,battens,pulpwood,whitewood
Narvic,origin,1899,1,2,whitewood,sawn,
Narvik,origin,1891,1,2,deals,props,
Naskaske,origin,1889,1,1,deals,,
Naske,origin,1883,1,1,battens,,
Naske,origin,1891,2,2,battens,fir,
Naskee,origin,1887,1,1,deals,,
Nassau,origin,1879,1,0,,,
Nassau,origin,1881,1,3,ebony,lignum,
Nassau,origin,1883,1,2,mahogany,,
Nassau Tonala,origin,1875,1,2,logs,,
Nastor,origin,1889,1,1,deals,,
Neder Kalix and Sweden,origin,1887,1,1,staves,,
Nedercalix,origin,1875,1,6,deals and battens,battens,pit props
Nedercalix,origin,1879,1,1,firewood,,
Nedercalix,origin,1889,2,7,deals,floorings,joinery
Nederkalik,origin,1899,1,1,deals and boards,,
Nederkalix,origin,1877,8,11,deals,battens,half
Nederkalix,origin,1879,16,16,battens,deals,timber
Nederkalix,origin,1881,18,21,deals,staves,fir sawn
Nederkalix,origin,1883,31,38,deals,staves,timber
Nederkalix,origin,1885,22,30,deals,firewood,staves
Nederkalix,origin,1887,28,41,deals,sawn fir,firewood
Nederkalix,origin,1889,16,26,deals,hewn fir,sawn fir
Nederkalix,origin,1890,1,0,,,
Nederkalix,origin,1891,16,23,deals,firewood,fir
Nederkalix,origin,1893,20,30,deals,fir deals,sawn fir
Nederkalix,origin,1895,22,26,deals,hewn fir,deals and battens
Nederkalix,origin,1899,11,13,deals,slating,sawn fir
Nersuoes,origin,1889,1,1,hewn fir,,
Ness,origin,1899,1,1,pit props,,
Neuvelle,origin,1899,1,1,deals,,
Neva,origin,1881,1,0,,,
Nevis,origin,1881,3,6,lignum,satinwood,braziletto
New Brunswick,origin,1893,2,2,fir sawn,fir,
New Brunswick,origin,1899,1,1,deals,,
New Carlisle,origin,1877,1,3,birch hewn,fir hewn,deals
"New Mills, N.B.",origin,1889,1,1,deals,,
New O.leans,origin,1887,1,1,staves,,
New Orleans,origin,1874,4,22,deals,staves,timber
New Orleans,origin,1875,27,97,staves,deals,timber
New Orleans,origin,1876,1,1,,,
New Orleans,origin,1877,7,13,staves,logs,boards
New Orleans,origin,1881,31,32,staves,oak staves,dunnage boards
New Orleans,origin,1883,71,73,staves,extra,mahogany
New Orleans,origin,1884,15,15,staves,extra,lancewood
New Orleans,origin,1885,78,80,staves,pipe,oak
New Orleans,origin,1886,12,13,staves,oak,logs
New Orleans,origin,1887,79,86,staves,pipe,sawn timber
New Orleans,origin,1888,2,2,staves,,
New Orleans,origin,1889,96,149,staves,canada,deals
New Orleans,origin,1890,7,7,staves,,
New Orleans,origin,1891,68,81,staves,oak,pipe
New Orleans,origin,1892,8,8,staves,oak,
New Orleans,origin,1893,53,70,staves,oak,logs
New Orleans,origin,1895,17,23,staves,oak,lumber
New Orleans,origin,1896,1,1,staves,,
New Orleans,origin,1897,17,28,staves,canada,oak
New Orleans,origin,1898,4,5,staves,hewn unrated,
New Orleans,origin,1899,22,33,staves,oak,lumber
"New Orleans to Belfast, trans",origin,1897,1,0,,,
New Port,origin,1883,1,1,staves,,
New Richmond,origin,1881,1,3,timber,lathwood,deals
New Richmond,origin,1883,6,14,hewn fir,deals,palings
New Richmond,origin,1887,2,4,spruce,deals,
New Richmond,origin,1889,5,10,deals,sawn fir,sawn timber unrated
New Richmond,origin,1893,2,2,firewood,fir deals and ends,
New Richmond,origin,1895,2,3,sawn fir,deals,
New Richmond,origin,1899,4,4,deals,deals and ends,birch
"New Richmond, N.B.",origin,1885,1,11,spruce,birch,pine
"New Richmond, N.B.",origin,1889,1,4,deals,birch timber,birch
New River,origin,1874,2,5,deals,deal ends,ends
New Ross,origin,1877,2,38,,,
New Ross,origin,1879,3,0,,,
New York,origin,1874,15,35,staves,oars,logs
New York,origin,1875,46,103,staves,logs,deals
New York,origin,1877,23,42,deals,pine,staves
New York,origin,1878,6,8,logs,oars,pipe
New York,origin,1879,13,8,staves,boards,cedar
New York,origin,1880,2,2,oak,,
New York,origin,1881,221,348,staves,logs,walnut
New York,origin,1882,4,7,staves,doors,timber
New York,origin,1883,324,604,staves,logs,shooks
New York,origin,1884,27,47,staves,walnut,oak
New York,origin,1885,358,485,staves,spokes,handles
New York,origin,1886,21,30,staves,spokes,handles
New York,origin,1887,297,436,staves,handles,spokes
New York,origin,1888,15,27,staves,and,walnut
New York,origin,1889,291,420,staves,lumber,handles
New York,origin,1890,23,35,staves,lumber,handles
New York,origin,1891,233,295,staves,logs,lumber
New York,origin,1892,30,35,staves,oak lumber,lumber
New York,origin,1893,149,192,staves,lumber,logs
New York,origin,1895,55,75,staves,lumber,oak
New York,origin,1896,6,11,staves,furness,whitewood
New York,origin,1897,66,102,staves,wood,oak
New York,origin,1898,18,24,staves,lumber,walnut
New York,origin,1899,55,68,maple,lumber,shooks
"New York, U.S.",origin,1885,1,1,barrel,,
Newburgh,origin,1874,1,3,staves,fustic,logs
Newcast'e,origin,1891,1,1,deals,,
Newcastle,origin,1877,2,2,deals,,
Newcastle,origin,1885,1,2,hewn birch,deals,
Newcastle,origin,1893,3,3,fir pitwood,fir deals and ends,
Newcastle,origin,1895,1,1,deals and ends,,
Newcastle,origin,1899,1,4,lumber,hardwood,sawn timber
"Newcastle, N.B.",origin,1879,1,1,deals,,
"Newcastle, N.B.",origin,1881,1,1,deals,,
"Newcastle, N.B.",origin,1883,2,3,deals,palings,
"Newcastle, N.B.",origin,1887,3,10,birch,deals,spruce
"Newcastle, N.B.",origin,1889,6,14,deals,boards,scantlings
"Newcastle, N.B.",origin,1891,1,4,deals,scantlings,boards
"Newcastle, N.B.",origin,1893,5,7,fir deals,fir pitwood,birch deals and ends
Newfairwater,origin,1887,1,2,oak,staves,
Newfairwater,origin,1893,2,4,sleepers,half,
Newfairwater,origin,1899,1,1,beech,,
Newfoundland,origin,1879,1,1,staves,,
Newfoundland,origin,1881,1,2,boards,fir,
Newport,destination,1879,6,3,deals,,
Newport,destination,1881,586,698,pit,pitwood,fir sawn
Newport,destination,1882,20,33,pit,fir hewn,pitwood
Newport,destination,1883,480,625,pitwood,sawn fir,hewn fir
Newport,destination,1884,52,54,hewn fir,pitwood,props
Newport,destination,1885,458,593,hewn fir,pitwood,sawn fir
Newport,destination,1886,20,21,pitwood,pit,props
Newport,destination,1887,357,435,pitwood,sawn fir,hewn fir
Newport,destination,1888,6,6,pitwood,,
Newport,destination,1889,582,723,pitwood,pit props,deals
Newport,destination,1890,45,52,pitwood,hewn fir,pit props
Newport,destination,1891,248,322,pitwood,pit props,pit
Newport,destination,1892,44,58,pitwood,deals,fir
Newport,destination,1893,258,333,pitwood,pit props,sawn fir
Newport,destination,1895,236,259,sawn fir,pitwood,deals
Newport,destination,1896,18,20,pitwood,pit props,sawn fir
Newport,destination,1897,94,104,pitwood,pit props,hewn fir
Newport,destination,1898,14,15,sawn fir,pitwood,hewn fir
Newport,destination,1899,57,68,hewn fir,pitwood,sawn fir
Newport,origin,1884,1,1,oak,,
Newport,origin,1891,1,1,oak,,
Newport,origin,1892,1,1,boards,,
Newport,origin,1895,1,1,fir staves,,
Newport Mews,origin,1899,1,2,,,
Newport News,origin,1883,3,4,staves,walnut,planks
Newport News,origin,1885,2,6,oak lumber,poplar lumber,oak
Newport News,origin,1887,12,21,oak,planks,staves
Newport News,origin,1889,5,6,staves,handles,shuttle blocks
Newport News,origin,1890,1,2,oak,coffin,
Newport News,origin,1891,8,8,walnut,staves,deals
Newport News,origin,1892,4,6,oak,walnut lumber,poplar
Newport News,origin,1893,14,17,oak,staves,walnut
Newport News,origin,1895,14,19,lumber,oak,staves
Newport News,origin,1896,1,1,oak,,
Newport News,origin,1897,18,18,poplar,car,oak
Newport News,origin,1898,4,5,lumber,doors,n o
Newport News,origin,1899,25,37,poplar,oak,and bdls
"Newport News, V.",origin,1885,1,1,staves,,
"Newport News, Va",origin,1887,1,3,lumber,canada,
"Newport News, Va.",origin,1887,1,4,poplar,oak,staves
"Newport, Va.",origin,1885,1,1,boards,,
Newry,destination,1881,72,110,fir,deals,pit
Newry,destination,1883,30,35,deals,hewn fir,props
Newry,destination,1885,47,70,deals,battens,fir
Newry,destination,1887,52,67,pitwood,pit,props
Newry,destination,1888,1,2,lathwood,deals,
Newry,destination,1889,9,9,deals,planed,floorings
Newry,destination,1891,3,3,deals,fir,
Newry,destination,1892,1,1,deals,,
Newry,destination,1893,14,16,fir deals,fir boards,firewood
Newry,destination,1895,19,20,deals and ends,deals,pit props
Newry,destination,1898,1,1,deals,,
Newry,destination,1899,1,1,deals and battens,,
Newry,origin,1877,1,1,,,
Niedercallix,origin,1875,1,2,timber,deals,
Nivero,origin,1885,1,1,hewn fir,,
Njvik,origin,1875,1,10,spars,pit props,battens
Noderkalix,origin,1893,1,3,firewood,laths,staves
Nora,origin,1887,1,0,,,
Nordkoping,origin,1893,3,6,laths,props,pit
Nordmaling,origin,1875,2,2,deals,battens,
Nordmaling,origin,1879,6,6,deals,staves,battens
Nordmaling,origin,1881,6,4,staves,firewood,deals
Nordmaling,origin,1883,15,14,deals,firewood,battens
Nordmaling,origin,1885,7,7,battens,staves,firewood
Nordmaling,origin,1887,5,5,deals,staves,firewood
Nordmaling,origin,1889,6,6,deals,boards,fir
Nordmaling,origin,1891,3,3,battens,deals,firewood
Nordmaling,origin,1893,2,2,wood,sawn fir,
Nordmaling,origin,1895,4,4,deals,firewood,battens
Nordmaling,origin,1897,1,1,deals and battens,,
Nordmaling,origin,1899,2,2,fms,firewood,
Norfolk,origin,1875,1,1,treenails,,
Norfolk,origin,1877,3,10,staves,headings,logs
Norfolk,origin,1878,1,2,planks,treenails,
Norfolk,origin,1879,1,1,planks,,
Norfolk,origin,1880,1,2,staves,plks,
Norfolk,origin,1881,14,24,staves,treenails,logs
Norfolk,origin,1883,31,46,staves,walnut,planks
Norfolk,origin,1884,4,4,staves,,
Norfolk,origin,1885,22,31,staves,planks,pipe
Norfolk,origin,1887,21,29,staves,spokes,planks
Norfolk,origin,1888,1,1,oak,,
Norfolk,origin,1889,25,34,staves,oak,spokes
Norfolk,origin,1890,3,6,oak,wood,staves
Norfolk,origin,1891,23,38,oak,staves,logs
Norfolk,origin,1892,3,7,staves,spokes,logs
Norfolk,origin,1893,20,44,logs,staves,oak
Norfolk,origin,1895,3,5,staves,ash logs,sawn hickory
Norfolk,origin,1897,3,3,oak,whitewood,staves
Norfolk,origin,1899,4,4,walnut,oak,pine
Norfolk News,origin,1891,1,1,oak,,
Norfolk and Newport News,origin,1892,1,3,poplar,walnut,pipe
Norfolk and Newport News,origin,1893,1,3,walnut,oak,poplar
"Norfolk, N.S.",origin,1881,1,1,heading,,
"Norfolk, V.A.",origin,1897,1,1,staves,,
"Norfolk, VA.",origin,1897,2,2,oak,staves,
"Norfolk, Va",origin,1885,1,2,staves,planks,
"Norfolk, Va",origin,1897,1,1,cedar planks,,
"Norfolk, Va",origin,1899,1,3,poplar,walnut,ash
"Norfolk, Var.",origin,1883,1,1,staves,,
Norrjelge,origin,1899,1,1,firewood,,
Norrkoping,origin,1874,3,3,deals,planks,
Norrkoping,origin,1875,2,2,spikewood,boards,
Norrkoping,origin,1877,1,1,deals,,
Norrkoping,origin,1879,1,1,deals,,
Norrkoping,origin,1881,3,3,deals,,
Norrkoping,origin,1882,1,1,staves,,
Norrkoping,origin,1883,6,8,battens,firewood,deals
Norrkoping,origin,1885,3,4,deals,sawn fir,
Norrkoping,origin,1887,13,11,sawn fir,deals,deals and battens
Norrkoping,origin,1889,29,35,deals,props,battens
Norrkoping,origin,1890,1,1,pit,,
Norrkoping,origin,1891,11,11,deals,props,battens
Norrkoping,origin,1893,21,25,deals,battens,firewood
Norrkoping,origin,1895,13,12,sawn fir,laths,deals and battens
Norrkoping,origin,1897,7,8,sawn fir,laths,doors
Norrkoping,origin,1899,11,12,deals,laths,deals and battens
Norrsund,origin,1893,1,2,deals,firewood,
Norrsundet,origin,1879,1,1,planks,,
Norrsundet,origin,1881,1,1,wood sawn,,
Norrsundet,origin,1893,2,2,hewn fir,,
Norrsundet,origin,1895,3,3,deals,firewood,
Norrsundet,origin,1897,1,1,firewood,,
Norrsundet,origin,1899,2,2,pit props,hewn fir pitwood,
Norrtelge,origin,1889,1,1,deals,,
Norrtelje,origin,1893,1,2,firewood,deals,
Norrvik,origin,1893,1,1,fir battens,,
Norrviken,origin,1899,1,1,firewood,,
Norsholm,origin,1899,1,1,sawn fir,,
Nortelge,origin,1891,1,1,deals,,
Nortelge,origin,1895,1,1,sawn fir,,
"North Port, N.S.",origin,1887,2,4,firewood,deals,
"North Port, N.S.",origin,1895,1,3,deals,scantlings,
Northport,origin,1877,1,1,deals,,
Northport,origin,1889,2,6,deals,scantlings,ends
Northport,origin,1891,1,3,deals,scantlings,ends
"Northport, U.S.",origin,1895,1,2,deals,,
Norvik,origin,1887,1,1,firewood,,
Norway,origin,1875,1,1,battens,,
Norway,origin,1877,2,2,battens,pit,
Norway,origin,1879,3,3,deals,boards,battens
Norway,origin,1881,1,3,floorings,boards,staves
Norway,origin,1883,1,2,battens,boards,
Norway,origin,1887,4,5,battens,wood,staves
Norway,origin,1895,1,0,,,
Norway Yd,origin,1896,1,0,,,
Norwegian,origin,1891,1,0,,,
Noskey,origin,1881,1,1,ebony,,
Nossi Be,origin,1875,1,2,paldawood,logs,
Nouvelle,origin,1895,2,2,deals and ends,sawn fir,
Nova Scotia,origin,1889,1,1,deals,,
Now Orleans,origin,1885,1,1,oak lumber,,
Now York,origin,1885,1,2,handles,staves,
Noya,origin,1879,1,0,,,
Noya,origin,1883,1,1,pitwood,,
Noya,origin,1893,2,2,pitwood,split fir lathwood,
Nuevitas,origin,1881,2,6,mahogany,cedar,fustic
Nuevitas,origin,1883,3,6,mahogany,cedar,lancewood
Nuevitas,origin,1884,1,4,cedar,cocuswood,lignum
Nuevitas,origin,1891,2,4,cedar,logs,mahogany
Nuevitas,origin,1893,1,2,mahogany,cedar,
"Nvhamn, Soderhamn",origin,1889,1,2,sawn fir,hewn fir,
Nvhann,origin,1881,1,1,red,,
Ny Carleby,origin,1874,2,2,deals,,
Ny Carleby,origin,1881,1,1,battens,,
Ny Carleby,origin,1887,3,3,pit,sawn fir,
Ny Kopparberg,origin,1893,1,1,deals,,
"Ny, Karleby",origin,1885,1,1,deals,,
Nybamn,origin,1887,1,1,boards,,
Nyborg,origin,1879,1,1,deals,,
Nyborg,origin,1887,1,1,pit,,
Nyburg,origin,1874,1,1,deals,,
Nycarleby,origin,1883,1,1,battens,,
Nyhamn,origin,1874,3,3,deals and battens,ends,deals
Nyhamn,origin,1875,3,11,deals,red-wood square timber,deals and boards
Nyhamn,origin,1877,8,11,deals,battens,boards
Nyhamn,origin,1879,20,18,deals,boards,firewood
Nyhamn,origin,1881,26,29,deals,firewood,square timber
Nyhamn,origin,1883,26,26,deals,deals and battens,hewn fir
Nyhamn,origin,1885,20,22,deals,boards,firewood
Nyhamn,origin,1887,16,16,deals,sawn fir,deals and battens
Nyhamn,origin,1889,23,29,deals,firewood,battens
Nyhamn,origin,1891,14,21,deals,fir,battens
Nyhamn,origin,1893,9,12,deals,firewood,stds
Nyhamn,origin,1895,8,10,deals,firewood,deals and boards
Nyhamn,origin,1897,1,1,deals,,
Nyhamn,origin,1899,3,3,deals,,
Nyhaun,origin,1889,1,1,deals,,
Nykarbley,origin,1895,1,1,deals,,
Nykarleby,origin,1881,3,2,deals,,
Nykarleby,origin,1883,3,1,deals,,
Nykarleby,origin,1885,12,14,deals,sawn fir,sawn
Nykarleby,origin,1887,3,3,deals,pit,
Nykarleby,origin,1889,3,8,props,boards,deals
Nykjobing,origin,1892,1,1,wood labels,,
Nykjobing,origin,1893,2,2,hoops,bales,
Nykoping,origin,1879,2,1,deals,,
Nykoping,origin,1883,3,3,deals,props,
Nykoping,origin,1885,1,2,mining timber,pit,
Nyland,origin,1874,1,1,dozen,,
Nyland,origin,1877,5,5,battens,deals,
Nyland,origin,1879,2,1,battens,,
Nyland,origin,1881,2,2,deals,battens,
Nyland,origin,1883,5,7,deals,sawn fir,timber
Nyland,origin,1885,5,6,pit,hewn mining timber,hewn fir
Nyland,origin,1887,4,5,deals,mining timber,pit
Nyland,origin,1889,4,4,firewood,deals,mining timber
Nyland,origin,1891,7,8,timber,fir,deals
Nyland,origin,1899,1,1,firewood,,
Nynamn,origin,1874,1,3,deals,timber,deals and battens
Nynamn,origin,1881,1,1,deals,,
"Nynamn, Soderhamn",origin,1889,1,1,firewood,,
Nyrvik,origin,1875,1,1,deals,,
Nystad,origin,1885,2,3,sawn fir,timber,firewood
Nystad,origin,1895,1,1,deals,,
Nystad,origin,1899,3,4,deals,firewood,fir pit props
Nysted,origin,1889,1,1,birchwood,,
Nytorp,origin,1877,1,1,pit props,,
Nyvic,origin,1877,1,1,battens,,
Nyvick,origin,1877,2,2,deals,,
Nyvik,origin,1874,2,4,deals and battens,deals,timber
Nyvik,origin,1875,8,33,deals,battens,boards
Nyvik,origin,1877,18,25,deals,battens,boards
Nyvik,origin,1879,20,19,deals,battens,boards
Nyw York,origin,1891,1,2,handles,staves,
O xe osund,origin,1885,1,2,firewood,deals,
OCK,destination,1891,14,14,pit,fir,firewood
OLE COURT,destination,1885,6,9,pit,fir,hewn fir
ON,destination,1899,18,19,deals,pitprops,pitwood
ON,origin,1889,1,1,thames,,
Oaen,origin,1889,1,1,timber,,
Oak Bay,origin,1879,1,1,deals,,
Oak Bay,origin,1881,2,8,hardwood,deals,fir
"Oak Bay, N.B.",origin,1881,1,3,birchwood,firwood,deals
"Oak Bay, N.B.",origin,1889,1,2,birch timber sawn,fir timber sawn,
"Oak Bay, N.B.,",origin,1879,1,0,,,
"Oak Bay, N.S.",origin,1883,1,2,hewn birch,deals,
Oarril,origin,1891,1,1,pitwood,,
Obbola,origin,1891,1,1,sawn fir,,
Obbola,origin,1895,1,1,sawn fir,,
Obbola,origin,1899,1,2,deals,,
Odense,origin,1887,2,2,hoops,wood hoops,
Odense,origin,1889,1,1,wood,,
Odense,origin,1891,4,4,hoops,,
Odense and Fredrikshamn,origin,1893,1,1,casks,,
Odense and Norrkoping,origin,1893,1,1,deals,,
Odessa,origin,1874,1,1,logs,,
Odessa,origin,1881,6,11,staves,logs,walnut
Odessa,origin,1883,8,12,staves,oak,logs
Odessa,origin,1884,1,2,wainscot,oak,
Odessa,origin,1885,16,33,oak,wainscot,staves
Odessa,origin,1886,1,4,oak,wainscote,pipe
Odessa,origin,1887,8,16,oak,staves,wainscot
Odessa,origin,1888,1,1,wood,,
Odessa,origin,1889,14,18,oak,logs,staves
Odessa,origin,1890,2,2,staves,logs,
Odessa,origin,1891,10,9,logs,staves,wood
Odessa,origin,1893,3,3,oak,teak,
Odessa,origin,1895,2,2,oak,,
Odessa,origin,1896,1,1,oak,,
Odessa,origin,1899,2,2,oak,,
Ogmore Co,origin,1878,1,0,,,
Old Calabar,origin,1874,3,5,ebony,billets,treenails
Old Calabar,origin,1877,6,13,billets,logs,ebony
Old Calabar,origin,1879,1,0,,,
Old Calabar,origin,1884,1,1,ebony,,
Old Calabar,origin,1893,1,1,ebony,,
Old Calabar,origin,1896,2,2,,,
Old Harbour,origin,1881,3,3,logwood,,
Old Harbour,origin,1883,3,5,spars,green ebony,ebony
Olofsford,origin,1874,1,2,battens,deals,
Olofstors and Gefle,origin,1893,1,3,deals,planks,
Olskoldsvick,origin,1879,2,2,battens,deals,
Omsach,origin,1885,1,1,props,,
Onega,origin,1874,3,3,deals,boards,
Onega,origin,1875,3,3,deals,floorings,
Onega,origin,1877,15,19,deals,boards,firewood
Onega,origin,1879,20,19,deals,boards,
Onega,origin,1881,11,11,deals,firewood,fir sawn
Onega,origin,1883,9,7,deals,sawn fir,
Onega,origin,1885,17,18,deals,firewood,battens
Onega,origin,1887,24,24,deals,sawn fir,boards
Onega,origin,1889,18,19,deals,firewood,sawn fir
Onega,origin,1890,1,0,,,
Onega,origin,1891,5,2,fir,deals,
Onega,origin,1893,1,1,fir deals,,
Onega,origin,1895,12,12,deals,oak,firewood
Onega,origin,1899,9,9,deals,deals and battens,
Onega and Soroka,origin,1889,1,1,deals,,
Onen,origin,1893,1,1,split fir,,
Onkedalsorn,origin,1874,1,1,battens,,
Oplo,origin,1883,1,1,deals,,
Oplo,origin,1885,6,7,battens,deals,sawn fir
Oplo,origin,1887,1,1,firewood,,
Oplo,origin,1889,1,2,firewood,battens,
Oploe,origin,1885,1,1,deals,,
Oporto,origin,1877,1,4,timber,deals,
Oporto,origin,1885,1,1,props,,
Oporto,origin,1889,2,2,staves,,
Oporto,origin,1891,1,1,hoops,,
Oran,origin,1891,1,1,planches,,
Oregon,origin,1883,1,1,boards,,
Oreground,origin,1891,1,1,pit,,
Oreground,origin,1893,1,1,fir,,
Oregrund,origin,1889,1,2,hewn fir,sawn fir,
Oregrund,origin,1891,1,1,fir,,
Oregrund,origin,1893,3,3,sawn fir,deals,pit
Orendal,origin,1877,1,2,props,poles,
Oresund,origin,1885,1,1,props,,
Orient,origin,1889,1,0,,,
Orient,origin,1893,1,1,pitwood,,
Orkedalen,origin,1885,3,3,battens,pit,
Orkedalen,origin,1887,1,1,sawn fir,,
Orkedalsoren,origin,1874,1,1,battens,,
Orkedalsoren,origin,1883,1,2,battens,fir,
Orkedalsoren,origin,1889,2,4,deals,case boards,boards
Orkidulsken,origin,1877,1,1,deals,,
Orleans,origin,1885,1,1,staves,,
Orleans,origin,1887,1,1,staves,,
Ornekj,origin,1891,1,2,fir deals,fir,
Ornoviken,origin,1883,1,1,battens,,
Ornskavik,origin,1879,1,1,deals,,
Ornskoldsvik,origin,1877,2,2,deals,boards,
Ornskoldsvik,origin,1879,4,4,deals,,
Ornskoldsvik,origin,1881,3,5,planks and battens,boards,splitwood
Ornskoldsvik,origin,1883,5,4,deals,battens,firewood
Ornskoldsvik,origin,1889,1,4,fir,firewood,
Ornskoldsvik,origin,1891,1,1,firewood,,
Ornskoldsvik,origin,1895,6,6,deals,sawn fir,props
Ornskoldsvik,origin,1899,9,16,firewood,deals and battens,deals
Ornskoldsvit,origin,1877,1,1,battens,,
Ornskoldswik,origin,1883,1,1,battens,,
Ornskolksvik,origin,1875,1,5,deals and battens,oak timber,fir whitewood timber
Ornswall,origin,1881,1,1,battens,,
Oromocto,origin,1887,1,3,sawn fir,firewood,lathwood
Oronstadt,origin,1885,1,2,fir rickers,firewood,
Orotastadt,origin,1887,1,3,lathwood,deals,fms
Osbeck,origin,1895,1,1,wood chocks,,
Oscar,origin,1877,1,1,,,
Oscarsbamn,origin,1891,1,2,hewn fir,sawn,
Oscarshamn,origin,1874,1,2,lathwood,boards,
Oscarshamn,origin,1875,10,14,lathwood,props,pit props
Oscarshamn,origin,1877,23,25,pit props,pit,props
Oscarshamn,origin,1879,39,4,staves,laths,
Oscarshamn,origin,1881,58,71,pit,deals,headings
Oscarshamn,origin,1883,56,63,pit,props,hewn fir
Oscarshamn,origin,1884,1,1,props,,
Oscarshamn,origin,1885,53,56,pit,props,staves
Oscarshamn,origin,1887,52,51,pit,props,hewn fir
Oscarshamn,origin,1888,2,2,hewn fir,fir,
Oscarshamn,origin,1889,55,59,pit,props,pitwood
Oscarshamn,origin,1890,2,2,props,broom,
Oscarshamn,origin,1891,56,58,pit,props,fir
Oscarshamn,origin,1892,1,1,scantlings,,
Oscarshamn,origin,1893,47,51,fir props,props,pit
Oscarshamn,origin,1895,18,17,pit,pit props,props
Oscarshamn,origin,1897,19,19,props,pit props,deals
Oscarshamn,origin,1898,2,2,pit,props,
Oscarshamn,origin,1899,26,27,props,hewn fir,pit
Oscarshamp,origin,1889,1,1,props,,
Oskarn,origin,1879,1,0,,,
Oskarshamn,origin,1879,2,1,staves,,
Oskarshamn,origin,1885,1,1,pit,,
Oskarshamn,origin,1891,1,1,poles,,
Oskarshamn,origin,1893,1,1,fir sleepers,,
Oskarshamn,origin,1899,1,1,pitprops,,
Osoarshamn,origin,1889,1,1,props,,
Ostende,origin,1883,4,4,props,hewn fir,hewn timber
Ostende,origin,1884,2,2,hewn fir,,
Ostende,origin,1885,7,7,props,hewn pitwood,pit
Ostende,origin,1887,9,9,fir,pit,props
Ostende,origin,1888,1,1,props,,
Ostende,origin,1889,2,2,hewn wood,pit,
Ostende,origin,1893,1,1,fir split laths,,
Ostersjon,origin,1893,1,5,battens,deals,planks
Ostrana,origin,1875,1,1,deals,,
Ostrand,origin,1875,2,2,deals,battens,
Ostrand,origin,1879,2,2,deals,,
Otto,origin,1889,1,1,sawn fir,,
Owari,origin,1883,1,1,firewood,,
Oxarhaven,origin,1875,1,3,staves,red,white
Oxelosund,origin,1881,5,4,deals and battens,deals,
Oxelosund,origin,1883,4,4,deals and battens,deals,battens
Oxelosund,origin,1884,1,1,props,,
Oxelosund,origin,1885,6,6,deals,deals and battens,sawn fir
Oxelosund,origin,1887,3,3,sawn fir,deals,
Oxelosund,origin,1889,4,5,deals,,
Oxelosund,origin,1891,3,4,deals,boards,
Oxelosund,origin,1898,1,1,battens,,
Oxelosund,origin,1899,2,2,laths,deals and battens,
Oxford,origin,1881,1,5,deals,oak planks,spruce
P,origin,1875,1,1,deals,,
P,origin,1877,1,1,deals,,
P. E I.,origin,1880,1,2,deals,,
P. E. Island,origin,1879,1,1,deals,,
P. E. Island,origin,1881,3,3,deals,fir sawn,
P. E. Island,origin,1885,1,1,deals,,
P.E. Island,origin,1886,1,2,hewn birch,deals,
PENICUIK,destination,1889,14,17,deals,sawn fir,logs
PETITION PRESENTED,destination,1889,29,39,props,pitwood,sawn fir
PETITION PRESENTED FOR CESSIO,destination,1891,13,14,pit,props,deals
PETITIONS PRESENTED,destination,1889,13,13,props,battens,deals
PETITIONS PRESENTED,destination,1891,1,1,pit,,
PETITIONS PRESENTED FOR CESSIO,destination,1893,6,6,fir props,pit props,fir
POOL,destination,1893,5,9,elm,ash,oak
PORTS,destination,1895,1,2,fir spars,,
PRINCE'S DOCK,destination,1893,1,1,hard,,
PRINCE'S DOCK,destination,1895,19,21,deals,sawn fir,beech
PRINCE'S DOCK,destination,1899,17,18,deals,sawn pitch pine,firewood
PRINCES DOCK,destination,1897,1,2,lumber,,
