record_id,date,year,ship_name,origin_port,destination_port,commodity,quantity,unit,merchant,is_steamship,source_file
1,1875-May-1,1875,Empress,Trieste,London,staves,1300,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
1,1875-May-1,1875,Empress,Trieste,London,staves,41500,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
1,1875-May-1,1875,Empress,Trieste,London,redwood,22313,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
1,1875-May-1,1875,Empress,Trieste,London,staves,9173,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,wood pulp,102,bgs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,planks,1669,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,boards,8047,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,firewood,24,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,battens and boards,47242,no,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,firewood,2,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,firewood,174,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,laths,1250,bdls,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,boards,19278,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,boards,63411,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,battens,192,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
2,1875-May-1,1875,Fido,Christiania,London,boards,47651,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,deals,104,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,deals,8648,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,deals,1135,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,laths,950,bdls,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,logs,68,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,logs,172,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,staves,1006,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,deals,582,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,staves,1006,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
3,1875-May-1,1875,Leopold,Le Havre,London,treenails,35000,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
4,1875-May-1,1875,Caroline,Gothenburg,London,deals,1135,doz,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
4,1875-May-1,1875,Caroline,Gothenburg,London,firewood,151,t,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,firewood,14,bxs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,battens,235,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,boards,380,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,firewood,25,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,oars,40,prs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
5,1875-May-1,1875,Albert Edward,Gothenburg,London,mouldings,3720,bdls,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,snakewood,67,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,teak timber,2617,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,battens,506,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,boards,5314,bb,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,battens,506,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,deals,99,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,fir timber,833,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,firewood,147,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,battens,2054,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,boards,2552,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,boards,2552,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,staves,9784,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,wood,103,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,wainscot,255,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,oak,43000,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,butt ends,11,cs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
6,1875-May-1,1875,Diana,Amsterdam,London,walnut,5,cs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
7,1875-May-1,1875,Theodor,Skien,London,firewood,90,fms,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
7,1875-May-1,1875,Theodor,Skien,London,battens,652,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
7,1875-May-1,1875,Theodor,Skien,London,deals,1834,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
7,1875-May-1,1875,Theodor,Skien,London,boards,72766,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,boards,23956,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,,474,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,firewood,90,fms,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,timber,1031,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,deals,9767,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,staves,50600,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,deals,1834,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,boards,72766,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
8,1875-May-1,1875,Maerke,Christiania,London,oak,4560,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,sapanwood,3424,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
