record_id,date,year,ship_name,origin_port,destination_port,commodity,quantity,unit,merchant,is_steamship,source_file
9,1875-May-1,1875,Menzaleh,Colombo,London,oars,149,prs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,deals,2,doz,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,timber,334,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,logs,31,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,planks,100,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,gun-stocks,40000,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,city of florence,25,order,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,firewood,189,fms,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,match,103,cs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,oars,32,prs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,logs,42,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
9,1875-May-1,1875,Menzaleh,Colombo,London,treenails,5000,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt"
10,1875-May-1,1875,Charlotte Vede,Champion Bay,London,timber,115,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
11,1875-May-1,1875,De Gode,Fredrikstad,London,laths,1238,bdls,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
11,1875-May-1,1875,De Gode,Fredrikstad,London,boards,46012,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
12,1875-May-1,1875,A. Adelina,Tonala,London,mahogany,51,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
12,1875-May-1,1875,A. Adelina,Tonala,London,logs,121,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
13,1875-May-1,1875,Andreas,Fredrikstad,London,boards,54266,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
14,1875-May-1,1875,Atlas,Boston,Liverpool,staves,4800,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
15,1875-May-1,1875,Belle,City of Son,Liverpool,timber,739,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
16,1875-May-1,1875,Alabama,New Orleans,Liverpool,logs,570,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
16,1875-May-1,1875,Alabama,New Orleans,Liverpool,curl,100,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
16,1875-May-1,1875,Alabama,New Orleans,Liverpool,curl,100,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
17,1875-May-1,1875,Brooklyn,New York,Liverpool,staves,12800,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
18,1875-May-1,1875,Malta,Istanbul,Liverpool,boxwood,172,t,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
18,1875-May-1,1875,Malta,Istanbul,Liverpool,ditto,67,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
19,1875-May-1,1875,Solo,Pensacola,Liverpool,timber,649,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
19,1875-May-1,1875,Solo,Pensacola,Liverpool,deals,550,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
20,1875-May-1,1875,Royal Standard,New Orleans,Liverpool,logs,162,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
21,1875-May-1,1875,Alma,Tlacotalpan,Liverpool,logs,3,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
21,1875-May-1,1875,Alma,Tlacotalpan,Liverpool,logs,3,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
22,1875-May-1,1875,Ontario,Boston,Liverpool,staves,13200,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
23,1875-May-1,1875,Eidsvold,Minatitlan,Liverpool,logs,465,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
23,1875-May-1,1875,Eidsvold,Minatitlan,Liverpool,logs,18,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
24,1875-May-1,1875,Macaulay,Baltimore,Liverpool,corn,11501,bgs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
24,1875-May-1,1875,Macaulay,Baltimore,Liverpool,wood,10791,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
25,1875-May-1,1875,Arnold,Tlacotalpan,Liverpool,fustic,43,t,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
25,1875-May-1,1875,Arnold,Tlacotalpan,Liverpool,logs,222,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
26,1875-May-1,1875,Jarnan,Minatitlan,Liverpool,logs,407,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
26,1875-May-1,1875,Jarnan,Minatitlan,Liverpool,logs,83,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
27,1875-May-1,1875,Eidanger,Brevig,Liverpool,poles,1916,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
27,1875-May-1,1875,Eidanger,Brevig,Liverpool,red wood,1476,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
27,1875-May-1,1875,Eidanger,Brevig,Liverpool,props,181,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
28,1875-May-1,1875,Marmonia,Minatitlan,Liverpool,logs,276,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
28,1875-May-1,1875,Marmonia,Minatitlan,Liverpool,logs,31,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
28,1875-May-1,1875,Marmonia,Minatitlan,Liverpool,logs,126,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
28,1875-May-1,1875,Marmonia,Minatitlan,Liverpool,logs,3,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
29,1875-May-1,1875,Celtic,New York,Liverpool,staves,3800,hhd,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
30,1875-May-1,1875,Vicksburg,New Orleans,Liverpool,staves,1200,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
31,1875-May-1,1875,Catherina,Tlacotalpan,Liverpool,fustic,9,t,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
32,1875-May-1,1875,Madge Wildfire,Boston,Liverpool,staves,4800,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
32,1875-May-1,1875,Madge Wildfire,Boston,Liverpool,fustic,9,t,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
33,1875-May-1,1875,Hecla,Boston,Liverpool,planks,,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
34,1875-May-1,1875,Einar Thambershelver,Rangoon,Liverpool,poles,465,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
34,1875-May-1,1875,Einar Thambershelver,Rangoon,Liverpool,mining timber,155,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
34,1875-May-1,1875,Einar Thambershelver,Rangoon,Liverpool,spars,1120,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
34,1875-May-1,1875,Einar Thambershelver,Rangoon,Liverpool,soon,1456,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
35,1875-May-1,1875,Thudvang,Mandal,Liverpool,boards,600,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
35,1875-May-1,1875,Thudvang,Mandal,Liverpool,timber,3000,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
35,1875-May-1,1875,Thudvang,Mandal,Liverpool,pit,1560,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
36,1875-May-1,1875,City of New York,New York,Liverpool,staves,63979,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
37,1875-May-1,1875,Goethe,Fredrikstad,Liverpool,boxwood,49,t,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
38,1875-May-1,1875,Witch,Pascagoula,Liverpool,timber,441,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
39,1875-May-1,1875,Ararat,Istanbul,Liverpool,boxwood,89,t,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
39,1875-May-1,1875,Ararat,Istanbul,Liverpool,teak,150,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
40,1875-May-1,1875,Quebec,Boston,Liverpool,staves,6000,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
41,1875-May-1,1875,Altair,Rangoon,Liverpool,pitwood,2691,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
41,1875-May-1,1875,Altair,Rangoon,Liverpool,pit props,2691,pcs,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
41,1875-May-1,1875,Altair,Rangoon,Liverpool,teak,837,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
42,1875-May-1,1875,Coronet,New Orleans,Liverpool,staves,4000,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
43,1875-May-1,1875,Munin,Gothenburg,Liverpool,props,609,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
44,1875-May-1,1875,Syria,New York,Liverpool,staves,2400,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
45,1875-May-1,1875,Uncle Joe,Norfolk,Liverpool,treenails,10000,,,FALSE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
46,1875-May-1,1875,Californian,West Indies,Liverpool,satinwood,254,pcs,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
46,1875-May-1,1875,Californian,West Indies,Liverpool,logs,286,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
46,1875-May-1,1875,Californian,West Indies,Liverpool,,68,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
46,1875-May-1,1875,Californian,West Indies,Liverpool,crutches,1453,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
46,1875-May-1,1875,Californian,West Indies,Liverpool,crutches,57,,,TRUE,"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p002.txt"
