origin_port,destination_port,year,num_ships,num_cargo_items,top_commodity,top_commodity_count
Matane,Troon,1887,1,2,spoolwood,1
Matane,Troon,1889,1,2,sawn fir,1
Matane,Troon,1891,2,4,spoolwood,2
Matane,Troon,1893,2,4,birch wood,1
Matane,Troon,1895,1,1,spool,1
Matane,Tyne,1881,1,3,deals,2
Matane,Tyne,1883,1,1,deals,1
Matane,Tyne,1885,1,1,deals,1
Matanzas,Dundee,1877,1,1,logs,1
Matawa,NEW YORK,1875,1,2,lathwood,1
Mauritius,Greenock,1877,2,4,square teak timber,1
Mauritius,London,1881,1,1,logs,1
Mauritius,London,1891,1,1,logs,1
Mauritius,NELSON DOCK,1897,1,1,ebony,1
Mauritzberg,London,1893,1,2,battens,1
Mayaguez,London (Tilbury Docks),1893,1,1,,0
Mayaguez,Tyne,1897,1,1,redwood,1
Mazatlan,Liverpool,1881,1,1,ebony,1
Mazzarelli,London,1883,1,1,olivewood,1
Mculmein,Greenock,1889,2,5,teak,2
Mediterranean,CURRENT PRICES,1875,1,2,boxwood,1
Mediterranean,Fowey,1883,1,1,boxwood,1
Mediterranean,Grimsby,1881,1,1,walnut,1
Mediterranean,Liverpool,1881,17,18,boxwood,6
Mediterranean,Liverpool,1883,21,30,boxwood,12
Mediterranean,Liverpool,1884,4,4,oak,2
Mediterranean,Liverpool,1891,1,1,boxwood,1
Mediterranean,London,1875,1,1,walnut,1
Mediterranean,London,1881,1,1,staves,1
Mediterranean,London,1883,1,6,boxwood,2
Mediterranean,NELSON DOCK,1898,1,1,oak,1
Medleaks,Grimsby,1895,1,1,props,1
Melbourne,London,1875,3,3,treenails,3
Melbourne,London (Tilbury Docks),1891,1,1,wood,1
Melbu,Liverpool,1881,1,0,,0
Melchers,Newport,1881,1,1,pit,1
Mem,Borrowstounness,1885,1,1,deals,1
Mem,Bristol,1874,1,2,deals,2
Mem,Dundee,1885,1,1,deals,1
Mem,Fowey,1885,1,1,lathwood,1
Mem,Greenock,1885,1,1,deals,1
Mem,Grimsby,1881,3,3,deals,3
Mem,Grimsby,1883,1,1,deals,1
Mem,Grimsby,1885,2,2,sawn fir,1
Mem,Grimsby,1889,1,1,pit,1
Mem,Grimsby,1891,1,1,props,1
Mem,Grimsby,1899,1,1,,0
Mem,Hull (Queen's Dock),1899,1,1,deals,1
Mem,Liverpool,1891,1,1,deals,1
Mem,Lynn,1879,2,1,staves,1
Mem,Lynn,1883,1,1,deals,1
Mem,Lynn,1887,2,3,staves,1
Mem,Lynn,1889,1,2,firewood,1
Mem,Newport,1881,1,1,battens,1
Mem,Newport,1887,1,2,sawn fir,2
Mem,Poole,1885,1,1,battens,1
Mem,Poole,1887,1,2,firewood,1
Mem,Tyne,1881,1,1,fir,1
Mem,Tyne,1883,4,5,deals,4
Mem,Tyne,1885,3,3,deals,2
Mem,Tyne,1887,1,1,deals,1
Mentz,London,1893,1,1,spruce,1
Mera,Fleetwood,1887,1,1,deals,1
Mercury Bay,Tyne,1897,1,1,kauri pine timber,1
Merlaix,Stockton,1887,1,1,pitwood,1
Meschers,Bristol,1881,3,3,pitwood,2
Meschers,Newport,1881,1,1,pit,1
Meschers,Stockton,1881,1,1,pitwood,1
Mesen,Dublin,1881,1,1,deals,1
Mesquer,Newport,1881,1,1,pit,1
Mesquer,Newport,1889,1,1,pitwood,1
Mesquer,Newport,1893,1,1,pit props,1
Messina,London (Tilbury Docks),1892,1,1,hoops,1
Mestis,London,1883,1,3,deals,2
Meta,Borrowstounness,1891,1,0,,0
Metane,Grimsby,1889,1,2,deals,2
Metane,London,1887,1,1,deals,1
Metane,Sligo,1889,1,1,fir,1
Metis,Bristol,1879,1,1,deals,1
Metis,Cork,1895,1,1,deals and battens,1
Metis,Dublin,1887,1,2,deals,2
Metis,Dublin,1893,1,2,deals and deal ends,1
Metis,Dublin,1895,1,5,birch,1
Metis,Dundee,1877,1,2,deals,1
Metis,Fleetwood,1887,1,1,deals,1
Metis,Grimsby,1881,1,3,palings,1
Metis,Liverpool,1881,1,2,deals,2
Metis,Liverpool,1883,3,8,deals,5
Metis,Liverpool,1889,2,4,deals,4
Metis,London,1879,7,7,deals,7
Metis,London,1881,2,7,deals,3
Metis,London,1883,4,10,deals,6
Metis,London,1885,5,9,deals,4
Metis,London,1887,2,2,deals,2
Metis,London,1889,1,2,spruce,2
Metis,London,1891,1,2,deals,2
Metis,London,1893,1,2,deals,2
Metis,London,1899,2,3,spruce,3
Metis,London (Tilbury Docks),1889,1,2,deals,2
Metis,London (Tilbury Docks),1893,1,2,deals,2
Metis,Londonderry,1895,1,1,deals,1
Metis,Lynn,1899,1,2,deals,2
Metis,Newport,1891,1,1,deals,1
Metis,Sligo,1881,1,2,hewn timber,1
Metis,Sligo,1887,1,1,sawn fir,1
Metis,Tyne,1895,1,1,deals and ends,1
Mexico,Grimsby,1883,1,1,staves,1
Mexico,Liverpool,1874,1,1,logwood,1
Mexico,Liverpool,1881,1,1,brazil wood,1
Mexico,Liverpool,1883,3,7,logs,3
Mexico,Liverpool,1891,1,1,dogwood,1
Mexico,London,1883,1,2,logs,1
Middlepart,Borrowstounness,1877,1,1,props,1
Milk River,Liverpool,1874,1,3,logwood,1
Miller,Bristol,1887,1,0,,0
Millwall Dk,DEY FLOORING,1896,1,0,,0
Milsamvig,Borrowstounness,1875,1,1,props,1
Milsemvig,Borrowstounness,1877,1,1,props,1
Minatitlan,Bristol,1874,1,1,logs,1
Minatitlan,Bristol,1875,4,7,logs,7
Minatitlan,Bristol,1877,2,4,logs,3
Minatitlan,Bristol,1891,1,0,,0
Minatitlan,CURRENT PRICES,1875,2,4,logs,2
Minatitlan,Dover,1891,1,0,,0
Minatitlan,Dublin,1883,1,2,mahogany,1
Minatitlan,Dundee,1877,3,6,logs,4
Minatitlan,Dundee,1883,1,1,logs,1
Minatitlan,Dundee,1887,1,2,logs,2
Minatitlan,Fowey,1881,1,1,logs,1
Minatitlan,Grimsby,1877,2,7,logs,5
Minatitlan,Grimsby,1881,1,1,logs,1
Minatitlan,Liverpool,1874,2,6,logs,4
Minatitlan,Liverpool,1875,7,16,logs,14
Minatitlan,Liverpool,1881,6,11,logs,10
Minatitlan,Liverpool,1883,2,3,logs,3
Minatitlan,Liverpool,1891,2,4,logs,3
Minatitlan,Liverpool,1893,1,2,logs,2
Minatitlan,London,1874,4,8,logs,3
Minatitlan,London,1875,9,14,logs,13
Minatitlan,London,1879,1,1,mahogany,1
Minatitlan,London,1881,7,14,logs,13
Minatitlan,London,1883,3,5,logs,5
Minatitlan,London,1891,1,1,logs,1
Minatitlan,London (Tilbury Docks),1891,1,2,cedar,1
Minatitlan,London (Tilbury Docks),1892,2,4,logs,4
Minatitlan,Lynn,1893,1,1,mahogany,1
Minatitlan,Poole,1881,1,1,mahogany,1
Minatitlan,Stockton,1881,1,4,logs,2
Minatitlan,Tyne,1877,1,2,mahogany,1
Minde,Greenock,1899,1,0,,0
Minititlan,Dundee,1883,1,1,deals,1
Minititlan,Liverpool,1884,1,2,logs,2
Miramichi,BELLYWOOD,1893,1,1,fir deals,1
Miramichi,Berwick,1893,1,1,deals and battens,1
Miramichi,Borrowstounness,1889,1,1,sawn pine deals,1
Miramichi,Boston,1895,1,1,deals and battens,1
Miramichi,Bristol,1874,1,5,deals,3
Miramichi,Bristol,1875,6,18,deals,10
Miramichi,Bristol,1877,2,3,deals,1
Miramichi,Bristol,1879,21,20,deals,20
Miramichi,Bristol,1881,5,7,deals,3
Miramichi,Bristol,1883,16,19,deals,13
Miramichi,Bristol,1885,8,9,deals,7
Miramichi,Bristol,1887,7,7,sawn fir,4
Miramichi,Bristol,1889,8,8,deals,6
Miramichi,Bristol,1891,3,3,deals,3
Miramichi,Bristol,1893,1,1,fir deals and ends,1
Miramichi,Bristol,1895,2,2,deals and ends,1
Miramichi,Bristol,1899,2,2,deals and ends,1
Miramichi,CURRENT PRICES,1875,2,4,deals,3
Miramichi,Cliffe,1889,1,1,deals,1
Miramichi,Cork,1881,3,7,deals,3
Miramichi,Cork,1883,4,7,deals,5
Miramichi,Cork,1885,1,1,deals,1
Miramichi,Cork,1889,1,1,deals,1
Miramichi,Cork,1893,1,1,deals,1
Miramichi,Cork,1895,2,2,sawn,1
Miramichi,Deptford,1885,1,2,deals,1
Miramichi,Dublin,1881,1,1,deals,1
Miramichi,Dublin,1883,4,4,deals,4
Miramichi,Dublin,1885,2,2,deals,2
Miramichi,Dublin,1887,3,3,deals,3
Miramichi,Dublin,1889,3,3,deals,3
Miramichi,Dublin,1893,1,1,deal and ends,1
Miramichi,Dublin,1899,1,1,deals,1
Miramichi,Dundee,1875,2,2,deals,2
Miramichi,Dundee,1877,11,20,deals,9
Miramichi,Dundee,1879,4,3,deals,2
Miramichi,Dundee,1881,5,9,deals,7
Miramichi,Dundee,1883,6,11,deals,7
Miramichi,Dundee,1885,2,2,deals,2
Miramichi,Dundee,1889,5,9,deals,3
Miramichi,Exeter,1887,1,1,deals,1
Miramichi,Exeter,1895,1,1,deals,1
Miramichi,Fleetwood,1881,3,4,deals,3
Miramichi,Fleetwood,1883,9,10,deals,7
Miramichi,Fleetwood,1885,1,1,deals,1
Miramichi,Fleetwood,1887,2,2,deals,2
Miramichi,Fleetwood,1889,4,5,deals,4
Miramichi,Fleetwood,1893,1,1,fir deals & ends,1
Miramichi,Fleetwood,1895,1,1,deals,1
Miramichi,Fleetwood,1899,1,1,,0
Miramichi,Fowey,1881,1,1,deals,1
Miramichi,Fowey,1883,2,2,deals,2
Miramichi,Fowey,1895,1,1,battens and deals,1
Miramichi,Goole,1881,3,4,deals,3
Miramichi,Greenock,1875,2,11,deals,2
Miramichi,Greenock,1877,2,2,deal scantling and deal ends,1
Miramichi,Greenock,1883,2,5,deals,3
Miramichi,Greenock,1893,1,1,spoolwood,1
Miramichi,Greenock,1899,1,1,deals,1
Miramichi,Grimsby,1881,7,11,deals,7
Miramichi,Grimsby,1883,3,8,deals,3
Miramichi,Grimsby,1885,1,1,deals,1
Miramichi,Grimsby,1893,1,3,timber,1
Miramichi,Hull (Queen's Dock),1895,1,1,deals,1
Miramichi,Hull (Union Dock),1893,1,3,deals,2
Miramichi,INTER TOPS,1893,1,2,fir,1
Miramichi,Limerick,1889,1,1,fir,1
Miramichi,Limerick,1892,1,1,deal ends and battens,1
Miramichi,Limerick,1895,2,2,sawn fir,1
Miramichi,Limerick,1897,1,1,deals,1
Miramichi,Liverpool,1874,6,19,deals,9
Miramichi,Liverpool,1877,9,23,deals,8
Miramichi,Liverpool,1879,11,10,deals,10
Miramichi,Liverpool,1881,11,30,deals,14
Miramichi,Liverpool,1883,23,52,deals,24
Miramichi,Liverpool,1885,6,17,deals,6
Miramichi,Liverpool,1887,13,36,deals,10
Miramichi,Liverpool,1889,13,34,deals,12
Miramichi,Liverpool,1891,10,18,birch,4
Miramichi,Liverpool,1893,8,16,deals,7
Miramichi,Liverpool,1895,4,11,deals,3
Miramichi,London,1874,1,2,deals,1
Miramichi,London,1879,8,8,deals,8
Miramichi,London,1881,8,17,deals,8
Miramichi,London,1883,14,32,deals,18
Miramichi,London,1885,4,8,deals,3
Miramichi,London,1887,2,5,deals,3
Miramichi,London,1889,5,11,deals,5
Miramichi,London,1891,3,5,deals,3
Miramichi,London,1893,2,4,deals,2
Miramichi,London (Tilbury Docks),1887,1,2,deals,2
Miramichi,London (Tilbury Docks),1889,1,1,deals,1
Miramichi,Londonderry,1881,1,1,sawn fir,1
Miramichi,Londonderry,1883,2,2,deals,2
Miramichi,Londonderry,1885,4,8,hewn fir,3
Miramichi,Londonderry,1887,1,1,sawn fir,1
Miramichi,Londonderry,1889,1,3,sawn fir,1
Miramichi,Londonderry,1893,1,1,deals,1
Miramichi,Londonderry,1895,1,1,sawn fir,1
Miramichi,Londonderry,1899,1,1,sawn fir,1
Miramichi,Lynn,1879,1,1,deals,1
Miramichi,Lynn,1881,4,4,deals,3
Miramichi,Lynn,1883,1,2,deals,2
Miramichi,Lynn,1885,4,5,deals,3
Miramichi,Lynn,1887,1,1,deals,1
Miramichi,Lynn,1899,2,9,spruce,3
Miramichi,Newport,1881,5,6,deals,3
Miramichi,Newport,1883,6,8,deals,5
Miramichi,Newport,1889,6,9,spruce,4
Miramichi,Newport,1895,2,2,deals,1
Miramichi,Newry,1881,2,2,deals,2
Miramichi,Newry,1883,6,6,deals,5
Miramichi,Newry,1885,3,4,deals,2
Miramichi,Newry,1891,1,1,fir,1
Miramichi,Newry,1893,1,1,sawn fir,1
Miramichi,Newry,1895,2,2,deals,1
Miramichi,Poole,1885,1,1,sawn fir,1
Miramichi,Poole,1887,3,5,sawn fir,2
Miramichi,Poole,1889,1,2,spruce deals,1
Miramichi,Poole,1891,1,1,deals,1
Miramichi,Poole,1893,1,1,fir deals and ends,1
Miramichi,Poole,1895,4,4,deals and ends,1
Miramichi,Poole,1899,1,1,,0
Miramichi,RECORD OUTPUT OF TIMBER,1899,3,4,sawn birch,1
Miramichi,Sligo,1881,1,2,deals,2
Miramichi,Sligo,1883,5,6,deals,5
Miramichi,Sligo,1889,3,3,deals,2
Miramichi,Sligo,1893,1,2,fir deals and ends,1
Miramichi,Stockton,1881,3,3,deals,2
Miramichi,Stockton,1883,2,4,deals,2
Miramichi,Stockton,1889,1,2,deals,1
Miramichi,Stockton,1891,2,2,fir,1
Miramichi,Stockton,1895,1,2,board ends,1
Miramichi,TIMBER,1877,2,43,deals,22
Miramichi,TOWER DOCK,1893,1,3,deals,2
Miramichi,Troon,1881,1,1,deals,1
Miramichi,Troon,1883,1,1,deals,1
Miramichi,Truro,1887,1,1,sawn fir,1
Miramichi,Tyne,1881,7,11,deals,7
Miramichi,Tyne,1883,9,12,deals,6
Miramichi,Tyne,1885,5,7,deals,5
Miramichi,Tyne,1887,11,14,deals,9
Miramichi,Tyne,1889,12,20,deals,7
Miramichi,Tyne,1891,5,7,deals,3
Miramichi,Tyne,1893,2,3,sawn fir,1
Miramichi,Tyne,1895,4,6,deals and ends,3
Miramichi,Tyne,1897,1,2,deals and ends,1
Miramichi,Tyne,1899,6,7,deals,2
Miramichi,Wexford,1883,2,5,deals,2
Miramichi,Wexford,1889,3,6,deals,3
Miramichi,Wick,1885,3,4,deals,3
Miramichi,Workington,1881,2,2,deals,2
Miramichi,Workington,1883,7,9,deals,6
Miramichi,Workington,1889,1,1,deals,1
Miramichi York,Liverpool,1881,1,1,staves,1
"Miramichi, N.B.",Bristol,1887,2,2,deals,2
"Miramichi, N.B.",Bristol,1889,2,3,deals,2
"Miramichi, N.B.",Dundee,1895,2,2,deals,2
"Miramichi, N.B.",Liverpool,1883,1,3,birch,1
"Miramichi, N.B.",Liverpool,1885,1,3,birch,1
"Miramichi, N.B.",Liverpool,1895,1,3,deals,2
"Miramichi, N.B.",London,1883,1,1,deals,1
"Miramichi, N.B.",Newport,1885,1,1,deals,1
"Miramichi, N.B.",Newport,1893,1,1,deals,1
"Miramichi, N.B.",Poole,1889,1,1,sawn fir,1
"Miramichi, N.B.",Stockton,1889,2,3,deals,2
"Miramichi, N.B.",Truro,1887,1,1,sawn fir,1
"Miramichi, N.B.",Tyne,1889,2,3,deals,2
Miramishi,Wick,1885,1,2,sawn fir,1
Miridan,Tyne,1899,1,1,sleeper blocks,1
Missouri,London,1885,1,1,oak,1
Mo,Poole,1899,1,2,boards,1
Mobile,BRUNSWICK DOCK,1893,1,1,oak,1
Mobile,Boston,1891,1,3,hewn fir,1
Mobile,Boston,1895,1,2,hewn fir,1
Mobile,Bristol,1885,2,4,hewn pitch pine,1
Mobile,Bristol,1887,1,2,hewn fir,1
Mobile,Bristol,1889,1,3,hewn fir,1
Mobile,Bristol,1891,2,1,hewn and sawn fir,1
Mobile,Bristol,1893,3,5,sawn pitch pine,1
Mobile,Bristol,1897,4,6,sawn fir,3
Mobile,Bristol,1899,3,7,hewn fir,2
Mobile,Cork,1883,3,10,deals,3
Mobile,Cork,1885,1,2,sawn pitch pine,1
Mobile,Cork,1893,1,1,sawn fir,1
Mobile,Cork,1895,1,9,hewn pitch pine,1
Mobile,Cowes,1885,1,2,sawn fir,1
Mobile,Deptford,1885,1,4,sawn ash,1
Mobile,Dover,1885,1,2,hewn fir,1
Mobile,Dublin,1885,1,2,timber,1
Mobile,Dundee,1885,2,3,pitch pine timber,1
Mobile,Dundee,1890,1,2,hewn fir,1
Mobile,Dundee,1891,1,3,hewn pitch pine,1
Mobile,Dundee,1897,1,3,sawn fir,1
Mobile,Dundee,1899,2,4,pitch pine timber,1
Mobile,Exeter,1885,1,2,hewn fir,1
Mobile,Exeter,1891,1,0,,0
Mobile,Fleetwood,1885,1,2,hewn fir,1
Mobile,Fleetwood,1897,3,4,sawn fir,1
Mobile,Fowey,1889,1,2,hewn fir,1
Mobile,Goole,1889,3,4,oak,2
Mobile,Greenock,1881,1,5,hewn timber,1
Mobile,Greenock,1883,1,3,hewn timber,1
Mobile,Greenock,1885,2,7,sawn pitch pine,1
Mobile,Greenock,1886,2,6,deals,2
Mobile,Greenock,1889,2,8,sawn pitch pine,3
Mobile,Greenock,1891,2,6,deals,2
Mobile,Greenock,1893,2,12,sawn,1
Mobile,Greenock,1895,1,2,sawn pitch pine timber,1
Mobile,Greenock,1899,2,6,hewn timber,1
Mobile,Grimsby,1883,1,1,pitch pine,1
Mobile,Grimsby,1885,6,13,sawn fir,4
Mobile,Grimsby,1889,1,2,sawn timber,1
Mobile,Grimsby,1891,2,3,pitch,2
Mobile,Grimsby,1895,1,1,boards,1
Mobile,Grimsby,1897,2,3,sawn pitch pine timber and lumber,1
Mobile,Grimsby,1899,1,1,timber and deals,1
Mobile,Hull (Queen's Dock),1899,1,1,deals,1
Mobile,INTER TOPS,1893,1,5,oak,1
Mobile,Limerick,1897,1,1,sawn fir s,1
Mobile,Liverpool,1875,1,1,hhd,1
Mobile,Liverpool,1879,1,1,deals,1
Mobile,Liverpool,1881,13,26,deals,10
Mobile,Liverpool,1883,5,8,timber,3
Mobile,Liverpool,1884,1,2,hewn timber,1
Mobile,Liverpool,1885,13,29,staves,6
Mobile,Liverpool,1886,1,2,sawn pitch pine,1
Mobile,Liverpool,1887,11,19,staves,4
Mobile,Liverpool,1889,7,16,pitch,3
Mobile,Liverpool,1890,1,1,oak,1
Mobile,Liverpool,1891,4,8,timber,1
Mobile,Liverpool,1892,1,3,hewn pitch pine,1
Mobile,Liverpool,1893,9,26,walnut,3
Mobile,Liverpool,1899,3,13,deals,3
Mobile,Liverpool (Coburg Dock),1897,2,3,sawn pitch pine,1
Mobile,London,1875,1,1,sticks,1
Mobile,London,1881,2,4,timber,2
Mobile,London,1883,4,18,walnut,3
Mobile,London,1885,8,26,deals,7
Mobile,London,1887,3,7,deals,2
Mobile,London,1889,2,6,timber,1
Mobile,London,1891,3,8,timber,2
Mobile,London,1893,1,2,timber,1
Mobile,London,1899,1,1,sawn wood,1
Mobile,London (Tilbury Docks),1891,3,6,timber,2
Mobile,Lynn,1891,1,2,sawn pitch pine,1
Mobile,Middlesbrough,1881,1,2,timber,1
Mobile,Newport,1884,1,1,sawn fir,1
Mobile,Newport,1885,1,2,sawn timber,1
Mobile,Newport,1886,1,2,hewn fir,1
Mobile,Newport,1887,2,5,hewn fir,1
Mobile,Newport,1889,2,4,sawn fir,2
Mobile,Newport,1891,3,6,hewn fir,2
Mobile,Newport,1893,1,2,sawn fir,1
Mobile,Newport,1895,1,2,sawn fir,1
Mobile,Newport,1896,2,2,sawn pitch pine,1
Mobile,Poole,1883,1,3,hewn pitch pine,1
Mobile,Poole,1887,2,3,hewn fir,1
Mobile,Poole,1889,2,5,pitch,2
Mobile,Poole,1893,2,4,sawn pitch pine,1
Mobile,Stockton,1881,1,3,hewn timber,1
Mobile,Stockton,1885,1,2,hewn fir,1
Mobile,Troon,1889,1,3,hewn pitch pine,1
Mobile,Tyne,1883,1,2,deals,1
Mobile,Tyne,1885,2,3,oak,1
Mobile,Tyne,1887,2,5,hewn pitch pine,2
Mobile,Tyne,1889,4,9,sawn timber,2
Mobile,Tyne,1891,1,1,pitch pine timber and deals,1
Mobile,Tyne,1893,3,6,timber,2
Mobile,Tyne,1895,2,5,sawn pitch pine,3
Mobile,Tyne,1897,2,2,sawn fir,1
Mobile,Tyne,1899,4,7,pitch pine,2
Mobile,WELLINGTON DOCK,1897,1,1,sawn logs,1
Mobile,Wexford,1885,1,2,hewn fir,1
"Mobile, Ala.",Liverpool,1887,1,2,pine,1
Mogensen,Greenock,1874,1,1,deals,1
Molde,Dundee,1881,1,2,battens,1
Moller,Stockton,1881,1,0,,0
Mona's Isle,Grimsby,1881,1,1,pit,1
Monastir,Middlesbrough,1891,1,1,lathwood,1
"Moncton, N.B.",Bristol,1881,1,4,deals,1
Mone,Grimsby,1887,1,1,pit,1
Monksund,Goole,1887,1,1,deals,1
Monsquodoboit,Newport,1881,1,1,firwood sawn,1
Monsteraas,Grimsby,1889,2,2,square timber,1
Monsteros,Inverness,1899,1,1,props,1
Montego Bay,Limerick,1891,1,1,mahogany,1
Montego Bay,London (Tilbury Docks),1891,1,1,logs,1
Montevideo,Liverpool,1891,1,2,piassava,1
Montreal,BELLYWOOD,1893,1,1,pine deals and ends,1
Montreal,BRUNSWICK DOCK,1893,1,1,birch timber,1
Montreal,BUTE DOCK,1895,1,1,deals,1
Montreal,Borrowstounness,1885,1,1,deals,1
Montreal,Borrowstounness,1887,1,1,deals,1
Montreal,Borrowstounness,1889,5,6,deals,2
Montreal,Borrowstounness,1891,2,2,oak lumber,1
Montreal,Borrowstounness,1893,2,2,deals,2
Montreal,Bristol,1874,1,1,boards,1
Montreal,Bristol,1881,3,3,pine,2
Montreal,Bristol,1883,6,9,deals,6
Montreal,Bristol,1885,8,14,deals,7
Montreal,Bristol,1887,5,5,deals,3
Montreal,Bristol,1889,13,21,deals,6
Montreal,Bristol,1891,5,6,deals,3
Montreal,Bristol,1893,12,15,deals,10
Montreal,Bristol,1895,11,15,deals,7
Montreal,Bristol,1899,12,16,deals,5
Montreal,Cork,1885,3,3,deals,2
Montreal,DIVIDENDS,1879,1,1,pine,1
Montreal,Deptford,1885,3,8,deals,3
Montreal,Dublin,1899,2,3,quebec,1
Montreal,Dundee,1877,8,20,deals,11
Montreal,Dundee,1881,1,1,staves,1
Montreal,Dundee,1883,12,12,deals,6
Montreal,Dundee,1885,12,12,deals,12
Montreal,Dundee,1887,11,10,deals,9
Montreal,Dundee,1889,12,19,deals,8
Montreal,Dundee,1891,16,21,deals,9
Montreal,Dundee,1893,17,27,deals,10
Montreal,Dundee,1895,12,19,deals,9
Montreal,Dundee,1897,1,1,maple,1
Montreal,Dundee,1899,8,12,deals,3
Montreal,EXPORTS,1895,1,2,hewn fir,1
Montreal,Exeter,1891,1,1,fir,1
Montreal,Fleetwood,1881,2,3,deals,2
Montreal,Fleetwood,1885,1,1,deals,1
Montreal,Fleetwood,1887,3,4,sawn fir,1
Montreal,Fleetwood,1889,1,3,deals,1
Montreal,Fleetwood,1891,1,1,fir,1
Montreal,Fleetwood,1895,2,2,boards,1
Montreal,Fleetwood,1899,1,1,deals,1
Montreal,Fowey,1883,5,7,deals,5
Montreal,Fowey,1887,1,1,deals,1
Montreal,Fowey,1889,1,1,deals,1
Montreal,Fowey,1891,1,1,scale boards,1
Montreal,Fowey,1893,1,1,fir deals,1
Montreal,GEORGE MERRYLEES & CO,1897,1,1,deals,1
Montreal,Goole,1891,2,4,deals,2
Montreal,Greenock,1887,2,2,deals,1
Montreal,Greenock,1889,3,3,deals,2
Montreal,Greenock,1891,1,5,hewn oak,1
Montreal,Greenock,1893,4,4,logs,1
Montreal,Greenock,1895,2,2,deals and boards,1
Montreal,Greenock,1897,1,6,hewn elm logs,1
Montreal,Greenock,1899,2,5,deals,1
Montreal,Grimsby,1881,6,9,deals,6
Montreal,Grimsby,1883,5,8,deals,3
Montreal,Grimsby,1885,4,6,deals,1
Montreal,Grimsby,1887,6,6,deals,5
Montreal,Grimsby,1889,6,9,deals,6
Montreal,Grimsby,1891,6,8,deals,3
Montreal,Grimsby,1893,6,7,deals,4
Montreal,Grimsby,1895,3,4,deals,2
Montreal,Hull (Queen's Dock),1895,1,1,deals,1
Montreal,Hull (Union Dock),1893,3,5,deals,2
Montreal,Inverness,1883,1,1,deals,1
Montreal,Inverness,1887,1,1,hewn birch,1
Montreal,Inverness,1889,1,1,maple,1
Montreal,Inverness,1897,1,3,hewn pine,1
Montreal,Inverness,1899,3,3,deals,1
Montreal,Irvine,1893,1,3,hewn birch,1
Montreal,Irvine,1895,1,4,deals,2
Montreal,LONDON. DOCKS,1885,1,2,boards,1
Montreal,Liverpool,1877,2,4,deals,3
Montreal,Liverpool,1879,4,4,deals,4
Montreal,Liverpool,1881,45,58,deals,39
Montreal,Liverpool,1883,50,88,deals,49
Montreal,Liverpool,1885,36,61,deals,30
Montreal,Liverpool,1887,41,59,deals,34
Montreal,Liverpool,1889,53,96,deals,37
Montreal,Liverpool,1891,34,48,deals,18
Montreal,Liverpool,1893,57,81,deals,44
Montreal,Liverpool,1895,29,41,deals,23
Montreal,Liverpool,1897,2,2,maple,1
Montreal,Liverpool,1899,23,40,deals,14
Montreal,Liverpool (Coburg Dock),1899,1,1,deals,1
Montreal,London,1879,4,3,deals,2
Montreal,London,1881,8,12,deals,10
Montreal,London,1883,28,42,deals,32
Montreal,London,1885,17,31,deals,20
Montreal,London,1887,23,32,deals,20
Montreal,London,1889,22,32,deals,16
Montreal,London,1891,10,20,deals,12
Montreal,London,1893,18,28,deals,19
Montreal,London,1895,8,9,deals,6
Montreal,London,1897,3,4,deals,2
Montreal,London,1899,8,11,deals,4
Montreal,London (Deptford Buoys),1889,2,2,deals,1
Montreal,London (Surrey Commercial Docks),1893,1,1,deals,1
Montreal,London (Surrey Commercial Docks),1899,1,1,oak,1
Montreal,London (Tilbury Docks),1887,6,7,deals,4
Montreal,London (Tilbury Docks),1889,4,6,deals,3
Montreal,London (Tilbury Docks),1891,1,1,firewood,1
Montreal,London (Tilbury Docks),1893,2,4,deals,3
Montreal,London (Tilbury Docks),1899,2,2,shooks,1
Montreal,Lynn,1881,1,1,deals,1
Montreal,Lynn,1889,1,1,deals,1
Montreal,Lynn,1891,1,1,lumber,1
Montreal,Lynn,1899,4,8,deals,2
Montreal,Milford,1893,1,2,deals,2
Montreal,Montrose,1885,1,1,deals,1
Montreal,Montrose,1887,3,4,deals,3
Montreal,Montrose,1891,3,6,pine,3
Montreal,Newport,1887,1,1,deals,1
Montreal,Newport,1895,1,1,deals,1
Montreal,Newport,1899,2,2,oak,1
Montreal,Newry,1893,1,1,oak,1
Montreal,PRINCE'S DOCK,1899,1,1,deals,1
Montreal,Poole,1883,4,7,deals,5
Montreal,Poole,1895,2,6,deals and boards,2
Montreal,Poole,1899,1,1,boards,1
Montreal,QUEENBORO',1887,1,1,deals,1
Montreal,SIMPLE IN CONSTRUCTION,1898,1,0,,0
Montreal,STIRLING,1891,1,1,cherry tim,1
Montreal,Stockton,1883,1,1,sawn fir,1
Montreal,Stockton,1885,1,1,deals,1
Montreal,TIMBER,1877,2,2,deals,2
Montreal,Truro,1885,1,1,deals,1
Montreal,Tyne,1881,2,2,deals,2
Montreal,Tyne,1883,3,2,deals,2
Montreal,Tyne,1885,3,3,deals,3
Montreal,Tyne,1887,2,2,deals,2
Montreal,Tyne,1889,2,3,deals,1
Montreal,Tyne,1893,14,18,deals,12
Montreal,Tyne,1895,1,2,fir staves,1
Montreal,Tyne,1899,1,1,sawn fir,1
Montreal,VERPOOL,1899,1,1,boards,1
Montreal,WOODBRIDGE,1881,1,1,fir,1
Montreal,Wick,1885,3,4,deals,2
Montreal,Wick,1887,1,2,deals,2
Montreal and Quebec,Borrowstounness,1899,1,4,hewn pine,1
