source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
18890615p.575_p002.txt,74,Minnesota,335,LOW,HYPHEN_SEMICOLON,0,0,9,6,15,1,0,"Minnesota (s)-Baltimore-1,600 pcs. oak, 765 pcs., 238 bdls. poplar, 134 bdls. lumber-Cobbett & Co.; 1,394 pcs. oak-J. Smith & Co.; 1,348 pcs. poplar-Witt & Palmer; 146 pcs. oak-Simson & Mason; 20 logs..."
18890622p.599_p002.txt,161,Wide Panel Planer for Two,367,LOW,OTHER,0,2,1,0,8,1,0,"Wide Panel Planer for Two Belts.—I have a panel planer to plane up to 36 in. wide. It was made by a well-known maker some years ago, but the work turned out has never been entirely satisfactory. It is..."
18890622p.599_p002.txt,164,Belt,618,MEDIUM,OTHER,0,1,0,0,5,1,0,"Belt Holders.—In reply to “Engineer,” belt holders are used to a considerable extent in America, but very little, so far, in this country. The object of the holder is, of course, to effect an economy ..."
18890622p.599_p002.txt,166,Speed of Circular,422,LOW,OTHER,0,1,0,0,9,1,0,"Speed of Circular Saw, &c.—In reply to L.P.C., your 36 in. circular saw, if you make 1,000 revolutions per minute, allowing for slip, will give about 9,000 ft. per minute at the points of the teeth, w..."
18890622p.599_p002.txt,167,Taper,432,LOW,OTHER,0,1,1,0,6,1,0,"Taper Planing.—In reply to “Joiner,” the best and cheapest machine for taper planing newels, balusters, &c., with which we are acquainted is a wood-worker with rising table tables. For tapering purpos..."
18890629p.3_p002.txt,18,Devonia,367,LOW,UNKNOWN,0,0,5,2,21,1,0,"19 Devonia-New York-560 bdls. staves-D. Dorman & Co.; 2,547 pcs. oak lumber-Brownlee & Co.; 4,800 hhd. staves, 47 bdls. ww. lumber, 21 bdls., 103 pcs. ash lumber, 4 bdls., 18 pcs. oak lumber, 10 bdls...."
18890629p.619_p003.txt,62,Plympton St.,1099,HIGH,OTHER,0,1,0,0,24,1,0,"Plympton St. Mary.—At the last sitting of the Stonehouse Bankruptcy Court, last week, before Mr. Registrar E. G. Edmonds, M. F. W. Skardon appeared for the creditors, and Mr. F. O. Lane for debtor. Th..."
18890629p.619_p003.txt,66,Hackney,308,LOW,OTHER,0,2,0,0,6,1,0,"Hackney Road.—This case was noticed in our last issue, and the first meeting of creditors was held on Wednesday before Mr. Assistant Receiver. The accounts showed gross liabilities £1,480 2s. 3d., of ..."
18890706p.19_p003.txt,160,Pall Mall,871,MEDIUM,OTHER,0,1,0,2,12,1,0,"Pall Mall East.—The first meeting of creditors in this case was held last week, before Mr. Brougham, Assistant Receiver. The accounts showed unsecured debts, £1,215; and debts fully secured, £947; wit..."
18890713p.42_p003.txt,176,Sutton,1487,HIGH,OTHER,0,1,0,0,19,1,0,"Sutton Coldfield.—The Official Receiver has issued his report on this case, from which it appears that the debtor commenced business as a builder at Maney in 1880, with a capital of about £10. In Nove..."
18890713p.42_p003.txt,178,Romford,1059,HIGH,OTHER,0,1,0,0,12,1,0,"Romford Road.—The bankrupt was formerly in the timber trade, and the receiving order against his estate was made in December last, upon the petition of Messrs. Burt, Boulton, & Haywood, timber merchan..."
18890720p. 63_p001.txt,123,Livorno,338,LOW,HYPHEN_SEMICOLON,0,0,10,7,13,1,0,"Livorno (s)-Gothenburg-12,641 props, 34 cs. rollers-O. Smith ; 1,753 props-Haagensen, Watt, & Co. ; 2,589 props-Pope & Pearson ; 2,016 props, 3,440 sleepers-H. Smith & Co. ; 3,182 props-Pyman, Bell, &..."
18890727p.81_p002.txt,19,Barrowmore,328,LOW,HYPHEN_SEMICOLON,0,0,9,6,14,1,0,"Barrowmore (s)-Baltimore-283 pcs. oak-T. Bilsborough & Co. ; 2,320 pcs. oak-R. Coltart & Co. ; 195 pcs. oak-Duncan, Ewing, & Co. ; 389 pcs. oak-Churchill & Sim ; 262 pcs. oak-Potts & Redhead ; 816 oak..."
18890727p.81_p002.txt,57,Architect,308,LOW,HYPHEN_SEMICOLON,0,0,8,5,6,1,0,"Architect (s)-New Orleans-2,322 staves-Drysdale Bros. ; 10,822 staves-Duncan, Ewing, & Co. ; 3,112 staves-Wentworth Allen ; 6,245 staves-James Finlay & Co. ; 974 culls-Drysdale Bros. ; 118 logs pitch ..."
18890803p.102_p004.txt,25,Dear,965,MEDIUM,OTHER,0,1,0,0,4,1,0,"Dear Sir,—I beg to advise you that this Chamber has, as you have been previously informed, attempted to confer with the managers of the leading railway companies as to the points of classification rai..."
18890815p.122_p002.txt,142,Mentmore,344,LOW,HYPHEN_SEMICOLON,0,0,9,6,18,1,0,"Mentmore (s) - Baltimore - 329 pcs. oak-Churchill & Sim ; 1,695 pcs. oak-R. Coltart & Co. ; 311 pcs. oak-Potts & Redhead ; 186 pcs. oak-T. Bilbrough ; 93 pcs. oak-J. H. Burrell & Co. ; 325 pcs. oak-Du..."
18890815p.122_p004.txt,71,Teddington.,936,MEDIUM,OTHER,0,2,0,1,12,1,0,"Teddington.—The adjourned public examination was held at the Kingston Bankruptcy Court on Friday week, before the Registrar. The Deputy Official Receiver said the bankrupt could not comply with an ord..."
18890824p.162_p002.txt,53,Bifrost,352,LOW,HYPHEN_SEMICOLON,0,0,11,8,19,1,0,"Bifrost (s)-Gothenburg-2,400 bdls. laths-J. Griggs & Co. ; 2,475 bdls. laths-H. Brown & Sons ; 400 bdls. laths-L. & N.W. Railway Co. ; 3,783 bdls. laths-H. Sheraton & Co. ; 7,200 bdls. laths-Order ; 7..."
18890824p.162_p002.txt,113,Albano,374,LOW,HYPHEN_SEMICOLON,0,0,10,7,13,1,0,"Albano (s)-Christiania-356 bgs. blocks-J. Keen ; 300 bdls. wood wool-Knudsen & Co. ; 12,412 bdls. case boards-Dessen Bros. ; 1,201 box boards, 5,022 scantlings-Order ; 3,016 scantlings-With & Co ; 2,0..."
18890824p.162_p003.txt,182,North,758,MEDIUM,OTHER,0,1,0,1,8,1,0,"North Bow.—The receiving order in this case was made on the 16th inst., the debtor lately carrying on business at Melville Road, Leyton, and the accounts filed show unsecured debts £125 11s. 3d., and ..."
18890824p.162_p003.txt,185,North Finchley.,493,LOW,OTHER,0,2,0,0,9,1,0,"North Finchley.—This debtor has presented a petition in bankruptcy.—Mr. Henry Stanley Smith, solicitor to the Registrar of the Barnet Bankruptcy Court, under Mr. Allen H. P. Stoneham (Official Receive..."
18890831p.181_p001.txt,27,Old Kent,1692,HIGH,OTHER,0,1,0,1,21,1,0,"Old Kent Road.—The debtors, Albert Hilt and Ralph Oppenheim, who, until recently, traded as above, had a receiving order made against their estate on the 10th July last, and a summary of their stateme..."
18890907p.4_p001.txt,164,Schiska,324,LOW,OTHER,0,4,0,1,12,1,0,"26 Schiska—Quebec—50 pcs. elm, 118 pcs. ash, 95 pcs. pine deal ends, 1,381 pcs. pine deals, 1,014 pine deals, 2,559 pine deal ends, 1,740 pcs. spruce deals, 135 pcs. rock elm, 199 pcs. oak, 182 pcs. s..."
18890914p.3_p002.txt,49,Everest,360,LOW,UNKNOWN,0,0,3,0,14,1,0,"Everest-Quebec-164 pcs. square white pine timber, 5,701 pine deals, 3,822 pine deal ends, 972 pipe staves, 3,600 wowi. staves, 288 pcs. oak, 121 pcs. elm, 150 pcs. ash, 129 pcs. maple, 11 pcs. birch, ..."
18890921p.3_p001.txt,65,Monte Videan,311,LOW,UNKNOWN,0,0,5,2,9,1,0,"Sept. 9 Monte Videan - Baltimore - 12,591 hhd. staves, 64 oak planks-Wright & Breakenridge ; 356 pcs. oak timber-J. Kennedy & Co. ; 239 logs walnut, 164 pcs. oak timber, 74 walnut logs, 18 poplar logs..."
18891005p.278_p001.txt,131,Bifrost,411,LOW,HYPHEN_SEMICOLON,0,0,11,8,22,1,0,"Bifrost (s)-Gothenburg-500 bdls. laths-G. Bradley & Co. ; 3,000 bdls. laths-H. Sheraton & Co. ; 2,000 bdls. laths-J. Griggs & Co. ; 625 bdls. laths-H. Brown & Sons ; 5 bdls. broom handles-A. Field & C..."
18891019p.317_p002.txt,204,Drying Stove.,339,LOW,OTHER,0,2,1,0,4,1,0,"Drying Stove.—Any information respecting same suitable for a builder's business will be much valued. It is desired to use waste shavings from wood-working machinery for heating purposes, either by hav..."
18891019p.317_p002.txt,206,Combustion of Sawdust.,552,MEDIUM,OTHER,0,2,1,0,6,1,0,"Combustion of Sawdust.—We are proprietors of a saw-mill, and have great trouble in getting rid of our sawdust. Can any of your readers inform us of some plan for the profitable combustion of this comm..."
18891019p.317_p002.txt,209,Planing Discs in Saw,579,MEDIUM,OTHER,0,1,0,1,6,1,0,"Planing Discs in Saw Benches.—In answer to “W. & Co.,” we do not care for the use of planing discs in saw benches; in fact, comparatively few are now used. If very carefully fitted and balanced, they ..."
18891019p.317_p002.txt,211,Veneer Cutting,1191,HIGH,OTHER,0,1,0,1,15,1,0,"Veneer Cutting Machines.—In reply to “J. P. C.,” you had better ask a veneer cutter to try samples of the foreign woods you speak of; you would then be better able to judge what system of cutting woul..."
18891102p.367_p002.txt,13,Bifrost,319,LOW,HYPHEN_SEMICOLON,0,0,10,7,19,1,0,"Bifrost (s)-Gothenburg-500 bdls. laths-T. W. Allen; 3,930 bdls. laths-H. Brown & Sons; 637 bdls. laths-J. Heathcott; 300 bdls. laths-J. Griggs & Co.; 30 bdls. turned wood-T. Eyres & Co.; 9 cs. turned ..."
18891102p.367_p003.txt,111,Weymouth.,753,MEDIUM,OTHER,0,2,0,0,10,1,0,"Weymouth.—This bankrupt has attended before Mr. Henry Symonds, Registrar, Dorchester Bankruptcy Court, for his public examination. It being shown that he had complied with the order made on him to fur..."
18891102p.367_p003.txt,143,Stamford,313,LOW,OTHER,0,2,0,0,4,1,0,"Stamford Hill.—The first meeting of creditors under this failure was held on Wednesday, before Mr. Wreford, Assistant Receiver. The total liabilities were put down at £88,653, of which £85,349 are ful..."
18891102p.5_p002.txt,71,two,391,LOW,OTHER,0,1,0,0,5,1,0,"two sections, and of these six belong to electrical engineering and fourteen to general inventions, and industries, with special sections for women's and artisans industries. There is also a separate ..."
18891102p.5_p002.txt,74,A fire of a most destructive nature broke out about half,1487,HIGH,UNKNOWN,0,0,5,0,17,1,0,"A fire of a most destructive nature broke out about half-past seven o'clock on Saturday evening in the saw-mills, Polmadie, occupied by Messrs. Archibald Hood & Co., Limited. The buildings, which occu..."
18891109p.393_p002.txt,81,Thorsten,312,LOW,HYPHEN_SEMICOLON,0,0,10,7,17,1,0,"4 Thorsten (s)-Gothenburg-85 pkgs. joinery-Hunt & Co.; 100 pkgs. joinery-Nicks & Penton; 10 pkgs. joinery-Duus, Brown, & Co.; 452 doors-King & Co.; 1,803 doors-W. R. Crow & Son; 27 pkgs. turned wood-I..."
18891116p.413_p002.txt,39,Bele,335,LOW,HYPHEN_SEMICOLON,0,0,10,7,19,1,0,"Bele (s)-Gothenburg-58 bdls. doors-Nicks & Penton; 808 bdls. mouldings, 33 bdls. trellis, 930 doors-J. Sandell & Co.; 750 doors-R. May & Son; 50 pkgs. turned wood-Maxime & Co.; 76 pkgs. turned wood-J...."
18891116p.413_p003.txt,42,West Hampstead and,2145,HIGH,OTHER,0,1,0,1,17,1,0,"West Hampstead and Eastbourne.—The receiving order in this case was made on May 31st last, and the bankrupt applied on Thursday to Mr. Registrar Hazlitt for his order of discharge. The unsecured liabi..."
18891123p.436_p003.txt,19,Eastern Goods,686,MEDIUM,OTHER,0,1,0,1,12,1,0,"Eastern Goods Depôt, Leyton.—The debtors, trading under the firm of Cunningham & Co., have filed their petition, and, upon the application of Messrs. Ward, Perks, & M'Kay, a receiving order was made l..."
18891123p.436_p003.txt,59,Stoke,320,LOW,OTHER,0,1,0,0,7,1,0,"Stoke Newington.—The debtor has filed his petition, and upon the application of Mr. A. Slater, a receiving order was made on Tuesday by Mr. Registrar Giffard. The assets were stated to consist of stoc..."
18891130p.4.txt,29,Kairos,391,LOW,HYPHEN_SEMICOLON,0,0,7,4,12,1,0,"Kairos-Baltimore-93 poplar logs-J. Kennedy & Co.; 32 poplar logs, 9 walnut logs, 11,815 staves, 225 pcs. oak lumber, 810 oak planks-Allison, Cousland, & Co.; 2,785 pcs. oak lumber, 133 bdls. floorings..."
18891130p.4.txt,123,and,706,MEDIUM,OTHER,0,1,0,1,4,1,0,"and coopers,—all employed. It was a most stirring scene, and is not confined to Baltimore, but extends to Castletownbere, Valencia, Glandore Harbour, and other places round that coast, and might, I am..."
18891207p.3_p001.txt,97,Helene,317,LOW,UNKNOWN,0,0,3,0,9,1,0,"Helene-Quebec-5,158 pcs. ash timber, 7,470 pine deals, 6,916 birch deals, 253 spruce planks, 1,046 pine deal ends, 65 pcs. oak, 51 pcs. elm, 108 pcs. birch, 43 pcs. maple, 137 pcs. ash, 5 pcs. sycamor..."
18891214p.502_p002.txt,26,Cato,306,LOW,HYPHEN_SEMICOLON,0,0,10,7,12,1,0,"10 Cato (s)-Christiania-379 bgs. blocks-J. Keen; 5,013 scantlings-Duus, Brown, & Co.; 6,361 scantlings-With, Webster, & Co.; 4,532 boards-Neame & Co.; 959 boards-Boyson & Co.; 4,059 boards, 455 bdls. ..."
18891228p.531_p002.txt,97,Taunton.,1180,HIGH,OTHER,0,2,0,0,20,1,0,"Taunton.—At the last sitting of the Taunton Bankruptcy Court, held on Tuesday, before Mr. Registrar Meyler, this bankrupt attended for his public examination. Mr. G. Philpot, Official Receiver, repres..."
18900104p.17_p002.txt,199,St.,675,MEDIUM,OTHER,0,1,0,0,12,1,0,"St. Leonards. —At the Hastings Bankruptcy Court on Monday this failure came before his Honour Judge Martineau. It will be remembered the debtor traded as Elphick & Balkham, the finding the capital and..."
18900118p.3.txt,68,A BRANCH of the,1052,HIGH,UNKNOWN,0,0,1,3,12,1,0,"A BRANCH of the North-East of Scotland Journeymen Coopers' Protective Society was formed at Peterhead on Tuesday evening, the meeting for the purpose, which was held in the U.P. Hall in Thistle Street..."
18900125p.86.txt,109,Drying,315,LOW,OTHER,0,2,3,0,3,1,0,"Drying Timber.—If “Riga” wishes to carry out his work in a straightforward and business-like manner, why does he not go to some well-known yard where he can buy all he requires in thoroughly seasoned ..."
18910103p.15_p001.txt,69,Baltimore,333,LOW,HYPHEN_SEMICOLON,0,0,8,5,21,1,0,"Baltimore (s)-Baltimore-104 pcs. oak lumber-E. Alcott; 187 pcs. oak lumber-R. Coltart & Co.; 277 pcs. oak lumber-Duncan & Co.; 5,700 hhd. staves-A. Dobell & Co.; 100 bdls. shooks-J. Smith & Co.; 431 b..."
18910103p.15_p001.txt,84,Alexander Elder,366,LOW,HYPHEN_SEMICOLON,0,0,9,6,11,1,0,"Alexander Elder (s)-Baltimore-2,012 pcs. maple lumber, 148 pcs. oak lumber-E. Coltart & Co.; 1,140 pcs. oak lumber-J. Kennedy; 1 oar oak lumber-E. Alcott; 952 pcs. gum lumber, 330 pcs. poplar lumber-C..."
18910207p.6.txt,4,Hopetoun Place,1110,HIGH,OTHER,0,1,0,0,18,1,0,"Hopetoun Place Glasgow.—The public examination of these bankrupts took place last Monday at the Glasgow Bankruptcy Court, before Sheriff Spens. Angus Kennedy, one of the partners of the firm, said he ..."
18910221p.2.txt,105,Aloides,306,LOW,OTHER,0,8,1,6,6,1,0,"7 Aloides—Baltimore-49 walnut logs—Edmiston & Mitchells; 181 oak planks, 113 walnut logs—Allison, Cousland, & Co.; 14 walnut logs—Thos. Kerr & Co.; 11,300 staves—Wright & Breakenridge; 1 car oak logs—..."
18910307p.3.txt,55,Circe,377,LOW,HYPHEN_SEMICOLON,0,0,8,5,7,1,0,"Feb. 25 Circe-Baltimore-265 oak planks, 175 pcs. oak lumber, 4,243 staves-Wright & Breakenridge ; 8 316 pos. oak lumber, 114 walnut logs, 16 poplar logs, 417 oak planks-Singleton, Dunn, & Co. ; 143 wa..."
18910307p.334_p002.txt,55,maker and,854,MEDIUM,OTHER,0,1,0,0,14,1,0,"maker and upholsterer.—Liabilities £781 8s. 7d., deficiency £635 4s. 1d. Debtor, in reply to the Official Receiver at Norwich, said he commenced business in January, 1880. Prior to that he was employe..."
18910307p.334_p002.txt,62,sheets at that time to be insolvent. The debtor had no,531,MEDIUM,OTHER,0,1,0,0,7,1,0,"sheets at that time to be insolvent. The debtor had no capital, but he agreed to take over the whole of the assets and liabilities. The lease appears to have remained in the name of Mr. Wotton, but is..."
18910328p.2.txt,127,Colina,380,LOW,HYPHEN_SEMICOLON,0,0,8,6,8,1,0,"21 Colina-Halifax and Baltimore-1,691 bdls. spoolwood-Edmiston & Mitchells; 953 bdls. spoolwood Order; 467 pcs. oak lumber, 4,050 staves-Wright & Breakenridge; 32 walnut logs, 318 oak planks, 787 pcs...."
18910404p.441_p003.txt,35,West,823,MEDIUM,OTHER,0,1,0,0,11,1,0,"West Bromwich.—This matter came for hearing at the Birmingham Bankruptcy Court before Mr. Registrar Parry. The statement of affairs showed liabilities amounting to £1,561, and assets estimated to prod..."
18910404p.441_p003.txt,140,Cambridge.,309,LOW,OTHER,0,2,0,0,5,1,0,"Cambridge.—The bankrupt came up at the Cambridge Bankruptcy Court for adjourned examination.—He was closely examined by Mr. Bendall, of Newmarket, as to the accuracy of a cash account he had filed. In..."
18910404p.441_p003.txt,142,mills,322,LOW,OTHER,0,2,0,0,7,1,0,"mills proprietor, Christian Road, Liverpool, Lancashire.—The accounts filed by this debtor show liabilities expected to rank against the estate for dividend £849 16s. 11d., and assets, after deducting..."
18910411p.473_p002.txt,47,Baltimore,318,LOW,OTHER,0,8,0,5,10,1,0,"4 Baltimore (s)—Baltimore—1,100 maple blocks—Churchill & Sim ; 1,663 pcs. oak lumber—T. Bilsborough ; 941 pcs. oak lumber—E. Alcott ; 898 pcs. oak lumber—R. Coltart ; 1,732 oak boards and planks, 56 b..."
18910418p.506_p001.txt,137,Hermod,437,LOW,HYPHEN_SEMICOLON,0,0,13,10,23,1,0,"Hermod (s)-Gothenburg-2,500 bdls. laths-H. Brown & Sons; 1,000 bdls. laths-C. R. Jones; 1,000 bdls. laths-J. Griggs & Co.; 220 bdls. laths-Heaven & Kesterton; 500 bdls. laths-G. Bradley & Co.; 11,000 ..."
18910425p.4.txt,31,Warwick,307,LOW,UNKNOWN,0,0,5,3,12,1,0,"Warwick-Halifax and Baltimore-256 pcs. oak lumber-Edmiston & Mitchells ; 1,129 pcs. oak lumber, 83 pcs. oak lumber, 1 crt. w.o. planks, 4,643 poplar logs-Singleton, Dunn, & Co. ; 1 crt. poplar logs, 4..."
18910425p.534_p001.txt,76,Lindholmen,346,LOW,HYPHEN_SEMICOLON,0,0,6,8,11,1,0,"20 Lindholmen-Gothenburg-1,251 poles, 6,383 prors Pyman, Bell, & Co ; 5,000 sleepers-G Pyman & Co.; 3 000 sleepers Calver & Co.; 12,367 sleepers Archibald Reed; 6,819 props, 5 542 pcs. firewood Victor..."
18910502p.5_p002.txt,17,Trinity House,736,MEDIUM,OTHER,0,3,0,0,8,1,0,"Trinity House—had been suggested by it. The next branch of the subject led him to the consideration of the architecture of the olden time, and in a series of views, chronologically arranged, he showed..."
18910502p.557_p001.txt,52,Parisian,314,LOW,HYPHEN_SEMICOLON,0,0,10,7,14,1,0,"28 Parisian (s) - Portland - 4,269 blocks-J. Silverman; 1,400 blocks-F. Mitchell; 1,698 blocks-Order; 140 cs. splints-W. J. Morgan & Co.; 120 cs. splints-J. Speak & Co.; 340 cs. splints-Collard, Kenda..."
18910509p.587_p002.txt,6,Rossmore,342,LOW,HYPHEN_SEMICOLON,0,0,8,5,17,1,0,"Rossmore (s) -Baltimore-829 oak boards and planks-A. Dobell & Co.; 2,642 pcs. oak lumber, 667 strips-R. Coltart & Co.; 1,330 pcs. oak lumber-E. Alcott; 2,134 pcs. oak planks and scantlings-T. Bilsbrou..."
18910516p.4.txt,76,Concordia,429,LOW,HYPHEN_SEMICOLON,0,0,9,6,9,1,0,"7 Concordia-Halifax and Baltimore-16,500 staves, 2,088 pcs. oak lumber, 13,825 pcs. ash lumber-Wright & Breakenridge; 10 poplar logs-Singleton, Dunn, & Co. ; 20 poplar logs, 1,044 oak planks, 84 hicko..."
18910516p.622_p002.txt,11,H. Hugin,347,LOW,HYPHEN_SEMICOLON,0,0,10,7,17,1,0,"H. Hugin (s)-Gothenburg-2,442 bdls. laths-Sheraton & Co.; 2,000 bdls. laths-Brown & Son; 500 bdls. laths-J. Allen; 6,345 bdls. laths-Order; 430 bls. staves-H. Hay; 252 doz. flooring boards, 571 doz. m..."
18910523p.652_p001.txt,123,Ottawa,354,LOW,HYPHEN_SEMICOLON,0,0,12,9,15,1,0,"Ottawa (s)-Halifax-2,019 cs. splints-Bryant & May ; 5,047 pcs. timber-Smith & Co. ; 205 doors, 205 bdls. mouldings-Bryce, Junior, & Co.; 24 pkgs. turned wood-Maxime & Co.; 78 pkgs. turned wood-Uloth &..."
18910530p.680_p001.txt,135,Triton,309,LOW,HYPHEN_SEMICOLON,0,0,9,7,11,1,0,"Triton-Gothenburg-3,360 props, 2,200 sleepers-Victor Nilson & Co.; 1,600 props, 3,750 sleepers-W. J. Watson & Co.; 1,376 deals-Robert Lauder & Co.; 1,250 poles-Pyman, Bell, & Co.; 1,165 battens Harris..."
18910606p.2_p001.txt,133,Robina,344,LOW,UNKNOWN,0,0,5,2,5,1,0,"Robina-Baltimore-641 walnut logs, 20,500 staves, 1,271 pcs. oak lumber, 324 walnut logs, 1,144 pcs. whitewood, 705 oak scantling, 1,000 pcs. lumber-Edmiston & Mitchells; 37 walnut logs, 37 walnut lumb..."
