commodity,year,origin_port,cargo_rows,rank
ends,1883,Archangel,14,1
ends,1883,Cronstadt,12,2
ends,1883,Quebec,12,3
ends,1883,Riga,7,4
ends,1883,Miramichi,5,5
ends,1883,"St. John, N.B.",3,6
ends,1883,Montreal,3,7
ends,1883,Puerto Cortez,3,8
ends,1883,Richibucto,3,9
ends,1883,Santa Ana,3,10
ends,1883,Bathurst,2,11
ends,1883,Bersimis,2,12
ends,1883,Charlotte Town,1,13
ends,1883,Hanko,1,14
ends,1883,New York,1,15
ends,1883,Laguna de Termanos,1,16
ends,1883,Aastrup,1,17
ends,1883,Minatitlan,1,18
ends,1883,Tromso,1,19
ends,1883,Laguna de Terminos,1,20
ends,1885,Riga,16,1
ends,1885,Quebec,15,2
ends,1885,Archangel,12,3
ends,1885,Cronstadt,9,4
ends,1885,Metis,4,5
ends,1885,Montreal,4,6
ends,1885,Danzig,3,7
ends,1885,Soroka,3,8
ends,1885,Memel,3,9
ends,1885,Miramichi,3,10
ends,1885,Pierreville and Quebec,2,11
ends,1885,"St. John, N.B.",2,12
ends,1885,"Chatham, N.B.",2,13
ends,1885,Onega,2,14
ends,1885,Ljusne,2,15
ends,1885,Mesane,2,16
ends,1885,Wyborg,2,17
ends,1885,Wyburg,1,18
ends,1885,Bay de Verte,1,19
ends,1885,"Parrsboro', N.S.",1,20
ends,1886,Krageroe,1,1
ends,1886,Campbeltown,1,2
ends,1887,Montreal,14,1
ends,1887,Cronstadt,12,2
ends,1887,Riga,12,3
ends,1887,Quebec,12,4
ends,1887,Archangel,11,5
ends,1887,Three Rivers,7,6
ends,1887,Memel,4,7
ends,1887,Saguenay,4,8
ends,1887,"St. John, N.B.",3,9
ends,1887,Onega,2,10
ends,1887,Helsingfors,2,11
ends,1887,St. Petersburg,2,12
ends,1887,"Chatham, N.B.",2,13
ends,1887,Danzig,2,14
ends,1887,Chicontimi,1,15
ends,1887,Pierreville,1,16
ends,1887,Mesane,1,17
ends,1887,Soroka,1,18
ends,1887,Stettin,1,19
ends,1887,Christiania,1,20
ends,1889,Riga,10,1
ends,1889,Archangel,9,2
ends,1889,St. Petersburg,9,3
ends,1889,Montreal,7,4
ends,1889,Quebec,5,5
ends,1889,Cronstadt,5,6
ends,1889,Mesane,4,7
ends,1889,Miramichi,4,8
ends,1889,Saguenay,2,9
ends,1889,Matane,2,10
ends,1889,Drontheim,1,11
ends,1889,Thisted,1,12
ends,1889,Chicoutimi,1,13
ends,1889,Onega,1,14
ends,1889,"Bathurst, Gulf of St. Lawrence",1,15
ends,1889,Escoumaines,1,16
ends,1889,Three Rivers,1,17
ends,1889,Bathurst,1,18
ends,1889,St. Etienne,1,19
ends,1889,Holmsund,1,20
ends,1890,Riga,1,1
ends,1891,St. Petersburg,6,1
ends,1891,Riga,5,2
ends,1891,Archangel,4,3
ends,1891,Laguna,2,4
ends,1891,Danzig,2,5
ends,1891,Cronstadt,2,6
ends,1891,Saguenay,2,7
ends,1891,Quebec,2,8
ends,1891,Wyborg,2,9
ends,1891,Coatzacoalcos,1,10
ends,1891,Montreal,1,11
ends,1891,Tlacotalpam,1,12
ends,1891,Rafso,1,13
ends,1891,Minatitlan,1,14
ends,1891,Storfors,1,15
ends,1891,Miramichi,1,16
ends,1891,Dalhousie,1,17
ends,1891,Belize,1,18
ends,1891,Narva,1,19
ends,1891,Chatham,1,20
ends,1892,Riga,2,1
ends,1892,Belize,2,2
ends,1892,Minatitlan,1,3
ends,1893,Montreal,13,1
ends,1893,Archangel,9,2
ends,1893,Riga,7,3
ends,1893,Cronstadt,6,4
ends,1893,Quebec,4,5
ends,1893,"St. John, N.B.",3,6
ends,1893,Laguna,2,7
ends,1893,Miramichi,2,8
ends,1893,Sagunay,2,9
ends,1893,Minatitlan,1,10
ends,1893,Pensacola,1,11
ends,1893,Belize,1,12
ends,1893,Stettin,1,13
ends,1893,Labarette,1,14
ends,1893,Truxillo,1,15
ends,1893,Memel,1,16
ends,1893,St. Etienne,1,17
ends,1893,Mesane,1,18
ends,1893,Hernosand,1,19
ends,1893,Onega,1,20
ends,1895,Cronstadt,11,1
ends,1895,Montreal,3,2
ends,1895,Archangel,3,3
ends,1895,Quebec,2,4
ends,1895,Riga,2,5
ends,1895,"Parrsboro', N.S.",1,6
ends,1895,"St. John, N.B.",1,7
ends,1895,Mesane,1,8
ends,1895,"Beaver Point, N.S.",1,9
ends,1895,St. Petersburg,1,10
ends,1895,Three Rivers,1,11
ends,1895,Pentecost,1,12
ends,1895,Sundsvall,1,13
ends,1895,Pataholm,1,14
ends,1897,Portland,1,1
ends,1897,Gothenburg,1,2
ends,1897,Laguna de Terminos,1,3
ends,1897,Montreal,1,4
ends,1897,"St. John, N B.",1,5
ends,1899,Montreal,10,1
ends,1899,St. John,7,2
ends,1899,Riga,5,3
ends,1899,Archangel,3,4
ends,1899,Drammen,2,5
ends,1899,Soderhamn,1,6
ends,1899,Skelleftea,1,7
ends,1899,West Bay,1,8
ends,1899,Quebec,1,9
ends,1899,St. Etienne,1,10
ends,1899,Northport,1,11
ends,1899,"St. John, N.B.",1,12
ends,1899,Miramichi,1,13
ends,1899,Halifax,1,14
ends,1899,Belize,1,15
timber,1874,Memel,4,1
timber,1874,Gothenburg,3,2
timber,1874,Quebec,2,3
timber,1874,Sund,2,4
timber,1874,Madras,1,5
timber,1874,Dram,1,6
timber,1874,Danzig,1,7
timber,1874,Poti,1,8
timber,1874,Cronstadt,1,9
timber,1874,Gefle,1,10
timber,1874,Soderhamn,1,11
timber,1874,Haparanda,1,12
timber,1874,Riga,1,13
timber,1874,Nynamn,1,14
timber,1874,Pensacola,1,15
timber,1874,Nyvik,1,16
timber,1875,Memel,10,1
timber,1875,Pensacola,9,2
timber,1875,Quebec,6,3
timber,1875,Gothenburg,5,4
timber,1875,Danzig,5,5
timber,1875,Christiania,3,6
timber,1875,Stockholm,3,7
timber,1875,Drammen,3,8
timber,1875,Riga,3,9
timber,1875,Darien,2,10
timber,1875,Lulea,2,11
timber,1875,Pillau,2,12
timber,1875,Gefle,2,13
timber,1875,New Orleans,2,14
timber,1875,"Champion Bay, &c.",1,15
timber,1875,"St. John, N.B.",1,16
timber,1875,Skonvik,1,17
timber,1875,Skien,1,18
timber,1875,Vesta,1,19
timber,1875,Dram,1,20
timber,1879,Danzig,15,1
timber,1879,Memel,12,2
timber,1879,Quebec,3,3
timber,1879,Skelleftea,2,4
timber,1879,Pensacola,1,5
timber,1879,Skutskar,1,6
timber,1879,Stockholm,1,7
timber,1879,Riga,1,8
timber,1879,Doboy,1,9
timber,1879,Galway,1,10
timber,1880,Quebec,2,1
timber,1881,Memel,20,1
timber,1881,Dantzic,18,2
timber,1881,Quebec,11,3
timber,1881,Pensacola,10,4
timber,1881,Danzig,9,5
timber,1881,Auckland,4,6
timber,1881,Darien,4,7
timber,1881,Brisbane,2,8
timber,1881,Antwerp,2,9
timber,1881,Mobile,2,10
timber,1881,Stettin,2,11
timber,1881,"Guysborough, N.S.",2,12
timber,1881,Calcutta,2,13
timber,1881,Gothenburg,2,14
timber,1881,Dunedin,1,15
timber,1881,Odessa,1,16
timber,1881,"Beaufort, S.C.",1,17
timber,1881,Fiume,1,18
timber,1881,Doboy,1,19
timber,1881,Savannah,1,20
timber,1882,Dantzic,1,1
timber,1882,Borga,1,2
timber,1883,Memel,33,1
timber,1883,Danzig,15,2
timber,1883,Pensacola,14,3
timber,1883,Dantzic,10,4
timber,1883,Dantzig,8,5
timber,1883,Quebec,7,6
timber,1883,New York,4,7
timber,1883,Mobile,3,8
timber,1883,"St. John, N.B.",2,9
timber,1883,Stettin,2,10
timber,1883,Dantzie,1,11
timber,1883,Berbice,1,12
timber,1883,Bombay,1,13
timber,1883,Rusoer,1,14
timber,1883,Mandal,1,15
timber,1883,Christiansand,1,16
timber,1883,Chittagong,1,17
timber,1883,Auckland,1,18
timber,1883,Tromso,1,19
timber,1883,Konigsberg,1,20
timber,1884,Konigsberg,1,1
timber,1884,Christiania,1,2
timber,1884,Memel,1,3
timber,1885,Danzig,19,1
timber,1885,Memel,12,2
timber,1885,Pensacola,6,3
timber,1885,Mobile,3,4
timber,1885,Bremen,3,5
timber,1885,Stettin,3,6
timber,1885,Christiania,3,7
timber,1885,Quebec,2,8
timber,1885,Wisby,2,9
timber,1885,D'anzig,1,10
timber,1885,Buenos Ayres,1,11
timber,1885,Darien,1,12
timber,1885,New York,1,13
timber,1885,Sydney,1,14
timber,1885,Cronstadt,1,15
timber,1885,Apalachicola,1,16
timber,1885,Burrard Inlet,1,17
timber,1885,Swedish yard Aljuca,1,18
timber,1885,Sundswall,1,19
timber,1885,Stockholm,1,20
timber,1886,Campbeltown,1,1
timber,1887,Danzig,13,1
timber,1887,Memel,12,2
timber,1887,Stettin,7,3
timber,1887,Pensacola,3,4
timber,1887,Newport News,2,5
timber,1887,Riga,2,6
timber,1887,Fredrikstad,1,7
timber,1887,Libau,1,8
timber,1887,Hernosand,1,9
timber,1887,Montreal,1,10
timber,1887,Three Rivers,1,11
timber,1887,Brisbane,1,12
timber,1887,Tvedestrand,1,13
timber,1887,Christiania,1,14
timber,1887,Gothenburg,1,15
timber,1887,Kaipara,1,16
timber,1887,Pictou,1,17
timber,1887,Treport,1,18
timber,1887,Quebec,1,19
timber,1887,New York,1,20
timber,1889,Danzig,9,1
timber,1889,Memel,6,2
timber,1889,Gothenburg,3,3
timber,1889,Pascagoula,2,4
timber,1889,New York,2,5
timber,1889,Mobile,2,6
timber,1889,Pensacola,2,7
timber,1889,Montreal,2,8
timber,1889,Libau,1,9
timber,1889,Laurvig,1,10
timber,1889,Darien,1,11
timber,1889,Langsund,1,12
timber,1889,Apalachicola,1,13
timber,1889,Stockholm,1,14
timber,1889,Pictou,1,15
timber,1889,New Orleans,1,16
timber,1889,Pitea,1,17
timber,1889,Doboy,1,18
timber,1889,Sandarne,1,19
timber,1889,Matane,1,20
timber,1890,Darien,1,1
timber,1890,Sydney,1,2
timber,1891,Danzig,10,1
timber,1891,Memel,6,2
timber,1891,Mobile,4,3
timber,1891,Pensacola,2,4
timber,1891,Freemantle,2,5
timber,1891,Montreal,2,6
timber,1891,Boston,1,7
timber,1891,Havre,1,8
timber,1891,Singapore,1,9
timber,1891,West Indies,1,10
timber,1891,Auckland,1,11
timber,1891,Halifax,1,12
timber,1891,Riga,1,13
timber,1891,Pascagoula,1,14
timber,1891,Rangoon,1,15
timber,1891,Cagliari,1,16
timber,1891,Quebec,1,17
timber,1891,Stettin,1,18
timber,1891,Fredrikshald,1,19
timber,1891,Narva,1,20
timber,1892,Pensacola,1,1
timber,1892,Danzig,1,2
timber,1893,Danzig,8,1
timber,1893,Pensacola,7,2
timber,1893,Memel,6,3
timber,1893,Sydney,2,4
timber,1893,Montreal,2,5
timber,1893,New York,2,6
timber,1893,Riga,2,7
timber,1893,Albany,1,8
timber,1893,Brevig,1,9
timber,1893,Arendal,1,10
timber,1893,Kragerö,1,11
timber,1893,Norrkoping,1,12
timber,1893,Mobile,1,13
timber,1893,Stettin,1,14
timber,1893,Philadelphia,1,15
timber,1893,Sapilo,1,16
timber,1893,"St. John, N.B.",1,17
timber,1893,Auckland,1,18
timber,1893,Lervik,1,19
timber,1893,Quebec,1,20
timber,1895,Sydney,4,1
timber,1895,Skutskar,4,2
timber,1895,Danzig,3,3
timber,1895,Quebec,3,4
timber,1895,Melbourne,2,5
timber,1895,Montreal,1,6
timber,1895,Helsingfors,1,7
timber,1895,Pensacola,1,8
timber,1895,St. Petersburg,1,9
timber,1895,Munksund,1,10
timber,1895,Mobile,1,11
timber,1895,Darien,1,12
timber,1896,Gefle,1,1
timber,1896,Sydney,1,2
timber,1897,"Portland, Me.",1,1
timber,1897,Danzig,1,2
timber,1897,Newport News,1,3
timber,1897,Christiania,1,4
timber,1899,Mobile,2,1
timber,1899,Fremantle,1,2
timber,1899,Odessa,1,3
timber,1899,Demerara,1,4
timber,1899,Windau,1,5
timber,1899,New Orleans,1,6
timber,1899,from Old Calabar,1,7
timber,1899,Riga,1,8
timber,1899,Cronstadt,1,9
timber,1899,Drammen,1,10
timber,1899,Sydney,1,11
timber,1899,Christiansand,1,12
sleepers,1874,Riga,7,1
sleepers,1874,Windau,2,2
sleepers,1874,Soderhamn,2,3
sleepers,1874,Sundswall,1,4
sleepers,1874,Narrkoping,1,5
sleepers,1874,Quebec,1,6
sleepers,1874,Gothenburg,1,7
sleepers,1874,Narva,1,8
sleepers,1874,Libau,1,9
sleepers,1875,Riga,12,1
sleepers,1875,Windau,7,2
sleepers,1875,Danzig,3,3
sleepers,1875,Gothenburg,3,4
sleepers,1875,Dram,2,5
sleepers,1875,Memel,2,6
sleepers,1875,Laurvig,2,7
sleepers,1875,Christiania,2,8
sleepers,1875,Drammen,1,9
sleepers,1875,Cronstadt,1,10
sleepers,1875,Gefle,1,11
sleepers,1875,St. Petersburg,1,12
sleepers,1875,Helsingfors,1,13
sleepers,1875,New York,1,14
sleepers,1875,Quebec,1,15
sleepers,1879,Riga,32,1
sleepers,1879,Konigsberg,21,2
sleepers,1879,Memel,16,3
sleepers,1879,Danzig,15,4
sleepers,1879,Windau,11,5
sleepers,1879,Muhlgraben,2,6
sleepers,1879,Cronstadt,2,7
sleepers,1879,Ljusne,1,8
sleepers,1879,St. P'burg,1,9
sleepers,1879,Quebec,1,10
sleepers,1880,Riga,4,1
sleepers,1880,Memel,2,2
sleepers,1880,Quebec,1,3
sleepers,1881,Riga,32,1
sleepers,1881,Dantzic,14,2
sleepers,1881,Memel,6,3
sleepers,1881,Danzig,6,4
sleepers,1881,Konigsberg,4,5
sleepers,1881,Danzig and Konigsberg,1,6
sleepers,1881,Windau,1,7
sleepers,1881,Rotterdam,1,8
sleepers,1881,Stettin,1,9
sleepers,1881,Quebec,1,10
sleepers,1881,New York,1,11
sleepers,1881,Venice,1,12
sleepers,1882,Dantzic,1,1
sleepers,1882,Borga,1,2
sleepers,1883,Riga,20,1
sleepers,1883,Danzig,19,2
sleepers,1883,Memel,9,3
sleepers,1883,Konigsberg,8,4
sleepers,1883,Libau,6,5
sleepers,1883,Windau,6,6
sleepers,1883,Dantzig,4,7
sleepers,1883,Dantzic,3,8
sleepers,1883,Dantzie,2,9
sleepers,1883,Pillau,1,10
sleepers,1883,St. Petersburg,1,11
sleepers,1883,Montreal,1,12
sleepers,1883,Narva,1,13
sleepers,1883,Pensacola,1,14
sleepers,1884,Danzig,1,1
sleepers,1884,Memel,1,2
sleepers,1885,Riga,10,1
sleepers,1885,Danzig,7,2
sleepers,1885,Memel,5,3
sleepers,1885,Konigsburg,2,4
sleepers,1885,Konigsberg,2,5
sleepers,1885,D'anzig,1,6
sleepers,1885,Stettin,1,7
sleepers,1885,Christiania,1,8
sleepers,1885,Windau,1,9
sleepers,1885,Christiansand,1,10
sleepers,1887,Memel,5,1
sleepers,1887,Danzig,5,2
sleepers,1887,Riga,3,3
sleepers,1887,Drammen,1,4
sleepers,1887,Christiania,1,5
sleepers,1889,Riga,12,1
sleepers,1889,Memel,5,2
sleepers,1889,Konigsberg,5,3
sleepers,1889,Danzig,3,4
sleepers,1889,Windau,2,5
sleepers,1889,New Orleans,2,6
sleepers,1889,Gothenburg,1,7
sleepers,1889,Cronstadt,1,8
sleepers,1889,Laurvig,1,9
sleepers,1889,New York,1,10
sleepers,1889,Sundswall,1,11
sleepers,1890,Memel,1,1
sleepers,1891,Riga,8,1
sleepers,1891,Danzig,5,2
sleepers,1891,Konigsberg,3,3
sleepers,1891,Libau,2,4
sleepers,1891,Windau,1,5
sleepers,1892,Memel,1,1
sleepers,1893,Libau,4,1
sleepers,1893,Danzig,2,2
sleepers,1893,Antwerp,1,3
sleepers,1893,Pillan,1,4
sleepers,1893,Riga,1,5
sleepers,1893,Konigsberg,1,6
sleepers,1893,Memel,1,7
sleepers,1893,Windau,1,8
sleepers,1893,Skien,1,9
sleepers,1895,Riga,10,1
sleepers,1895,Fredrikshald,1,2
sleepers,1895,Munksund,1,3
sleepers,1895,Windau,1,4
sleepers,1895,Narva,1,5
sleepers,1895,Norrkoping,1,6
sleepers,1897,Gothenburg,2,1
sleepers,1897,Memel,1,2
sleepers,1897,Konigsberg,1,3
sleepers,1898,Limau,1,1
sleepers,1898,Memel,1,2
sleepers,1899,Riga,9,1
sleepers,1899,Gothenburg,5,2
sleepers,1899,Memel,4,3
sleepers,1899,Libau,4,4
sleepers,1899,Narva,3,5
sleepers,1899,Windau,2,6
sleepers,1899,Reval,1,7
sleepers,1899,Hambro,1,8
sleepers,1899,Brussels,1,9
laths,1874,Fredrikstad,2,1
laths,1874,Gothenburg,1,2
laths,1875,Gothenburg,3,1
laths,1875,Christiania,2,2
laths,1875,Fredrikstad,1,3
laths,1875,Cronstadt,1,4
laths,1875,Stockholm,1,5
laths,1875,Abo,1,6
laths,1879,G'burg,6,1
laths,1879,F'stad,2,2
laths,1879,Gothenburg,2,3
laths,1879,Oscarshamn,1,4
laths,1879,Kramfors,1,5
laths,1879,Danzig,1,6
laths,1880,Gothenberg,1,1
laths,1881,Gothenburg,23,1
laths,1881,Fredrikstadt,6,2
laths,1881,Fredrikstad,1,3
laths,1881,Frederikstad,1,4
laths,1881,Drontheim,1,5
laths,1881,Memel,1,6
laths,1881,Fredrikshald,1,7
laths,1881,Gefle,1,8
laths,1881,Frederikstadt,1,9
laths,1881,Leghorn,1,10
laths,1881,Venice,1,11
laths,1883,Gothenburg,30,1
laths,1883,Fredrikstad,5,2
laths,1883,Fredrikstadt,3,3
laths,1883,Christiania,1,4
laths,1883,Memel,1,5
laths,1883,Windau,1,6
laths,1883,Gefle,1,7
laths,1883,Musquash,1,8
laths,1883,Amsterdam,1,9
laths,1883,Montreal,1,10
laths,1883,Cronstadt,1,11
laths,1883,Drammen,1,12
laths,1883,Pensacola,1,13
laths,1884,Gothenburg,2,1
laths,1884,Fredrickstadt,1,2
laths,1885,Gothenburg,58,1
laths,1885,Cronstadt,5,2
laths,1885,Christiania,5,3
laths,1885,Fredrikstad,2,4
laths,1885,Drontheim,1,5
laths,1885,Konigsberg,1,6
laths,1885,Archangel,1,7
laths,1885,Bjorneborg,1,8
laths,1885,New York,1,9
laths,1886,Fredrikstad,3,1
laths,1886,Gothenburg,1,2
laths,1887,Gothenburg,23,1
laths,1887,Fredrikstad,5,2
laths,1887,Christiania,3,3
laths,1887,Stettin,2,4
laths,1887,Cronstadt,2,5
laths,1887,New York,2,6
laths,1887,Uddevalla,2,7
laths,1887,St. Petersburg,2,8
laths,1887,Husum,1,9
laths,1887,Domsjo,1,10
laths,1887,Gefle,1,11
laths,1887,Anga,1,12
laths,1887,Bjorneborg,1,13
laths,1888,Gothenburg,1,1
laths,1889,Gothenburg,16,1
laths,1889,Fredrikstad,7,2
laths,1889,Uddevalla,4,3
laths,1889,Gefle,4,4
laths,1889,Christiania,3,5
laths,1889,New York,1,6
laths,1889,Uddovalla,1,7
laths,1889,Riga,1,8
laths,1889,Iggesund,1,9
laths,1889,Sundswall,1,10
laths,1890,Fredrikstad,1,1
laths,1891,Gothenburg,26,1
laths,1891,Fredrikstad,6,2
laths,1891,Hamburg,2,3
laths,1891,Ostend,1,4
laths,1891,Bremen,1,5
laths,1891,Guernsey,1,6
laths,1891,Bjorneborg,1,7
laths,1891,Kramfors,1,8
laths,1891,Christiania,1,9
laths,1891,Drammen,1,10
laths,1891,Hernosand,1,11
laths,1892,Gothenburg,1,1
laths,1892,Fredrikstad,1,2
laths,1893,Gothenburg,17,1
laths,1893,Gefle,3,2
laths,1893,Christiania,2,3
laths,1893,Bjorneborg,2,4
laths,1893,Fredrikstad,1,5
laths,1893,Uddevalla,1,6
laths,1893,Hernösand,1,7
laths,1893,Hernosand,1,8
laths,1893,Nordkoping,1,9
laths,1895,Gothenburg,27,1
laths,1895,Montreal,2,2
laths,1895,St. Petersburg,2,3
laths,1895,Gefle,2,4
laths,1895,Fredrikstad,1,5
laths,1895,Skutskar,1,6
laths,1895,Abo,1,7
laths,1895,Riga,1,8
laths,1897,Gothenburg,8,1
laths,1897,Norrkoping,2,2
laths,1897,Pensacola,2,3
laths,1897,Libau,1,4
laths,1897,Stockholm,1,5
laths,1899,Gothenburg,28,1
laths,1899,Stockholm,7,2
laths,1899,Libau,6,3
laths,1899,Riga,5,4
laths,1899,Portland Me.,5,5
laths,1899,Copenhagen,3,6
laths,1899,Stettin,2,7
laths,1899,Norrkoping,2,8
laths,1899,Gothenberg,2,9
laths,1899,St. Petersburg,2,10
laths,1899,Rafso,2,11
laths,1899,Montreal,2,12
laths,1899,Konigsberg,2,13
laths,1899,Ghent,1,14
laths,1899,Christiania,1,15
laths,1899,Munksund,1,16
laths,1899,Westervik,1,17
doors,1879,G'burg,1,1
doors,1879,Gothenburg,1,2
doors,1880,New York,4,1
doors,1880,Gothenburg,2,2
doors,1880,Stockholm,1,3
doors,1881,New York,27,1
doors,1881,Gothenburg,16,2
doors,1881,Boston,6,3
doors,1881,Stockholm,3,4
doors,1881,Gothenburc,1,5
doors,1881,Dantzic,1,6
doors,1881,Porsgrund,1,7
doors,1881,Fredrikstadt,1,8
doors,1881,Montreal,1,9
doors,1882,New York,4,1
doors,1882,Christiania,1,2
doors,1883,Gothenburg,37,1
doors,1883,New York,20,2
doors,1883,Boston,1,3
doors,1883,Memel,1,4
doors,1883,Montreal,1,5
doors,1883,Amsterdam,1,6
doors,1884,Gothenburg,4,1
doors,1884,New York,2,2
doors,1885,Gothenburg,47,1
doors,1885,New York,8,2
doors,1885,Stockholm,3,3
doors,1885,Fredrikshald,2,4
doors,1885,Montreal,1,5
doors,1885,Uddevalla,1,6
doors,1887,Gothenburg,14,1
doors,1887,Uddevalla,7,2
doors,1887,New York,6,3
doors,1887,Stockholm,3,4
doors,1887,Boston,1,5
doors,1887,Memel,1,6
doors,1888,New York,1,1
doors,1889,Gothenburg,13,1
doors,1889,Uddevalla,7,2
doors,1889,Stockholm,7,3
doors,1889,New York,4,4
doors,1889,Uddovalla,1,5
doors,1889,Skien,1,6
doors,1889,Christiania,1,7
doors,1890,New York,2,1
doors,1890,Uddevalla,1,2
doors,1890,Gothenburg,1,3
doors,1891,Uddevalla,6,1
doors,1891,Gothenburg,5,2
doors,1891,Halifax,3,3
doors,1891,Hamburg,2,4
doors,1891,Stockholm,2,5
doors,1891,New York,1,6
doors,1891,Boston,1,7
doors,1891,Archangel,1,8
doors,1891,Fredrikstad,1,9
doors,1891,Uddewalla,1,10
doors,1892,Uddevalla,1,1
doors,1892,Stockholm,1,2
doors,1893,Gothenburg,12,1
doors,1893,Uddevalla,6,2
doors,1893,Stockholm,5,3
doors,1893,Halifax,1,4
doors,1893,Christiania,1,5
doors,1893,Drammen,1,6
doors,1893,Helsingfors,1,7
doors,1893,"St. John, N.B.",1,8
doors,1895,Gothenburg,8,1
doors,1895,Stockholm,7,2
doors,1895,Helsingfors,1,3
doors,1895,Archangel,1,4
doors,1895,Soderhamn,1,5
doors,1895,Uddevella,1,6
doors,1895,Gefle,1,7
doors,1895,Hamburg,1,8
doors,1896,Gothenburg,1,1
doors,1896,Boston,1,2
doors,1897,Gothenburg,6,1
doors,1897,Uddevalla,2,2
doors,1897,Konigsberg,2,3
doors,1897,Norrkoping,1,4
doors,1897,Boston,1,5
doors,1898,Gothenburg,2,1
doors,1898,Stockholm,1,2
doors,1899,Gothenburg,22,1
doors,1899,Stockholm,14,2
doors,1899,Montreal,8,3
doors,1899,Uddevalla,7,4
doors,1899,Philadelphia,6,5
doors,1899,St. Petersburg,4,6
doors,1899,Boston,3,7
doors,1899,Norrkoping,3,8
doors,1899,Newport News,2,9
doors,1899,Libau,2,10
doors,1899,Gothenberg,2,11
doors,1899,Riga,2,12
doors,1899,Stettin,1,13
doors,1899,Portland Me.,1,14
doors,1899,Christiania,1,15
doors,1899,"Norfolk, Va",1,16
doors,1899,Baltimore,1,17
doors,1899,Rotterdaan,1,18
doors,1899,New York,1,19
doors,1899,Ljusne,1,20
deal ends,1874,Quebec,17,1
deal ends,1874,Cronstadt,7,2
deal ends,1874,Three Rivers,2,3
deal ends,1874,Magdalen River,2,4
deal ends,1874,Gothenburg,2,5
deal ends,1874,Riga,1,6
deal ends,1874,Grand Bay,1,7
deal ends,1874,"Chatham, N.B.",1,8
deal ends,1874,Stolpemunde,1,9
deal ends,1874,Iggesund,1,10
deal ends,1874,Memel,1,11
deal ends,1874,Husum,1,12
deal ends,1874,Danzig,1,13
deal ends,1874,Saguenay,1,14
deal ends,1874,Libau,1,15
deal ends,1874,Zanzibar,1,16
deal ends,1874,"St. John's, N.B.",1,17
deal ends,1875,Quebec,4,1
deal ends,1875,Cronstadt,3,2
deal ends,1875,Riga,3,3
deal ends,1875,Gothenburg,3,4
deal ends,1875,Memel,2,5
deal ends,1875,Drammen,1,6
deal ends,1875,Danzig,1,7
deal ends,1875,Laurvig,1,8
deal ends,1875,Dram,1,9
deal ends,1875,Soderhamn,1,10
deal ends,1875,Three Islands,1,11
deal ends,1875,St. John,1,12
deal ends,1875,"St. John, N.B.",1,13
deal ends,1879,Quebec,1,1
deal ends,1881,Quebec,21,1
deal ends,1881,Cronstadt,10,2
deal ends,1881,Riga,3,3
deal ends,1881,"St. John, N.B.",3,4
deal ends,1881,Three Rivers,3,5
deal ends,1881,Saguenay,3,6
deal ends,1881,"Halifax, N.S.",2,7
deal ends,1881,"Cornwallis, N.S.",1,8
deal ends,1881,Annapolis,1,9
deal ends,1881,Pensacola,1,10
deal ends,1881,Helsingfors,1,11
deal ends,1881,Bordeaux,1,12
deal ends,1881,Dalhousie,1,13
deal ends,1881,Bathurst,1,14
deal ends,1881,Miramichi,1,15
deal ends,1881,Chicontimi,1,16
deal ends,1881,Magdalen River,1,17
deal ends,1881,Soroka,1,18
deal ends,1881,Archangel,1,19
deal ends,1881,Escoumani,1,20
deal ends,1883,Quebec,26,1
deal ends,1883,Cronstadt,10,2
deal ends,1883,Montreal,8,3
deal ends,1883,Three Rivers,7,4
deal ends,1883,Chicontimi,6,5
deal ends,1883,"St. John, N.B.",5,6
deal ends,1883,Riga,5,7
deal ends,1883,Memel,4,8
deal ends,1883,Metis,3,9
deal ends,1883,Miramichi,3,10
deal ends,1883,Abo,2,11
deal ends,1883,Magdalen River,2,12
deal ends,1883,Soroka,2,13
deal ends,1883,Savanilla,1,14
deal ends,1883,St. John,1,15
deal ends,1883,St. John. N.B.,1,16
deal ends,1883,Lappvik,1,17
deal ends,1883,St. Petersburg,1,18
deal ends,1883,Calmo,1,19
deal ends,1883,Finklippan,1,20
deal ends,1884,"St. John, N.B.",1,1
deal ends,1885,Quebec,9,1
deal ends,1885,Riga,7,2
deal ends,1885,Montreal,5,3
deal ends,1885,Cronstadt,4,4
deal ends,1885,Saguenay,2,5
deal ends,1885,Wyborg,2,6
deal ends,1885,Soroka,1,7
deal ends,1885,Danzig,1,8
deal ends,1885,Uleaborg,1,9
deal ends,1886,St. John,1,1
deal ends,1887,Riga,8,1
deal ends,1887,Cronstadt,2,2
deal ends,1887,Memel,2,3
deal ends,1887,Quebec,1,4
deal ends,1887,Montreal,1,5
deal ends,1887,Pugwash,1,6
deal ends,1887,Miramichi,1,7
deal ends,1887,Rafso,1,8
deal ends,1887,Halifax,1,9
deal ends,1887,Trangsund,1,10
deal ends,1887,Mesane,1,11
deal ends,1887,Cochon,1,12
deal ends,1887,"St. John, N.B.",1,13
deal ends,1887,St. Petersburg,1,14
deal ends,1887,Saguenay,1,15
deal ends,1887,Gefle,1,16
deal ends,1887,Escoumains,1,17
deal ends,1887,Rosetta,1,18
deal ends,1889,Cronstadt,7,1
deal ends,1889,Riga,6,2
deal ends,1889,Quebec,6,3
deal ends,1889,St. Petersburg,5,4
deal ends,1889,Halifax,4,5
deal ends,1889,Bay Verte,3,6
