commodity,year,origin_port,cargo_rows,rank
props,1899,Halmstad,1,2
props,1899,Christiania,1,3
props,1899,Jacobstad,1,4
planks,1874,Quebec,2,1
planks,1874,Norrkoping,1,2
planks,1874,Akyab,1,3
planks,1874,Rangoon,1,4
planks,1874,Danzig,1,5
planks,1874,Sundswall,1,6
planks,1874,Wyburg,1,7
planks,1874,Uleaborg,1,8
planks,1874,Saguenay,1,9
planks,1874,Constantinople,1,10
planks,1874,Zanzibar,1,11
planks,1874,Gothenburg,1,12
planks,1875,Christiania,1,1
planks,1875,Rangoon,1,2
planks,1875,Nedercalix,1,3
planks,1875,Fredrikstad,1,4
planks,1875,Riga,1,5
planks,1879,Danzig,1,1
planks,1879,Halmstad,1,2
planks,1879,Tornea,1,3
planks,1879,Uleaborg,1,4
planks,1879,Skeppsvik,1,5
planks,1879,Schippswick,1,6
planks,1879,Sprangsviken,1,7
planks,1879,Norrsundet,1,8
planks,1881,Abo,1,1
planks,1881,Colombo,1,2
planks,1881,Baltimore,1,3
planks,1881,Moulmein,1,4
planks,1881,Drammen,1,5
planks,1881,Richmond,1,6
planks,1881,Saguenay,1,7
planks,1881,Bersimis,1,8
planks,1881,Rangoon,1,9
planks,1881,Stettin,1,10
planks,1881,Ornskoldsvik,1,11
planks,1881,Gefle,1,12
planks,1881,Cochin,1,13
planks,1881,Bjorneborg,1,14
planks,1881,Holmstad,1,15
planks,1881,New York,1,16
planks,1881,Quebec,1,17
planks,1881,Venice,1,18
planks,1881,Stockholm,1,19
planks,1881,Kotka,1,20
planks,1883,Baltimore,5,1
planks,1883,New York,4,2
planks,1883,Christiania,2,3
planks,1883,Memel,2,4
planks,1883,Libau,2,5
planks,1883,Uleaborg,2,6
planks,1883,Ljusne,2,7
planks,1883,Trieste,1,8
planks,1883,Leghorn,1,9
planks,1883,Mediterranean,1,10
planks,1883,"Norfolk, Var.",1,11
planks,1883,Moss,1,12
planks,1883,Arendal,1,13
planks,1883,Catania,1,14
planks,1883,"Poti, &c.",1,15
planks,1883,Odessa,1,16
planks,1883,Halmstadt,1,17
planks,1883,Dantzic,1,18
planks,1883,Wiswall,1,19
planks,1883,Savannah,1,20
planks,1884,New York,1,1
planks,1884,Bremen,1,2
planks,1884,Drontheim,1,3
planks,1885,Danzig,9,1
planks,1885,Odessa,3,2
planks,1885,Bremen,3,3
planks,1885,Soderhamn,2,4
planks,1885,Singapore,1,5
planks,1885,Wyburg,1,6
planks,1885,Bjorneborg,1,7
planks,1885,Risoer,1,8
planks,1885,Risor,1,9
planks,1885,Trieste,1,10
planks,1885,Sundswall,1,11
planks,1885,Furuogrund,1,12
planks,1885,Skutakar,1,13
planks,1885,Arendal,1,14
planks,1885,Simo,1,15
planks,1885,New York,1,16
planks,1885,Abo,1,17
planks,1885,Cronstadt,1,18
planks,1885,Hudikswall,1,19
planks,1885,Savannah,1,20
planks,1886,Odessa,2,1
planks,1886,Trieste,1,2
planks,1887,Sevastopol,4,1
planks,1887,Odessa,2,2
planks,1887,Guysboro',1,3
planks,1887,Ljusne,1,4
planks,1887,Baltimore,1,5
planks,1887,Newport News,1,6
planks,1887,"Chatham, N.B.",1,7
planks,1887,Nyhamn,1,8
planks,1887,Christiania,1,9
planks,1887,Sundswall,1,10
planks,1887,Anga,1,11
planks,1887,Pensacola,1,12
planks,1887,Bollsta,1,13
planks,1887,Pictou,1,14
planks,1887,Trieste,1,15
planks,1889,Trieste,3,1
planks,1889,Baltimore,2,2
planks,1889,Odessa,2,3
planks,1889,Sundswall,2,4
planks,1889,Tvedestrand,1,5
planks,1889,Darien,1,6
planks,1889,New York,1,7
planks,1889,Fiume,1,8
planks,1889,Riga,1,9
planks,1889,Libau,1,10
planks,1889,Abo,1,11
planks,1889,"St. John, N.B.",1,12
planks,1889,Pensacola,1,13
planks,1891,Rangoon,3,1
planks,1891,New York,2,2
planks,1891,Bangkok,2,3
planks,1891,Iggesund,2,4
planks,1891,Calcutta,2,5
planks,1891,Trieste,1,6
planks,1891,Pataholm,1,7
planks,1891,Ljusne,1,8
planks,1891,Chicoutimi,1,9
planks,1891,Christiania,1,10
planks,1891,Pentecost,1,11
planks,1892,Libau,1,1
planks,1892,Danzig,1,2
planks,1893,Trieste,4,1
planks,1893,New York,2,2
planks,1893,Cartagena,1,3
planks,1893,Stettin,1,4
planks,1893,Helsingfors,1,5
planks,1893,Kristinestad,1,6
planks,1893,Quebec,1,7
planks,1893,Fiume,1,8
planks,1895,Trieste,2,1
planks,1895,Sydney,1,2
planks,1895,Pitea and Munksund,1,3
planks,1895,Quebec,1,4
planks,1895,Memel,1,5
planks,1895,Husbyvik,1,6
planks,1895,Christiania,1,7
planks,1897,Christiania,1,1
planks,1899,Fiume,2,1
planks,1899,Trieste,2,2
planks,1899,Danzig,1,3
planks,1899,New York,1,4
planks,1899,Haparanda,1,5
planks,1899,Westervik,1,6
pit props,1875,Gothenburg,4,1
pit props,1875,Bjorneborg,3,2
pit props,1875,Drammen,3,3
pit props,1875,Laurvig,3,4
pit props,1875,Christiansand,3,5
pit props,1875,Nyvik,3,6
pit props,1875,Skien,2,7
pit props,1875,Uddevalla,2,8
pit props,1875,Sundswall,2,9
pit props,1875,Porsgrund,2,10
pit props,1875,Lulea,1,11
pit props,1875,Stockholm,1,12
pit props,1875,Vegesack,1,13
pit props,1875,Nedercalix,1,14
pit props,1875,Brevig,1,15
pit props,1875,Christiania,1,16
pit props,1875,Arendal,1,17
pit props,1875,Calmar,1,18
pit props,1875,Oscarshamn,1,19
pit props,1875,Constantinople,1,20
pit props,1889,Tonsberg,4,1
pit props,1889,Moss,2,2
pit props,1889,Laurvig,2,3
pit props,1889,Drammen,2,4
pit props,1889,Gothenburg,2,5
pit props,1889,Holmestrand,1,6
pit props,1889,Fredriksstad,1,7
pit props,1889,Aasgaardstrand,1,8
pit props,1889,Uddevalla,1,9
pit props,1889,Christiansand,1,10
pit props,1889,Christiania,1,11
pit props,1889,Falkenberg,1,12
pit props,1889,Sandefjord,1,13
pit props,1889,Windau,1,14
pit props,1889,Porsgrund,1,15
pit props,1889,Carlskrona,1,16
pit props,1891,Halmstad,8,1
pit props,1891,Skien,5,2
pit props,1891,Gothenburg,4,3
pit props,1891,Oscarshamn,4,4
pit props,1891,Windau,4,5
pit props,1891,Christiania,3,6
pit props,1891,Falkenberg,3,7
pit props,1891,Arendal,3,8
pit props,1891,Langesund,2,9
pit props,1891,Drammen,2,10
pit props,1891,Risoer,2,11
pit props,1891,Riga,2,12
pit props,1891,Warberg,2,13
pit props,1891,Bayonne,1,14
pit props,1891,Bergqvara,1,15
pit props,1891,Bjorneborg,1,16
pit props,1891,Chri,1,17
pit props,1891,Moss,1,18
pit props,1891,Pernau,1,19
pit props,1891,Brevig,1,20
pit props,1892,Fredrikshald,2,1
pit props,1892,Risoer,2,2
pit props,1892,Windau,1,3
pit props,1892,Christiania,1,4
pit props,1892,Stettin,1,5
pit props,1892,Falkenberg,1,6
pit props,1892,Skien,1,7
pit props,1893,Halmstad,8,1
pit props,1893,Gothenburg,3,2
pit props,1893,Fredrikshald,3,3
pit props,1893,Bordeaux,3,4
pit props,1893,Oscarshamn,2,5
pit props,1893,Konigsberg,2,6
pit props,1893,Oscarsham,1,7
pit props,1893,Calmar,1,8
pit props,1893,Sandefjord,1,9
pit props,1893,Moss,1,10
pit props,1893,Bergqvara,1,11
pit props,1893,Carlscrona,1,12
pit props,1893,Tormo,1,13
pit props,1893,Falkenberg,1,14
pit props,1893,Windau,1,15
pit props,1893,Hennebont,1,16
pit props,1893,"St. John, N.B.",1,17
pit props,1895,Gothenburg,3,1
pit props,1895,Fredrikshald,1,2
pit props,1895,Torngberg,1,3
pit props,1895,Figeholm,1,4
pit props,1895,Westervik,1,5
pit props,1895,Arendal,1,6
pit props,1895,Hudikswall,1,7
pit props,1897,Gothenburg,2,1
pit props,1897,Bayonne,1,2
pit props,1897,Risoer,1,3
pit props,1897,Hennebont,1,4
pit props,1897,Porsgrund,1,5
pit props,1897,Risor,1,6
pit props,1897,Arendal,1,7
pit props,1897,Halmstad,1,8
pit props,1897,Fredrikshald,1,9
pit props,1897,Uddevalla,1,10
pit props,1899,Gothenburg,13,1
pit props,1899,Risoer,2,2
pit props,1899,Skien,2,3
pit props,1899,Pauillac,1,4
pit props,1899,Stettin,1,5
pit props,1899,Riga,1,6
pit props,1899,Oscarhamn,1,7
pit props,1899,Brevig,1,8
pit props,1899,Gråker,1,9
pit props,1899,Tonsberg,1,10
pit props,1899,Porsgrund,1,11
pit props,1899,Soderhamn,1,12
pit props,1899,Gefle,1,13
pit props,1899,Ludvig,1,14
scantlings,1874,Wasa,1,1
scantlings,1875,Richibucto,3,1
scantlings,1875,Quebec,2,2
scantlings,1875,Mobile,1,3
scantlings,1875,"St. John, N.B.",1,4
scantlings,1880,Memel,1,1
scantlings,1881,Christiania,8,1
scantlings,1881,"St. John, N.B.",5,2
scantlings,1881,Dantzic,3,3
scantlings,1881,Dram,2,4
scantlings,1881,Drammen,2,5
scantlings,1881,Arendal,1,6
scantlings,1881,Fredrikstadt,1,7
scantlings,1881,Frederikstad,1,8
scantlings,1881,Fredrikstad,1,9
scantlings,1881,Miramichi,1,10
scantlings,1881,Ruetouche,1,11
scantlings,1881,Shediac,1,12
scantlings,1881,Danzig,1,13
scantlings,1881,St. John's,1,14
scantlings,1881,St. John N.B.,1,15
scantlings,1883,Christiania,4,1
scantlings,1883,"St. John, N.B.",4,2
scantlings,1883,Drammen,2,3
scantlings,1883,Laurvig,2,4
scantlings,1883,Arendal,1,5
scantlings,1883,Fredrikstadt,1,6
scantlings,1883,Danzig,1,7
scantlings,1883,Abo,1,8
scantlings,1883,Dantzig,1,9
scantlings,1883,Richibucto,1,10
scantlings,1883,Musquash,1,11
scantlings,1883,"West Bay, N.S.",1,12
scantlings,1883,Shediac,1,13
scantlings,1883,Buctouche,1,14
scantlings,1883,Miramichi,1,15
scantlings,1883,Campbeltown,1,16
scantlings,1883,Pugwash,1,17
scantlings,1884,Christiania,2,1
scantlings,1884,"St. John, N.B.",1,2
scantlings,1885,Christiania,8,1
scantlings,1885,Danzig,4,2
scantlings,1885,"Parrsboro', N.S.",1,3
scantlings,1885,Drammen,1,4
scantlings,1885,Baltimore,1,5
scantlings,1885,Drontheim,1,6
scantlings,1885,Skelleftea,1,7
scantlings,1886,Campbeltown,1,1
scantlings,1886,St. John,1,2
scantlings,1887,Christiania,6,1
scantlings,1887,Danzig,3,2
scantlings,1887,Arendal,3,3
scantlings,1887,Fredrikstad,2,4
scantlings,1887,Quebec,1,5
scantlings,1887,Montreal,1,6
scantlings,1887,Gothenburg,1,7
scantlings,1887,Drammen,1,8
scantlings,1887,Abo,1,9
scantlings,1887,"St. John, N.B.",1,10
scantlings,1887,St. John,1,11
scantlings,1887,Wyborg,1,12
scantlings,1889,Christiania,9,1
scantlings,1889,Danzig,2,2
scantlings,1889,Buctouche,2,3
scantlings,1889,"St. John, N.B.",2,4
scantlings,1889,Helsingfors,2,5
scantlings,1889,Laurvig,1,6
scantlings,1889,Fredrikstad,1,7
scantlings,1889,"Bathurst, Gulf of St. Lawrence",1,8
scantlings,1889,"Newcastle, N.B.",1,9
scantlings,1889,Bay Verte,1,10
scantlings,1889,Porsgrund,1,11
scantlings,1889,Konigsberg,1,12
scantlings,1889,Stocka and Skelleftea,1,13
scantlings,1889,Oscarshamn,1,14
scantlings,1889,Drammen,1,15
scantlings,1889,"Shediac, N.B.",1,16
scantlings,1889,Norrkoping,1,17
scantlings,1890,Drammen,1,1
scantlings,1891,Rangoon,5,1
scantlings,1891,Christiania,4,2
scantlings,1891,Fredrikstad,3,3
scantlings,1891,Abo,3,4
scantlings,1891,Drammen,2,5
scantlings,1891,Leghorn,1,6
scantlings,1891,"Chatham, N.B.",1,7
scantlings,1891,Danzig,1,8
scantlings,1891,Miramichi,1,9
scantlings,1892,Oscarshamn,1,1
scantlings,1892,Pensacola,1,2
scantlings,1892,Abo,1,3
scantlings,1893,Christiania,2,1
scantlings,1893,Helsingfors,2,2
scantlings,1893,Fredrikstad,1,3
scantlings,1893,Danzig,1,4
scantlings,1893,Quebec,1,5
scantlings,1893,Drontheim,1,6
scantlings,1895,Uleaborg,2,1
scantlings,1895,"Parrsboro', N.S.",1,2
scantlings,1896,Helsingfors,1,1
scantlings,1897,Helsingfors,2,1
scantlings,1897,Fredrikstadt,1,2
scantlings,1897,Christiansand,1,3
scantlings,1897,Fredrikstad,1,4
scantlings,1897,Abo,1,5
scantlings,1898,New York,1,1
scantlings,1899,Christiania,2,1
scantlings,1899,Riga,2,2
scantlings,1899,Libau,2,3
scantlings,1899,Westervik,1,4
scantlings,1899,Calmar,1,5
scantlings,1899,Drontheim,1,6
scantlings,1899,Parrsboro,1,7
scantlings,1899,Sando,1,8
scantlings,1899,St. John N.B.,1,9
scantlings,1899,Drammen,1,10
scantlings,1899,Cape Tormentine,1,11
scantlings,1899,Domsjo,1,12
scantlings,1899,Sund,1,13
scantlings,1899,Shediac,1,14
scantlings,1899,Gothenburg,1,15
scantlings,1899,Rafso,1,16
oak staves,1874,Memel,3,1
oak staves,1874,Danzig,2,2
oak staves,1874,Libau,1,3
oak staves,1874,Charlestown,1,4
oak staves,1874,Sundswall,1,5
oak staves,1874,Savannah,1,6
oak staves,1875,Amsterdam,1,1
oak staves,1875,Christiania,1,2
oak staves,1875,Pillau,1,3
oak staves,1881,Memel,5,1
oak staves,1881,Dantzic,3,2
oak staves,1881,Trieste,3,3
oak staves,1881,Fiume,2,4
oak staves,1881,Odessa,1,5
oak staves,1881,Copenhagen,1,6
oak staves,1881,Christiania,1,7
oak staves,1881,Gothenburg,1,8
oak staves,1881,Konigsberg,1,9
oak staves,1881,"Odessa, &c.",1,10
oak staves,1881,Rotterdam,1,11
oak staves,1881,Venice,1,12
oak staves,1883,Memel,10,1
oak staves,1883,Danzig,7,2
oak staves,1883,Venice,3,3
oak staves,1883,Trieste,2,4
oak staves,1883,Bari,2,5
oak staves,1883,Oscarshamn,1,6
oak staves,1883,Patras,1,7
oak staves,1883,Fredriksvaern,1,8
oak staves,1883,Odessa,1,9
oak staves,1883,Stettin,1,10
oak staves,1883,Catania,1,11
oak staves,1883,Dantzig,1,12
oak staves,1883,Mobile,1,13
oak staves,1883,Abo,1,14
oak staves,1883,Libau,1,15
oak staves,1884,Odessa,1,1
oak staves,1884,Venice,1,2
oak staves,1885,Danzig,7,1
oak staves,1885,Trieste,7,2
oak staves,1885,Memel,6,3
oak staves,1885,Odessa,3,4
oak staves,1885,Arendal,2,5
oak staves,1885,Sevastopol,2,6
oak staves,1885,Mobile,1,7
oak staves,1885,"West Point, Virginia",1,8
oak staves,1886,Trieste,1,1
oak staves,1886,Odessa,1,2
oak staves,1887,Memel,15,1
oak staves,1887,Trieste,7,2
oak staves,1887,Danzig,6,3
oak staves,1887,Sevastopol,3,4
oak staves,1887,Odessa,2,5
oak staves,1887,Rotterdam,1,6
oak staves,1887,Italy,1,7
oak staves,1887,Newport News,1,8
oak staves,1888,New York,1,1
oak staves,1889,Memel,10,1
oak staves,1889,Danzig,6,2
oak staves,1889,Trieste,2,3
oak staves,1889,New Orleans,2,4
oak staves,1889,Bordeaux,1,5
oak staves,1889,Savannah,1,6
oak staves,1889,Fiume,1,7
oak staves,1889,Libau,1,8
oak staves,1889,New York,1,9
oak staves,1889,Sundswall,1,10
oak staves,1889,Riga,1,11
oak staves,1890,Danzig,1,1
oak staves,1890,Riga,1,2
oak staves,1891,Memel,6,1
oak staves,1891,Stettin,2,2
oak staves,1891,Mobile,1,3
oak staves,1891,Danzig,1,4
oak staves,1891,New York,1,5
oak staves,1891,Trieste,1,6
oak staves,1892,Memel,2,1
oak staves,1892,Libau,1,2
oak staves,1892,Danzig,1,3
oak staves,1895,Memel,1,1
oak staves,1896,Memel,3,1
oak staves,1896,New York,1,2
oak staves,1897,Libau,1,1
oak staves,1899,Libau,2,1
oak staves,1899,Trieste,2,2
oak staves,1899,Charleston,1,3
oak staves,1899,Fiume,1,4
floorings,1879,Drammen,2,1
floorings,1879,F'stad,2,2
floorings,1879,F'shald,1,3
floorings,1881,Gothenburg,4,1
floorings,1881,Drammen,2,2
floorings,1881,Porsgrund,1,3
floorings,1881,Laurvig,1,4
floorings,1881,Skien,1,5
floorings,1881,Fredrikstadt,1,6
floorings,1881,Kragero,1,7
floorings,1883,Fredrikstadt,4,1
floorings,1883,Gothenburg,4,2
floorings,1883,Drammen,2,3
floorings,1883,Catania,2,4
floorings,1883,Fredrikstad,1,5
floorings,1883,Christiania,1,6
floorings,1883,Skien,1,7
floorings,1883,Stockholm,1,8
floorings,1885,Gothenburg,7,1
floorings,1885,Drammen,6,2
floorings,1885,Christiania,3,3
floorings,1885,Swartvik,1,4
floorings,1885,Sundswall,1,5
floorings,1885,Christiansand,1,6
floorings,1887,Drammen,5,1
floorings,1887,Gothenburg,3,2
floorings,1887,Fredrikstad,2,3
floorings,1887,Skien,1,4
floorings,1887,Stocka,1,5
floorings,1887,Uddevalla,1,6
floorings,1887,Soderhamn,1,7
floorings,1887,Holmsund,1,8
floorings,1887,Laurvig,1,9
floorings,1887,Stockholm and Soderhamn,1,10
floorings,1889,Fredrikstad,9,1
floorings,1889,Christiania,5,2
floorings,1889,Drammen,4,3
floorings,1889,Iggesund,2,4
floorings,1889,Fredrikshald & Fredrikstad,1,5
floorings,1889,Skien,1,6
floorings,1889,Fredikshald,1,7
floorings,1889,Fredrikstadt,1,8
floorings,1889,Sundswall,1,9
floorings,1890,Drammen,1,1
floorings,1890,Fredrikstad,1,2
floorings,1891,Fredrikstad,4,1
floorings,1891,Christiania,4,2
floorings,1891,Drammen,3,3
floorings,1891,Iggesund,2,4
floorings,1891,Porsgrund,1,5
floorings,1891,Maracaibo,1,6
floorings,1891,Gothenburg,1,7
floorings,1891,Skutskar,1,8
floorings,1893,Fredrikstad,6,1
floorings,1893,Christiania,1,2
floorings,1893,Fiume,1,3
floorings,1893,Helsingfors,1,4
floorings,1895,Fredrikstad,10,1
floorings,1895,Dalhousie,2,2
floorings,1895,Drammen,2,3
floorings,1895,Helsingfors,1,4
floorings,1895,Gefle,1,5
floorings,1895,Iggesund,1,6
floorings,1896,Fredrikstad,3,1
floorings,1896,Helsingfors,2,2
floorings,1897,Fredrikstad,3,1
floorings,1897,Gothenburg,2,2
floorings,1897,Brunswick,2,3
floorings,1897,Danzig,1,4
floorings,1897,Christiania,1,5
floorings,1897,Fredrikstadt,1,6
floorings,1897,Drammen,1,7
floorings,1897,Helsingfors,1,8
floorings,1898,Paasacola,2,1
floorings,1898,Sornas,1,2
floorings,1899,Fredrikstad,11,1
floorings,1899,Fredrikstadt,3,2
floorings,1899,Uddevalla,1,3
floorings,1899,Drammen,1,4
floorings,1899,Borga,1,5
floorings,1899,Christiania,1,6
floorings,1899,Moser River,1,7
floorings,1899,Darien,1,8
floorings,1899,Gothenberg,1,9
floorings,1899,Riga,1,10
floorings,1899,Gothenburg,1,11
floorings,1899,Kopmanholmen,1,12
floorings,1899,Kramfors,1,13
pieces,1874,"Belize, etc.",1,1
pieces,1874,Stockholm,1,2
pieces,1874,Riga,1,3
pieces,1874,Pensacola,1,4
pieces,1875,Cronstadt,1,1
pieces,1875,Moulmein,1,2
pieces,1875,Helsingfors,1,3
pieces,1875,Pensacola,1,4
pieces,1879,Belize,2,1
pieces,1880,Nassau,1,1
pieces,1881,New York,3,1
pieces,1881,Livingston,2,2
pieces,1881,Nuevitas,1,3
pieces,1881,"Belize, &c.",1,4
pieces,1881,Moulmein,1,5
pieces,1881,Belize,1,6
pieces,1881,Marseilles,1,7
pieces,1881,Gothenburg,1,8
pieces,1881,Helsingfors,1,9
pieces,1881,Konigsberg,1,10
pieces,1882,New York,1,1
pieces,1883,New York,8,1
pieces,1883,Nassau,4,2
pieces,1883,Rotterdam,1,3
pieces,1883,Santaria,1,4
pieces,1883,Halifax,1,5
pieces,1883,Belize,1,6
pieces,1883,Gefle,1,7
pieces,1884,New York,2,1
pieces,1884,Belize,2,2
pieces,1885,New York,3,1
pieces,1885,Riga,1,2
pieces,1885,"Chatham, N.B.",1,3
pieces,1885,Gothenburg,1,4
pieces,1885,Fiume,1,5
pieces,1887,New York,14,1
pieces,1887,Gothenburg,2,2
pieces,1887,Baltimore,2,3
pieces,1887,Trieste,2,4
pieces,1887,Memel,1,5
pieces,1887,St. Petersburg,1,6
pieces,1887,Riga,1,7
pieces,1887,Quebec,1,8
pieces,1888,Trieste,1,1
pieces,1889,New York,4,1
pieces,1889,Trieste,2,2
pieces,1889,Mobile,1,3
pieces,1889,Baltimore,1,4
pieces,1889,Gothenburg,1,5
pieces,1890,New York,1,1
pieces,1891,Philadelphia,3,1
pieces,1891,New York,2,2
pieces,1891,Rangoon,2,3
pieces,1891,Christiania,1,4
pieces,1891,Tecolutla,1,5
pieces,1891,Montreal,1,6
pieces,1892,Belize,1,1
pieces,1893,Boston,5,1
pieces,1893,St. Domingo,2,2
pieces,1893,Belize,2,3
pieces,1893,Libau,1,4
pieces,1893,Gothenburg,1,5
pieces,1893,New York,1,6
pieces,1893,Kristinestad,1,7
pieces,1893,Philadelphia,1,8
pieces,1893,Konigsberg,1,9
pieces,1893,Mauritzberg,1,10
pieces,1893,Lulea,1,11
pieces,1893,Uddevalla,1,12
pieces,1893,New Orleans,1,13
pieces,1895,Skutskar,1,1
pieces,1895,Calmar,1,2
pieces,1895,Sandarne,1,3
pieces,1895,Newport News,1,4
pieces,1895,New York,1,5
pieces,1896,Helsingfors,1,1
pieces,1896,Boston,1,2
pieces,1897,Hommelvik,1,1
pieces,1897,Boston,1,2
pieces,1897,Philadelphia,1,3
pieces,1897,Gothenburg,1,4
pieces,1897,Trinidad,1,5
pieces,1897,Havre,1,6
pieces,1898,Boston,2,1
pieces,1898,Newort News,1,2
pieces,1899,Newport News,8,1
pieces,1899,Boston,7,2
pieces,1899,Stockholm,3,3
pieces,1899,New York,3,4
pieces,1899,Baltimore,2,5
pieces,1899,Montreal,2,6
pieces,1899,Wasa,2,7
pieces,1899,New Orleans,2,8
pieces,1899,Fredrikstad,2,9
pieces,1899,"Norfolk, Va.",2,10
pieces,1899,Norfolk,1,11
pieces,1899,Libau,1,12
pieces,1899,St. Petersburg,1,13
pieces,1899,Riga,1,14
pieces,1899,Konigsburg,1,15
pieces,1899,Venice,1,16
pieces,1899,Kemi,1,17
pieces,1899,Trieste,1,18
pieces,1899,Philadelphia,1,19
pieces,1899,Sydney,1,20
