year,origin_port,ship_count
1893.0,New Orleans,5
1893.0,Rafso,5
1893.0,Fredrikshald,4
1893.0,Halmstad,4
1893.0,Konigsberg,4
1893.0,Kotka,4
1893.0,Nyhamn,4
1893.0,Philadelphia,4
1893.0,Pitea,4
1893.0,Redon,4
1893.0,"St. John, N.B.",4
1893.0,Stettin,4
1893.0,Wyborg,4
1893.0,Abo,3
1893.0,Arendal,3
1893.0,Bjorneborg,3
1893.0,Brevig,3
1893.0,Christiansand,3
1893.0,Fiume,3
1893.0,Halifax,3
1893.0,Miramichi,3
1893.0,Rangoon,3
1893.0,Skien,3
1893.0,Trieste,3
1893.0,Uleaborg,3
1893.0,Baltimore,2
1893.0,Byske,2
1893.0,Copenhagen,2
1893.0,Fredrikshamn,2
1893.0,Hambro',2
1893.0,Hennebont,2
1893.0,Hernösand,2
1893.0,Holmsund,2
1893.0,Husum,2
1893.0,Kramfors,2
1893.0,Laurvig,2
1893.0,Libau,2
1893.0,Munksund,2
1893.0,Nederkalix,2
1893.0,Nuevitas,2
1893.0,Porsgrund,2
1893.0,Port Blair,2
1893.0,Sandarne,2
1893.0,Skonvik,2
1893.0,Sundsvall,2
1893.0,Svartvik,2
1893.0,Umea,2
1893.0,Vannes,2
1893.0,Albany,1
1893.0,Amsterdam,1
1893.0,Arcachon,1
1893.0,Auckland,1
1893.0,Bahia,1
1893.0,Bangkok,1
1893.0,Bergen,1
1893.0,Bilbao,1
1893.0,Blankaholm,1
1893.0,Blaye,1
1893.0,Botwoodville,1
1893.0,Brabestad and Rafso,1
1893.0,Bremen,1
1893.0,Bure,1
1893.0,Calcutta,1
1893.0,Calmar,1
1893.0,Cartagena,1
1893.0,"Chatham, N.B.",1
1893.0,Chicoutimi,1
1893.0,Colon,1
1893.0,Drangsund,1
1893.0,Drontheim,1
1893.0,E. Indies,1
1893.0,Edense,1
1893.0,"Gen. Charles Alexander Sim, in place of the late Mr. Oliphant, and Mr. William Forrest Malcolm in place of Mr. Park resigned. The directors have to regret the death, during the past half",1
1893.0,Ghent,1
1893.0,Hallsta,1
1893.0,Hambourg,1
1893.0,Hambro,1
1893.0,Havre,1
1893.0,Hernosaud,1
1893.0,Hofund,1
1893.0,Hommelvik,1
1893.0,Hornefors,1
1893.0,Jamaica,1
1893.0,Jokikyla,1
1893.0,Kalmar,1
1893.0,Kem,1
1893.0,Kragero,1
1893.0,Kragerö,1
1893.0,Kristinestad,1
1893.0,Lervik,1
1893.0,Lisbon,1
1893.0,Lulea,1
1893.0,Marseille,1
1893.0,Mauritzberg,1
1893.0,Mesane,1
1893.0,Mobile,1
1893.0,Moss,1
1893.0,Mr. Graham Mur,1
1893.0,Namsos,1
1893.0,Neder Calix,1
1893.0,Neder Kalix,1
1893.0,Newcastle,1
1893.0,"Newcastle, N.B.",1
1893.0,Nordkoping,1
1893.0,Onega,1
1893.0,Ornskjoldsvik,1
1893.0,Oscarsham,1
1893.0,Oscarshamn,1
1893.0,Pascagoula,1
1893.0,Picton,1
1893.0,Pont Neuf,1
1893.0,Port Blakeley,1
1893.0,Portland,1
1893.0,Reval,1
1893.0,Risoer,1
1893.0,Rosario,1
1893.0,Sagunay,1
1893.0,San Francisco,1
1893.0,Sandvik,1
1893.0,Sapilo,1
1893.0,Savannah,1
1893.0,Shediac,1
1893.0,Skelleftea,1
1893.0,Smartvik,1
1893.0,Smidt,1
1893.0,St. Etienne,1
1893.0,St. Lucia,1
1893.0,Storfors,1
1893.0,Sundsvik,1
1893.0,Timas de Zaza,1
1893.0,Tonsberg,1
1893.0,Tunas de Zaza,1
1893.0,Warberg,1
1893.0,Westeroek,1
1893.0,Westerwik,1
1893.0,Windau,1
1893.0,from San Domingo,1
1893.0,grown timber will be found in our advertising pages. BERKSHIRE.,1
1893.0,"known and much appreciated publication, well bound, carefully compiled, and conveniently arranged. The information given is very comprehensive, being especially serviceable to the professions mentioned above, and to those in the building trades having interests beyond their own circle it is also of interest and value. The paper is of excellent quality, and one page is provided for each day's notes. An alphabetical index is also provided, and a reference to the table of contents is proof of the value of the diary to commercial men generally.  LOAD",1
1895.0,Riga,22
1895.0,St. Petersburg,20
1895.0,Gefle,16
1895.0,Gothenburg,16
1895.0,Montreal,16
1895.0,Cronstadt,15
1895.0,Fredrikstad,12
1895.0,Hernosand,11
1895.0,Archangel,10
1895.0,Quebec,10
1895.0,Soderhamn,10
1895.0,Sundswall,10
1895.0,Abo,8
1895.0,Boston,8
1895.0,Christiania,7
1895.0,Hudikswall,7
1895.0,Memel,7
1895.0,Danzig,6
1895.0,Helsingfors,6
1895.0,Kotka,6
1895.0,Stockholm,6
1895.0,Uleaborg,6
1895.0,New York,5
1895.0,Newport News,5
1895.0,Sandarne,5
1895.0,Skutskar,5
1895.0,Drammen,4
1895.0,Hernösand,4
1895.0,Konigsberg,4
1895.0,Sydney,4
1895.0,Brahestad,3
1895.0,Calmar,3
1895.0,Carlscrona,3
1895.0,Drontheim,3
1895.0,Fredrikshald,3
1895.0,Halmstad,3
1895.0,Hamburg,3
1895.0,Iggesund,3
1895.0,Libau,3
1895.0,Narva,3
1895.0,Nederkalix,3
1895.0,Rafso,3
1895.0,Savannah,3
1895.0,Wyborg,3
1895.0,Bordeaux,2
1895.0,Colon,2
1895.0,Falkenberg,2
1895.0,Fredrikshamn,2
1895.0,Halifax,2
1895.0,Husum,2
1895.0,Kem,2
1895.0,Mesane,2
1895.0,Munksund,2
1895.0,New Orleans,2
1895.0,Norrkoping,2
1895.0,Onega,2
1895.0,Ornskoldsvik,2
1895.0,Oscarshamn,2
1895.0,Pernoviken,2
1895.0,Pitea,2
1895.0,Stettin,2
1895.0,Sundsvall,2
1895.0,Three Rivers,2
1895.0,Trangsund,2
1895.0,Trieste,2
1895.0,Windau,2
1895.0,-The public examination of the above,1
1895.0,Albany,1
1895.0,Alne,1
1895.0,Arendal,1
1895.0,Bassam,1
1895.0,"Beaver Point, N.S.",1
1895.0,Borga,1
1895.0,Brandshamn,1
1895.0,Brevig,1
1895.0,Bufve,1
1895.0,Byske,1
1895.0,Carlsvik,1
1895.0,Christiansand,1
1895.0,Dalhousie,1
1895.0,Darien,1
1895.0,Djupvik,1
1895.0,Domsjo,1
1895.0,Falkenburg,1
1895.0,Fernandina,1
1895.0,Figeholm,1
1895.0,Gamleby,1
1895.0,"Gander Bay, N.F.",1
1895.0,Hallsta,1
1895.0,Halsta,1
1895.0,Hango,1
1895.0,He'singfors,1
1895.0,Herncsand,1
1895.0,Holmsund,1
1895.0,Hommelvik,1
1895.0,Husbyvik,1
1895.0,J. Scott & Son Memel,1
1895.0,Kangsund,1
1895.0,Kaunissaari,1
1895.0,Keret,1
1895.0,Kovda,1
1895.0,Kowda,1
1895.0,Kragero,1
1895.0,Kramfors,1
1895.0,Laurvig,1
1895.0,Ljusne,1
1895.0,Lovisa,1
1895.0,Lulea,1
1895.0,Melbourne,1
1895.0,Metes,1
1895.0,Mobile,1
1895.0,Morlaix,1
1895.0,Nedarkalix,1
1895.0,Norkoping,1
1895.0,Nuevitas,1
1895.0,Nykarbley,1
1895.0,Obbola,1
1895.0,"Parrsboro', N.S.",1
1895.0,Pascagoula,1
1895.0,Pataholm,1
1895.0,Pensacola,1
1895.0,Pentecost,1
1895.0,Pitea and Munksund,1
1895.0,Porsgrund,1
1895.0,Port Blakeley,1
1895.0,Port Neuf,1
1895.0,Rordeaux,1
1895.0,Rugenwalde,1
1895.0,Sagua,1
1895.0,Sandvik,1
1895.0,Sapelo,1
1895.0,Sikea,1
1895.0,Simo,1
1895.0,Skelleftea,1
1895.0,Skonvik,1
1895.0,Skönvik,1
1895.0,Solstadstrom,1
1895.0,St. John,1
1895.0,"St. John, N.B.",1
1895.0,Stugsund,1
1895.0,Svartvik,1
1895.0,Swartvik,1
1895.0,Swartwik,1
1895.0,To,1
1895.0,Tornea,1
1895.0,Torngberg,1
1895.0,Uddevalla,1
1895.0,Uddevella,1
1895.0,Wanevik,1
1895.0,Warberg,1
1895.0,Westervik,1
1895.0,fifth vessel constructed by Messrs. William Simons & Co. for the Mersey Docks and Harbour Board.  MODERN WOOD,1
1895.0,l'Orient,1
1896.0,Boston,3
1896.0,Gothenburg,3
1896.0,Fredrikstad,2
1896.0,Gefle,2
1896.0,Helsingfors,2
1896.0,New York,2
1896.0,Baltimore,1
1896.0,Christiania,1
1896.0,Danzig,1
1896.0,"Halifax, N.S.",1
1896.0,Knysna,1
1896.0,Libau,1
1896.0,Memel,1
1896.0,Port Blair,1
1896.0,Riga,1
1896.0,Sydney,1
1897.0,Gothenburg,17
1897.0,New York,12
1897.0,Fredrikstad,9
1897.0,Boston,6
1897.0,Christiania,6
1897.0,Danzig,6
1897.0,Montreal,6
1897.0,Bordeaux,5
1897.0,Dieppe,5
1897.0,Libau,4
1897.0,Soderhamn,4
1897.0,Stockholm,4
1897.0,Uddevalla,4
1897.0,Arendal,3
1897.0,Bayonne,3
1897.0,Christiansand,3
1897.0,Flushing,3
1897.0,Hambro,3
1897.0,Memel,3
1897.0,Newport News,3
1897.0,Oscarshamn,3
1897.0,Porsgrund,3
1897.0,Riga,3
1897.0,St. Petersburg,3
1897.0,Baltimore,2
1897.0,Boulogne,2
1897.0,Cologne,2
1897.0,Fredrikshald,2
1897.0,Halmstad,2
1897.0,Hango,2
1897.0,Helsingfors,2
1897.0,Konigsberg,2
1897.0,Kotka,2
1897.0,Pensacola,2
1897.0,St. Nazaire,2
1897.0,Abo,1
1897.0,Amsterdam,1
1897.0,Auray,1
1897.0,Bjorneborg,1
1897.0,Blaye,1
1897.0,Bollsta,1
1897.0,Bremen,1
1897.0,Brevig,1
1897.0,Brunswick,1
1897.0,Carlscrona,1
1897.0,Chailles,1
1897.0,Christiana,1
1897.0,Darien,1
1897.0,Domsjo,1
1897.0,Drobak,1
1897.0,Drontheim,1
1897.0,Frederikstad,1
1897.0,Fredrikstadt,1
1897.0,Fredriksvaern,1
1897.0,Gamleby,1
1897.0,Gefle,1
1897.0,Grimstad,1
1897.0,Grindstone Island,1
1897.0,Hamburg,1
1897.0,Havre,1
1897.0,Hennebont,1
1897.0,Hernosand,1
1897.0,Hommelvik,1
1897.0,Iraskjoldsvik,1
1897.0,Karlskrona,1
1897.0,Laguna de Terminos,1
1897.0,Lisbon,1
1897.0,Marieberg,1
1897.0,Mo,1
1897.0,N.B.,1
1897.0,Norrkoping,1
1897.0,Nyhamn,1
1897.0,Pauillac,1
1897.0,Philadelphia,1
1897.0,Pitea,1
1897.0,Porsholm,1
1897.0,Portland,1
1897.0,"Portland, M.",1
1897.0,"Portland, Me.",1
1897.0,Quebec,1
1897.0,Risoer,1
1897.0,Risor,1
1897.0,"St. John, N B.",1
1897.0,Stettin,1
1897.0,Sydney,1
1897.0,To Order C. Calder & Co. Wm. Harkess,1
1897.0,Trinidad,1
1897.0,Vannes,1
1897.0,Venice,1
1897.0,Wilmington,1
1897.0,Windau,1
1898.0,New York,4
1898.0,Gothenburg,3
1898.0,Danzig,2
1898.0,Hamburg,2
1898.0,"An application was made, at the Hanley Bankruptcy Court, last week, before his Honour Judge Jordan, for the discharge of the above",1
1898.0,Boston,1
1898.0,Drontheim,1
1898.0,Fredriks'ad,1
1898.0,Fredrikshald,1
1898.0,Gegrund,1
1898.0,Got,1
1898.0,Iggesund,1
1898.0,Lapwing Hamburg,1
1898.0,Libau,1
1898.0,Limau,1
1898.0,Lovisa,1
1898.0,Natal,1
1898.0,Newort News,1
1898.0,Oscarshamn,1
1898.0,Paasacola,1
1898.0,Riga,1
1898.0,Sornas,1
1898.0,Stockholm,1
1899.0,Gothenburg,39
1899.0,Riga,25
1899.0,Montreal,20
1899.0,Fredrikstad,19
1899.0,Libau,18
1899.0,New York,16
1899.0,Boston,14
1899.0,Bordeaux,12
1899.0,Christiania,12
1899.0,Stockholm,11
1899.0,Drammen,10
1899.0,Gefle,10
1899.0,Newport News,8
1899.0,Kotka,7
1899.0,Memel,7
1899.0,Archangel,6
1899.0,St. Petersburg,6
1899.0,Stettin,6
1899.0,Uddevalla,6
1899.0,Uleaborg,6
1899.0,Baltimore,5
1899.0,Fremantle,5
1899.0,Hambro,5
1899.0,Philadelphia,5
1899.0,Skelleftea,5
1899.0,Sundswall,5
1899.0,Bayonne,4
1899.0,Brussels,4
1899.0,Christiansand,4
1899.0,Fredrikshald,4
1899.0,Konigsberg,4
1899.0,Nederkalix,4
1899.0,Nordmaling,4
1899.0,Soderhamn,4
1899.0,Abo,3
1899.0,Copenhagen,3
1899.0,Danzig,3
1899.0,Hennebont,3
1899.0,Hernösand,3
1899.0,Kemi,3
1899.0,Melbourne,3
1899.0,New Orleans,3
1899.0,Pitea,3
1899.0,Risoer,3
1899.0,Rotterdam,3
1899.0,Singapore,3
1899.0,Svartvik,3
1899.0,Trieste,3
1899.0,Wasa,3
1899.0,Westervik,3
1899.0,Albany,2
1899.0,Amsterdam,2
1899.0,Arendal,2
1899.0,Bremen,2
1899.0,Bunbury,2
1899.0,Dieppe,2
1899.0,Fiume,2
1899.0,Flushing,2
1899.0,Halifax,2
1899.0,Halmstad,2
1899.0,Haparanda,2
1899.0,Holmsund,2
1899.0,Hudiksvall,2
1899.0,Hudikswall,2
1899.0,Karlskrona,2
1899.0,Kramfors,2
1899.0,L'Orient,2
1899.0,Ljusne,2
1899.0,Lovisa,2
1899.0,Lulea,2
1899.0,Mesane,2
1899.0,Norfolk,2
1899.0,Norrkoping,2
1899.0,Onega,2
1899.0,Oscarshamn,2
1899.0,Pauillac,2
1899.0,Portland,2
1899.0,Rafso,2
1899.0,Skien,2
1899.0,Skutskar,2
1899.0,Soroka,2
1899.0,St. John,2
1899.0,"St. John, N.B.",2
1899.0,Söderhamn,2
1899.0,Trangsund,2
1899.0,Wicklow,2
1899.0,Windau,2
1899.0,Anna,1
1899.0,Auray,1
1899.0,Batiscan,1
1899.0,Batskarsnas,1
1899.0,Bic,1
1899.0,Borga,1
1899.0,Boulogne,1
1899.0,Brussel,1
1899.0,Burria,1
1899.0,Calcutta,1
1899.0,Charleston,1
1899.0,Christinestad,1
1899.0,Cologne,1
1899.0,Corinto,1
1899.0,Cork,1
1899.0,Cornwall,1
1899.0,Courton Sheiry,1
1899.0,Cronstadt,1
1899.0,Crosshaven,1
1899.0,Delagoa Bay,1
1899.0,Derry,1
1899.0,Djupvik,1
1899.0,Domsjo,1
1899.0,Dublin,1
1899.0,East London,1
1899.0,Fredrikstadt,1
1899.0,Fritzoe,1
1899.0,Frome,1
1899.0,Ghent,1
1899.0,Gothenberg,1
1899.0,Grand Pabos,1
1899.0,Harnosand,1
1899.0,Harparanda,1
1899.0,Helsingfors,1
1899.0,Hernosand,1
1899.0,Holmstad,1
1899.0,Iggesund,1
1899.0,Jacobstad,1
1899.0,Johannedal,1
1899.0,Johannédal,1
1899.0,Jokohama,1
1899.0,Kalmar,1
1899.0,Karlsborg,1
1899.0,Konigsburg,1
1899.0,Kopmanholmen,1
1899.0,Kragero,1
1899.0,L' Orient,1
1899.0,Laurvig,1
1899.0,Lofvik,1
1899.0,Malmo,1
1899.0,Marieburg,1
1899.0,Marseilles,1
1899.0,Matane,1
1899.0,Miramichi,1
1899.0,Mo,1
1899.0,Mo & Domsjo,1
1899.0,Mo.,1
1899.0,Mobile,1
1899.0,Munksund,1
1899.0,"Norfolk, Va.",1
1899.0,Norrsundet,1
1899.0,Nyhamn,1
1899.0,Obbola,1
1899.0,Odessa,1
1899.0,Ornskoldsvik,1
1899.0,Ostend,1
1899.0,Pascagoula,1
1899.0,Pensacola,1
1899.0,Pentecost,1
1899.0,Pernoviken,1
1899.0,Porsgrund,1
1899.0,"Port Hill, P.E.J.",1
1899.0,Portland Me.,1
1899.0,"Portland, Me.",1
1899.0,Poti,1
1899.0,Quebec,1
1899.0,Reval,1
1899.0,Saltkallan,1
1899.0,San Francisco,1
1899.0,Sandarne,1
1899.0,Sando,1
1899.0,Sandvik,1
1899.0,Skein,1
1899.0,Skonvik,1
1899.0,Sprangsviken,1
1899.0,St. Firmin,1
1899.0,Stugsund,1
1899.0,Sund,1
1899.0,Sundsvall,1
1899.0,Swartvik,1
1899.0,The sitting for the adjourned public examination of this bankrupt was held at the Kingston,1
1899.0,Three Rivers,1
1899.0,Tornea,1
1899.0,Trinidad,1
1899.0,Trois Pistoles,1
1899.0,Tvedestrand,1
1899.0,Uddewalla,1
1899.0,Umea,1
1899.0,Vannes,1
1899.0,Venice,1
1899.0,W C Africa,1
1899.0,Westerwick,1
1899.0,Westerwik,1
1899.0,Wifsta,1
1899.0,Wifsta Warf,1
1899.0,Wifstawarf,1
1899.0,Withy,1
1899.0,Wyborg,1
1899.0,Wyburg,1
