year,origin_port,ship_count
1883.0,La Rochelle,1
1883.0,Laguna,1
1883.0,Laguna de Termanos,1
1883.0,Laguna de Terminos,1
1883.0,Lappvik,1
1883.0,Lero,1
1883.0,Limo,1
1883.0,Liscomb,1
1883.0,Ljuene,1
1883.0,Lovisa,1
1883.0,Lund,1
1883.0,Mazzarelli,1
1883.0,Mediterranean,1
1883.0,Memeil,1
1883.0,Mesane,1
1883.0,Messina,1
1883.0,Mestis,1
1883.0,"Miramichi, N.B.",1
1883.0,Norfolk,1
1883.0,"Norfolk, Va.",1
1883.0,"Norfolk, Var.",1
1883.0,Ny Karleby,1
1883.0,Nykoping,1
1883.0,Nyland,1
1883.0,Onega,1
1883.0,Oplo,1
1883.0,Order Delta,1
1883.0,Order Prima,1
1883.0,Order Salween,1
1883.0,Ornskoldsvik,1
1883.0,Owari,1
1883.0,Pabos,1
1883.0,Patras,1
1883.0,Petersburg,1
1883.0,Pictou,1
1883.0,"Pictou, N.S.",1
1883.0,Pillau,1
1883.0,Pont l'Abbe,1
1883.0,Poti,1
1883.0,"Poti, &c.",1
1883.0,"Pugwash, N.S.",1
1883.0,Quimper,1
1883.0,Qvartvik,1
1883.0,Rafso,1
1883.0,Ramno,1
1883.0,Rangsound,1
1883.0,Rennes,1
1883.0,Reunion,1
1883.0,Rosso,1
1883.0,Roytta,1
1883.0,Rugenwalde,1
1883.0,Rusoer,1
1883.0,Saguenay,1
1883.0,Salsaker,1
1883.0,Sandviken,1
1883.0,Sannesund,1
1883.0,Santa Anna,1
1883.0,Santana,1
1883.0,Santaria,1
1883.0,Sarpsborg,1
1883.0,Sault au,1
1883.0,Savanilla,1
1883.0,Secumkali,1
1883.0,"Sherbrooke, N.S.",1
1883.0,Simo,1
1883.0,Skeppvik,1
1883.0,Skutvik,1
1883.0,Snarven,1
1883.0,Sprangsviken,1
1883.0,St. Jago de Cuba,1
1883.0,St. John,1
1883.0,St. John's,1
1883.0,St. John. N.B.,1
1883.0,St. Lawrence,1
1883.0,St. Nazaire,1
1883.0,St. Simon's Island,1
1883.0,Stocka,1
1883.0,Stocksviken,1
1883.0,Stoka,1
1883.0,Stugsund,1
1883.0,Sundarne,1
1883.0,Sunderland,1
1883.0,Sydney,1
1883.0,Tabasco,1
1883.0,Taganrog,1
1883.0,Tlacotalpam,1
1883.0,Torekow,1
1883.0,Trinidad de Cuba,1
1883.0,Tromso,1
1883.0,Trondhjem,1
1883.0,Truxillo,1
1883.0,Tupilco,1
1883.0,Tvedestrand,1
1883.0,Vancouver,1
1883.0,Vancouver's Island,1
1883.0,Vefsen,1
1883.0,Vizagapatam,1
1883.0,W. Indies,1
1883.0,"West Bay, N.S.",1
1883.0,Wisby,1
1883.0,Wiswall,1
1883.0,Ytterafors,1
1883.0,Ytterfors,1
1883.0,Zara,1
1883.0,von Platen,1
1884.0,New York,10
1884.0,Belize,4
1884.0,Madras,4
1884.0,Bremen,3
1884.0,Christiania,3
1884.0,Gothenburg,3
1884.0,Riga,3
1884.0,Danzig,2
1884.0,Genoa,2
1884.0,Laurvig,2
1884.0,Memel,2
1884.0,Amsterdam,1
1884.0,Antwerp,1
1884.0,Baltimore,1
1884.0,Bangkok,1
1884.0,Batoum,1
1884.0,Bjorneborg,1
1884.0,Boston,1
1884.0,Brahestad,1
1884.0,Burrard's Inlet,1
1884.0,Drontheim,1
1884.0,Fredrickstadt,1
1884.0,Fredrikstad,1
1884.0,Fredrikstadt,1
1884.0,"Guysborough, N.S.",1
1884.0,Halifax,1
1884.0,Halmstad,1
1884.0,Hudikswall,1
1884.0,Konigsberg,1
1884.0,Kotka,1
1884.0,Libau,1
1884.0,Nuevitas,1
1884.0,Odessa,1
1884.0,Skien,1
1884.0,St. Domingo,1
1884.0,"St. John, N.B.",1
1884.0,Stettin,1
1884.0,Sundswall,1
1884.0,Swartvik,1
1884.0,Uddevalla,1
1884.0,Uleaborg,1
1884.0,Venice,1
1884.0,Westervik,1
1885.0,Gothenburg,85
1885.0,New York,85
1885.0,Cronstadt,80
1885.0,Riga,67
1885.0,Danzig,59
1885.0,Quebec,48
1885.0,Christiania,42
1885.0,Sundswall,35
1885.0,Memel,33
1885.0,Fredrikstad,27
1885.0,Soderhamn,27
1885.0,Stettin,25
1885.0,Gefle,24
1885.0,Archangel,21
1885.0,Boston,20
1885.0,Bremen,20
1885.0,Kotka,20
1885.0,Montreal,20
1885.0,Baltimore,14
1885.0,Rotterdam,14
1885.0,Stockholm,14
1885.0,Trieste,13
1885.0,Pensacola,12
1885.0,St. Petersburg,12
1885.0,Odessa,11
1885.0,Porsgrund,11
1885.0,Uleaborg,11
1885.0,Bordeaux,10
1885.0,Drammen,10
1885.0,Ljusne,10
1885.0,Skelleftea,10
1885.0,Skien,10
1885.0,Abo,9
1885.0,Bjorneborg,9
1885.0,Konigsberg,9
1885.0,Mobile,9
1885.0,Sandarne,9
1885.0,Uddevalla,8
1885.0,Wyborg,8
1885.0,Fredrikshald,7
1885.0,Krageroe,7
1885.0,Philadelphia,7
1885.0,Skonvik,7
1885.0,Halmstad,6
1885.0,Hernosand,6
1885.0,Hudikswall,6
1885.0,Risoer,6
1885.0,Soroka,6
1885.0,Swartvik,6
1885.0,Domsjo,5
1885.0,Fiume,5
1885.0,Holmsund,5
1885.0,Metis,5
1885.0,Narva,5
1885.0,New Orleans,5
1885.0,Onega,5
1885.0,Tornea,5
1885.0,Arendal,4
1885.0,Christiansand,4
1885.0,Fritzoe,4
1885.0,Gefle & Stockholm,4
1885.0,Kramfors,4
1885.0,Libau,4
1885.0,Lulea,4
1885.0,Oxelosund,4
1885.0,Saguenay,4
1885.0,Sevastopol,4
1885.0,"St. John, N.B.",4
1885.0,Blaye,3
1885.0,Dram,3
1885.0,Drontheim,3
1885.0,Falkenberg,3
1885.0,Fredrikshamn,3
1885.0,Halmstadt,3
1885.0,Hambro',3
1885.0,Helsingfors,3
1885.0,Konigsburg,3
1885.0,Miramichi,3
1885.0,Ornskjoldsvik,3
1885.0,Pitea,3
1885.0,Rafso,3
1885.0,Tvedestrand,3
1885.0,Wifstawarf,3
1885.0,Brevig,2
1885.0,Chicontimi,2
1885.0,Chicoutimi,2
1885.0,Christinestad,2
1885.0,Darien,2
1885.0,Finklippan,2
1885.0,Fredrikstadt,2
1885.0,Furuogrund,2
1885.0,Haparanda,2
1885.0,Koping,2
1885.0,Langesund,2
1885.0,Laurvig,2
1885.0,Mesane,2
1885.0,Monsteras,2
1885.0,Neder Kalix,2
1885.0,Nordmaling,2
1885.0,Norrkoping,2
1885.0,Oscarshamn,2
1885.0,Pernau,2
1885.0,Pictou,2
1885.0,Pierreville and Quebec,2
1885.0,Skutskar,2
1885.0,St. John,2
1885.0,Sydney,2
1885.0,Umea,2
1885.0,Wisby,2
1885.0,Wyburg,2
1885.0,Apalachicola,1
1885.0,Asbacka,1
1885.0,Batoum,1
1885.0,Bay de Verte,1
1885.0,Bersimis,1
1885.0,Bolsta,1
1885.0,Borga,1
1885.0,Brest,1
1885.0,Brunswick,1
1885.0,Buenos Ayres,1
1885.0,Bure,1
1885.0,Burrard Inlet,1
1885.0,Byake,1
1885.0,Canada Dock,1
1885.0,Canada yard Sandvik,1
1885.0,Carlscrona,1
1885.0,Charente,1
1885.0,"Chatham, N.B.",1
1885.0,Christiansund,1
1885.0,Copenhagen,1
1885.0,D'anzig,1
1885.0,Derby,1
1885.0,Domsjo and Nordmaling,1
1885.0,Domsjo and Nordsmalings,1
1885.0,F. Fredrikstad,1
1885.0,Fairwater,1
1885.0,Fikilippa,1
1885.0,Finnklippan,1
1885.0,Frederikstad,1
1885.0,Gefle & Soderhamn,1
1885.0,Gravesend,1
1885.0,"Guysboro,' N.S.",1
1885.0,Hallsta,1
1885.0,Hamburg,1
1885.0,Hamstad,1
1885.0,Hernösand,1
1885.0,Hobart,1
1885.0,Holmstadt,1
1885.0,Hommelvik,1
1885.0,Husum,1
1885.0,Jacobstad,1
1885.0,K. Tor,1
1885.0,Kalix,1
1885.0,Kemi,1
1885.0,Kimovski,1
1885.0,Kon'gsberg,1
1885.0,Kylorn,1
1885.0,Langror,1
1885.0,Leopold,1
1885.0,Lugnvik,1
1885.0,Marseilles,1
1885.0,Mon'real,1
1885.0,Montrose,1
1885.0,Munksund,1
1885.0,Nantes,1
1885.0,New Richmond,1
1885.0,"Newport News, V.",1
1885.0,"Ny, Karleby",1
1885.0,Nyhamn,1
1885.0,Nystad,1
1885.0,O xe osund,1
1885.0,Ostend,1
1885.0,Paimpol,1
1885.0,"Parrsboro', N.S.",1
1885.0,Pascagoula,1
1885.0,"Pictou, N.S.",1
1885.0,Portland,1
1885.0,"Portland, Maine",1
1885.0,Quebec and Montreal,1
1885.0,Raffso,1
1885.0,Railway sheds Europa,1
1885.0,Railway sleepers,1
1885.0,Risor,1
1885.0,Rockabema,1
1885.0,Saints,1
1885.0,Salsaker,1
1885.0,Sarpsborg,1
1885.0,Sault,1
1885.0,Savannah,1
1885.0,Savenas,1
1885.0,Ship Island,1
1885.0,Simo,1
1885.0,Singapore,1
1885.0,Skutakar,1
1885.0,"St. John, N.B., deals",1
1885.0,Station yard Persia,1
1885.0,Stave yard Alpha,1
1885.0,Stocka,1
1885.0,Stromnas,1
1885.0,Sunderland,1
1885.0,Svartvik,1
1885.0,Swedish yard Aljuca,1
1885.0,Swedish yard Margaretha,1
1885.0,Swedish yard Preussen,1
1885.0,Taganrog,1
1885.0,Three Rivers,1
1885.0,Torefors,1
1885.0,Trieste & Fiume,1
1885.0,Uddewalla,1
1885.0,Ursviken,1
1885.0,Venice,1
1885.0,"West Point, Virginia",1
1885.0,Westervik,1
1885.0,Windau,1
1886.0,Fredrikstad,3
1886.0,New York,3
1886.0,Christiania,2
1886.0,Odessa,2
1886.0,Boston,1
1886.0,Brevig,1
1886.0,Campbeltown,1
1886.0,Gothenburg,1
1886.0,Halifax,1
1886.0,Hommelvik,1
1886.0,Krageroe,1
1886.0,Memel,1
1886.0,Riga,1
1886.0,Savannah,1
1886.0,Skutskar,1
1886.0,St. John,1
1886.0,Trieste,1
1886.0,Uddevalla,1
1887.0,Gothenburg,85
1887.0,St. Petersburg,79
1887.0,Riga,63
1887.0,New York,59
1887.0,Sundswall,51
1887.0,Christiania,50
1887.0,Cronstadt,45
1887.0,Fredrikstad,42
1887.0,Stettin,41
1887.0,Memel,37
1887.0,Soderhamn,37
1887.0,Danzig,34
1887.0,Gefle,26
1887.0,Montreal,25
1887.0,Quebec,23
1887.0,Kotka,22
1887.0,Drammen,18
1887.0,Archangel,17
1887.0,Boston,13
1887.0,Baltimore,12
1887.0,Bjorneborg,12
1887.0,Fredrikshald,11
1887.0,Hudikswall,11
1887.0,Skelleftea,11
1887.0,Arendal,10
1887.0,Ljusne,10
1887.0,Stockholm,10
1887.0,Trieste,10
1887.0,Laurvig,9
1887.0,Skien,9
1887.0,Three Rivers,9
1887.0,Uddevalla,9
1887.0,Hernosand,8
1887.0,Lulea,8
1887.0,Pensacola,8
1887.0,Sandarne,8
1887.0,Hambro',7
1887.0,Onega,7
1887.0,Saguenay,7
1887.0,Swartvik,7
1887.0,Bordeaux,6
1887.0,Helsingfors,6
1887.0,Rotterdam,6
1887.0,Skutskar,6
1887.0,Wyborg,6
1887.0,Bremen,5
1887.0,Domsjo,5
1887.0,Holmsund,5
1887.0,Narva,5
1887.0,Norrkoping,5
1887.0,Pitea,5
1887.0,Sevastopol,5
1887.0,Antwerp,4
1887.0,Hommelvik,4
1887.0,Krageroe,4
1887.0,Libau,4
1887.0,Monsteras,4
1887.0,Neder Kalix,4
1887.0,New Orleans,4
1887.0,Newport News,4
1887.0,Norway,4
1887.0,Nyhamn,4
1887.0,Odessa,4
1887.0,Porsgrund,4
1887.0,"St. John, N.B.",4
1887.0,Abo,3
1887.0,Drontheim,3
1887.0,Finnklippan,3
1887.0,Fiume,3
1887.0,Halifax,3
1887.0,Hernösand,3
1887.0,Pentecost,3
1887.0,Stugsund,3
1887.0,Torefors,3
1887.0,Amsterdam,2
1887.0,Anga,2
1887.0,Bermuda,2
1887.0,Blaye,2
1887.0,Borga,2
1887.0,Bure,2
1887.0,Calmar,2
1887.0,Carlscrona,2
1887.0,"Chatham, N.B.",2
1887.0,Christiansand,2
1887.0,Djupvik,2
1887.0,Grimstad,2
1887.0,Halmstad,2
1887.0,Husum,2
1887.0,Konigsberg,2
1887.0,Kramfors,2
1887.0,Lovisa,2
1887.0,Mesane,2
1887.0,Metis,2
1887.0,Miramichi,2
1887.0,Mobile,2
1887.0,Oscarshamn,2
1887.0,Oxelosund,2
1887.0,Pascagoula,2
1887.0,Philadelphia,2
1887.0,Rafso,2
1887.0,Rimouski,2
1887.0,Sandvik,2
1887.0,Sannesund,2
1887.0,St. John,2
1887.0,Swartwik,2
1887.0,Tornea,2
1887.0,Tvedestrand,2
1887.0,Aarhuus,1
1887.0,Acorn yard Birger,1
1887.0,Ahla,1
1887.0,Alfredshamn,1
1887.0,"Annapolis, N.S.",1
1887.0,Arcachon,1
1887.0,Arthur,1
1887.0,Asbacka,1
1887.0,Atu,1
1887.0,Batekarnas,1
1887.0,"Bay Verte, Montreal",1
1887.0,Bayonne,1
1887.0,Bollsta,1
1887.0,Bredvik,1
1887.0,Brevig,1
1887.0,Brisbane,1
1887.0,Chatham,1
1887.0,Chicontimi,1
1887.0,Colombo,1
1887.0,Dram,1
1887.0,Dronthiem,1
1887.0,Elsinore,1
1887.0,Escoumains,1
1887.0,Farosund,1
1887.0,Fide,1
1887.0,Frederikstad,1
1887.0,Fredrikstadt,1
1887.0,Furugrund,1
1887.0,Furuogrund,1
1887.0,Gefle and Sandarne,1
1887.0,Guttstrom,1
1887.0,Guysboro',1
1887.0,"Halifax, N.B.",1
1887.0,"Halifax, N.S.",1
1887.0,Helmsund,1
1887.0,Hennebont,1
1887.0,Hernossand,1
1887.0,Hull,1
1887.0,Iggesund,1
1887.0,Italy,1
1887.0,Kaipara,1
1887.0,Koja,1
1887.0,Kragero,1
1887.0,Krageroc,1
1887.0,Kristinestadt,1
1887.0,Kylorn,1
1887.0,Langror,1
1887.0,Marseilles,1
1887.0,Metane,1
1887.0,Minde,1
1887.0,Moss,1
1887.0,Namsos,1
1887.0,"New Richmond, N.B.",1
1887.0,Nordmaling,1
1887.0,Norfolk,1
1887.0,Norfolk and Newport News,1
1887.0,"Norfolk, Va.",1
1887.0,"North Port, N.S.",1
1887.0,Ny Karleby,1
1887.0,Nyland,1
1887.0,Oplo,1
1887.0,Orotastadt,1
1887.0,"Parrsboro', N.S.",1
1887.0,Pat,1
1887.0,Pictou,1
1887.0,Port Launay,1
1887.0,Pugwash,1
1887.0,Raiso,1
1887.0,Rilgedahl,1
1887.0,Risoer,1
1887.0,Rosetta,1
1887.0,Royetta,1
1887.0,Salsaker,1
1887.0,Sanda,1
1887.0,Sandarne and Ljusne,1
1887.0,Sault,1
1887.0,Simo,1
1887.0,Skonvik,1
1887.0,Skouvik,1
1887.0,Skutekar,1
1887.0,Skönvik,1
1887.0,Slite,1
1887.0,Sodorhamn,1
1887.0,Soroka,1
1887.0,Stocka,1
1887.0,Stockholm and Soderhamn,1
1887.0,Strommas,1
1887.0,Sund,1
1887.0,Svartvik,1
1887.0,Trangssund,1
1887.0,Trangsund,1
1887.0,Treport,1
1887.0,Trinidad,1
1887.0,Uleaborg,1
1887.0,Ullanger,1
1887.0,Umea,1
1887.0,Uto,1
1887.0,Wergeland,1
1887.0,Westerwik,1
1887.0,Wisby,1
1888.0,New York,3
1888.0,Gothenburg,2
1888.0,Christiania,1
1888.0,Danzig,1
1888.0,Stettin,1
1888.0,Trieste,1
1889.0,Riga,63
1889.0,St. Petersburg,58
1889.0,New York,48
1889.0,Sundswall,41
1889.0,Fredrikstad,37
1889.0,Gothenburg,37
1889.0,Gefle,29
1889.0,Cronstadt,27
1889.0,Memel,27
1889.0,Danzig,25
1889.0,Christiania,23
1889.0,Montreal,23
1889.0,Quebec,23
1889.0,Kotka,19
1889.0,Stettin,15
1889.0,Soderhamn,14
1889.0,Baltimore,13
1889.0,Boston,13
1889.0,Drammen,11
1889.0,Ljusne,11
1889.0,Skutskar,11
1889.0,Trieste,11
1889.0,Archangel,10
1889.0,Hernosand,10
1889.0,Laurvig,10
1889.0,Nyhamn,10
1889.0,Stockholm,10
1889.0,Uddevalla,10
1889.0,Libau,9
1889.0,Pensacola,9
1889.0,Sandarne,9
1889.0,Abo,7
1889.0,Bjorneborg,7
1889.0,Hernösand,7
1889.0,Hudikswall,7
1889.0,Wyborg,7
1889.0,Konigsberg,6
1889.0,Miramichi,6
1889.0,Pitea,6
1889.0,Porsgrund,6
1889.0,Skelleftea,6
1889.0,Skien,6
1889.0,Skonvik,6
1889.0,Fiume,5
1889.0,Helsingfors,5
1889.0,New Orleans,5
1889.0,Rotterdam,5
1889.0,Saguenay,5
1889.0,Drontheim,4
1889.0,Halifax,4
1889.0,Oscarshamn,4
1889.0,Swartvik,4
1889.0,Tvedestrand,4
1889.0,Uleaborg,4
1889.0,Bay Verte,3
1889.0,Bordeaux,3
1889.0,Bremen,3
1889.0,Finnklippan,3
1889.0,Fredrikshald,3
1889.0,Holmsund,3
1889.0,Hommelvik,3
1889.0,Iggesund,3
1889.0,Krageroe,3
1889.0,Langror,3
1889.0,Mesane,3
1889.0,Mobile,3
1889.0,Narva,3
1889.0,Norrkoping,3
1889.0,Odessa,3
1889.0,Philadelphia,3
1889.0,St. John,3
1889.0,Windau,3
1889.0,Batvik,2
1889.0,Brunne,2
1889.0,Buctouche,2
1889.0,Christinestad,2
1889.0,Darien,2
1889.0,Domsjo,2
1889.0,Fredrikshamn,2
1889.0,Harnas,2
1889.0,Hudiksvall,2
1889.0,Kemi,2
1889.0,Lulea,2
1889.0,Matane,2
1889.0,Munksund,2
1889.0,Onega,2
1889.0,Oxelosund,2
1889.0,Pascagoula,2
1889.0,Raumo,2
1889.0,Risoer,2
1889.0,Sandvik,2
1889.0,"Shediac, N.B.",2
1889.0,St. Etienne,2
1889.0,"St. John, N.B.",2
1889.0,Stugsund,2
1889.0,Swartwik,2
1889.0,Three Rivers,2
1889.0,Trangsund,2
1889.0,Wifstawarf,2
1889.0,Amsterdam,1
1889.0,Apalachicola,1
1889.0,Arendal,1
1889.0,Astoria,1
1889.0,Attu,1
1889.0,Bathurst,1
1889.0,"Bathurst, Gulf of St. Lawrence",1
1889.0,Batiscan,1
1889.0,Batiscan & Quebec,1
1889.0,Batoum,1
1889.0,"Bay Verte, N.B.",1
1889.0,Black River,1
1889.0,Boulogne,1
1889.0,Brandholmen,1
1889.0,Brussels,1
1889.0,Byske,1
1889.0,Calmar,1
1889.0,"Chatham, N.B.",1
1889.0,Chicoutimi,1
1889.0,Christiansand,1
1889.0,Colon,1
1889.0,Dalhousie,1
1889.0,Djupvik,1
1889.0,Doboy,1
1889.0,Dram,1
1889.0,Dunkirk,1
1889.0,Finklippan,1
1889.0,Finland,1
1889.0,Forsby,1
1889.0,Frano,1
1889.0,Fredikshald,1
1889.0,Fredrikshald & Fredrikstad,1
1889.0,Fredriksstad,1
1889.0,Fredrikstadt,1
1889.0,Furnogrund,1
1889.0,Furuogrund,1
1889.0,"Gefle, &c.",1
1889.0,Hallsta,1
1889.0,Haparanda,1
1889.0,Havre,1
1889.0,Husum,1
1889.0,Idefjord & Drammen,1
1889.0,Jacobstad,1
1889.0,Kallero,1
1889.0,Kaunissaari,1
1889.0,Klintsham,1
1889.0,Kramfors,1
1889.0,La Tremblade,1
1889.0,Landvik,1
1889.0,Larva,1
1889.0,Liverpool,1
1889.0,Malmo,1
1889.0,Mandal,1
1889.0,Marieberg,1
1889.0,Metis,1
1889.0,Neder Kalix,1
1889.0,Nedercalix,1
1889.0,"Newcastle, N.B.",1
1889.0,Newfairwater,1
1889.0,Nordmaling,1
1889.0,Norfolk,1
1889.0,Oporto,1
1889.0,Orange Bluff,1
1889.0,Orkedalsoren,1
1889.0,Pictou,1
1889.0,Pillau,1
1889.0,"Port Plakeley, W.I.",1
1889.0,Richibucto,1
1889.0,Riser,1
1889.0,Sault au Cochon,1
1889.0,Ship Harbour,1
1889.0,Skein,1
1889.0,St Petersburg,1
1889.0,St. Malo,1
1889.0,St. Peter,1
1889.0,Stocka and Skelleftea,1
1889.0,Stromfars,1
1889.0,Sundarne,1
1889.0,Suudswall,1
1889.0,Söderhamn,1
1889.0,Tacoma,1
1889.0,Thisted,1
1889.0,Tornea,1
1889.0,Uddovalla,1
1889.0,Warberg,1
1889.0,Westervik,1
1889.0,Wiborg,1
1889.0,Wifsta Warf,1
1890.0,Riga,5
1890.0,Gothenburg,3
1890.0,Odessa,2
1890.0,Danzig,1
1890.0,Darien,1
1890.0,Drammen,1
1890.0,Fredrikstad,1
1890.0,Kotka,1
1890.0,Laurvig,1
1890.0,Memel,1
1890.0,Uddevalla,1
1891.0,Riga,52
1891.0,St. Petersburg,38
1891.0,Gothenburg,35
1891.0,Sundswall,31
1891.0,Fredrikstad,28
1891.0,New York,27
1891.0,Christiania,26
1891.0,Drammen,16
1891.0,Memel,15
1891.0,Gefle,13
1891.0,Kotka,13
1891.0,Danzig,12
1891.0,Stettin,12
1891.0,Montreal,11
1891.0,Baltimore,10
1891.0,Cronstadt,10
1891.0,Hernosand,10
1891.0,Soderhamn,10
1891.0,Quebec,9
1891.0,Skutskar,9
1891.0,Arendal,8
1891.0,Bjorneborg,8
1891.0,Boston,8
1891.0,Libau,8
1891.0,Uddevalla,8
1891.0,Halmstad,7
1891.0,Krageroe,7
1891.0,Rotterdam,7
1891.0,Skien,7
1891.0,Belize,6
1891.0,Bordeaux,6
1891.0,Hernösand,6
1891.0,Ljusne,6
1891.0,Pensacola,6
1891.0,Stockholm,6
1891.0,Archangel,5
1891.0,Batoum,5
1891.0,Dieppe,5
1891.0,Domsjo,5
1891.0,Hambro',5
1891.0,Laurvig,5
1891.0,Norrkoping,5
1891.0,Rangoon,5
1891.0,Skelleftea,5
1891.0,Abo,4
1891.0,Bayonne,4
1891.0,Borga,4
1891.0,Fredrikshald,4
1891.0,Helsingfors,4
1891.0,Hudikswall,4
1891.0,Konigsberg,4
1891.0,Laguna,4
1891.0,Narva,4
1891.0,Nyhamn,4
1891.0,Pascagoula,4
1891.0,Sandarne,4
1891.0,Wyborg,4
1891.0,Bangkok,3
1891.0,Bremen,3
1891.0,Drontheim,3
1891.0,Freemantle,3
1891.0,Havre,3
1891.0,Hommelvik,3
1891.0,Kemi,3
1891.0,Marseille,3
1891.0,Miramichi,3
1891.0,Mobile,3
1891.0,Newport News,3
1891.0,Oscarshamn,3
1891.0,Philadelphia,3
1891.0,Risoer,3
1891.0,Rosario,3
1891.0,Stugsund,3
1891.0,Uleaborg,3
1891.0,Wanevik,3
1891.0,Wederlaks,3
1891.0,Windau,3
1891.0,Batvik,2
1891.0,Calcutta,2
1891.0,Calicut,2
1891.0,Christiansand,2
1891.0,Cologne,2
1891.0,Fiume,2
1891.0,Genoa,2
1891.0,Hamburg,2
1891.0,Holmsund,2
1891.0,Iggesund,2
1891.0,Lu'ea,2
1891.0,Munksund,2
1891.0,Pitea,2
1891.0,Porsgrund,2
1891.0,Rafso,2
1891.0,Saguenay,2
1891.0,Singapore,2
1891.0,St. Nazaire,2
1891.0,Torefors,2
1891.0,Tornea,2
1891.0,Trieste,2
1891.0,Tunas de Zaza,2
1891.0,Umea,2
1891.0,Aarhus,1
1891.0,Ablana,1
1891.0,Alfredshemn,1
1891.0,Alger,1
1891.0,Arcachon,1
1891.0,Aroachon,1
1891.0,Assinee,1
1891.0,Attu,1
1891.0,Batiscan,1
1891.0,Belise,1
1891.0,Bergqvara,1
1891.0,Bio,1
1891.0,Blaye,1
1891.0,Boulogne,1
1891.0,Buenos Ayres,1
1891.0,Cagliari,1
1891.0,Cap Lopez,1
1891.0,Carlsvik,1
1891.0,Charente,1
1891.0,Charles,1
1891.0,Chatham,1
1891.0,"Chatham, N.B.",1
1891.0,Chicoutimi,1
1891.0,Chri,1
1891.0,Coatzacoalcos,1
1891.0,Colon,1
1891.0,Dalhousie,1
1891.0,Demerara,1
1891.0,Dordt,1
1891.0,Drama,1
1891.0,Essvik,1
1891.0,Falkenberg,1
1891.0,Flushing,1
1891.0,Fredrickstadt,1
1891.0,Fredrikshamn,1
1891.0,Fredriksværn,1
1891.0,Furuogrund,1
1891.0,Gothenberg,1
1891.0,Grand Bassam,1
1891.0,Halifax,1
1891.0,Halmstadt,1
1891.0,Halsc,1
1891.0,Haparanda,1
1891.0,Hennebont,1
1891.0,Hernosaud,1
1891.0,Hernossand,1
1891.0,Husum,1
1891.0,Kisoer,1
1891.0,Krageros,1
1891.0,Kramfors,1
1891.0,La Roche Bernard,1
1891.0,Langesund,1
1891.0,Langror,1
1891.0,Larvik,1
1891.0,Liverpool,1
1891.0,Macane,1
1891.0,Madagascar,1
1891.0,Maija,1
1891.0,Malja,1
1891.0,Malmo,1
1891.0,Manila,1
1891.0,Maracaibo,1
1891.0,Marseilles,1
1891.0,Marstrand,1
1891.0,Masane,1
1891.0,Metis,1
1891.0,Minatitlan,1
1891.0,Monte Christi,1
1891.0,Monte Cristi,1
1891.0,Morlaix,1
1891.0,Muolsund,1
1891.0,Namsos,1
1891.0,Nantes,1
1891.0,Newfoundland,1
1891.0,Newport,1
1891.0,Norfolk,1
1891.0,"Norfolk, Va.",1
1891.0,Nuevitas,1
1891.0,Nybamn,1
1891.0,Odessa,1
1891.0,Oporto,1
1891.0,Ostend,1
1891.0,Pataholm,1
1891.0,Pentecost,1
1891.0,Port Blakeley,1
1891.0,Port Natal,1
1891.0,Porto Cabello,1
1891.0,Porto Plata,1
1891.0,Punta Arenas,1
1891.0,Rio Janeiro,1
1891.0,Saigon,1
1891.0,Sanda,1
1891.0,Santa Cruz,1
1891.0,Santa Eugenia,1
1891.0,Sault,1
1891.0,Savenas,1
1891.0,Skonvik,1
1891.0,Soroka,1
1891.0,St. Domingo,1
1891.0,St. John,1
1891.0,St. Simons,1
1891.0,Storfors,1
1891.0,Sundsvall,1
1891.0,Swartvik,1
1891.0,Syske,1
1891.0,Tecolutla,1
1891.0,Tlacotalpam,1
1891.0,Torsfors,1
1891.0,Trangsund,1
1891.0,Treport,1
1891.0,Trondhjeim,1
1891.0,Uddewalla,1
1891.0,Vannes,1
1891.0,Vera Cruz,1
1891.0,Villagarcia,1
1891.0,W. C. Africa,1
1891.0,W. C. of Africa,1
1891.0,W. O. of Africa,1
1891.0,Waneviken,1
1891.0,Westervik,1
1892.0,Riga,6
1892.0,Gothenburg,5
1892.0,Stockholm,4
1892.0,Christiania,3
1892.0,Fredrikstad,3
1892.0,Fredrikshald,2
1892.0,Memel,2
1892.0,Risoer,2
1892.0,Stettin,2
1892.0,Abo,1
1892.0,Gefle,1
1892.0,Havre,1
1892.0,Hudikswall,1
1892.0,Libau,1
1892.0,Marseille,1
1892.0,Oscarshamn,1
1892.0,Pensacola,1
1892.0,Poti,1
1892.0,Skien,1
1892.0,Skutskar,1
1892.0,Uddevalla,1
1893.0,Riga,32
1893.0,Gothenburg,26
1893.0,Fredrikstad,21
1893.0,Gefle,21
1893.0,Christiania,19
1893.0,Montreal,19
1893.0,St. Petersburg,15
1893.0,Archangel,13
1893.0,Cronstadt,13
1893.0,Danzig,13
1893.0,Bordeaux,12
1893.0,New York,11
1893.0,Memel,10
1893.0,Sundswall,10
1893.0,Skutskar,9
1893.0,Soderhamn,9
1893.0,Norrkoping,8
1893.0,Quebec,8
1893.0,Uddevalla,8
1893.0,Boston,7
1893.0,Pensacola,7
1893.0,Frano,6
1893.0,Hudikswall,6
1893.0,Stockholm,6
1893.0,Swartvik,6
1893.0,Drammen,5
1893.0,Helsingfors,5
1893.0,Hernosand,5
