source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",41,Empress,Trieste,LONDON,"—1,300 staves, Nickols & Colven 41,500 staves, H. & R. Fowler; 9,173 staves, Oppenheimer & Co. Noumea @ Madras, &c.,—22,313 pcs. redwood, two logs sapanwood, Order.",,16,April,1875,1,May,1875,True,early_at,0.9,"April 16. Empress (s) @ Trieste,—1,300 staves, Nickols & Colven; 41,500 staves, H. & R. Fowler; 9,173 staves, Oppenheimer & Co. Noumea @ Madras, &c.,—22,313 pcs. redwood, two logs sapanwood, Order."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",41,Noumea,"Madras, &c.",LONDON,"—22,313 pcs. redwood, two logs sapanwood, Order.",,16,April,1875,1,May,1875,False,early_at,0.9,"Oppenheimer & Co. Noumea @ Madras, &c.,—22,313 pcs. redwood, two logs sapanwood, Order."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",42,Fido,Christiania,LONDON,"—102 bgs. wood pulp, J. Spicer & Co. 1,669 planks, J. Neck & Sons; 8,047 boards, G. E. Arnold; 19,278 boards, Simson & Mason. Bayard @ Fredrikstad,—24 fms. firewood, 47,242 no. battens and boards, Tagart & Co. Kulla @ Fredrikstad,—63,411 boards, 21 1/2 fms. firewood, Tagart & Co. Cecilia @ Fredrikstad,—174 fms. firewood, Order. Oscar @ Fredrikstad,—192 battens, 47,651 boards, 1,250 bdls. laths, Tagart & Co.",,17,April,1875,1,May,1875,True,early_at,0.9,"April 17. Fido (s) @ Christiania,—102 bgs. wood pulp, J. Spicer & Co.; 1,669 planks, J. Neck & Sons; 8,047 boards, G. E. Arnold; 19,278 boards, Simson & Mason. Bayard @ Fredrikstad,—24 fms. firewood, 47,242 no. battens and boards, Tagart & Co. Kulla @ Fredrikstad,—63,411 boards, 21 1/2 fms. firewood, Tagart & Co. Cecilia @ Fredrikstad,—174 fms. firewood, Order. Oscar @ Fredrikstad,—192 battens, 47,651 boards, 1,250 bdls. laths, Tagart & Co."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",42,Bayard,Fredrikstad,LONDON,"—24 fms. firewood, 47,242 no. battens and boards, Tagart & Co. Kulla @ Fredrikstad,—63,411 boards, 21 1/2 fms. firewood, Tagart & Co. Cecilia @ Fredrikstad,—174 fms. firewood, Order. Oscar @ Fredrikstad,—192 battens, 47,651 boards, 1,250 bdls. laths, Tagart & Co.",,17,April,1875,1,May,1875,False,early_at,0.9,"Simson & Mason. Bayard @ Fredrikstad,—24 fms. firewood, 47,242 no. battens and boards, Tagart & Co. Kulla @ Fredrikstad,—63,411 boards, 21 1/2 fms. firewood, Tagart & Co. Cecilia @ Fredrikstad,—174 fms. firewood, Order. Oscar @ Fredrikstad,—192 battens, 47,651 boards, 1,250 bdls. laths, Tagart & Co."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",43,Leopold,Havre,LONDON,"—68 logs wood, 6 logs mahogany, 172 logs rosewood, 104 doz. deals, Order. Creole @ Danzig,—8,648 doz. deals, Order. Orleans (s) @ Gothenburg,—(s) @ Gothenburg,—1,135 doz. deals, Order. Hero (s) @ Christiania,—1,006 staves, Order. boards, 582 deals, 950 bdls. laths, Order. Carl XV. Simson & Mason. Hero @ Christiania,—1,006 staves, Order. staves, 35,000 treenails, Order.",,19,April,1875,1,May,1875,True,early_at,0.9,"April 19. Leopold (s) @ Havre,—68 logs wood, 6 logs mahogany, 172 logs rosewood, 104 doz. deals, Order. Creole @ Danzig,—8,648 doz. deals, Order. Orleans (s) @ Gothenburg,—(s) @ Gothenburg,—1,135 doz. deals, Order. Hero (s) @ Christiania,—1,006 staves, Order. boards, 582 deals, 950 bdls. laths, Order. Carl XV. Simson & Mason. Hero @ Christiania,—1,006 staves, Order. staves, 35,000 treenails, Order."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",44,Caroline,Gothenburg,LONDON,"—1,135 doz. deals, Order. Neptionus @ Sannesund,—151 t. firewood, Order. A quantity of sapanwood was brought to the docks in barges from the wreck of the Border Chieftain at Dover.",,20,April,1875,1,May,1875,False,early_at,0.9,"April 20. Caroline @ Gothenburg,—1,135 doz. deals, Order. Neptionus @ Sannesund,—151 t. firewood, Order. A quantity of sapanwood was brought to the docks in barges from the wreck of the Border Chieftain at Dover."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",45,Albert Edward,Gothenburg,LONDON,"—14 bxs. firewood, Stahlgren 235 doz. battens, 380 doz. boards, 25 fms. firewood, 40 prs. oars, Order. Avena (s) @ Uddewalla,—3,720 bdls. mouldings, Esdaile & Co.",,21,April,1875,1,May,1875,True,early_at,0.9,"April 21. Albert Edward (s) @ Gothenburg,—14 bxs. firewood, Stahlgren; 235 doz. battens, 380 doz. boards, 25 fms. firewood, 40 prs. oars, Order. Avena (s) @ Uddewalla,—3,720 bdls. mouldings, Esdaile & Co."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",45,Avena,Uddewalla,LONDON,"—3,720 bdls. mouldings, Esdaile & Co.",,21,April,1875,1,May,1875,True,early_at,0.9,"Order. Avena (s) @ Uddewalla,—3,720 bdls. mouldings, Esdaile & Co."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",46,Diana,Amsterdam,LONDON,"—67 pcs. snakewood, 2,617 pcs. teak timber, R. Goodman. Minerva @ Fredrikstad,—2,054 battens, Tagart, Boysen & Co. Joseph (s) @ Gothenburg,—506 doz. battens, 2,552 boards, With, Webster & Co. 5,314 bb. boards, T. Heisch, Dodd & Co. Joseph (s) @ Gothenburg,—506 doz. battens, 2,552 boards, With, Webster & Co. Antelope (s) @ Dantzic,—99 pcs. deals, 9,784 staves, Order. Triton @ Memel,—833 pcs. fir timber, 103 wood, B. H. Dahl & Co. Triton @ Porsgrund,—147 fms. firewood, Order. Lazareff (s) @ Odessa,—255 wainscot logs, 43,000 oak staves, J. H. Schroeder & Co. 11 cs. butt ends, 5 cs. walnut, G. Russell & Co.",,22,April,1875,1,May,1875,True,early_at,0.9,"April 22. Diana (s) @ Amsterdam,—67 pcs. snakewood, 2,617 pcs. teak timber, R. Goodman. Minerva @ Fredrikstad,—2,054 battens, Tagart, Boysen & Co. Joseph (s) @ Gothenburg,—506 doz. battens, 2,552 boards, With, Webster & Co. 5,314 bb. boards, T. Heisch, Dodd & Co. Joseph (s) @ Gothenburg,—506 doz. battens, 2,552 boards, With, Webster & Co. Antelope (s) @ Dantzic,—99 pcs. deals, 9,784 staves, Order. Triton @ Memel,—833 pcs. fir timber, 103 wood, B. H. Dahl & Co. Triton @ Porsgrund,—147 fms. firewood, Order. Lazareff (s) @ Odessa,—255 wainscot logs, 43,000 oak staves, J. H. Schroeder & Co.; 11 cs. butt ends, 5 cs. walnut, G. Russell & Co."
"1. p. 10-12 - May 1 1875 - Imports of Timber, &c. Timber Trades Journal Vol. 3 1875_p001.txt",47,Theodor,Skien,LONDON,"—1,834 deals, 72,766 boards, F. de Brodre @ Krageroe,—90 fms. firewood, deals, 652 pcs. battens, G. E. Arnold & Co.",,23,April,1875,1,May,1875,False,early_at,0.9,"April 23. Theodor @ Skien,—1,834 deals, 72,766 boards, F. de Brodre @ Krageroe,—90 fms. firewood, deals, 652 pcs. battens, G. E. Arnold & Co."
