source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
18860102p8-9_p001.txt,5,Loyal,"St. John, N.B.",GREENOCK,"45,660 deals, battens, scantlings, boards, and ends-Price, Potter, & Co.","Price, Potter, & Co.",16,Jan,1886,2,January,1886,False,condensed,0.9,"Loyal-St. John, N.B.-45,660 deals, battens, scantlings, boards, and ends-Price, Potter, & Co."
18860102p8-9_p001.txt,9,Wells City,New York,BRISTOL,"14 cs. spokes and hubs, 2 bxs. lumber",,29,Dec,1886,2,January,1886,True,standard_dash,0.9,"Dec. 29 Wells City (s)-New York-14 cs. spokes and hubs, 2 bxs. lumber-Order"
18860102p8-9_p001.txt,11,Garonne,Bordeaux,BRISTOL,850 lds. hewn pitwood-Simkin Bros.,Simkin Bros.,23,Dec,1886,2,January,1886,True,standard_dash,0.9,Dec. 23 Garonne (s)-Bordeaux-850 lds. hewn pitwood-Simkin Bros.
18860102p8-9_p001.txt,12,Ouse,Bordeaux,BRISTOL,730 lds. hewn pitwood-Simkin Bros.,Simkin Bros.,24,Dec,1886,2,January,1886,True,condensed,0.9,24 Ouse (s)-Bordeaux-730 lds. hewn pitwood-Simkin Bros.
18860102p8-9_p001.txt,13,Constantia,Christiansand,BRISTOL,"360 lds. hewn fir-Tellefsen, Wills, & Co.","Tellefsen, Wills, & Co.",28,Dec,1886,2,January,1886,False,condensed,0.9,"28 Constantia-Christiansand-360 lds. hewn fir-Tellefsen, Wills, & Co."
18860102p8-9_p001.txt,14,Mermaid,Bordeaux,BRISTOL,"1,000 lds. pitwood-Simkin Bros.",Simkin Bros.,23,Dec,1886,2,January,1886,True,condensed,0.9,"Mermaid (s)-Bordeaux-1,000 lds. pitwood-Simkin Bros."
18860102p8-9_p001.txt,15,Gironde,Bordeaux,BRISTOL,950 lds. pitwood-Simkin Bros.,Simkin Bros.,23,Dec,1886,2,January,1886,False,condensed,0.9,Gironde-Bordeaux-950 lds. pitwood-Simkin Bros.
18860102p8-9_p001.txt,16,Guanito,Bordeaux,BRISTOL,"570 lds. pitwood-Jones, Ingram, & Co.","Jones, Ingram, & Co.",23,Dec,1886,2,January,1886,False,condensed,0.9,"Guanito - Bordeaux - 570 lds. pitwood - Jones, Ingram, & Co."
18860102p8-9_p001.txt,17,Iskai,Bordeaux,BRISTOL,320 lds. pit-props-Martin,props-Martin,23,Dec,1886,2,January,1886,True,condensed,0.9,Iskai (s)-Bordeaux-320 lds. pit-props-Martin
18860102p8-9_p001.txt,18,Marie,Bordeaux,BRISTOL,760 lds. pitwood-G. N. Jessen,G. N. Jessen,23,Dec,1886,2,January,1886,True,condensed,0.9,Marie (s)-Bordeaux-760 lds. pitwood-G. N. Jessen
18860102p8-9_p001.txt,19,Delphine Anna,St. Brieux,BRISTOL,140 lds. pitwood-Mouchel,Mouchel,23,Dec,1886,2,January,1886,False,condensed,0.9,Delphine Anna-St. Brieux-140 lds. pitwood-Mouchel
18860102p8-9_p001.txt,20,Montbars,St. Brieux,BRISTOL,220 lds. pitwood-Mouchel,Mouchel,23,Dec,1886,2,January,1886,False,condensed,0.9,Montbars - St. Brieux - 220 lds. pitwood-Mouchel
18860102p8-9_p001.txt,21,Delphine Desiree,Ferrol,BRISTOL,170 lds. pitwood-Manzanos,Manzanos,23,Dec,1886,2,January,1886,False,condensed,0.9,Delphine Desiree-Ferrol-170 lds. pitwood-Manzanos
18860102p8-9_p001.txt,22,Celeritas,Corunna,BRISTOL,390 lds. pitwood-Jones,Jones,23,Dec,1886,2,January,1886,False,condensed,0.9,Celeritas-Corunna-390 lds. pitwood-Jones
18860102p8-9_p001.txt,24,Ocean Child,"St. John, N.B.",BRISTOL,"487 pcs. hewn birch, 448 deals, 827 deal ends, 4 lds. lathwood, 18 spars-De Winton & Co.",De Winton & Co.,24,Dec,1886,2,January,1886,False,standard_dash,0.9,"Dec. 24 Ocean Child-St. John, N.B.-487 pcs. hewn birch, 448 deals, 827 deal ends, 4 lds. lathwood, 18 spars-De Winton & Co."
18860102p8-9_p001.txt,26,Lilian,Cronstadt,BRISTOL,"4,230 pcs. sawn fir, 3,195 pcs. lathwood-H. Tolputt",H. Tolputt,24,Dec,1886,2,January,1886,False,standard_dash,0.9,"Dec. 24 Lilian-Cronstadt-4,230 pcs. sawn fir, 3,195 pcs. lathwood-H. Tolputt"
18860102p8-9_p001.txt,28,Aspheta,"Liverpool, N.S.",BRISTOL,505 deals-Nicks & Co.,Nicks & Co.,21,Dec,1886,2,January,1886,False,standard_dash,0.9,"Dec. 21 Aspheta-Liverpool, N.S.-505 deals-Nicks & Co."
18860102p8-9_p001.txt,30,W. Coulman,Rotterdam,GOOLE,"2,870 bdls. hoops-Goole Steamship Co.",Goole Steamship Co.,22,Dec,1886,2,January,1886,False,standard_dash,0.9,"Dec. 22 W. Coulman-Rotterdam-2,870 bdls. hoops-Goole Steamship Co."
18860102p8-9_p001.txt,31,Ouse,Rotterdam,GOOLE,100 bdls. hoops-Goole Steamship Co.,Goole Steamship Co.,24,Dec,1886,2,January,1886,False,condensed,0.9,24 Ouse-Rotterdam-100 bdls. hoops-Goole Steamship Co.
