source_file,line_number,ship_name,origin_port,destination_port,cargo,merchant,arrival_day,arrival_month,arrival_year,publication_day,publication_month,publication_year,is_steamship,format_type,confidence,raw_line
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,3,architect,"Skilton, Leatherhead. OAKHAM.",RECEIVING ORDERS,"For the erection of schools for 360 children in Oakley Road, for the Loughton School Board-J. Bowen, Oakham.","J. Bowen, Oakham.",15,fms,1887,19,November,1887,False,condensed,0.9,"architect—Skilton, Leatherhead. OAKHAM.—For the erection of schools for 360 children in Oakley Road, for the Loughton School Board—J. Bowen, Oakham."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,8,Quantities,,RECEIVING ORDERS,"supplied A. White & Co., £1,397.",,15,fms,1887,19,November,1887,False,condensed,0.9,"Quantities supplied—A. White & Co., £1,397."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,11,South Coast Railway,"Mr. F. D. Banister, chief engineer of the company, London Bridge Terminus, S.E.",RECEIVING ORDERS,"J. Longley, Crawley, Sussex, £975.",,15,fms,1887,19,November,1887,False,condensed,0.9,"South Coast Railway—Mr. F. D. Banister, chief engineer of the company, London Bridge Terminus, S.E.—J. Longley, Crawley, Sussex, £975."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,12,Gray's Inn,Road,RECEIVING ORDERS,"J. Derrwent Works, Putney, £789.",,15,fms,1887,19,November,1887,False,condensed,0.9,"Gray's Inn Road—J. Derrwent Works, Putney, £789."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,13,Local,Board,RECEIVING ORDERS,"S. Wood, Burnley, £3,323 10s.",,15,fms,1887,19,November,1887,False,condensed,0.9,"Local Board—S. Wood, Burnley, £3,323 10s."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,20,Enlarging,Hotel,TENDERS OPEN,"For enlarging the Lee Brigg Hotel, Altofts. Plans and all particulars at the offices of Mr. W. Watson, architect, Barstow Square, Wakefield, where tenders are to be delivered by the 22nd inst.",,15,fms,1887,19,November,1887,False,condensed,1.0,"Enlarging Hotel—For enlarging the Lee Brigg Hotel, Altofts. Plans and all particulars at the offices of Mr. W. Watson, architect, Barstow Square, Wakefield, where tenders are to be delivered by the 22nd inst."
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,34,Olaf,Lulea,TENDERS OPEN,21 lds. firewood,,8,Nov,1887,19,November,1887,False,standard_dash,0.9,Nov. 8 Olaf-Lulea-21 lds. firewood-Order
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,36,Ariel,Danzig,BOSTON,120 lds. sleepers,,9,Nov,1887,19,November,1887,False,standard_dash,1.0,Nov. 9 Ariel-Danzig-120 lds. sleepers-Order
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,37,Cabral,Arendal,BOSTON,200 lds. pit-props-Order,props-Order,14,Nov,1887,19,November,1887,False,condensed,1.0,14 Cabral-Arendal-200 lds. pit-props-Order
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,39,Bishop Brun,Quebec,BOSTON,"225 pcs. pine, 9,580 pine deals, 1,179 pine boards",,10,Nov,1887,19,November,1887,True,standard_dash,1.0,"Nov. 10 Bishop Brun (s)-Quebec-225 pcs. pine, 9,580 pine deals, 1,179 pine boards-Order"
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,40,Ballochbuie,Abo,BRISTOL,"3,626 scantling",,14,Nov,1887,19,November,1887,True,condensed,0.9,"14 Ballochbuie (s)-Abo-3,626 scantling-Order"
21. p. 505-507 - Imports - November 19 1887 - Timber Trades Journal 1887_p001.txt,41,Trinacria,New York,BRISTOL,"360 bdls. hoops, 1,221 bdls. headings, 1,996 bdls. staves",,10,Nov,1887,19,November,1887,True,condensed,0.9,"Trinacria (s)-New York-360 bdls. hoops, 1,221 bdls. headings, 1,996 bdls. staves-Order"
